year,dix_DET eaux_NOUN,dix_DET beaux_ADJ
1865,1.8827377989971694e-09,7.0602665935837194e-09
1866,0.0,1.5083400306536987e-08
1867,4.85281148598915e-10,2.1837651686951176e-08
1868,1.4819622196071691e-09,2.4699371437009177e-09
1869,1.0255390314739543e-08,1.7580669364747337e-08
1870,5.734048791339319e-10,1.834895702046424e-08
1871,4.248470908407853e-09,6.372706140567175e-09
1872,1.8746751262455064e-08,5.442605366390296e-09
1873,1.3169210166807943e-08,6.58460502789282e-09
1874,1.9716209442854904e-08,1.0156835372754358e-08
1875,1.2015207051518928e-08,2.9179787475186458e-08
1876,2.0556450319730857e-08,1.6928841217733748e-08
1877,9.27722432209066e-09,1.1132669119895411e-08
1878,9.058633176906028e-09,1.3889904282304855e-08
1879,8.553055375060126e-09,6.109325489944695e-09
1880,2.5671385017744797e-09,1.6686400705623328e-08
1881,2.0917522824959178e-08,1.2550513517339823e-08
1882,1.7969540522244642e-08,8.652000893505374e-09
1883,2.9700893744433188e-08,8.847074461915128e-09
1884,1.3203393933736152e-08,6.601696966868076e-09
1885,1.0957580620640783e-08,9.023890135129164e-09
1886,2.968593459939939e-08,5.808117542471791e-09
1887,3.460330111337839e-08,9.14049436140374e-09
1888,5.706553452000662e-09,6.34061492199578e-09
1889,2.5687060478674084e-08,8.14467782106476e-09
1890,8.520702365899524e-09,7.209825181320184e-09
1891,9.561329950003028e-09,1.4660705871527568e-08
1892,2.005923960268774e-08,9.402768119670668e-09
1893,9.23762488724833e-09,1.1085149742573464e-08
1894,5.671385583383426e-09,1.6384001710889606e-08
1895,1.0833505648122355e-08,8.426059849853118e-09
1896,2.358811590497112e-09,4.1279202278587945e-09
1897,6.992056156285287e-09,9.905413378419325e-09
1898,1.1882545614128048e-08,5.092519295146758e-09
1899,1.1055156790007459e-08,1.7688250864011934e-08
1900,1.5573159428683425e-09,7.786579936386318e-09
1901,2.235495621949468e-09,8.941982321264419e-09
1902,1.9641135384773634e-09,7.856454153909453e-09
1903,1.0800440541913758e-09,1.026041895890728e-08
1904,1.289910045443321e-08,5.374625189347171e-09
1905,2.0643036169332163e-09,6.192911072844254e-09
1906,3.086510713679047e-09,8.230695236477459e-09
1907,8.228549397415463e-09,4.6285588695127444e-09
1908,6.875944702500192e-09,1.1296195090437777e-08
1909,5.500983557560346e-09,6.60118004702781e-09
1910,3.2064905175488434e-09,5.878565634276356e-09
1911,1.0108711201439746e-08,4.788336727123976e-09
1912,7.814131564032323e-09,7.814131786076928e-09
1913,1.1136278676993072e-08,6.893886572711949e-09
1914,6.696743715117748e-10,6.69674382614005e-09
1915,0.0,8.246533234057551e-09
1916,2.197492410260793e-09,6.592477230782379e-09
1917,5.483212106582869e-09,6.57985488317081e-09
1918,9.189101035644853e-09,9.189101035644853e-09
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,7.572231730534895e-10,1.514446346106979e-09
1921,6.058197998815018e-09,0.0
1922,1.2542490157585462e-08,4.426761179843197e-09
1923,5.307974060286824e-09,9.554353308516284e-09
1924,7.734974771800296e-09,1.0313299436681689e-08
1925,5.499088961968823e-09,2.1996355847875293e-09
1926,1.114613823460786e-08,8.916910765321973e-09
1927,1.1149225098705529e-08,1.2264147031260109e-08
1928,1.82816659588525e-08,1.1426041446327417e-08
1929,2.116677211283502e-08,4.4561625500705304e-09
1930,1.7856125911208665e-08,1.1553964229804592e-08
1931,1.4826963656844327e-08,1.3686427990933225e-08
1932,4.38381475564853e-09,3.287861094491973e-09
1933,3.4411986593596566e-09,5.735331320977366e-09
1934,3.5944740517379614e-09,1.1981580172459871e-09
1935,5.98414207075848e-09,1.4361940969820353e-08
1936,4.849885826274658e-09,1.33371855781661e-08
1937,2.5182236296217297e-09,8.813782592653752e-09
1938,1.2965214457594243e-09,7.779128785578848e-09
1939,3.058810094103137e-09,1.5294050470515685e-09
1940,0.0,7.607348528892999e-09
1941,8.854508237732261e-09,1.4757512545315876e-08
1942,2.4273694165799498e-08,6.068423541449874e-09
1943,5.806470415592457e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,0.0
1946,8.352662561605939e-09,9.744772988540262e-09
1947,8.344609669919123e-09,1.1920871401116528e-08
1948,1.0871888278529696e-08,8.697510267552389e-09
1949,3.9268033269479474e-09,1.9634016634739737e-09
1950,0.0,1.0635361480382244e-09
1951,2.1322803522849654e-09,2.1322803522849654e-09
1952,8.435843135146115e-09,1.370824520563474e-08
1953,1.0773827385790469e-09,2.1547654771580937e-09
1954,1.9545072227344917e-09,5.863521668203475e-09
1955,1.8771215692936494e-09,9.385607846468247e-10
1956,1.4825940475304833e-08,5.232684952005684e-09
1957,2.6505113659425206e-09,3.534015080575159e-09
1958,5.790570523078742e-09,1.6544486891589827e-09
1959,4.650448914844674e-09,3.100299128533379e-09
1960,2.076250060767393e-09,2.7683333403416555e-09
1961,2.779263708063695e-09,5.55852741612739e-09
1962,0.0,5.0735651235811474e-09
1963,1.0345685086399214e-08,1.939815863494232e-09
1964,4.867174552281028e-09,1.0342746104008427e-08
1965,4.924839036579698e-09,5.472043373977442e-10
1966,6.092982340888398e-09,2.769537488234164e-09
1967,6.902469928959931e-09,7.888536934785861e-09
1968,7.63540675130514e-09,6.287982134978165e-09
1969,7.720988071113766e-09,2.2708788183223305e-09
1970,2.2993624781975086e-09,6.438215210957665e-09
1971,9.762955333059153e-09,1.0790634608071059e-08
1972,9.747278983951446e-09,4.104117490300041e-09
1973,3.859242758696979e-09,6.0645241051204835e-09
1974,9.56347201430674e-09,2.8127858375803783e-09
1975,9.138368284311582e-09,1.7134440533084216e-09
1976,9.712995630017929e-09,5.713526984862938e-09
1977,9.40285116435291e-09,5.28910359953727e-09
1978,1.425741957827853e-08,4.1584139465200565e-09
1979,1.1703946478647254e-08,1.1703946700691858e-09
1980,1.0233271230397634e-08,1.7055452605774235e-09
1981,1.9609203594228575e-08,1.2651099057237047e-09
1982,4.966001831974154e-09,4.345251713999687e-09
1983,5.052252616266628e-09,4.420721011477724e-09
1984,2.3196033982486597e-09,4.639206907519622e-09
1985,2.045289804186723e-08,4.812446441349039e-09
1986,6.593933954412989e-09,4.196139768986029e-09
1987,1.1610551853280526e-08,4.27757174126242e-09
1988,7.195864570874733e-09,5.396898372644898e-09
1989,3.841685636274406e-09,4.939309961038418e-09
1990,3.8140557934163155e-09,1.089730194969718e-09
1991,8.206051171910644e-09,2.9307325455363298e-09
1992,7.713921945651236e-09,4.407955445095979e-09
1993,6.64704896680135e-09,4.4313659408601325e-09
1994,4.747434001473039e-09,3.692448513614721e-09
1995,3.79571546416102e-09,1.626735190995987e-09
1996,5.871901187504136e-09,2.135236876199542e-09
1997,8.630810177656656e-09,2.3974471297094624e-09
1998,3.814503268806391e-09,2.8608774238492174e-09
1999,6.8553016596695215e-09,1.8280804647829996e-09
2000,4.859834423776022e-09,3.5344251969604557e-09
2001,1.007678718245586e-08,0.0
2002,2.190610748353805e-09,4.381221607729913e-09
2003,9.16723019717125e-09,4.583615265119079e-09
2004,5.285749615779878e-09,9.690541175055856e-09
2005,5.854874474131577e-09,4.954124444012109e-09
2006,5.765045940631097e-09,4.117889806920516e-09
2007,3.994479552682506e-09,2.3966876816494675e-09
2008,3.831695793987677e-09,6.386159684401704e-09
2009,1.907277002999308e-09,5.245011980292702e-09
2010,8.975206911010503e-09,2.3618964561933353e-09
2011,2.6767803529281764e-09,5.353560705856353e-09
2012,2.042551627834399e-09,6.468080182564506e-09
2013,3.0680376017500066e-09,7.809550062187753e-09
2014,2.815078753437561e-09,7.362513668174309e-09
2015,1.9949178142741886e-09,1.0861219812419165e-08
2016,1.0356699942093428e-09,7.871092222444531e-09
2017,1.0062445321423752e-09,5.282783682725167e-09
2018,1.0325866828253538e-09,8.776986692993205e-09
2019,5.1019755087367e-10,8.928457140289225e-09
