year,sommes_VERB aux_ADP,sommes_VERB beau_ADV
1800,8.489244152087849e-08,3.144164484325529e-09
1801,2.1906879510424915e-07,0.0
1802,1.320325679898815e-07,0.0
1803,9.55666195068261e-08,0.0
1804,9.640218934237055e-08,0.0
1805,9.665784261869703e-08,0.0
1806,1.7290014397985942e-07,0.0
1807,1.0249038240317532e-07,5.693910232196231e-09
1808,7.251436784372345e-08,0.0
1809,1.0165637576164954e-07,0.0
1810,2.0125089861267043e-07,0.0
1811,9.526891631139733e-08,0.0
1812,1.1735716043403954e-07,2.6672082320544632e-09
1813,7.189353823378042e-08,0.0
1814,6.293354459785405e-08,0.0
1815,5.3944472000466703e-08,0.0
1816,7.879853569647821e-08,0.0
1817,1.401186011662503e-07,0.0
1818,1.1086694939876907e-07,1.1921177378582115e-09
1819,9.729986771844779e-08,1.035105001712111e-09
1820,9.255855104584043e-08,1.1866481131050932e-09
1821,1.617284084431958e-07,9.86148829262845e-10
1822,1.2933044502005941e-07,2.0051231786055723e-09
1823,1.2056878517796576e-07,0.0
1824,8.168479581627253e-08,1.6842225392110777e-09
1825,8.365170600654892e-08,0.0
1826,1.2243097557984584e-07,0.0
1827,1.2258972503786936e-07,0.0
1828,9.355747465633613e-08,0.0
1829,1.6803424784939125e-07,0.0
1830,1.356788601469816e-07,0.0
1831,9.666548095310645e-08,0.0
1832,1.1365174401589684e-07,0.0
1833,1.4247862623051333e-07,0.0
1834,1.0267984151823839e-07,0.0
1835,1.5882484660778573e-07,7.563087933704082e-10
1836,1.2702217588866915e-07,2.016224964762614e-09
1837,1.0019363116953173e-07,0.0
1838,2.0072674544735492e-07,0.0
1839,1.3353717065456294e-07,2.7965900706306e-09
1840,1.3949617994057917e-07,0.0
1841,1.3290535605392506e-07,0.0
1842,1.6569414640343894e-07,6.708265054555795e-10
1843,1.1577545677710077e-07,0.0
1844,9.330554462394502e-08,0.0
1845,1.3392546804880112e-07,0.0
1846,1.229445274475438e-07,5.854501328173001e-10
1847,1.4615636700909818e-07,0.0
1848,1.456185145798372e-07,8.045221711050488e-10
1849,1.9105065973690216e-07,0.0
1850,1.0183494225657341e-07,0.0
1851,1.1544495492898932e-07,0.0
1852,9.830923630715915e-08,0.0
1853,1.379516305632933e-07,5.971931837933653e-10
1854,1.257350845662586e-07,0.0
1855,1.209981661531856e-07,0.0
1856,1.3874867477170483e-07,0.0
1857,1.2643108959764504e-07,0.0
1858,1.2332063192843634e-07,0.0
1859,1.5480206627671578e-07,0.0
1860,1.5928600305414875e-07,4.577183909670879e-10
1861,1.9476929935535736e-07,0.0
1862,1.7349067604754964e-07,4.517986262886353e-10
1863,1.3335638016087614e-07,0.0
1864,1.7117179140768712e-07,1.9178911792039344e-09
1865,1.845082948648269e-07,4.706844358715045e-10
1866,1.8829922510121833e-07,0.0
1867,1.5917221674044413e-07,4.85281148598915e-10
1868,1.8129337320260674e-07,0.0
1869,1.4357546262999676e-07,4.883519144627257e-10
1870,1.4449803131810768e-07,0.0
1871,1.8162212711558823e-07,0.0
1872,1.7355863235479774e-07,0.0
1873,1.568333232171426e-07,5.986004469882289e-10
1874,1.5533983344084845e-07,0.0
1875,1.676407492823273e-07,0.0
1876,1.692884126214267e-07,1.813804439976252e-09
1877,1.6513459399902786e-07,0.0
1878,1.3044432023434638e-07,6.039088673581716e-10
1879,1.435691387996485e-07,0.0
1880,1.3926725728197198e-07,2.5671385017744797e-09
1881,1.9313846166824078e-07,6.972507571312292e-10
1882,1.2778339453234366e-07,0.0
1883,1.4660867009297363e-07,6.319338941018771e-10
1884,1.716441175858563e-07,6.601696966868076e-10
1885,1.6952022008354106e-07,1.933690763067375e-09
1886,2.2458054615981382e-07,6.453463874400711e-10
1887,1.462479133351735e-07,0.0
1888,1.4139570225779607e-07,3.1703073499755874e-09
1889,1.7166475174690277e-07,0.0
1890,1.5927159324746754e-07,0.0
1891,1.7146652453448041e-07,0.0
1892,1.7301094601407385e-07,0.0
1893,1.656614045941751e-07,6.158416554491453e-10
1894,1.789637167348701e-07,0.0
1895,2.0222545060732955e-07,6.018614495673091e-10
1896,1.515536496299319e-07,0.0
1897,1.928642205939468e-07,5.826713556089658e-10
1898,2.1728082799654658e-07,5.6583548957434e-10
1899,1.6306356087625318e-07,0.0
1900,1.5002143527453882e-07,0.0
1901,1.4977820228523342e-07,0.0
1902,1.3208664029207284e-07,0.0
1903,2.0682843171471177e-07,5.400220270956879e-10
1904,1.311408510673573e-07,5.912087708281888e-09
1905,1.3934050002717413e-07,1.0321518084666081e-09
1906,1.2397484283610538e-07,5.144184522798412e-10
1907,1.352567835510854e-07,0.0
1908,1.9694670072567533e-07,1.964555629285769e-09
1909,1.7768176974186645e-07,6.0510818578052294e-09
1910,1.7742580382673623e-07,0.0
1911,1.8834124659861118e-07,0.0
1912,1.4898944300512085e-07,0.0
1913,1.9249853266956052e-07,0.0
1914,2.055900267805555e-07,0.0
1915,2.1912217107455945e-07,1.1780761921542648e-09
1916,2.84575264686282e-07,4.394984820521586e-09
1917,2.631941811159777e-07,1.0966424435210342e-09
1918,2.527002891383745e-07,0.0
1919,2.51374274284899e-07,9.207848372660976e-10
1920,1.5447352552655502e-07,7.572231730534895e-10
1921,1.61299524847891e-07,7.572747429129834e-10
1922,2.1248453663247346e-07,0.0
1923,2.0594939087459352e-07,1.0615948120573648e-09
1924,2.6298914690414676e-07,0.0
1925,2.760542656687903e-07,0.0
1926,1.8056744011119008e-07,0.0
1927,2.419381814888766e-07,1.1149224876660924e-09
1928,1.496811421475286e-07,0.0
1929,2.2280812572716968e-07,0.0
1930,1.628058612368477e-07,1.0503603542488804e-09
1931,1.5967499678026797e-07,0.0
1932,2.465895647674188e-07,1.0959536611565568e-09
1933,1.8582473160222435e-07,0.0
1934,2.1087581103529374e-07,0.0
1935,1.8431157400300435e-07,0.0
1936,1.6489612164605205e-07,0.0
1937,1.5738898184736172e-07,1.2591118148108649e-09
1938,1.6465821772726486e-07,0.0
1939,1.2388180437028495e-07,1.5294050470515685e-09
1940,1.4453962648985907e-07,2.5357829169792012e-09
1941,1.8299316195680149e-07,0.0
1942,2.123948235066564e-07,0.0
1943,2.0322646321346838e-07,2.9032352077962287e-09
1944,1.9600435052780085e-07,9.639558484764166e-09
1945,2.0260087296719576e-07,2.178504043826024e-09
1946,2.2969821600327123e-07,1.3921104269343232e-09
1947,2.2649655306850036e-07,0.0
1948,2.2504808327994397e-07,2.174377566888097e-09
1949,1.8848655258807412e-07,0.0
1950,2.1589784182651783e-07,0.0
1951,1.9830207520499243e-07,0.0
1952,2.0456919003208895e-07,0.0
1953,2.176313103063876e-07,0.0
1954,2.1401854155556066e-07,9.772536113672459e-10
1955,2.1586897958059126e-07,9.385607846468247e-10
1956,2.1454007992360857e-07,8.72114158667614e-10
1957,1.7493374571131426e-07,0.0
1958,1.7371711180658167e-07,8.272243445794913e-10
1959,2.1392064297742763e-07,7.750747821333448e-10
1960,1.8547832780768658e-07,0.0
1961,1.8690548131417017e-07,0.0
1962,2.1435812413983513e-07,3.170978146727066e-09
1963,2.114399393349231e-07,0.0
1964,2.0016256030430668e-07,0.0
1965,2.0465442673867074e-07,0.0
1966,1.8334337426040292e-07,0.0
1967,1.7601297486180556e-07,0.0
1968,1.733686474381102e-07,1.3474247273492779e-09
1969,2.2890459661084606e-07,4.5417578031781147e-10
1970,1.8762797537874576e-07,0.0
1971,2.009113444501054e-07,0.0
1972,2.0520587895589415e-07,1.0260293725750103e-09
1973,1.8855156724839617e-07,5.513203782392395e-10
1974,1.6876714425961836e-07,1.1251143350321513e-09
1975,1.7934047491507954e-07,0.0
1976,2.074010296837514e-07,0.0
1977,1.851186226531354e-07,0.0
1978,1.8772269072542258e-07,0.0
1979,1.738036132792331e-07,0.0
1980,1.7680818586995883e-07,0.0
1981,1.8850137450954207e-07,6.325549528618524e-10
1982,2.122965838680102e-07,0.0
1983,2.2671984822864033e-07,0.0
1984,2.279010402617132e-07,1.1598016991243298e-09
1985,2.2498187490782584e-07,2.4062232206745193e-09
1986,2.3678217075939756e-07,5.994485463567401e-10
1987,1.8943532609227987e-07,0.0
1988,1.9848593524329772e-07,0.0
1989,2.1019508267272613e-07,0.0
1990,1.776260205588187e-07,0.0
1991,2.1511577585897612e-07,5.861465202094962e-10
1992,1.9064407297264552e-07,0.0
1993,1.883330469354405e-07,1.1078414852150331e-09
1994,2.3578921570788225e-07,0.0
1995,2.48890501097776e-07,0.0
1996,2.1298987462614605e-07,1.6014276571496566e-09
1997,1.999470953251148e-07,4.79489448146353e-10
1998,2.2314844727588934e-07,4.768129224785866e-10
1999,1.901203745546809e-07,4.570201161957499e-10
2000,2.1825076146342326e-07,0.0
2001,1.9145895180372463e-07,0.0
2002,2.295760026527205e-07,0.0
2003,1.9959560404458898e-07,1.2500769308587678e-09
2004,1.9204890122637153e-07,0.0
2005,1.7924922701695323e-07,0.0
2006,2.141302815061863e-07,8.235779835885637e-10
2007,2.0291955138418416e-07,1.997239706952314e-09
2008,2.069115652147957e-07,1.2772318758180745e-09
2009,1.9883363222561456e-07,0.0
2010,2.1304306585534505e-07,0.0
2011,1.9081619484495604e-07,7.64794394481072e-10
2012,1.9744665280541085e-07,0.0
2013,2.0834764313804044e-07,0.0
2014,2.2910410280019278e-07,0.0
2015,2.3362704837381898e-07,8.866301581811342e-10
2016,2.118980830800865e-07,1.2428040818690533e-09
2017,1.7961464493509993e-07,0.0
2018,1.910285334361106e-07,5.162933414126769e-10
2019,2.3290517958685086e-07,0.0
