year,moins_ADV eu_VERB,moins_ADV bu_VERB
1800,2.6096566330124915e-07,0.0
1801,2.7383600809116615e-07,0.0
1802,1.6112448975036386e-07,0.0
1803,2.3014003147636686e-07,0.0
1804,2.1505103120489366e-07,5.438072037122765e-08
1805,2.899735136452364e-07,0.0
1806,2.1612518708025164e-07,0.0
1807,1.7651122163897526e-07,0.0
1808,2.0621273222332093e-07,2.2660739951163578e-09
1809,3.185232912983338e-07,2.259030518203531e-09
1810,3.697400359214953e-07,2.3401267590372754e-09
1811,1.1281845502253418e-07,2.5070767684098882e-09
1812,3.6007310200147913e-07,2.6672082320544632e-09
1813,4.3998846877002507e-07,2.8757416004054903e-08
1814,1.3530711839848664e-07,1.8880061958270744e-08
1815,2.6702514333010186e-07,0.0
1816,2.711596494009427e-07,1.8540831092650478e-08
1817,2.771234619558527e-07,0.0
1818,3.039900207113533e-07,2.384235475716423e-09
1819,3.094963858529809e-07,8.280840013696888e-09
1820,2.480094565271429e-07,1.1866481131050932e-09
1821,3.2444296493849833e-07,9.86148829262845e-10
1822,1.804610860745015e-07,0.0
1823,2.401492906756175e-07,0.0
1824,2.896862838497327e-07,1.0105335235266466e-08
1825,2.3686641270614928e-07,1.0566531649658373e-08
1826,2.483851631041034e-07,1.7615968683770689e-09
1827,2.414925575067173e-07,4.608636583469661e-09
1828,3.6322313690106967e-07,1.8344602503717056e-09
1829,2.5290870553362765e-07,8.57317605795771e-10
1830,3.1101771469366213e-07,9.39315203396518e-09
1831,2.68168747652453e-07,1.091384405071949e-08
1832,2.92247335664797e-07,1.2176972319366541e-08
1833,2.108220371610514e-07,5.791814139399776e-09
1834,2.7630210297502344e-07,9.334530925997342e-10
1835,2.3823727701710595e-07,6.050470346963266e-09
1836,2.1775230152343283e-07,2.688300027031687e-09
1837,2.3726407505364477e-07,9.045257876039159e-09
1838,2.297626906511141e-07,6.943378316748294e-09
1839,2.467990611876303e-07,4.894032734625853e-09
1840,2.08925783340419e-07,1.52872523528913e-08
1841,2.2343509442634968e-07,2.5682194149112547e-09
1842,2.0057711935805855e-07,4.695785538189057e-09
1843,2.339136813134246e-07,2.3627644285539873e-09
1844,2.1405388395123737e-07,5.488561272137815e-10
1845,2.8347557190500083e-07,1.0044410636567136e-08
1846,2.4881632043616264e-07,2.9272506640865004e-09
1847,2.119536901545871e-07,4.314578916364553e-09
1848,2.083712473677224e-07,8.045221711050488e-10
1849,3.083624733335455e-07,9.217356655710773e-09
1850,2.2200016758233687e-07,4.752297222410107e-09
1851,2.27665182706005e-07,3.2247193804124663e-09
1852,2.565154773037648e-07,1.3021090872200602e-09
1853,2.1558673779509263e-07,2.9859659189668264e-09
1854,2.909572174303321e-07,1.0391328908454511e-09
1855,2.3456661324416928e-07,5.306937111981824e-10
1856,2.2520772802181455e-07,5.177189343896771e-09
1857,2.2259681031755463e-07,4.393358121745905e-09
1858,1.972151437712455e-07,2.936205500958522e-09
1859,2.75995802212492e-07,9.165912473463322e-09
1860,1.9590346767017763e-07,2.746310290291376e-09
1861,1.9995685818230413e-07,4.2443675241088386e-09
1862,2.4306766022164084e-07,1.2198563048571032e-08
1863,2.2575686386971938e-07,4.994620828036034e-10
1864,2.459695451761945e-07,1.9178911792039344e-09
1865,2.2969400959027553e-07,2.3534221238463715e-09
1866,2.5057906327674573e-07,5.352174259343201e-09
1867,2.2371460772774299e-07,1.455843445796745e-09
1868,2.287161748881772e-07,9.87974813071446e-10
1869,2.4466430659231264e-07,6.8369265804335555e-09
1870,2.0126510946738563e-07,4.013834153937523e-09
1871,2.3897649725768133e-07,1.3807530230280918e-08
1872,1.5844028666833765e-07,1.2094679036067646e-08
1873,1.8077733443533361e-07,3.591602570907071e-09
1874,1.7206873792474653e-07,2.3898436563030145e-09
1875,2.2943324040625157e-07,7.437985338754061e-09
1876,2.0616910489934526e-07,4.836811839936672e-09
1877,2.3440452423528768e-07,0.0
1878,1.7634138771427388e-07,1.2078177347163432e-09
1879,1.9488747682316898e-07,3.665595160740054e-09
1880,2.3425138806487666e-07,0.0
1881,2.29395496376128e-07,6.972507571312292e-10
1882,2.016581674979534e-07,1.9966155395678697e-09
1883,1.8262889511788671e-07,6.951272890631799e-09
1884,2.3171956797796156e-07,3.9610181801208455e-09
1885,1.8627886788635806e-07,5.80107206715752e-09
1886,2.3038866459046403e-07,5.162771099520569e-09
1887,1.6975204175651015e-07,1.0446279397058333e-08
1888,1.7183066347570275e-07,2.53624587998047e-09
1889,2.2491840923066775e-07,3.759081934617825e-09
1890,2.169501982507427e-07,5.898947996740844e-09
1891,1.9313887378302752e-07,2.5496880162734215e-09
1892,2.1250257020710706e-07,2.5074049503359674e-09
1893,2.087703165898347e-07,0.0
1894,2.0227940922268317e-07,1.2603078580752936e-09
1895,2.0704034398022486e-07,2.4074457982692365e-09
1896,1.9990928024071764e-07,5.89702897624278e-10
1897,2.0684832691131305e-07,1.1653427112179315e-09
1898,1.8672571400202287e-07,1.6975064687230201e-09
1899,1.7301320553997357e-07,6.633094074004475e-09
1900,2.1075675249448977e-07,1.038210628578895e-09
1901,2.095777063004789e-07,8.38310842965484e-09
1902,1.551649688735779e-07,2.9461704187383475e-09
1903,1.981880899393218e-07,4.320176216765503e-09
1904,1.6983815953608428e-07,4.837162670412454e-09
1905,1.9817315433101612e-07,5.160758931310738e-09
1906,1.5072460257670173e-07,7.716276506641861e-09
1907,1.8874234797294775e-07,1.5428529565042481e-09
1908,1.7189861978295085e-07,1.5716445034286153e-08
1909,1.6612970910045988e-07,5.500983557560346e-10
1910,1.7689139042431634e-07,4.809735720812114e-09
1911,1.7610437907933374e-07,1.5961122423746588e-09
1912,1.755574885464739e-07,3.125652625612929e-09
1913,1.5802909558715328e-07,6.893886794756554e-09
1914,1.5938249475766497e-07,6.696743715117748e-10
1915,1.5314989809667168e-07,1.1780761921542648e-09
1916,1.6261444102383393e-07,0.0
1917,1.4366015932409937e-07,0.0
1918,1.6540381864160736e-07,5.743188147278033e-09
1919,1.7218675907315628e-07,9.207848372660976e-10
1920,1.3630017292598495e-07,7.572231730534895e-10
1921,1.6584317563683726e-07,2.2718242842501013e-09
1922,1.9330191491917503e-07,2.951174193910333e-09
1923,1.7516313732812705e-07,1.0615948120573648e-09
1924,1.4825367600224126e-07,2.578324886925998e-09
1925,1.9906701709260233e-07,5.499089184013428e-09
1926,1.515874856750088e-07,7.802296586589819e-09
1927,1.438250052387957e-07,1.1149224876660924e-09
1928,1.3711249380321533e-07,6.8556245125250825e-09
1929,1.570797252270495e-07,0.0
1930,1.680576531271072e-07,0.0
1931,1.6879927500212943e-07,4.5621426636444085e-09
1932,1.5562541477720515e-07,1.0959536389520963e-08
1933,1.3650088703798247e-07,2.2941324395731044e-09
1934,1.4497712186312128e-07,4.7926320689839486e-09
1935,1.579813471153102e-07,1.196828414151696e-09
1936,1.3458432590596203e-07,0.0
1937,1.3346584637474734e-07,8.813782592653752e-09
1938,1.335417039172171e-07,3.8895642262559704e-09
1939,1.3152883582279173e-07,0.0
1940,1.4200384157447843e-07,2.5357829169792012e-09
1941,1.4167213180371618e-07,2.9515025978810172e-09
1942,1.2136847260535433e-07,1.2136847082899749e-08
1943,1.2774235358392616e-07,1.1612940831184915e-08
1944,1.5101974781828176e-07,9.639558484764166e-09
1945,1.7428033061150927e-07,0.0
1946,1.531321487391324e-07,8.352662561605939e-09
1947,1.4305045681339834e-07,2.3841741914054637e-09
1948,1.108932536908469e-07,3.2615663503321457e-09
1949,1.1878579897484087e-07,1.9634016634739737e-09
1950,1.414503145724666e-07,5.317680518146517e-09
1951,1.0661401717015906e-07,5.330700769690111e-09
1952,1.539541329975691e-07,2.1089607837865287e-09
1953,1.4975620388213429e-07,4.3095309543161875e-09
1954,1.5245156248511194e-07,9.772536113672459e-10
1955,1.1075017170014689e-07,5.631364707880948e-09
1956,1.5349209547821374e-07,3.488456634670456e-09
1957,1.3164206791316246e-07,2.6505113659425206e-09
1958,1.0257581806172311e-07,7.445019267748876e-09
1959,1.2633718426968699e-07,9.300897829689347e-09
1960,1.2111458147501253e-07,2.7683333403416555e-09
1961,1.3687873945400497e-07,4.86371165564492e-09
1962,1.4015724048022093e-07,5.7077609305622445e-09
1963,1.0281024742653244e-07,9.052474325699222e-09
1964,1.192457830256899e-07,3.041984220075733e-09
1965,1.1983775038970634e-07,4.924839203113152e-09
1966,1.539862779509349e-07,3.8773522170743036e-09
1967,1.4396579217645922e-07,6.409436092980059e-09
1968,1.3025105261021963e-07,5.3896989093971115e-09
1969,1.3988614000481903e-07,5.450109252791435e-09
1970,1.2232608526119293e-07,7.817832603507213e-09
1971,1.3205681170802563e-07,2.0553589941130213e-09
1972,1.4620918875607458e-07,5.130146973897354e-09
1973,1.1246935827102789e-07,1.6539611902288698e-09
1974,1.2094979240373505e-07,4.500457340128605e-09
1975,1.1480074846303978e-07,3.4268881066168433e-09
1976,1.1369918695436354e-07,2.856763492431469e-09
1977,1.1400956623219827e-07,7.639816779203557e-09
1978,1.3544548949084856e-07,3.5643548113029055e-09
1979,1.4337334164338245e-07,2.925986564150662e-09
1980,1.0574380127081895e-07,5.116635559687666e-09
1981,1.1259478327474426e-07,2.5302198114474095e-09
1982,1.1732179672208076e-07,3.7245013739806154e-09
1983,9.978199244642383e-08,5.052252838311233e-09
1984,1.1540026889633737e-07,2.8995041922996734e-09
1985,1.1489716200685507e-07,2.4062232206745193e-09
1986,1.342764761602666e-07,3.5966913891627428e-09
1987,1.2588282061187783e-07,3.0554083707556856e-09
1988,1.2652728287321224e-07,4.797243047249822e-09
1989,1.081160050375729e-07,5.488121956886971e-09
1990,1.394854649561239e-07,8.172976073694826e-09
1991,1.324691112358778e-07,2.344586080837985e-09
1992,1.2066777799191186e-07,4.958949695321735e-09
1993,1.3183313285480835e-07,3.877445031719162e-09
1994,1.2554325223845808e-07,4.747434001473039e-09
1995,1.3447677815747738e-07,1.0844901643380922e-09
1996,1.233099311548358e-07,2.135236876199542e-09
1997,1.2370827562335762e-07,1.917957792585412e-09
1998,1.2444817798495933e-07,3.337690568372409e-09
1999,1.375630489519608e-07,3.1991407301035224e-09
2000,1.4226061750832741e-07,6.185244316725402e-09
2001,1.253026624681297e-07,2.190605918883648e-09
2002,1.1522612197722992e-07,5.257465574004527e-09
2003,1.4292545813532342e-07,3.333538334260311e-09
2004,1.2906038193705172e-07,2.2023955992267474e-09
2005,1.360132415584303e-07,3.1526248278623825e-09
2006,1.3794931419397471e-07,5.353256948836815e-09
2007,1.6936593283389811e-07,4.7933754743212376e-09
2008,1.3581232849446678e-07,1.1069342775726909e-08
2009,1.4781396373564348e-07,3.814554005998616e-09
2010,1.591918277199511e-07,9.447585824773341e-09
2011,1.9311057997128955e-07,7.647943611743813e-09
2012,1.8008496738275426e-07,1.974466634635519e-08
2013,2.0165373371128226e-07,1.7850400269026068e-08
2014,2.1351289092308434e-07,1.645738301192523e-08
2015,2.0658482924318378e-07,1.9505863591007255e-08
2016,2.444181177452265e-07,2.1334802369210593e-08
2017,2.2766282370412227e-07,1.735771881783421e-08
2018,2.398182630258816e-07,2.1684320117287825e-08
2019,2.438744388655323e-07,1.7346716063570966e-08
