year,vos_DET eaux_NOUN,vos_DET beaux_ADJ
1800,1.0375742931501009e-07,2.986956140205166e-07
1801,1.2144030847593967e-07,6.429192964674257e-07
1802,9.84649659585557e-08,2.394488944901241e-07
1803,5.265916058760922e-08,4.115215723743404e-07
1804,8.404293216912606e-08,6.995337962223402e-07
1805,1.7625842474444653e-07,5.458325258445029e-07
1806,5.76333825108577e-08,5.532804649988066e-07
1807,1.1957211132340717e-07,3.530224432779505e-07
1808,7.024829073998262e-08,3.9203081314553856e-07
1809,2.0783080856290326e-07,2.914149246358022e-07
1810,1.193464669313471e-07,4.656852281570423e-07
1811,4.262030373070047e-08,4.5879505705670454e-07
1812,9.868670147739067e-08,5.201055781611785e-07
1813,8.627225156487839e-08,6.297874124427949e-07
1814,2.8320094713762956e-08,3.2096106217238685e-07
1815,5.933891955578474e-08,1.7531952778426785e-07
1816,2.5493642752394408e-08,2.0858434801596104e-07
1817,6.850242650902061e-08,7.364011445076812e-07
1818,7.391129952516451e-08,5.161869855996315e-07
1819,6.728182633253255e-08,5.506758604667539e-07
1820,9.01852530432734e-08,5.968839964509698e-07
1821,1.0354562363090736e-07,7.977943887738093e-07
1822,3.5089655625597516e-08,5.84493420774379e-07
1823,7.412015357033397e-08,6.799288314596197e-07
1824,6.736890156844311e-08,5.4653021663853e-07
1825,1.1799293408998324e-07,5.890841237032873e-07
1826,3.52319382557198e-08,4.0692887903759356e-07
1827,8.387718608560135e-08,2.7559646476049693e-07
1828,2.843413443587295e-08,3.9991233258263037e-07
1829,2.4862209901943544e-08,3.0349044166655403e-07
1830,5.322786122974321e-08,5.291475684288116e-07
1831,7.016043013230444e-08,5.909067084530761e-07
1832,5.953186388296672e-08,7.522663150183462e-07
1833,6.950177233733257e-08,6.301493833404948e-07
1834,6.254136053485126e-08,2.921708137648693e-07
1835,7.487457054367042e-08,2.89666260755439e-07
1836,4.234072398245914e-08,4.0526122901951567e-07
1837,4.0355768504696243e-08,2.908398535339529e-07
1838,5.6178239615789494e-08,3.591620156839781e-07
1839,4.334714465148437e-08,2.579854401218995e-07
1840,4.840963396812725e-08,2.3695241502252884e-07
1841,5.778493594732481e-08,1.8555385761231946e-07
1842,3.5553803456878086e-08,3.0656772587178693e-07
1843,4.134837811031744e-08,2.7703412897039925e-07
1844,3.348022492577485e-08,2.5960893701437726e-07
1845,2.8459162138005922e-08,3.2588532228317035e-07
1846,4.1566958541849885e-08,3.260957219808347e-07
1847,2.8044762956369595e-08,1.7420112286004041e-07
1848,2.654923214606697e-08,2.0837124115047345e-07
1849,2.262441967104678e-08,2.689792122367862e-07
1850,4.1412874907109654e-08,2.430460579461169e-07
1851,4.5791015423901626e-08,1.7993934608995232e-07
1852,5.403752667554329e-08,2.6367708372276866e-07
1853,3.881755716861335e-08,3.284562595240459e-07
1854,4.676097908884458e-08,3.2940513783330516e-07
1855,3.980202833986368e-08,3.847529477241096e-07
1856,3.36517302912398e-08,3.592969468613205e-07
1857,4.393358032928063e-08,3.602553650949858e-07
1858,3.3766365703513657e-08,3.777918005098968e-07
1859,2.7497736532211547e-08,3.106225623383807e-07
1860,5.8587955015232396e-08,3.3596531245905226e-07
1861,5.046081197335184e-08,3.154979815178649e-07
1862,6.957699216769697e-08,4.522504344350864e-07
1863,5.344244291549671e-08,3.576148506212462e-07
1864,8.582563282288902e-08,3.480972630143242e-07
1865,7.954566783041628e-08,2.974725727966643e-07
1866,4.3303953534135076e-08,3.4351226041451355e-07
1867,4.949867715708933e-08,3.1203577322003184e-07
1868,4.347089188616593e-08,2.7465699004025623e-07
1869,4.053320767916091e-08,3.345210641825247e-07
1870,4.300536593504489e-08,2.849822324790807e-07
1871,2.230447138096281e-08,3.143868454458243e-07
1872,4.233137573805834e-08,2.3403203464056332e-07
1873,4.3697831131339626e-08,2.424331873029928e-07
1874,3.2262889249068394e-08,2.467513517956377e-07
1875,3.4901315615343265e-08,3.530182279831706e-07
1876,6.227394910851558e-08,2.503050087199199e-07
1877,6.061119695033312e-08,5.182875604248238e-07
1878,2.4760263173106978e-08,2.6149253851137644e-07
1879,2.565916623620268e-08,2.767524462932158e-07
1880,6.482024983434087e-08,4.781295377398465e-07
1881,2.161477319351235e-08,4.274147040739251e-07
1882,2.1297232422057277e-08,4.3592771969969135e-07
1883,2.1485751844352308e-08,5.137622594020286e-07
1884,1.9805090012425808e-08,2.0927379207336116e-07
1885,2.127059772760731e-08,2.5524717317537693e-07
1886,2.774989432685615e-08,3.4074288457475177e-07
1887,3.3297517243457975e-08,1.9325616218424102e-07
1888,7.22830080235326e-08,2.05435922495667e-07
1889,2.380751951136517e-08,2.192797818878489e-07
1890,2.0318598359381213e-08,1.815565093821192e-07
1891,3.6970476458009216e-08,2.77278585869567e-07
1892,3.008885940403161e-08,2.2065163740592197e-07
1893,3.4487133149241345e-08,1.767465538371482e-07
1894,4.348062176973144e-08,2.2748556283147536e-07
1895,2.9491210362664333e-08,1.5828955790553323e-07
1896,1.592197840238896e-08,1.8457700612373173e-07
1897,3.379494017963225e-08,2.4472195736535696e-07
1898,3.168678830434146e-08,1.94081566817772e-07
1899,2.2110313580014918e-08,1.7854078038226362e-07
1900,2.906989848838748e-08,2.190624490694404e-07
1901,2.6825947685438223e-08,1.950469834532953e-07
1902,1.669496474399068e-08,1.5172776990368675e-07
1903,2.75411240480139e-08,1.6632679056272082e-07
1904,1.7198800605910947e-08,1.6715084161234017e-07
1905,2.7868098939620722e-08,2.095268190061006e-07
1906,1.3374879870298173e-08,1.7490228065852875e-07
1907,4.0628462372183094e-08,2.3091366863070562e-07
1908,2.2101251051509507e-08,2.273973152000508e-07
1909,2.8605114721358404e-08,2.585462191007082e-07
1910,2.2979847358328698e-08,2.559848253369523e-07
1911,2.4473720827700163e-08,1.9046939137012942e-07
1912,2.6047105805560022e-08,2.578663433894235e-07
1913,2.598464909908671e-08,2.2272557043123697e-07
1914,2.276892807628883e-08,1.700972864782102e-07
1915,1.8849219074468238e-08,1.3901299666940758e-07
1916,8.789969641043172e-09,1.5052822832650747e-07
1917,3.509255963596303e-08,1.710762149720324e-07
1918,1.8378202071289707e-08,1.3439059998177072e-07
1919,1.8415697411455767e-08,1.7955304976169373e-07
1920,4.391894270483476e-08,2.1732305688360043e-07
1921,1.6660043622440668e-08,2.536870358227361e-07
1922,2.8036154453570106e-08,2.4863642256178764e-07
1923,1.2739137744688378e-08,2.0488780405614193e-07
1924,2.5783249313349188e-08,2.965073688798725e-07
1925,2.74954441437103e-08,2.1336465172439034e-07
1926,4.12407112904134e-08,2.5078810139689267e-07
1927,3.6792442870137165e-08,3.2890212597891377e-07
1928,9.14083297942625e-09,2.456598742206495e-07
1929,3.230717737778832e-08,2.49545107688931e-07
1930,3.7812974085227324e-08,2.3002891147427817e-07
1931,1.596749932275543e-08,1.893289187648861e-07
1932,1.643930525041526e-08,1.3589824998661015e-07
1933,1.3764794637438627e-08,2.0532484978907917e-07
1934,2.7557634396657704e-08,1.6414764303362972e-07
1935,3.949533677882755e-08,2.728768873083709e-07
1936,1.9399542861009422e-08,2.2188227966069007e-07
1937,8.813782592653752e-09,1.8508944199524535e-07
1938,2.8523471029551217e-08,2.3726342046614946e-07
1939,1.8352860564618823e-08,2.4317539182305836e-07
1940,2.028626333583361e-08,1.3693227796096608e-07
1941,2.3612020783048138e-08,2.656352231511505e-07
1942,2.7307905936524435e-08,2.0632640040929573e-07
1943,3.193558839598154e-08,2.4677498844383194e-07
1944,2.8918675454292497e-08,1.9279116258985596e-07
1945,1.089252021913012e-08,1.546737875557369e-07
1946,4.5939644977011085e-08,3.187932779979974e-07
1947,2.622591654954931e-08,3.76699519577528e-07
1948,2.391815279167986e-08,2.1308900333139036e-07
1949,1.9634016634739737e-08,1.7277935326909244e-07
1950,4.1477910883713776e-08,3.499033827125686e-07
1951,1.8124382994422206e-08,2.228232931500429e-07
1952,2.4253049346611988e-08,3.258344545287173e-07
1953,3.555363137230927e-08,1.6914908407272833e-07
1954,2.73631017844167e-08,2.3747263355744508e-07
1955,2.0648337706319353e-08,1.464154797403694e-07
1956,2.5291310157271596e-08,1.4564306916042824e-07
1957,2.2087593976038988e-08,1.457781189095897e-07
1958,1.9026160202884057e-08,2.473400728675301e-07
1959,1.9376869886400527e-08,1.8834316994897904e-07
1960,2.2838749558218296e-08,2.124695788197073e-07
1961,2.36237411854745e-08,2.1122403781603794e-07
1962,2.1562652108286784e-08,2.5811762771610347e-07
1963,1.8104948651398445e-08,1.8816215341388443e-07
1964,2.6161064370366915e-08,2.5309309448218187e-07
1965,3.0643441562006046e-08,2.3529787185339046e-07
1966,1.9386760974349215e-08,1.744808515447005e-07
1967,2.8102911997507363e-08,2.4848891033713016e-07
1968,2.2007937222623397e-08,3.009248477070514e-07
1969,1.9075382495792326e-08,1.4624460220602487e-07
1970,2.0234390524231927e-08,2.0464325833913222e-07
1971,2.9288864888954436e-08,2.887779348981212e-07
1972,3.334595388704287e-08,2.0366683450845358e-07
1973,2.4258095976392724e-08,1.813844023867972e-07
1974,1.2938814464291681e-08,1.1419910184162774e-07
1975,2.1132476213381324e-08,1.1080271455909951e-07
1976,5.713526984862938e-09,9.541589873762746e-08
1977,1.8805701551549703e-08,1.0343135725676689e-07
1978,2.792077880009458e-08,1.883167524141527e-07
1979,2.4578287849408298e-08,1.392769690689022e-07
1980,1.193881615790815e-08,1.3473806648178765e-07
1981,1.0120879023745033e-08,1.1069711369771085e-07
1982,9.9320033308814e-09,1.0428603847145723e-07
1983,1.1999100824056086e-08,9.788739774307942e-08
1984,1.2177917618760858e-08,1.0322235421966752e-07
1985,2.3460676956688076e-08,1.1068626992738473e-07
1986,2.2779045372178786e-08,1.5945331011124608e-07
1987,1.6499206278997036e-08,1.6438097372173388e-07
1988,5.396898483667201e-09,1.0194141664143785e-07
1989,1.3171493229435782e-08,1.229339368080673e-07
1990,9.262707045820662e-09,1.1169734492888495e-07
1991,6.4476117778156095e-09,8.733583101161457e-08
1992,1.2121877057680308e-08,1.063419228231055e-07
1993,8.308811083601597e-09,1.21862560931163e-07
1994,1.635227242502424e-08,1.524453803192216e-07
1995,1.4640617329586547e-08,1.4315269725173607e-07
1996,1.7615704006601618e-08,1.1423517642938918e-07
1997,1.5823152565985765e-08,1.145979755534654e-07
1998,8.58263260461456e-09,1.4733518716170124e-07
1999,1.4624643496219392e-08,1.722965823347522e-07
2000,1.0603275590881367e-08,1.0912537784513177e-07
2001,1.8839211080035057e-08,1.3187447645002237e-07
2002,1.0076809608960957e-08,1.0733992983347207e-07
2003,1.6250998768896352e-08,1.3125807551972457e-07
2004,1.9381080740288326e-08,1.1936984067872913e-07
2005,1.6213498099659773e-08,1.355628653776364e-07
2006,1.8942294399693083e-08,1.264192208694226e-07
2007,1.3181781888249589e-08,1.6856703988210597e-07
2008,1.7029759102893394e-08,1.2431724494277319e-07
2009,9.53638501499654e-09,1.3017166011763948e-07
2010,1.5588517143783065e-08,1.7714223421450015e-07
2011,1.3383901764640882e-08,1.6557798021565873e-07
2012,1.838296448397614e-08,2.2025515411527863e-07
2013,1.506127500494614e-08,2.133680667704141e-07
2014,2.2087541018400714e-08,2.6115268880744225e-07
2015,1.5516028128992332e-08,2.764069448879525e-07
2016,2.7963090620808373e-08,2.966158803019425e-07
2017,2.591079645286598e-08,1.9948797191915446e-07
2018,1.4972507067501084e-08,2.2716907466246994e-07
2019,1.8367111442874062e-08,2.698944938650527e-07
