year,certains_DET ans_NOUN,certains_DET bancs_NOUN
1800,0.0,2.829747991484055e-08
1801,2.3811825844433088e-09,5.714838380299625e-08
1802,0.0,6.489736392722989e-08
1803,0.0,1.1702034896643454e-08
1804,0.0,1.4831105232815389e-08
1805,0.0,1.1371510844071508e-08
1806,0.0,2.881669125542885e-09
1807,0.0,3.131650672116848e-08
1808,0.0,4.5321479902327155e-09
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,5.0141535368197765e-09
1812,0.0,2.6672082320544632e-09
1813,0.0,0.0
1814,0.0,3.4613449884091096e-08
1815,0.0,5.933891955578474e-08
1816,0.0,2.3176038865813098e-09
1817,0.0,4.981994905506326e-08
1818,0.0,2.384235475716423e-09
1819,0.0,7.24573512300708e-09
1820,0.0,0.0
1821,0.0,9.86148829262845e-10
1822,0.0,1.604098542884458e-08
1823,0.0,5.929612356680991e-09
1824,0.0,4.5474010335055937e-08
1825,1.7610886082763955e-09,3.610231757988913e-08
1826,0.0,5.284790383086602e-09
1827,1.566936447261469e-08,1.4747636611911474e-08
1828,0.0,2.8434134158317192e-08
1829,0.0,3.343538745870234e-08
1830,0.0,1.1480519646056564e-08
1831,1.5591206103948707e-09,4.5214498811674275e-08
1832,0.0,8.523880978827947e-08
1833,0.0,9.266902800675325e-09
1834,3.733812370398937e-09,5.0406466556296436e-08
1835,6.050470346963266e-09,1.4369867074037757e-08
1836,6.720750067579218e-10,2.9571300075303952e-08
1837,6.957890930081589e-10,3.5485243188304594e-08
1838,0.0,8.016445640635084e-08
1839,0.0,3.425822736602413e-08
1840,3.1848443882154243e-09,2.229391116159718e-08
1841,0.0,1.9903700021473014e-08
1842,0.0,3.957876515414682e-08
1843,0.0,2.7762481424886687e-08
1844,0.0,4.7201628439186294e-08
1845,0.0,3.4597412601478084e-08
1846,5.854501328173001e-10,6.849766442940108e-08
1847,0.0,1.1919023990003552e-07
1848,0.0,1.4561851102712353e-07
1849,8.379414939696517e-10,1.466397598903768e-07
1850,0.0,4.2091777174846357e-08
1851,0.0,6.320449674745987e-08
1852,0.0,3.971432604998881e-08
1853,0.0,4.65810687799717e-08
1854,2.5978321716024766e-09,3.117398783558656e-08
1855,5.306937111981824e-10,6.262185792138553e-08
1856,4.141751386299575e-09,9.681344081968746e-08
1857,4.393358121745905e-09,5.9554412068507645e-08
1858,0.0,4.893675953354659e-08
1859,1.5276520048956854e-09,5.244938683368616e-08
1860,9.154367819341758e-10,3.524431546608753e-08
1861,6.13075279431996e-09,6.743828162569798e-08
1862,4.517986262886353e-10,5.2860440469260084e-08
1863,9.989241656072068e-10,6.343168301725655e-08
1864,4.794727948009836e-10,3.9316770950037494e-08
1865,5.6482134525026595e-09,5.742350150939046e-08
1866,1.4596839292835284e-09,7.590356165820822e-08
1867,0.0,5.968958305402339e-08
1868,0.0,9.830349156914053e-08
1869,0.0,1.0108884396231588e-07
1870,2.2936195165357276e-09,8.887775493349181e-08
1871,0.0,5.841647410242956e-08
1872,6.047339295989218e-10,8.708168763860158e-08
1873,0.0,1.179242907767275e-07
1874,0.0,8.842421195254246e-08
1875,0.0,9.84102648260432e-08
1876,3.627608879952504e-09,1.1306047742465353e-07
1877,0.0,1.5771280637011387e-07
1878,3.6234530931267273e-09,1.2380131941824857e-07
1879,0.0,1.5151126930845749e-07
1880,0.0,1.0268554007097919e-07
1881,2.091752326904839e-09,1.0598211730439289e-07
1882,0.0,1.3976308466112641e-07
1883,0.0,7.835979953796368e-08
1884,6.601696966868076e-10,1.095881714263669e-07
1885,0.0,1.8434517556897845e-07
1886,1.2906927748801422e-09,1.1164492619286648e-07
1887,0.0,1.710578203528712e-07
1888,5.706553452000662e-09,1.502725623936385e-07
1889,6.265136742733546e-10,1.8858061423543404e-07
1890,2.6217545912032847e-09,1.1076913253305065e-07
1891,2.5496880162734215e-09,1.5361869820651464e-07
1892,0.0,1.6924982837451807e-07
1893,6.158416554491453e-10,1.6504556343832633e-07
1894,0.0,1.235101674268435e-07
1895,6.018614495673091e-10,1.2879834976331495e-07
1896,0.0,1.2973463725529655e-07
1897,0.0,1.65478670766106e-07
1898,5.6583548957434e-10,9.732370642723254e-08
1899,0.0,1.216067229137252e-07
1900,5.191053142894475e-10,2.252917141731814e-07
1901,0.0,1.805162650470038e-07
1902,0.0,1.163737302078971e-07
1903,0.0,2.1708884645477156e-07
1904,5.374625189347171e-10,1.1286712897629059e-07
1905,0.0,1.6720859008501066e-07
1906,0.0,1.3632088879944604e-07
1907,0.0,1.0594257027207732e-07
1908,2.4556945366072114e-09,1.7730114088010396e-07
1909,0.0,1.5677802878144576e-07
1910,5.344150677544235e-10,1.7902905113942325e-07
1911,6.384448969498635e-09,1.6386751866548366e-07
1912,5.209421227725386e-10,2.2660982068600788e-07
1913,1.060597942803554e-09,1.1454457649051619e-07
1914,0.0,1.1987171255611884e-07
1915,0.0,9.778032428187089e-08
1916,0.0,7.691223302686012e-08
1917,0.0,3.7285843079715164e-08
1918,1.1486376294556067e-09,9.4188288279895e-08
1919,0.0,1.1417732004304071e-07
1920,0.0,1.4462962383277045e-07
1921,0.0,1.5751314563772212e-07
1922,1.4755870969551665e-09,1.7411928254773557e-07
1923,1.0615948120573648e-09,2.155037535089832e-07
1924,0.0,2.0626599095407983e-07
1925,0.0,3.2004696493004303e-07
1926,0.0,1.3598289072547232e-07
1927,0.0,1.5608914871734214e-07
1928,0.0,1.6224978693912817e-07
1929,2.2280812750352652e-09,1.4148316473949762e-07
1930,0.0,1.5860441227033562e-07
1931,2.2810713318222042e-09,2.3038819563225843e-07
1932,3.287861094491973e-09,2.0823119939450407e-07
1933,1.1470662197865522e-09,2.592369696685637e-07
1934,0.0,2.1447028331067486e-07
1935,8.377798899061872e-09,2.513339723009267e-07
1936,0.0,3.067552682978203e-07
1937,1.2591118148108649e-09,2.6315436940649306e-07
1938,3.8895642262559704e-09,1.9836777909176817e-07
1939,0.0,2.982339850632343e-07
1940,0.0,1.4961119632062037e-07
1941,0.0,2.2726570136910595e-07
1942,0.0,2.0936060707299475e-07
1943,2.9032352077962287e-09,2.0903294029039898e-07
1944,0.0,5.912262537322022e-07
1945,0.0,1.6556630555442098e-07
1946,0.0,2.5893253763342727e-07
1947,0.0,2.4247051353398774e-06
1948,0.0,2.9245377852760157e-06
1949,0.0,1.4431002703929607e-06
1950,0.0,1.4262019192301523e-06
1951,1.0661401761424827e-09,1.1045212318094855e-06
1952,0.0,1.1008774833953794e-06
1953,0.0,1.0051981220726702e-06
1954,9.772536113672459e-10,6.967818393377456e-07
1955,1.8771215692936494e-09,7.170604092721078e-07
1956,0.0,4.3344074640572217e-07
1957,0.0,4.603054541973961e-07
1958,0.0,2.688479057155746e-07
1959,0.0,8.22354344620635e-07
1960,1.3841666701708277e-09,6.041887381513789e-07
1961,1.3896318540318475e-09,3.571353914821884e-07
1962,0.0,2.0547938106574293e-07
1963,0.0,1.9139517881683332e-07
1964,6.083968329129164e-10,2.5796026292823626e-07
1965,1.0944086747954884e-09,1.9097431369630158e-07
1966,5.539074754423723e-10,1.7337304569764456e-07
1967,1.4791006197611978e-09,1.6023591165037487e-07
1968,4.4914158503495116e-10,1.4372530543482753e-07
1969,9.083515606356229e-10,1.8484954544817356e-07
1970,9.197450023812337e-10,1.8210951324704183e-07
1971,0.0,1.4233360801085837e-07
1972,1.0260293725750103e-09,1.5236536476948004e-07
1973,2.205281512956958e-09,1.2956028960786625e-07
1974,5.625571675160757e-10,1.507653220045313e-07
1975,1.7134440533084216e-09,1.2736601107121714e-07
1976,1.142705374768127e-09,7.713261318542664e-08
1977,0.0,1.2282473793590043e-07
1978,3.5643548113029055e-09,8.257421946211707e-08
1979,0.0,1.258174284757274e-07
1980,0.0,2.0352839058546124e-07
