year,leurs_DET arts_NOUN,leurs_DET barres_NOUN
1868,1.9067913648029844e-07,2.1735445443482604e-08
1869,1.7531834206607755e-07,2.3440891894210836e-08
1870,1.8578318261575077e-07,1.0321287824410774e-08
1871,1.1577083469660465e-07,1.6993883633631413e-08
1872,2.582214007063044e-07,1.6327815544059376e-08
1873,1.7898153714668297e-07,2.21482157058972e-08
1874,1.6967889671093417e-07,8.961913877669758e-09
1875,1.9167115306029103e-07,1.4303817685856757e-08
1876,1.831942544328058e-07,2.3579458385825092e-08
1877,2.0409892576012112e-07,1.4225077116236662e-08
1878,2.602847164467903e-07,2.0532901601200138e-08
1879,2.034405275352924e-07,2.8102896010295808e-08
1880,1.7264006357819994e-07,1.3477476912271413e-08
1881,1.9523021876910462e-07,2.9284532132578533e-08
1882,1.5972924272134037e-07,1.1979693681496428e-08
1883,1.6051121171090088e-07,1.7694148368718743e-08
1884,1.6438224825776615e-07,2.3105940272216685e-08
1885,1.7467672686066749e-07,2.7716232864349877e-08
1886,1.251972037152882e-07,2.9040586824180536e-08
1887,1.9586774158142362e-07,2.6115698048556624e-08
1888,1.084245115912097e-07,2.4094335415725254e-08
1889,1.7918290384777436e-07,1.566284169030041e-08
1890,1.2125615267422063e-07,2.7528423984790606e-08
1891,1.389580031041504e-07,1.8485238229004608e-08
1892,1.209822917402903e-07,2.4447198043731078e-08
1893,1.2994259190879376e-07,1.970693297437265e-08
1894,1.3359262940326744e-07,1.3863386882917439e-08
1895,1.2338159649516456e-07,1.2037228991346183e-08
1896,1.2501701873723903e-07,1.2383760683576384e-08
1897,8.332200496230513e-08,1.1653426668090106e-08
1898,1.1939128796711884e-07,1.3014216371232123e-08
1899,1.5145565512852954e-07,2.3768587098516036e-08
1900,8.720969102427034e-08,1.86877908703309e-08
1901,1.190401378581285e-07,1.5089595351014395e-08
1902,1.016428754496701e-07,7.070809004972034e-08
1903,9.50438781011087e-08,1.4580594509538969e-08
1904,1.3221578143429724e-07,5.912087708281888e-09
1905,1.2385822306670846e-07,8.257214467732865e-09
1906,1.301478673165768e-07,2.7264178470431943e-08
1907,1.1622825968338191e-07,2.2114226894132116e-08
1908,1.1050625170483386e-07,2.4065807124884486e-08
1909,8.69155369898067e-08,1.5952851484257735e-08
1910,9.405705458931379e-08,2.6186338430989053e-08
1911,7.448523731135026e-08,1.5429085564733214e-08
1912,1.0002088524085906e-07,8.335073964360618e-09
1913,1.0659009408442444e-07,1.4318072061314524e-08
1914,1.1585366826993848e-07,1.808120764223986e-08
1915,1.1545146694214026e-07,3.534228554258334e-08
1916,9.668966782783173e-08,2.5271162940043723e-08
1917,8.77313937053259e-08,1.864292187292449e-08
1918,9.303964532136888e-08,2.6418664589300533e-08
1919,8.1949848795837e-08,1.3811772170413406e-08
1920,1.1055458060127421e-07,2.4231141537711665e-08
1921,9.693117064557555e-08,1.817459427400081e-08
1922,1.2468711396707022e-07,1.2542490601674672e-08
1923,1.1252905096625909e-07,1.4862327368803108e-08
1924,9.668718092825657e-08,7.734974438733389e-09
1925,1.2427940410120186e-07,1.9796720707176974e-08
1926,7.80229711949687e-08,3.343841470382358e-08
1927,1.4939960779614125e-07,1.2264147031260109e-08
1928,1.0854739307397665e-07,1.0283437212876834e-08
1929,8.466708578680482e-08,1.7824650200282122e-08
1930,1.4179864449292978e-07,1.1553964007759987e-08
1931,1.0606981426519724e-07,2.3951248095954725e-08
1932,1.0411560014134125e-07,1.53433514782364e-08
1933,6.767690918785263e-08,1.9500125958415992e-08
1934,1.114286956038768e-07,7.188948103475923e-09
1935,9.335261808018913e-08,9.574627313213568e-09
1936,9.093535879856063e-08,2.182448710641438e-08
1937,8.561960340713881e-08,1.0072894518486919e-08
1938,6.482606929036905e-08,1.6854778905894818e-08
1939,1.0399954142314982e-07,1.2235240376412548e-08
1940,1.343965010391912e-07,1.7750480196809804e-08
1941,7.083606590185809e-08,1.4757512545315876e-08
1942,9.406056733496371e-08,6.068423541449874e-09
1943,6.387117701400769e-08,5.806470415592457e-09
1944,1.2210107591670294e-07,3.2131861615880553e-09
1945,1.1328221205531008e-07,6.535512131478072e-09
1946,1.1415305412043608e-07,2.3665876369705074e-08
1947,6.914105465938292e-08,5.960435700558264e-09
1948,7.610321572926182e-08,9.784699273041042e-09
1949,8.4426268642801e-08,6.8719057111366055e-09
1950,1.0422653962116613e-07,1.3825969702452312e-08
1951,7.889437370067753e-08,1.0661401539380222e-08
1952,7.27591498161928e-08,1.4762725264461096e-08
1953,7.43394120705787e-08,3.232148060305917e-08
1954,7.818028846529046e-08,6.840775057526116e-09
1955,8.25933454962069e-08,8.447047505910632e-09
1956,9.069987516596711e-08,7.849027205963921e-09
1957,7.156380599226964e-08,9.718541527092839e-09
1958,7.279574276708445e-08,1.2408365002158916e-08
1959,7.130687862400009e-08,1.4726420971555854e-08
1960,7.958958292419993e-08,2.07624992754063e-08
1961,7.78193811612482e-08,1.945484662257968e-08
1962,8.815319607613503e-08,2.5367825617905737e-09
1963,7.112658551022832e-08,1.0345685197421517e-08
1964,8.821754166055129e-08,1.4601523545820783e-08
1965,8.153344310812827e-08,1.4774516721161035e-08
1966,7.920876576861247e-08,1.3293779410616935e-08
1967,1.1536984922955185e-07,1.1339771788243524e-08
1968,1.167768121090873e-07,1.0330256650092906e-08
1969,8.538504903121691e-08,5.904285060864822e-09
1970,7.771845106363529e-08,1.9314645882673176e-08
1971,1.1150322665187673e-07,1.0276794526475896e-08
1972,9.798580569153614e-08,1.0773308467548759e-08
1973,7.112032562872628e-08,9.923766697284009e-09
1974,5.62557183059198e-08,7.875800456247362e-09
1975,6.682431896720686e-08,1.1422960355389478e-08
1976,6.056338519577764e-08,3.9994687561772935e-09
1977,5.5829427136888654e-08,1.1753563455840776e-08
1978,6.891085702065425e-08,1.4257419245211622e-08
1979,6.378650851956991e-08,2.2237498953359136e-08
1980,5.5145962907232615e-08,1.2507331170752423e-08
1981,6.009272213169936e-08,1.0753434587229549e-08
1982,8.007677954058323e-08,1.1173503899897241e-08
1983,5.999550367619122e-08,7.57837881337764e-09
1984,6.26292886996005e-08,1.5657322549600394e-08
1985,6.316336120804067e-08,1.0828004270990732e-08
1986,6.773768662649005e-08,1.6185110141009318e-08
1987,5.988600415562928e-08,8.555143260480236e-09
1988,5.75669182323324e-08,1.5591039570495013e-08
1989,6.421102871634332e-08,1.0976243913773942e-08
1990,7.628111675650473e-08,7.628111475810329e-09
1991,4.747786724879077e-08,1.2895223555631219e-08
1992,6.777231020826946e-08,9.366905473484621e-09
1993,5.982344042365639e-08,9.970573700002205e-09
1994,7.80689148327518e-08,1.476979427650349e-08
1995,6.886512282644475e-08,9.760411145975922e-09
1996,5.65837787736001e-08,1.2277611816102763e-08
1997,6.185414025416947e-08,1.2466725429760572e-08
1998,6.72306215143692e-08,7.152193948201102e-09
1999,7.358023684789217e-08,9.140402212892695e-09
2000,7.289751802197486e-08,1.192868470667463e-08
2001,9.419605467853032e-08,7.0099388516098315e-09
2002,6.30895898856565e-08,6.571832411594869e-09
2003,6.25038470980499e-08,7.083769126836614e-09
2004,7.796480350208412e-08,1.1452457648886138e-08
2005,7.656374578779435e-08,1.216012357474483e-08
2006,8.688748032170679e-08,1.4824403926638752e-08
2007,8.668020123892006e-08,1.2382886716011399e-08
2008,7.961412284984704e-08,1.0217855006544596e-08
2009,7.343016772409783e-08,1.43045770784056e-08
2010,5.5268379206552254e-08,1.2281861749841028e-08
2011,4.8564443078102926e-08,1.4913490886669933e-08
2012,6.70637801958307e-08,2.2808492872172792e-08
2013,5.0204252033392294e-08,2.2870825233667347e-08
2014,6.734534219177135e-08,2.2304085689484054e-08
2015,6.9600469054798e-08,1.7510945582444037e-08
2016,8.88604909654589e-08,1.9677729667932908e-08
2017,6.263872442957563e-08,2.2388940479345365e-08
2018,6.995774493034901e-08,2.7879840658329158e-08
2019,5.637682898296248e-08,2.4999680547921344e-08
