year,quelques_DET eaux_NOUN,quelques_DET beaux_ADJ
1924,9.668718092825657e-08,6.200871602857205e-07
1925,5.1691434688194704e-08,5.521085419957217e-07
1926,3.6782256351841625e-08,7.111236079992977e-07
1927,5.0171511389862644e-08,6.488848924846025e-07
1928,3.5420727240165206e-08,6.101506002664792e-07
1929,4.0105462062456354e-08,5.391956605649284e-07
1930,6.932378404655992e-08,6.008061106399509e-07
1931,4.676196230235519e-08,5.2122481264405e-07
1932,5.808554537356514e-08,5.424970694889453e-07
1933,2.8676655050574595e-08,4.978267256205982e-07
1934,3.235026646564165e-08,4.972355718280141e-07
1935,6.223507398317452e-08,5.337854922515817e-07
1936,3.394919900756577e-08,5.250001251511094e-07
1937,3.9032466037092206e-08,4.620940394772788e-07
1938,6.223302762009553e-08,5.056433565187035e-07
1939,4.282334220562234e-08,4.618803295386442e-07
1940,4.564409294971483e-08,4.3361887236414987e-07
1941,4.132103725851266e-08,4.6338591985772837e-07
1942,3.034211815133858e-08,4.854738975268447e-07
1943,2.6129116648121453e-08,5.370984901276188e-07
1944,1.2852744646352221e-08,4.980438426116507e-07
1945,4.574858669670334e-08,4.814493870242131e-07
1946,4.5939645865189505e-08,5.025518596823986e-07
1947,2.26496545963073e-08,4.6372187867405046e-07
1948,4.5661929126694645e-08,5.490303607302849e-07
1949,3.828633132751946e-08,4.1820454654839523e-07
1950,4.2541447031752e-08,4.764641836629835e-07
1951,3.624876598884441e-08,4.5310957474953284e-07
1952,5.4832980267427445e-08,4.070294288283094e-07
1953,3.878578014315792e-08,4.0832804870660766e-07
1954,4.49536656788041e-08,4.065374952233469e-07
1955,4.6928038788252024e-08,4.251680216782461e-07
1956,6.017587583784234e-08,3.976840616815025e-07
1957,3.887416544223754e-08,3.940426829274202e-07
1958,1.5717262880077243e-08,3.995493464969968e-07
1959,2.945284249822322e-08,4.0148874447254457e-07
1960,1.6609999708983025e-08,3.661120810960483e-07
1961,3.265634873628187e-08,3.842332070291832e-07
1962,2.156265105357491e-08,4.046168307070275e-07
1963,2.392439757414877e-08,3.3170851665431655e-07
1964,2.433587364958356e-08,3.711220593061171e-07
1965,2.462419479432043e-08,3.430971169393615e-07
1966,1.994066989308152e-08,3.8219616982360094e-07
1967,2.3665610304757223e-08,3.7174729605737866e-07
1968,3.5482185967161683e-08,4.3476905986494785e-07
1969,2.4525491804094912e-08,3.2655239046164297e-07
1970,2.897196688111947e-08,3.637591401428608e-07
1971,2.980270608077262e-08,3.653400693082176e-07
1972,2.7189778206704318e-08,3.3910272101422834e-07
1973,1.1577727720979425e-08,2.6353114002120037e-07
1974,1.6876714303837304e-08,2.4808771748041636e-07
1975,2.8557400888473694e-08,2.6958185372905064e-07
1976,2.3996813203197576e-08,2.5425194749573166e-07
1977,1.5279633114317903e-08,2.6269214892238324e-07
1978,1.603959731699689e-08,3.2257411497482735e-07
1979,3.043026075566502e-08,2.9493945241654274e-07
1980,2.728872261492654e-08,2.96196351001754e-07
1981,3.858585273519566e-08,2.973008363937879e-07
1982,1.8001756529884005e-08,2.681641113611022e-07
1983,1.7682884490000106e-08,2.8355769465804315e-07
1984,1.5657322549600394e-08,2.9574944448995666e-07
1985,2.5265344372193965e-08,2.8754367065175757e-07
1986,2.098069995515317e-08,3.0272152784505124e-07
1987,2.1998940669121225e-08,3.061519109337496e-07
1988,2.5185526497661925e-08,2.9862837713778845e-07
1989,1.6464365870660913e-08,3.0953009755307903e-07
1990,2.451892872068484e-08,2.936822802723782e-07
1991,1.6412102177287835e-08,2.942455488152973e-07
1992,1.8733810946969243e-08,2.815581581216975e-07
1993,2.271075000281897e-08,3.0687208507629293e-07
1994,1.7407257413282196e-08,3.0963817998497234e-07
1995,1.1929391419140956e-08,3.2480479816854313e-07
1996,1.6548085124412637e-08,2.82385066441293e-07
1997,1.054876763717516e-08,2.920090675928577e-07
1998,1.4781201040925396e-08,2.8131961116173443e-07
1999,1.7366764026860437e-08,2.906647793565753e-07
2000,9.71966962470816e-09,2.814286119701137e-07
2001,1.5772362249588667e-08,2.4841470391834264e-07
2002,2.1029863794819192e-08,2.676926218470044e-07
2003,7.500461418619153e-09,2.9001783907744993e-07
2004,1.2773894830786503e-08,2.590017302850356e-07
2005,1.7564622756260917e-08,2.7698059401615183e-07
2006,1.1530091881262194e-08,3.141949971308122e-07
2007,1.2782334662952977e-08,3.131672006162489e-07
2008,9.366367237362283e-09,3.542189688232611e-07
2009,8.105927484791664e-09,3.557071543980328e-07
2010,5.196172492283324e-09,3.2688648587964053e-07
2011,1.0707121411712706e-08,4.2140171174764873e-07
2012,1.3957436095779485e-08,4.0544649948515143e-07
2013,7.2517249982695375e-09,3.2298068575187244e-07
2014,6.712880029624557e-09,3.7375584582832744e-07
2015,9.087958829923082e-09,3.7349296633237827e-07
2016,1.4913648649361733e-08,4.490665332923527e-07
2017,1.0565567670761666e-08,2.686672964102854e-07
2018,8.776986804015507e-09,3.3972102464474574e-07
2019,1.0203950906451098e-08,4.568818958716747e-07
