year,autres_ADJ oies_NOUN,autres_ADJ bois_NOUN
1865,0.0,3.1771199049401844e-07
1866,2.919367692033603e-09,2.2089882634190872e-07
1867,0.0,3.668725501171366e-07
1868,9.87974813071446e-10,2.9985034966095725e-07
1869,9.278686263769487e-09,2.666401466289159e-07
1870,3.4404292748035914e-09,3.0963863029143113e-07
1871,1.0621177271019633e-09,2.1985836284876825e-07
1872,5.442605477412599e-09,2.745492097000479e-07
1873,1.1972008939764578e-09,2.520108001169419e-07
1874,1.0156835372754358e-08,2.3719197733695907e-07
1875,5.149374260327022e-09,2.8378775124293654e-07
1876,1.209202959984168e-09,2.696522471978824e-07
1877,5.566334504436554e-09,3.0614837775999604e-07
1878,3.0195443923020093e-09,3.3033814350602597e-07
1879,7.331190321480108e-09,2.510932732846527e-07
1880,2.5671385017744797e-09,2.8302701338134284e-07
1881,2.7890030285249168e-09,2.7890031040200824e-07
1882,6.655385131892899e-10,2.6688093468507645e-07
1883,2.5277355764075082e-09,3.147030716021959e-07
1884,1.9805090900604227e-09,3.082992412473118e-07
1885,1.2891271383708158e-09,2.2817549716336316e-07
1886,5.808117542471791e-09,1.9489460867383457e-07
1887,3.9173548849191775e-09,2.977189758057719e-07
1888,3.804368819970705e-09,2.88497975287072e-07
1889,1.2530273485467092e-09,1.979783229577592e-07
1890,2.6217545912032847e-09,2.929810700713631e-07
1891,2.549687905251119e-09,2.0524988642023345e-07
1892,9.402768341715273e-09,2.2629329521350883e-07
1893,1.539604183031784e-08,2.3155645589856277e-07
1894,1.8904617871129403e-09,2.4828063605042416e-07
1895,4.213030146971164e-09,2.834767389714443e-07
1896,1.5332275227208925e-08,2.512134433807489e-07
1897,1.1653427112179315e-09,2.085963481945896e-07
1898,5.6583546736987955e-09,2.1841249786547223e-07
1899,5.527578395003729e-10,2.194448551762207e-07
1900,1.1939421895590385e-08,2.720111842435813e-07
1901,1.676621730339889e-09,2.1013658058066653e-07
1902,9.820567692386817e-10,2.2243585817705025e-07
1903,1.6200660812870638e-09,1.830674714042857e-07
1904,4.837162670412454e-09,2.1444754771948737e-07
1905,5.160759042333041e-10,3.271921240610709e-07
1906,0.0,2.6646875461722175e-07
1907,1.028568674676933e-09,2.4891360883572133e-07
1908,1.4734167219643268e-09,3.2218711432108194e-07
1909,2.7504918342913243e-09,1.9693520947328125e-07
1910,2.137660271017694e-09,2.6239779815639963e-07
1911,4.788336838146279e-09,1.952577242114728e-07
1912,5.2094213387476884e-09,1.6461770924180996e-07
1913,6.3635876568213234e-09,1.665138738005112e-07
1914,7.366418253162976e-09,1.4933738978761824e-07
1915,1.1780761921542648e-09,2.0969756753252966e-07
1916,3.2962386153911893e-09,1.2635581958519992e-07
1917,0.0,2.555176905616463e-07
1918,0.0,1.4932289627012096e-07
1919,1.8415696745321952e-09,2.6702761291019783e-07
1920,0.0,2.1126526261738832e-07
1921,0.0,1.86289586423527e-07
1922,0.0,1.8813735280787114e-07
1923,1.0615948120573648e-09,1.4543848392278846e-07
1924,0.0,2.230251023860319e-07
1925,2.1996355847875293e-09,2.3206155486121816e-07
1926,3.343841648018042e-09,2.819972992895714e-07
1927,5.574612549352764e-09,2.296740357898841e-07
1928,4.5704163786908225e-09,2.525155178290106e-07
1929,1.1140406375176326e-09,2.1835196406527757e-07
1930,3.1510811737689437e-09,2.499857707505271e-07
1931,3.4216069977333063e-09,2.5433946593267365e-07
1932,1.0959536611565568e-09,3.8906354404844024e-07
1933,5.735331098932761e-09,1.9958952357512771e-07
1934,0.0,2.899542543843836e-07
1935,3.590485242455088e-09,1.5319403612323867e-07
1936,3.6374143697059935e-09,1.7459589596313663e-07
1937,0.0,2.2160368473578274e-07
1938,1.2965214457594243e-09,2.126295228777053e-07
1939,3.058810094103137e-09,1.7588157863457354e-07
1940,0.0,3.702243027703389e-07
1941,3.836953510472085e-08,3.010532800828969e-07
1942,0.0,1.6384743162234372e-07
1943,0.0,2.1774263903040492e-07
1944,0.0,2.795471907290903e-07
1945,0.0,1.742803275028848e-07
1946,4.1763312808029696e-09,1.7122958162474333e-07
1947,1.1920870957027319e-09,2.0742315953725665e-07
1948,2.174377566888097e-09,1.4785766744296325e-07
1949,0.0,2.5131541292466864e-07
1950,2.1270722960764488e-09,1.7229285731445998e-07
1951,6.396841056854896e-09,2.5374136924938284e-07
1952,0.0,2.309312101544947e-07
1953,2.1547654771580937e-09,2.2086345552452258e-07
1954,5.86352189024808e-09,2.267228360608442e-07
1955,1.8771215692936494e-09,2.8062966350717033e-07
1956,8.72114158667614e-10,2.9739093676539596e-07
1957,3.5340151360863103e-09,1.7051623046882014e-07
1958,4.963346011965797e-09,2.531306435571423e-07
1959,5.425523585955716e-09,1.5656510576889104e-07
1960,3.460416619915918e-09,2.2769542340483895e-07
1961,2.08444772553662e-09,2.0427588154348086e-07
1962,6.341956404476434e-10,1.2113137071168012e-07
1963,3.879631726988464e-09,2.133797529779713e-07
1964,6.083968218106861e-09,2.0198775274593572e-07
1965,0.0,1.882382960616269e-07
1966,5.539074754423723e-10,1.722652260838231e-07
1967,4.930335584241163e-10,1.4741703324716582e-07
1968,1.796566312384229e-09,2.1873194810950736e-07
1969,9.99186730576973e-09,2.8522238348926976e-07
1970,6.898087545614828e-09,2.3499484669287085e-07
1971,1.0276794970565106e-09,1.690532815956658e-07
1972,8.721249833421041e-09,2.1597918120619397e-07
1973,3.859242647674677e-09,2.6959567378526117e-07
1974,3.375343005096454e-09,2.390867912538397e-07
1975,2.2845920710778955e-09,1.9019228680861033e-07
1976,4.570821499072508e-09,2.685357607390415e-07
1977,6.464460078348111e-09,2.3624662759402781e-07
1978,3.5643548113029055e-09,2.001979346744065e-07
1979,4.0963813452421505e-09,2.4051610836295367e-07
1980,5.116635559687666e-09,2.1774127745288752e-07
1981,6.325549528618524e-10,1.650968464161906e-07
1982,8.069752865935698e-09,2.6443959200150857e-07
1983,5.683784221055532e-09,2.444027273895699e-07
1984,2.319603453759811e-09,2.8415141883897377e-07
1985,1.8046674155058895e-09,2.556612237469835e-07
1986,4.795588481876223e-09,1.906246360761088e-07
1987,5.499735000746853e-09,2.4443267321316853e-07
1988,1.7989661427186832e-09,1.5710970924232015e-07
1989,2.7440609784434855e-09,1.926330917001451e-07
1990,8.717841448735442e-09,1.798054878321409e-07
1991,7.033758298025106e-09,1.8053312800248023e-07
1992,3.305966445044106e-09,1.5648241458166012e-07
1993,3.3235245111562506e-09,1.523282087134703e-07
1994,6.8574046441227665e-09,2.1785447401612146e-07
1995,7.591431261388948e-09,1.7026495591210278e-07
1996,2.135236876199542e-09,2.1245606873776524e-07
1997,5.753873377756236e-09,2.2583953551702507e-07
1998,5.244942036242151e-09,2.446050366700092e-07
1999,9.140402212892695e-09,2.202836917319928e-07
2000,4.4180314962005696e-09,2.0853107685070427e-07
2001,1.7524847129024579e-09,1.730578631509161e-07
2002,4.81934359086722e-09,1.730582468439934e-07
2003,3.333538334260311e-09,1.4292545102989607e-07
2004,5.726228602398464e-09,1.480009856891229e-07
2005,6.3052495447024626e-09,1.0313586429333554e-07
2006,5.353256948836815e-09,7.865170026377655e-08
2007,2.7961355453243186e-09,1.0185922860728169e-07
2008,5.108927725316903e-09,8.812900309518312e-08
2009,2.860915504498962e-09,4.958920318820503e-08
2010,6.140930985942816e-09,4.9599826135171554e-08
2011,1.7207874236646603e-08,2.8297391957421425e-08
2012,1.0553183549255607e-08,5.480846698713293e-08
2013,1.0319762933086452e-08,2.9564725778641332e-08
2014,7.57905826986871e-09,5.1321052296771086e-08
2015,7.314698624583116e-09,4.1006644135865855e-08
2016,1.2428039930512114e-08,4.2048203280353746e-08
2017,5.7859059765519305e-09,3.018733646387162e-08
2018,4.904786798931582e-09,3.6914972412205316e-08
2019,6.377469219387422e-09,2.9591457617605954e-08
