year,telles_ADJ heures_NOUN
1910,1.1222716089775986e-08
1911,1.9153347352585115e-08
1912,6.772247651554153e-09
1913,1.0075680734189518e-08
1914,4.018046340092951e-08
1915,5.5369582696584985e-08
1916,4.394984642885902e-08
1917,3.728584374584898e-08
1918,6.317507228459363e-08
1919,3.9593746947730324e-08
1920,1.1358347151713133e-08
1921,2.2718241510233383e-08
1922,2.7298360905092522e-08
1923,2.3355084977083607e-08
1924,1.675911143195208e-08
1925,1.9796720707176974e-08
1926,1.2260752413340015e-08
1927,3.1217830098739796e-08
1928,3.884854038460617e-08
1929,2.785101571589621e-08
1930,1.470504518152893e-08
1931,1.1405356659111021e-08
1932,2.6302888755935783e-08
1933,1.605892663292252e-08
1934,1.677421224144382e-08
1935,1.555876849579363e-08
1936,3.6374142808881516e-08
1937,4.280980192561401e-08
1938,3.241303758727554e-08
1939,4.435274547631707e-08
1940,1.0143131667916805e-08
1941,1.4757512545315876e-08
1942,2.1239483061208375e-08
1943,8.709705845433291e-09
1944,3.213186161588055e-08
1945,3.921307367704685e-08
1946,2.5057987684817817e-08
1947,1.7881307101674793e-08
1948,1.848220954059343e-08
1949,2.7487622844546422e-08
1950,1.4889506516624351e-08
1951,8.529121409139861e-09
1952,2.2144087452602434e-08
1953,2.9089333608567358e-08
1954,1.3681550115052232e-08
1955,2.815682265122632e-08
1956,1.5698054411927842e-08
1957,1.5903067307476704e-08
1958,4.9633461784992505e-09
1959,8.525822714489095e-09
1960,1.868625076895114e-08
1961,1.320150300188061e-08
1962,1.2049716779927166e-08
1963,1.5518526907953856e-08
1964,1.034274621503073e-08
1965,1.860494691641179e-08
1966,7.754704434148607e-09
1967,1.3804939413830652e-08
1968,2.110965446888713e-08
1969,1.2716921737876419e-08
1970,1.2876429700270364e-08
1971,2.003974941544584e-08
1972,1.1799337507056862e-08
1973,5.513203671370093e-09
1974,8.438357568252286e-09
1975,7.4249242310031605e-09
1976,5.713526984862938e-09
1977,7.052138428775834e-09
1978,8.316828115084718e-09
1979,1.2289143924704149e-08
1980,5.116635559687666e-09
1981,4.427884725544118e-09
1982,8.690503427999374e-09
1983,3.78918940668882e-09
1984,1.0438215625185876e-08
1985,5.414002135495366e-09
1986,7.1933827783254856e-09
1987,1.0388388815840699e-08
1988,8.395175221664886e-09
1989,9.329808037250586e-09
1990,3.814055737905164e-09
1991,4.10302547493302e-09
1992,4.958949695321735e-09
1993,1.1078414630105726e-08
1994,8.439882570598911e-09
1995,5.964695848348356e-09
1996,4.804283193493575e-09
1997,5.753873377756236e-09
1998,5.2449422582867555e-09
1999,8.226361813967742e-09
2000,1.0161472552283612e-08
2001,6.133696661692056e-09
2002,3.9430991805033955e-09
2003,7.91715315529018e-09
2004,1.0131019578807354e-08
2005,7.656374201303606e-09
2006,8.235780057930242e-09
2007,7.988958827809256e-09
2008,4.6831836186811415e-09
2009,8.105927484791664e-09
2010,1.1809482280966677e-08
2011,5.353560705856353e-09
2012,1.0893608681783462e-08
2013,1.6455837581474952e-08
2014,1.147685946278898e-08
2015,7.536356427806368e-09
2016,9.735297901158901e-09
2017,9.559323110863716e-09
2018,1.0325866384164328e-08
2019,6.632568272380013e-09
