year,six_DET os_NOUN,six_DET bosses_NOUN
1800,7.545995117652637e-08,6.288328968651058e-09
1801,1.4287095950749062e-08,0.0
1802,4.475680270843441e-09,2.2378401354217203e-09
1803,1.755305234496518e-08,1.3652374342143503e-08
1804,1.4831105232815389e-08,6.179627121127851e-08
1805,1.449867568226182e-07,0.0
1806,1.729001475325731e-08,0.0
1807,1.9928686256776018e-08,0.0
1808,1.8128591960930862e-08,2.2660739951163578e-09
1809,2.25903047379461e-08,4.518061036407062e-09
1810,3.978215445954447e-08,0.0
1811,0.0,0.0
1812,5.3344166417446104e-08,0.0
1813,0.0,0.0
1814,3.1466771410748606e-09,0.0
1815,3.776112933451259e-08,5.394447111228828e-09
1816,2.0858434979231788e-08,9.733936678912869e-08
1817,0.0,0.0
1818,3.2187177367859476e-08,1.9073883805731384e-08
1819,2.4842520929269085e-08,3.1053151161586356e-09
1820,7.119888678630559e-09,1.0679833017945839e-08
1821,1.8736827200882544e-08,0.0
1822,1.5038423839541792e-08,2.0051231786055723e-09
1823,1.7788837070042973e-08,0.0
1824,3.2842340402794434e-08,0.0
1825,4.3146670236637874e-08,0.0
1826,7.927186018719112e-09,4.403992281964975e-09
1827,3.594736597278825e-08,0.0
1828,4.494427585655103e-08,9.172301251858528e-10
1829,5.401101077495696e-08,0.0
1830,3.235419043789989e-08,3.1310507520032616e-09
1831,3.274153215215847e-08,0.0
1832,1.7588959622116818e-08,0.0
1833,4.6334514003376626e-09,2.3167257001688313e-09
1834,1.6802156110884425e-08,9.334530925997342e-10
1835,1.663879345414898e-08,0.0
1836,5.779845224651581e-08,2.016224964762614e-09
1837,3.409366655660051e-08,0.0
1838,6.312161904276081e-09,6.312161904276081e-10
1839,2.4470162784950844e-08,6.9914751765765e-10
1840,1.1465439264668476e-08,0.0
1841,2.3113974734201292e-08,0.0
1842,1.341653010911159e-08,6.037438549100216e-09
1843,1.2404512972352677e-08,0.0
1844,5.488561272137815e-10,2.195424508855126e-09
1845,1.0602432709561072e-08,5.580227946389016e-10
1846,1.8148954339380907e-08,0.0
1847,1.0786447290911383e-09,5.393223645455691e-10
1848,1.689496542667257e-08,8.045221711050488e-10
1849,1.1731181359664333e-08,0.0
1850,1.0183494048021657e-08,1.3577992064028876e-09
1851,1.4188765717904062e-08,2.579775504329973e-09
1852,1.4323200403509873e-08,3.2552727180501506e-09
1853,3.5831591027601917e-09,2.388772735173461e-09
1854,6.234797567117312e-09,0.0
1855,6.8990182455763716e-09,1.0613874223963649e-09
1856,4.141751386299575e-09,3.1063134287023786e-09
1857,3.905207268672939e-09,2.4407544874094356e-09
1858,8.808616946964776e-09,0.0
1859,1.5276520048956854e-09,0.0
1860,1.8308735638683515e-09,4.577183909670879e-10
1861,6.13075279431996e-09,4.715963730639317e-10
1862,4.517986429419807e-09,0.0
1863,2.9967726078439227e-09,2.9967726078439227e-09
1864,1.0548401929710849e-08,6.233146443435089e-09
1865,7.530951195988678e-09,0.0
1866,3.892490385570824e-09,0.0
1867,1.4073153309368536e-08,4.85281148598915e-10
1868,3.655506830568811e-08,4.93987406535723e-10
1869,8.790334682373668e-09,4.883519144627257e-10
1870,4.013834153937523e-09,1.1468097582678638e-09
1871,1.805600113868877e-08,0.0
1872,2.1165687758006868e-08,1.2094678591978436e-09
1873,1.5563611011071288e-08,0.0
1874,4.182226476245887e-08,0.0
1875,1.716458086775674e-09,0.0
1876,1.934724691565748e-08,0.0
1877,3.0924081073635534e-09,0.0
1878,7.850815053611626e-09,0.0
1879,1.5273313280772527e-08,0.0
1880,5.134277003548959e-09,0.0
1881,2.0220271901294495e-08,2.091752326904839e-09
1882,1.3310770041741193e-08,0.0
1883,7.58320695126713e-09,6.319338941018771e-10
1884,7.2618666635548834e-09,0.0
1885,9.66845359329227e-09,1.2891271383708158e-09
1886,1.097088819790315e-08,1.2906927748801422e-09
1887,3.9173548849191775e-09,1.3057849246322917e-09
1888,8.242799331981132e-09,0.0
1889,5.012109394186837e-09,0.0
1890,7.865263995654459e-09,0.0
1891,7.649063604731055e-09,0.0
1892,3.761107425503951e-09,3.761107425503951e-09
1893,9.23762488724833e-09,0.0
1894,6.301539290376468e-10,0.0
1895,1.2037228991346183e-09,0.0
1896,4.7176231254830725e-09,5.89702897624278e-10
1897,7.574727511894253e-09,0.0
1898,2.0370077180587032e-08,5.6583548957434e-10
1899,2.2110313580014918e-09,1.6582735185011188e-09
1900,3.114631885736685e-09,0.0
1901,7.824234704578714e-09,0.0
1902,1.4730852093691738e-09,0.0
1903,4.320176216765503e-09,0.0
1904,1.6123875568041512e-09,7.524475265086039e-09
1905,3.096455536422127e-09,0.0
1906,3.6009292214700395e-09,0.0
1907,0.0,0.0
1908,1.964555629285769e-09,1.4734167219643268e-09
1909,6.0510818578052294e-09,0.0
1910,2.137660271017694e-09,0.0
1911,1.3300935242099854e-08,0.0
1912,3.125652625612929e-09,0.0
1913,7.954484737560108e-09,0.0
1914,1.6072185360371805e-08,0.0
1915,2.3561523843085297e-09,0.0
1916,1.0987462051303964e-09,0.0
1917,5.483212106582869e-09,0.0
1918,1.1486376294556067e-09,1.1486376294556067e-09
1919,0.0,9.207848372660976e-10
1920,7.572231730534895e-10,0.0
1921,1.5145494747237365e-08,7.572747429129834e-10
1922,1.4755870969551665e-09,7.377935484775833e-10
1923,2.1231896241147297e-09,0.0
1924,0.0,0.0
1925,4.399271169575059e-09,0.0
1926,4.458455382660986e-09,0.0
1927,0.0,0.0
1928,0.0,2.2852082448565625e-09
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,0.0,0.0
1931,1.1405356659111021e-09,0.0
1932,2.1919073223131136e-09,1.0959536611565568e-09
1933,0.0,0.0
1934,2.3963160344919743e-09,0.0
1935,0.0,0.0
1936,0.0,0.0
1937,1.2591118148108649e-09,0.0
1938,5.186085783037697e-09,0.0
1939,0.0,0.0
1940,2.028626333583361e-08,0.0
1941,0.0,0.0
1942,0.0,3.034211770724937e-09
1943,8.709705845433291e-09,0.0
1944,6.4263723231761105e-09,9.639558484764166e-09
1945,2.178504043826024e-09,0.0
1946,8.352662561605939e-09,0.0
1947,2.3841741914054637e-09,0.0
1948,1.5220643190261285e-08,0.0
1949,0.0,9.817008317369869e-10
1950,2.1270722960764488e-09,0.0
1951,2.4521224162299404e-08,2.1322803522849654e-09
1952,9.490323193972472e-09,0.0
1953,6.464296653518886e-09,0.0
1954,3.9090144454689835e-09,0.0
1955,8.447047505910632e-09,0.0
1956,8.72114158667614e-10,1.744228317335228e-09
1957,8.835037701437898e-10,0.0
1958,1.6544486891589827e-09,8.272243445794913e-10
1959,6.975672928177801e-09,0.0
1960,1.3841666701708277e-09,0.0
1961,4.86371165564492e-09,4.86371165564492e-09
1962,2.5367825617905737e-09,0.0
1963,0.0,0.0
1964,6.083968329129164e-10,0.0
1965,1.6416130677043839e-09,0.0
1966,3.8773522170743036e-09,1.6617224263271169e-09
1967,1.4791006197611978e-09,0.0
1968,5.389698881641536e-09,1.7965663401398047e-09
1969,1.0900218838649778e-08,2.7250546263957176e-09
1970,5.058597540852361e-09,9.197450023812337e-10
1971,1.0276794526475896e-08,0.0
1972,1.5903455441446113e-08,0.0
1973,1.6539611902288698e-09,0.0
1974,9.00091468025721e-09,3.937900228123681e-09
1975,6.8537762132336866e-09,0.0
1976,2.856763492431469e-09,0.0
1977,5.876782005476144e-09,0.0
1978,1.1881182704343018e-09,0.0
1979,0.0,0.0
1980,3.411090521154847e-09,0.0
1981,2.5302198114474095e-09,0.0
1982,0.0,1.2415004579935385e-09
1983,1.8945948143667124e-09,0.0
1984,2.3196033982486597e-09,1.739702604197646e-09
1985,2.4062232206745193e-09,0.0
1986,2.3977941854269602e-09,0.0
1987,2.4443267965246207e-09,0.0
1988,4.797243047249822e-09,5.996553809062277e-10
1989,1.6464366536794728e-09,0.0
1990,2.724325431913144e-09,5.44865097484859e-10
1991,1.7584396161396398e-09,5.861465202094962e-10
1992,5.509944167592096e-10,5.509944167592096e-10
1993,2.2156830259412175e-09,1.661762283333701e-09
1994,1.5824779264761446e-09,5.274926606624319e-10
1995,3.253470381991974e-09,0.0
1996,5.3380921904988554e-09,0.0
1997,1.917957792585412e-09,0.0
1998,9.536258449571733e-10,2.86087753487152e-09
1999,4.570201023179621e-09,0.0
2000,2.2090157481002848e-09,2.2090156370779823e-09
2001,3.5049693702937645e-09,8.762423564512289e-10
2002,3.066854992184176e-09,0.0
2003,4.583615265119079e-09,1.2500769308587678e-09
2004,2.642874807889939e-09,1.3214374039449694e-09
2005,9.007499190971657e-10,1.3511248786457486e-09
2006,2.4707338397433887e-09,0.0
2007,3.994479413904628e-09,0.0
2008,8.514879357157668e-10,4.257439678578834e-10
2009,5.245011980292702e-09,0.0
2010,2.3618964561933353e-09,5.196172381261022e-09
2011,5.353560705856353e-09,0.0
2012,4.425528443707805e-09,0.0
2013,3.904775058849452e-09,8.367375126105969e-10
2014,1.9489005964601347e-09,1.0827225782605865e-09
2015,3.768178130636457e-09,1.329945265027277e-09
2016,4.971216327476213e-09,1.2428040818690533e-09
2017,4.024978128569501e-09,0.0
2018,3.614053500911041e-09,5.162933414126769e-10
