year,seras_VERB aux_ADP,seras_VERB beau_ADV
1991,4.10302547493302e-09,1.7584396161396398e-09
1992,3.856960972825618e-09,1.65298330578878e-09
1993,2.2156829704300662e-09,0.0
1994,1.5824779264761446e-09,0.0
1995,2.1689803286761844e-09,5.422450821690461e-10
1996,4.270473752399084e-09,5.338092190498855e-10
1997,1.438468344439059e-09,1.438468344439059e-09
1998,2.86087753487152e-09,0.0
1999,1.3710603763428253e-09,1.3710603763428253e-09
2000,3.092622158362701e-09,0.0
2001,2.6287270138425356e-09,0.0
2002,3.504977197366088e-09,1.3143663935011318e-09
2003,6.667076668520622e-09,0.0
2004,2.2023955992267474e-09,0.0
2005,2.702249757291497e-09,4.5037495954858286e-10
2006,2.4707338397433887e-09,0.0
2007,4.393927444112933e-09,3.994479469415779e-10
2008,5.5346713878634546e-09,8.514879357157668e-10
2009,4.291373478793048e-09,0.0
2010,8.97520635589899e-09,9.447586046817946e-10
2011,1.1089518636708817e-08,1.529588788962144e-09
2012,8.170206733382201e-09,2.382976926895708e-09
2013,1.338780020176955e-08,1.9523875849358774e-09
2014,1.5591204771681078e-08,1.5158115873603606e-09
2015,1.3742767812630063e-08,2.21657536769726e-09
2016,1.3256576281150956e-08,3.72841224560716e-09
2017,1.685459594114036e-08,1.509366853724714e-09
2018,2.323320025254816e-08,1.290733298020541e-09
2019,1.989770481714004e-08,3.06118530524202e-09
