year,avons_VERB ôté_VERB,avons_VERB oté_VERB
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,0.0
1944,3.2131861615880553e-09,0.0
1945,8.714016175304096e-09,0.0
1946,6.960552134671616e-09,0.0
1947,4.7683483828109274e-09,0.0
1948,8.697510267552389e-09,0.0
1949,9.817008539414473e-09,0.0
1950,8.508289184305795e-09,0.0
1951,2.2388944032059044e-08,0.0
1952,1.1599284199803606e-08,1.0544803918932644e-09
1953,3.232148326759443e-09,0.0
1954,3.9090144454689835e-09,9.772536113672459e-10
1955,7.508486277174597e-09,0.0
1956,3.488456634670456e-09,8.72114158667614e-10
1957,7.068030161150318e-09,0.0
1958,6.617794756635931e-09,0.0
1959,3.8753737996444215e-09,0.0
1960,4.844583401109048e-09,0.0
1961,1.042223907177231e-08,0.0
1962,1.2049716779927166e-08,0.0
1963,1.0345685197421517e-08,0.0
1964,1.7035111099517053e-08,0.0
1965,6.5664522708175355e-09,0.0
1966,1.1078149952936656e-08,5.539074754423723e-10
1967,1.232583901611406e-08,0.0
1968,7.186265360559219e-09,0.0
1969,1.589615195030092e-08,0.0
1970,7.817832603507213e-09,0.0
1971,1.4387513402880359e-08,0.0
1972,8.208234980600082e-09,0.0
1973,5.513203671370093e-09,3.3079223804577396e-09
1974,5.625571564138454e-09,0.0
1975,1.0851811893530794e-08,5.711480177694739e-10
1976,5.142174241967723e-09,5.713526873840635e-10
1977,4.7014254711541525e-09,5.876781838942691e-10
1978,2.970295565063452e-09,0.0
1979,7.022368020415115e-09,2.3407893401383717e-09
1980,6.253665585376211e-09,1.1370301367108482e-09
1981,5.060439622894819e-09,0.0
1982,6.2075020679230875e-09,1.2415004579935385e-09
1983,8.841442245000053e-09,6.315316047889041e-10
1984,6.958810416790584e-09,0.0
1985,7.218669662023558e-09,0.0
1986,1.0790073723399018e-08,5.994485463567401e-10
1987,9.166225112267057e-09,0.0
1988,1.139345240375178e-08,0.0
1989,1.2073869015694072e-08,5.488122178931576e-10
1990,9.262707045820662e-09,5.44865097484859e-10
1991,1.1136783939491579e-08,0.0
1992,6.060938417817852e-09,0.0
1993,7.200969598386564e-09,0.0
1994,5.274926717646622e-09,1.5824779264761446e-09
1995,8.675921314704738e-09,1.0844901643380922e-09
1996,9.074756945892659e-09,0.0
1997,1.102825741838842e-08,0.0
1998,6.198567881199324e-09,4.768129224785866e-10
1999,7.312321859131998e-09,0.0
2000,8.83606254831193e-09,0.0
2001,1.0076787404500465e-08,4.3812117822561447e-10
2002,1.0514931148009055e-08,0.0
2003,1.0417307017007715e-08,4.1669229178253886e-10
2004,8.369103632333008e-09,0.0
2005,6.7556245042510454e-09,0.0
2006,9.882935358973555e-09,4.1178899179428186e-10
2007,6.7906151812735516e-09,0.0
2008,1.0217855006544596e-08,4.257439678578834e-10
2009,7.629108011997232e-09,0.0
2010,9.919965293647692e-09,0.0
2011,9.942326961720482e-09,7.64794394481072e-10
2012,1.7702113552786614e-08,0.0
2013,1.4224537991935904e-08,0.0
2014,1.8839372728507442e-08,0.0
2015,1.4186082530898148e-08,0.0
2016,1.5949318310504168e-08,0.0
2017,1.6099912514278003e-08,0.0
2018,1.8328414341794996e-08,0.0
2019,1.4285530980373551e-08,0.0
