year,aux_ADP aveux_NOUN,aux_ADP baveux_ADJ
1907,6.119983630981096e-08,0.0
1908,7.416197411735936e-08,0.0
1909,6.711200101205961e-08,0.0
1910,6.787071693548086e-08,0.0
1911,6.863282642211033e-08,0.0
1912,6.303399463503112e-08,0.0
1913,5.5151092137606383e-08,0.0
1914,6.629775950450778e-08,0.0
1915,4.7123048574349014e-08,0.0
1916,6.922100936890274e-08,0.0
1917,5.263883906536648e-08,0.0
1918,5.3985966808056673e-08,0.0
1919,7.734592344377234e-08,0.0
1920,5.3005621225565847e-08,0.0
1921,6.6640180484967e-08,0.0
1922,4.4267614240922626e-08,0.0
1923,4.458698299458774e-08,0.0
1924,7.477142105472012e-08,0.0
1925,5.499089028582205e-08,0.0
1926,6.130376117852165e-08,0.0
1927,6.912519667778838e-08,0.0
1928,6.512843409023361e-08,0.0
1929,5.904415445456834e-08,0.0
1930,6.617270342790249e-08,0.0
1931,8.668071327377902e-08,0.0
1932,5.80855437082306e-08,0.0
1933,5.047091233834067e-08,0.0
1934,4.672816089623666e-08,0.0
1935,5.146362269670135e-08,0.0
1936,6.183604739362636e-08,0.0
1937,7.806493040884988e-08,0.0
1938,7.519824651858187e-08,0.0
1939,5.6587985852729616e-08,0.0
1940,7.353770370421842e-08,0.0
1941,7.969057280732272e-08,0.0
1942,6.978687383529802e-08,0.0
1943,7.83873517207212e-08,0.0
1944,8.032965581605822e-08,0.0
1945,9.367567344042982e-08,0.0
1946,9.327139682824281e-08,0.0
1947,1.0847992859552846e-07,0.0
1948,1.0219574875236503e-07,0.0
1949,1.2565770646233432e-07,0.0
1950,1.2230665480394975e-07,0.0
1951,9.168805725767726e-08,0.0
1952,8.752187596883232e-08,0.0
1953,1.2820854067285836e-07,2.1547654771580937e-09
1954,1.1629317953065765e-07,0.0
1955,1.1825865930958912e-07,0.0
1956,1.0465370081647052e-07,1.744228317335228e-09
1957,1.2810804150831245e-07,0.0
1958,1.4145536253451496e-07,0.0
1959,1.1626121398933265e-07,0.0
1960,1.2042249863952748e-07,0.0
1961,1.181187059273725e-07,0.0
1962,1.4459661201726703e-07,6.341956404476434e-10
1963,1.2156179429734237e-07,1.2932106496776896e-09
1964,1.1681219180825764e-07,0.0
1965,1.2476259547700153e-07,0.0
1966,1.2629091050708752e-07,0.0
1967,1.4051455821117997e-07,0.0
1968,1.2531050017083878e-07,0.0
1969,1.2444415797840946e-07,0.0
1970,1.1128914181868232e-07,0.0
1971,1.6134567526471244e-07,0.0
1972,1.5185234758519073e-07,0.0
1973,1.4003537845974634e-07,0.0
1974,1.3051326963609e-07,0.0
1975,1.3079289740147715e-07,0.0
1976,1.354105929052274e-07,1.7140580066410394e-09
1977,1.6925132229062e-07,0.0
1978,1.4613854348866084e-07,0.0
1979,1.697072292694557e-07,0.0
1980,1.6430085736374167e-07,0.0
1981,1.9798969497220043e-07,0.0
1982,1.7567231813675477e-07,1.8622506869903077e-09
1983,2.1408921035970252e-07,1.2630632095778083e-09
1984,2.0354519697507456e-07,0.0
1985,1.804667484339717e-07,0.0
1986,1.810334629426258e-07,0.0
1987,2.0287912222416438e-07,6.110816852533674e-10
1988,2.1107869940806268e-07,0.0
1989,1.811080274638499e-07,1.0976244357863152e-09
1990,2.397406484444531e-07,0.0
1991,1.998759699972652e-07,0.0
1992,1.9560301778298594e-07,0.0
1993,2.2433790586307012e-07,1.1078414852150331e-09
1994,2.3051428854614642e-07,0.0
1995,2.689535623101591e-07,0.0
1996,2.0978702486296186e-07,0.0
1997,2.0618046137066415e-07,4.79489448146353e-10
1998,2.2839338287283795e-07,0.0
1999,2.0885819362881364e-07,0.0
2000,2.2620321638022745e-07,0.0
2001,2.348329530832416e-07,4.3812117822561447e-10
2002,2.541108345965881e-07,4.38122149670761e-10
2003,2.2543052902168625e-07,0.0
2004,2.669303542646162e-07,2.2023955992267474e-09
2005,2.2383635212008812e-07,0.0
2006,2.750750478508479e-07,0.0
2007,2.808119177188928e-07,0.0
2008,2.7375335970303283e-07,8.514879357157668e-10
2009,3.208993559766782e-07,0.0
2010,3.0515701610056567e-07,0.0
2011,3.177720717117971e-07,0.0
2012,3.2340400646369005e-07,3.404252713057332e-10
2013,3.768107809110077e-07,0.0
2014,4.25509987023176e-07,2.1654451842767486e-10
2015,3.60636804697112e-07,0.0
2016,3.314144203514502e-07,2.0713400439298368e-10
2017,3.9092600734313976e-07,5.031222660711876e-10
2018,3.872200076138199e-07,1.0325866828253538e-09
2019,3.4132217563431766e-07,0.0
