year,énormes_ADJ ailes_NOUN
1963,1.2932106496776896e-09
1964,2.4335873316516654e-09
1965,5.472043373977442e-10
1966,2.215629901769489e-09
1967,6.409436092980059e-09
1968,2.6948494546985557e-09
1969,1.8167031212712459e-09
1970,9.197450023812337e-10
1971,5.138397263237948e-09
1972,2.565073486948677e-09
1973,1.102640756478479e-09
1974,5.625571564138454e-09
1975,2.2845920710778955e-09
1976,5.713526873840635e-10
1977,2.3507127355770763e-09
1978,2.3762365408686037e-09
1979,2.3407893401383717e-09
1980,5.685150683554241e-10
1981,3.1627747087981106e-09
1982,1.8622506869903077e-09
1983,2.5261264191556165e-09
1984,5.219107812592938e-09
1985,3.0077789148208467e-09
1986,2.997242676272549e-09
1987,2.4443267410134695e-09
1988,1.1993107618124554e-09
1989,0.0
1990,4.358920779878872e-09
1991,2.9307325455363298e-09
1992,3.30596661157756e-09
1993,5.539207426075166e-10
1994,1.0549853213248639e-09
1995,3.795715741716776e-09
1996,1.067618438099771e-09
1997,3.3564262480467733e-09
1998,2.3840645013706308e-09
1999,9.140402323914998e-10
2000,3.97622823555821e-09
2001,4.8193329327261836e-09
2002,3.066854992184176e-09
2003,1.6667691671301554e-09
2004,2.642874807889939e-09
2005,1.3511248786457486e-09
2006,1.6471559671771274e-09
2007,3.1955835755326234e-09
2008,8.514879357157668e-10
2009,3.337734755248789e-09
2010,5.196172381261022e-09
2011,4.5887662558641296e-09
2012,1.1574459612972987e-08
2013,1.6734750474256543e-08
2014,1.3209215943277286e-08
2015,1.551602757388082e-08
2016,1.2635174684305639e-08
2017,2.1885819379008353e-08
2018,1.858655984676716e-08
2019,1.3265136544760026e-08
