year,deux_DET oies_NOUN,deux_DET bois_NOUN
1800,3.458580932758082e-08,6.288328791015374e-08
1801,5.23860170797974e-08,5.000483582762172e-08
1802,1.1860552717735118e-07,5.594600338554301e-08
1803,9.751696339321825e-09,9.946730017418304e-08
1804,7.4155528384522995e-09,4.449331636457998e-08
1805,5.970043304159844e-08,7.391481915419718e-08
1806,5.76333825108577e-09,1.123850950079941e-07
1807,0.0,2.2775640928784924e-08
1808,2.039466551195801e-08,1.0197332755979005e-07
1809,4.518061036407062e-09,6.09938268780752e-08
1810,2.3401266702194334e-08,9.360507080558023e-08
1811,0.0,4.7634459487966296e-08
1812,7.468182872116813e-08,8.001624518527706e-08
1813,2.8757416448144113e-09,2.300593315851529e-08
1814,9.440031423224582e-09,4.090680150170556e-08
1815,2.697223555614414e-09,7.012781266801937e-08
1816,1.622322720606917e-08,1.46009039525552e-07
1817,7.784366928831332e-09,4.2035583236454954e-08
1818,9.536941902865692e-09,6.079800130009971e-08
1819,1.6561680027393777e-08,5.175524953049404e-08
1820,3.322614805512103e-08,8.42520195831753e-08
1821,1.577838126820552e-08,6.804426688766796e-08
1822,1.604098542884458e-08,1.1429202118051762e-07
1823,3.95307486744656e-09,6.028439170080446e-08
1824,1.2631669044083083e-08,8.673745810483524e-08
1825,1.1447076175841175e-08,7.748789698780456e-08
1826,1.8496766784892316e-08,7.310627037071527e-08
1827,9.217273166939322e-09,1.0415518525430656e-07
1828,0.0,7.613009955775851e-08
1829,2.914879759785549e-08,9.773420439618263e-08
1830,1.982998831806526e-08,6.679574937606958e-08
1831,6.236482441579483e-09,1.387617343251435e-07
1832,2.1647950210201827e-08,8.659180661396704e-08
1833,2.548398292390175e-08,6.834340848804743e-08
1834,1.7735608537350345e-08,6.254135609395917e-08
1835,2.2689263801112247e-09,4.9916380362446944e-08
1836,4.099657546774438e-08,1.1492482698827189e-07
1837,1.5307360268224102e-08,6.609996505702043e-08
1838,2.651107999795954e-08,6.249040040984255e-08
1839,1.2584655206815398e-08,1.1256274679016798e-07
1840,1.2102408297742784e-08,5.5416291555587804e-08
1841,3.980740226339208e-08,2.3113974290112083e-08
1842,2.4149754196400863e-08,4.8970334898257306e-08
1843,6.497602011990011e-09,5.3162201085754646e-08
1844,3.293136902060567e-08,3.951764165899263e-08
1845,2.678509469777879e-08,3.627148137397285e-08
1846,8.781752214304106e-09,6.557041687393905e-08
1847,2.8044763844548015e-08,6.957258591455684e-08
1848,8.84974404868899e-09,7.401604307233356e-08
1849,1.5920887941334172e-08,1.1814974776314102e-07
1850,5.431196825611551e-09,6.924776130290411e-08
1851,1.3543821175687754e-08,7.481349073579224e-08
1852,1.5625309490729933e-08,7.747548935732596e-08
1853,9.555090940693844e-09,4.299791056538993e-08
1854,2.4419623212423858e-08,7.377843225242486e-08
1855,2.1227748447927297e-08,8.066544054941005e-08
1856,8.28350277259915e-09,6.21262701283598e-08
1857,1.757343248698362e-08,8.737901613375954e-08
1858,1.4681027893370668e-08,5.578790834848135e-08
1859,2.7497735644033128e-08,6.31429482034207e-08
1860,3.4328881071132855e-08,9.154367786035067e-08
1861,1.6034276573151374e-08,8.158617070819218e-08
1862,3.388489855371546e-08,8.448634594704352e-08
1863,2.7969877358646755e-08,9.439833448254831e-08
1864,2.1096803748399395e-08,5.4180426145578053e-08
1865,3.9066808454890634e-08,7.766293141919789e-08
1866,2.6274310116480848e-08,6.033360056001413e-08
1867,2.2808213984149006e-08,7.182160999263942e-08
1868,2.321740799615668e-08,6.27363991867469e-08
1869,1.0743742229202269e-08,8.106641558036642e-08
1870,4.013834153937523e-09,6.536815533308982e-08
1871,2.6552942955504477e-08,1.1046024583905023e-07
1872,1.2699412743621963e-08,9.010535384490481e-08
1873,2.514121905106137e-08,7.841665572438927e-08
1874,1.732636678575261e-08,5.377148326601855e-08
1875,1.2015207495608138e-08,9.211658402730194e-08
1876,3.023007311142578e-08,6.892457160567744e-08
1877,1.0514187187560253e-08,9.339071860292592e-08
1878,2.1136809524868738e-08,5.737134273209321e-08
1879,3.299035578052667e-08,8.308682686308799e-08
1880,1.7969970178555172e-08,8.086486280589611e-08
1881,2.6495528548942104e-08,6.066081909006371e-08
1882,2.5956002014382307e-08,8.252677474729353e-08
1883,5.2450515042323786e-08,7.52001323434115e-08
1884,1.3203393933736152e-08,8.714239818630176e-08
1885,2.2559724921489277e-08,7.799219048365558e-08
1886,1.097088819790315e-08,1.0131938310564692e-07
1887,1.566941915109865e-08,6.855370987546294e-08
1888,2.4094334971636044e-08,1.0335202316191783e-07
1889,2.380751940034287e-08,7.768769777483087e-08
1890,6.554386366985909e-09,9.962667341101294e-08
1891,2.7409145841872373e-08,9.178876569926331e-08
1892,2.4447198931909497e-08,1.0907211400734695e-07
1893,1.8475249941030114e-08,4.741980763611764e-08
1894,2.3315695596437536e-08,8.948186014379189e-08
1895,4.032471756509892e-08,1.0713134024342708e-07
1896,2.5357223876198987e-08,8.963484127155752e-08
1897,4.4283022804236793e-08,8.448734978294681e-08
1898,1.867257115595322e-08,9.053367611144836e-08
1899,8.291367592505594e-09,7.020024561654736e-08
1900,2.3359739032002835e-08,6.384995332453514e-08
1901,2.0678334156087885e-08,3.9121172745737454e-08
1902,1.8659078282468045e-08,5.597723551353795e-08
1903,1.8360748255119574e-08,6.426262144643147e-08
1904,3.815983884436491e-08,5.535864033845428e-08
1905,7.741138396966107e-09,6.45094878071184e-08
1906,3.3951617239846854e-08,6.481672359948121e-08
1907,2.1085658274966335e-08,7.148552283453569e-08
1908,2.4065805792616857e-08,5.991894580503754e-08
1909,3.960708327976903e-08,5.225934440744595e-08
1910,1.2825962070195374e-08,7.268044832642317e-08
1911,2.128149700908466e-08,8.246579941140197e-08
1912,2.9693701220079305e-08,6.82434175836022e-08
1913,1.8560464554173706e-08,4.719660884333621e-08
1914,3.683208982252495e-08,8.772734477746624e-08
1915,2.4739600035239562e-08,1.354787596552498e-07
1916,1.8678685265172135e-08,1.406395166991814e-07
1917,3.728584163642523e-08,1.217273117859463e-07
1918,1.722956533001252e-08,9.303964532136888e-08
1919,1.0128633542993981e-08,8.747455715329977e-08
1920,8.329454903588385e-09,5.149117665581571e-08
1921,8.330022005509363e-09,8.481477059563147e-08
1922,1.7707045385506603e-08,7.009038505145782e-08
1923,1.0615948120573648e-08,6.900366322781792e-08
1924,2.1915761205804074e-08,5.285566095913907e-08
1925,2.3096173862313663e-08,7.368779475491749e-08
1926,3.343841470382358e-08,7.022067127770981e-08
1927,2.2298449531277242e-08,8.361918402144397e-08
1928,2.5137290915466792e-08,6.85562486779645e-08
1929,1.1140406153131721e-08,8.355304981222389e-08
1930,1.575540586884472e-08,1.7751089897988237e-07
1931,9.124285327288817e-09,1.0492928215199981e-07
1932,1.5343351700281005e-08,5.808554437436442e-08
1933,1.7205993074753678e-08,5.391211121974493e-08
1934,2.3963160344919743e-08,6.82950087593781e-08
1935,2.752705441366743e-08,5.385727863682632e-08
1936,1.333718646634452e-08,5.698615934690565e-08
1937,2.0145789370040745e-08,5.414180881402331e-08
1938,6.4826072287971215e-09,7.390171918864041e-08
1939,1.5294050470515685e-08,6.117620188206274e-08
1940,2.0286263113789005e-08,4.564409294971483e-08
1941,2.6563524713196784e-08,1.00351089216133e-07
1942,2.1239482617119165e-08,1.0923162818698984e-07
1943,2.0322646676618206e-08,1.132261724379191e-07
1944,1.927911696952833e-08,8.032965226334454e-08
1945,1.089252066321933e-08,7.40691366019064e-08
1946,1.1136883415474585e-08,4.872386583087973e-08
1947,3.5762612871081956e-09,7.033313731419355e-08
1948,5.435944139264848e-09,4.022598387720677e-08
1949,1.079870937115146e-08,7.657266554161879e-08
1950,1.4889506294579746e-08,8.295582176742755e-08
1951,1.4925962910083967e-08,7.78282309710221e-08
1952,8.43584291310151e-09,4.6397135911036e-08
1953,1.4005975490505307e-08,5.710128547775639e-08
1954,1.9545072449389522e-08,5.472620223656577e-08
1955,2.9095383879962355e-08,7.602342444457122e-08
1956,1.2209597999301991e-08,6.279222053429123e-08
1957,1.7670074847764283e-08,8.304935783520762e-08
1958,1.9026159758794847e-08,5.128790836472774e-08
1959,1.860179499324488e-08,3.8753738440533425e-08
1960,2.2838750723952472e-08,4.983000057023901e-08
1961,1.5980766210343944e-08,7.573493565615763e-08
1962,1.3318108227355907e-08,4.1856912158522164e-08
1963,1.9398159301076134e-08,7.177318828155421e-08
1964,1.64267148772268e-08,7.665800161316128e-08
1965,1.8604947471523303e-08,4.924838964415201e-08
1966,1.9386760863326913e-08,5.372902556199932e-08
1967,1.0353704338328384e-08,5.275458914155706e-08
1968,1.706738025908372e-08,5.254956511602238e-08
1969,3.451735930415367e-08,8.493086897654045e-08
1970,1.1036939917552502e-08,4.736686701201087e-08
1971,1.592903242642052e-08,4.984245660644149e-08
1972,1.6929484925043425e-08,3.9502130899649046e-08
1973,1.6539610570021068e-08,7.167164817190042e-08
1974,2.137717214356627e-08,5.456804474945898e-08
1975,1.599214494163448e-08,3.826691807873317e-08
1976,2.1140049488721502e-08,3.999468645154991e-08
1977,2.4094805706198485e-08,5.406639314031736e-08
1978,2.198018778098998e-08,6.891086234972477e-08
1979,1.755592016206009e-08,4.096381411855532e-08
1980,1.5349906457018392e-08,5.4577447117232225e-08
1981,1.644642921849737e-08,5.503227940018007e-08
1982,1.738100685599875e-08,5.400527147703116e-08
1983,8.841442022955448e-09,5.936397240446922e-08
1984,1.1018116474748041e-08,5.972978822654795e-08
1985,1.0828004493035337e-08,4.69213516929301e-08
1986,1.9781802029772422e-08,4.495864136533356e-08
1987,1.1610552075325131e-08,3.849814778078553e-08
1988,1.2592763276586538e-08,4.497415401205629e-08
1989,5.488122178931576e-09,4.170972700556774e-08
1990,2.0160008995517842e-08,4.249947793688591e-08
1991,1.6412102732399347e-08,5.2167041797446245e-08
1992,1.4325855057784054e-08,4.903850492343764e-08
1993,2.437251223064152e-08,4.3759739387638774e-08
1994,1.582477948680605e-08,4.4836877099996286e-08
