year,quelques_DET watts_NOUN,quelques_DET boîtes_NOUN
1800,0.0,0.0
1801,0.0,2.3811825844433088e-09
1802,0.0,2.2378401354217203e-09
1803,0.0,3.315576790896557e-08
1804,0.0,1.730295728918918e-08
1805,0.0,0.0
1806,0.0,5.76333825108577e-09
1807,0.0,2.8469550272802735e-08
1808,0.0,1.1330369531492579e-08
1809,0.0,1.129515236897305e-08
1810,0.0,1.8721014072298203e-08
1811,0.0,0.0
1812,0.0,2.6672082320544632e-09
1813,0.0,2.300593315851529e-08
1814,0.0,3.1466771410748606e-09
1815,0.0,2.697223555614414e-09
1816,0.0,1.622322720606917e-08
1817,0.0,3.113746815941454e-09
1818,0.0,0.0
1819,0.0,5.589566853814176e-08
1820,0.0,5.933240565525466e-09
1821,0.0,2.366757179128598e-08
1822,0.0,2.0051231786055723e-08
1823,0.0,1.2847492847356534e-08
1824,0.0,1.6842226280289196e-08
1825,0.0,2.0252518773133943e-08
1826,0.0,2.025836387531399e-08
1827,0.0,1.1982455028203276e-08
1828,0.0,3.210305266065916e-08
1829,0.0,1.457439946506156e-08
1830,0.0,3.965997663613052e-08
1831,0.0,2.494592976631793e-08
1832,0.0,2.705993873419743e-09
1833,0.0,9.266902800675325e-09
1834,0.0,2.8003592333902816e-08
1835,0.0,1.8907719834260206e-08
1836,0.0,6.72075017860152e-09
1837,0.0,8.349468672008697e-09
1838,0.0,1.7674054220151447e-08
1839,0.0,3.2859933885021064e-08
1840,0.0,2.1019972595848202e-08
1841,0.0,1.412520722610111e-08
1842,0.0,4.024958899506714e-08
1843,0.0,2.126488057863085e-08
1844,0.0,1.0428266694617605e-08
1845,0.0,1.0602432709561072e-08
1846,0.0,1.1709002656346001e-08
1847,0.0,1.0786447290911383e-08
1848,0.0,8.84974404868899e-09
1849,0.0,1.9272653695168174e-08
1850,0.0,1.6293590476834652e-08
1851,0.0,1.2898877521649865e-08
1852,0.0,1.7578472011337e-08
1853,0.0,1.5527023000672102e-08
1854,0.0,1.0910895298366086e-08
1855,0.0,1.326734277995456e-08
1856,0.0,1.0354378243704332e-08
1857,0.0,1.4644527479568126e-08
1858,0.0,7.82988140990426e-09
1859,0.0,1.018434669930457e-08
1860,0.0,1.2358396417333495e-08
1861,0.0,1.3676295040898623e-08
1862,0.0,1.8071945717679228e-08
1863,0.0,1.3485475847119233e-08
1864,0.0,4.794728170054441e-09
1865,0.0,1.6003271596787272e-08
1866,0.0,1.3623716044186551e-08
1867,0.0,9.7056229719783e-09
1868,0.0,1.8277534152844055e-08
1869,0.0,1.2697149998075474e-08
1870,0.0,1.490852641339302e-08
1871,0.0,6.585129841418791e-08
1872,0.0,3.4469834986339265e-08
1873,0.0,3.4120224423617174e-08
1874,0.0,1.911874991655793e-08
1875,0.0,2.574687130163511e-08
1876,0.0,2.720706571146536e-08
1877,0.0,2.5976226503132693e-08
1878,0.0,2.4760262951062373e-08
1879,0.0,4.2765276209166814e-08
1880,0.0,3.273101478740159e-08
1881,0.0,3.7651540774064074e-08
1882,6.655385131892899e-10,2.8618156511228676e-08
1883,0.0,4.549924081942436e-08
1884,0.0,2.970763546272792e-08
1885,0.0,2.3848851782304337e-08
1886,0.0,2.968593371122097e-08
1887,0.0,2.938016119280462e-08
1888,0.0,2.9800888867725916e-08
1889,1.8795409673089125e-09,3.759082201071351e-08
1890,1.3108772956016423e-09,3.932632053338381e-08
1891,0.0,5.5455712910656985e-08
1892,0.0,3.447681784507495e-08
1893,6.774258043407144e-09,4.1877232459519576e-08
1894,2.520615716150587e-09,3.465846765138281e-08
1895,6.018614495673091e-10,3.189865793729041e-08
1896,5.89702897624278e-10,3.184395541699914e-08
1897,0.0,4.8944392094796285e-08
1898,5.6583548957434e-10,3.3384292663640736e-08
1899,0.0,3.2612712530522003e-08
1900,5.19105292084987e-09,3.529916181577164e-08
1901,6.706486921359556e-09,3.073806459363837e-08
1902,3.437198747846537e-09,2.798861808983588e-08
1903,5.940242076007962e-09,3.834156370174924e-08
1904,9.674325340824907e-09,2.8485514391718425e-08
1905,0.0,2.580379465655369e-08
1906,1.5432553013283723e-09,3.035068907308869e-08
1907,5.142843373384665e-10,2.982849167665336e-08
1908,4.911389073214423e-10,3.192403008611677e-08
1909,0.0,1.6502951005747946e-08
1910,5.344150677544235e-10,3.5271395582014975e-08
1911,0.0,4.415910637156628e-08
1912,4.688478938419394e-09,3.021464267671803e-08
1913,0.0,4.4014814459814033e-08
1914,1.3393487430235496e-09,1.875088173619588e-08
1915,1.1780762143587253e-08,4.830112487752558e-08
1916,9.888715624128963e-09,6.482602454838116e-08
1917,0.0,6.799183438488399e-08
1918,5.743188147278033e-09,4.7094141031323034e-08
1919,4.603924352863942e-09,6.353415216153735e-08
1920,3.028892692213958e-08,3.331781961435354e-08
1921,6.815472630705699e-09,4.165010980550221e-08
1922,2.0658220023506146e-08,4.0578644444622114e-08
1923,9.554353752605493e-09,2.229349105320466e-08
1924,7.734974438733389e-09,5.672314873361728e-08
1925,5.499089184013428e-09,3.189471664555299e-08
1926,7.802296586589819e-09,4.5699168893520437e-08
1927,1.0034302277972529e-08,3.456259833889419e-08
1928,2.0566874425753667e-08,5.0274582719112004e-08
1929,1.6710609784809094e-08,3.564929929034122e-08
1930,2.10072066408884e-08,4.096405403775094e-08
1931,2.167017854048936e-08,4.5621427524622504e-08
1932,1.753525868952721e-08,3.9454332245725254e-08
1933,9.176529758292418e-09,2.638252261100149e-08
1934,1.4377896206951846e-08,4.553000287899067e-08
1935,1.196828414151696e-08,4.308582290946106e-08
1936,1.6974600836050513e-08,4.9711331051582874e-08
1937,1.3850230295986421e-08,3.273690629690407e-08
1938,1.8151300906765755e-08,5.0564336273595245e-08
1939,4.129393449403551e-08,3.97645321115192e-08
1940,7.607348528892999e-09,7.607348528892999e-09
1941,3.246652724442356e-08,2.3612020783048138e-08
1942,3.034211770724937e-09,9.406056733496371e-08
1943,2.322588166236983e-08,5.8064704155924574e-08
1944,6.4263723231761105e-09,6.426372145540427e-08
1945,1.3071024262956144e-08,9.585417748425584e-08
1946,2.9234318077442367e-08,6.960552045853774e-08
1947,4.053096125389288e-08,5.483600662437027e-08
1948,4.1313175103141475e-08,3.587722829934137e-08
1949,3.141442661558358e-08,5.3011845579931105e-08
1950,2.1270723404853698e-08,4.8922663031802927e-08
1951,1.9190522948520083e-08,4.797630781538942e-08
1952,2.319856839960721e-08,5.061505703451985e-08
1953,1.8315507332999914e-08,6.895249726746044e-08
1954,2.052232517257835e-08,4.886268190062992e-08
1955,2.9095383435873146e-08,5.3497966057136637e-08
1956,1.7442283395396885e-08,4.098936523533325e-08
1957,3.534015036166238e-08,4.770920369878695e-08
1958,5.7905705119765116e-08,4.38428906512911e-08
1959,4.650448670595608e-08,5.813060877102316e-08
1960,3.5296249478733444e-08,6.505583161064976e-08
1961,3.1266716493671964e-08,5.48904570685238e-08
1962,3.551495525444537e-08,8.181123833939097e-08
1963,3.6856502627635734e-08,6.272071573221183e-08
1964,4.015419108327478e-08,5.962288784910896e-08
1965,2.571860352462707e-08,4.5965163508743245e-08
1966,3.6003986236821106e-08,5.151339366182839e-08
1967,2.9088980502134376e-08,3.254021624377046e-08
1968,3.323647845832056e-08,4.6261581898576765e-08
1969,1.816703096291228e-08,5.0413512808766825e-08
1970,2.1154135887435643e-08,4.1388524607555155e-08
1971,2.0553589052951793e-08,3.9565659526452635e-08
1972,1.539044092169206e-08,4.155418975582137e-08
1973,1.4885650045926013e-08,3.6938465730607106e-08
1974,9.563471847773286e-09,4.78173600715337e-08
1975,1.2565256390928425e-08,4.3407248906390805e-08
1976,1.3141112142900369e-08,2.685357691767365e-08
1977,1.704266772151186e-08,5.465406971438824e-08
1978,1.3069301196821925e-08,3.326731290442808e-08
1979,9.36315702748658e-09,5.266776037515797e-08
1980,1.591842130332921e-08,4.150160148874704e-08
1981,1.1385988818446435e-08,5.692994659023398e-08
1982,1.3035754919954456e-08,5.524677115786858e-08
1983,8.84144257806696e-09,5.115405965483433e-08
1984,9.858314165001048e-09,5.972978667223572e-08
1985,1.3234227602687554e-08,4.9929130052639437e-08
1986,7.1933827783254856e-09,4.795588304240539e-08
1987,5.499735167280306e-09,4.277571852284723e-08
1988,6.596209300990807e-09,4.437449852012776e-08
1989,5.4881220679092735e-09,6.256459217368615e-08
1990,1.3621627381610324e-08,6.320435108619904e-08
1991,1.3481370075840715e-08,6.154538567670897e-08
1992,1.1570882918476855e-08,4.352856008971173e-08
1993,6.64704896680135e-09,5.816167814032269e-08
1994,7.3848970827405935e-09,6.171664057585957e-08
1995,5.964695848348356e-09,5.530899649386356e-08
1996,1.6014276571496566e-09,5.925282442476032e-08
1997,4.79489448146353e-10,6.377209871288869e-08
1998,2.3840645013706308e-09,4.33899765006629e-08
1999,1.3710603763428253e-09,4.204584991285287e-08
2000,1.3254094488601709e-09,5.920162204908763e-08
2001,4.381211837767296e-09,4.6440846279693915e-08
2002,4.81934359086722e-09,5.2136536865532435e-08
2003,3.333538334260311e-09,7.167107307637366e-08
2004,5.726228824443069e-09,5.726228780034148e-08
2005,4.053374524914943e-09,5.899911847961903e-08
2006,2.8825228870488218e-09,7.659275547133859e-08
2007,7.988958827809256e-09,7.190063011641712e-08
2008,8.940623436037853e-09,1.004755771916166e-07
2009,5.245011536203492e-09,9.250293775409091e-08
2010,7.558068670920903e-09,1.299043121960608e-07
2011,9.559929625702068e-09,1.1586635340066209e-07
2012,1.0212758250194298e-08,1.5591476820731032e-07
2013,6.414987652192394e-09,1.4391885061471044e-07
2014,2.5985342766432495e-09,1.6760545751282052e-07
2015,5.3197807964311394e-09,1.4407740067667874e-07
2016,4.349814286541687e-09,1.375369809153426e-07
2017,5.282783988036499e-09,1.3710081159246101e-07
2018,5.937373259712331e-09,1.5437170386434218e-07
2019,6.122370777017494e-09,1.5127358032884786e-07
