year,nombreux_ADJ ans_NOUN,nombreux_ADJ bancs_NOUN
1800,0.0,0.0
1801,0.0,4.7623651688866175e-09
1802,0.0,0.0
1803,0.0,9.751696339321825e-09
1804,0.0,1.730295728918918e-08
1805,0.0,0.0
1806,0.0,2.0171682990621775e-08
1807,2.8469551160981155e-09,3.9857372513552036e-08
1808,0.0,0.0
1809,0.0,2.259030518203531e-09
1810,0.0,2.3401267590372754e-09
1811,0.0,1.504245972228091e-08
1812,0.0,0.0
1813,2.8757416448144113e-09,2.8757416448144113e-09
1814,0.0,0.0
1815,0.0,2.1577788444915313e-08
1816,0.0,2.3176038865813098e-09
1817,0.0,1.8682481339737933e-08
1818,0.0,3.5763532135746345e-09
1819,0.0,2.898294049202832e-08
1820,0.0,5.933240565525466e-09
1821,0.0,1.8736827200882544e-08
1822,0.0,2.90742860897808e-08
1823,1.9765373782121287e-09,2.075364236020505e-08
1824,0.0,9.263223965660927e-09
1825,0.0,7.044354433105582e-09
1826,0.0,2.906634755106552e-08
1827,0.0,1.8434546333878643e-08
1828,0.0,2.109629271274116e-08
1829,0.0,1.5431716349212365e-08
1830,0.0,8.349468672008697e-09
1831,0.0,4.053713453799901e-08
1832,0.0,3.111892965534935e-08
1833,0.0,5.3284690437749305e-08
1834,0.0,1.4935249481595747e-08
1835,1.5126175867408165e-09,4.4622218808854086e-08
1836,0.0,3.49478987970997e-08
1837,0.0,3.5485243188304594e-08
1838,0.0,1.3886756633496589e-08
1839,0.0,2.23727205650448e-08
1840,0.0,1.592422194107712e-08
1841,6.420548537278137e-10,1.5409316489467528e-08
1842,0.0,8.049918065466954e-09
1843,5.906911071384968e-10,1.8311423488626133e-08
1844,0.0,3.787107161201675e-08
1845,0.0,2.3436957263811564e-08
1846,0.0,3.3956109035671034e-08
1847,5.393223645455691e-10,6.579733025091627e-08
1848,0.0,4.34441957963827e-08
1849,0.0,2.1786478399121734e-08
1850,0.0,1.5614691761811628e-08
1851,0.0,4.51460699935069e-08
1852,6.510545436100301e-10,1.1067927019325907e-08
1853,0.0,1.1943863675867306e-08
1854,1.0391328908454511e-09,2.234135720868835e-08
1855,0.0,2.812676669350367e-08
1856,0.0,4.40061072026765e-08
1857,0.0,3.417056504417815e-08
1858,4.893676019968041e-10,3.327699715782728e-08
1859,0.0,1.9350258284589472e-08
1860,9.154367819341758e-10,3.4786598490654796e-08
1861,4.715963730639317e-10,5.2818794671338765e-08
1862,2.2589932147099034e-09,4.9246050792817186e-08
1863,9.989241656072068e-10,1.6981710260211003e-08
1864,9.589455896019672e-10,2.6371003158942585e-08
1865,1.882737743486018e-09,3.435996376310868e-08
1866,0.0,2.238181906477621e-08
1867,9.7056229719783e-10,2.8631587767335986e-08
1868,0.0,3.013323279787983e-08
1869,0.0,3.662639258550371e-08
1870,0.0,2.6376625328339287e-08
1871,0.0,5.098165090089424e-08
1872,6.047339295989218e-10,2.53988243770209e-08
1873,0.0,5.267683889087493e-08
1874,5.974609140757536e-10,5.078417686377179e-08
1875,0.0,5.492665877682157e-08
1876,3.02300739996042e-09,5.078652520751348e-08
1877,2.4739263970730008e-09,5.00970109840182e-08
1878,7.2469061862534545e-09,5.7975249490027636e-08
1879,6.10932526790009e-10,7.636656818021947e-08
1880,0.0,5.968597349692573e-08
1881,0.0,4.811030152040985e-08
1882,0.0,5.657077295495583e-08
1883,1.8958017378167824e-09,6.19295192905156e-08
1884,0.0,6.997798607244476e-08
1885,1.2891271383708158e-09,9.861822292123179e-08
1886,0.0,7.034275739670193e-08
1887,6.528924512139156e-09,1.0511568859783438e-07
1888,1.268122939990235e-09,9.257297506337636e-08
1889,0.0,8.457934796979316e-08
1890,0.0,7.865263995654459e-08
1891,1.2748440081367107e-09,6.055508805502541e-08
1892,0.0,6.83267842305213e-08
1893,0.0,5.7273272346947124e-08
1894,1.2603078580752936e-09,7.687877712214686e-08
1895,0.0,8.245501703640912e-08
1896,2.358811590497112e-09,7.076435082353782e-08
1897,4.078699600285063e-09,6.584185996416636e-08
1898,1.13167097914868e-09,7.242694266551553e-08
1899,0.0,9.617986052035121e-08
1900,1.038210628578895e-09,1.1005032973798734e-07
1901,3.353243460679778e-09,8.997869826998794e-08
1902,2.455141867585553e-09,6.776191696644673e-08
1903,1.6200660812870638e-09,8.370341220143018e-08
1904,0.0,7.524475620357407e-08
1905,0.0,8.928113004458282e-08
1906,5.144184522798412e-10,1.0185485166402941e-07
1907,1.028568674676933e-09,8.434263065737468e-08
1908,5.40252820258047e-09,8.202020040926072e-08
1909,1.6502950117569526e-09,6.106091632318567e-08
1910,4.809735720812114e-09,8.283433317046729e-08
1911,2.6601871816467337e-09,8.35298763490755e-08
1912,1.5628263128064646e-09,1.2710987107311666e-07
1913,0.0,1.0765069191620569e-07
1914,6.696743715117748e-10,1.0312985665450469e-07
1915,2.3561523843085297e-09,4.123266705846618e-08
1916,1.0987462051303964e-09,5.6036057571873243e-08
1917,0.0,7.018511638534619e-08
1918,0.0,9.189101035644853e-08
1919,9.207848372660976e-10,7.274200441997891e-08
1920,0.0,1.1736959493191534e-07
1921,7.572747429129834e-10,1.0450391130234493e-07
1922,3.6889677978990676e-09,1.844483819013476e-07
1923,5.307974060286824e-09,2.399204390712839e-07
1924,2.578324886925998e-09,4.718334594144835e-07
1925,1.0998177923937646e-09,4.223300322792056e-07
1926,1.1146138456652466e-09,2.2738122140708583e-07
1927,1.1149224876660924e-09,2.274441897043289e-07
1928,1.1426041224282812e-09,2.2509301800255344e-07
1929,0.0,3.420104803808499e-07
1930,1.0503603542488804e-09,2.6259007768203446e-07
1931,2.2810713318222042e-09,4.0831176306710404e-07
1932,1.0959536611565568e-09,2.685086428755312e-07
1933,0.0,2.4547216526116244e-07
1934,0.0,3.9778845462024037e-07
1935,0.0,2.3457836562101875e-07
1936,0.0,6.559470762113051e-07
1937,2.5182236296217297e-09,5.905234274905524e-07
1938,1.2965214457594243e-09,3.2672340921635623e-07
1939,0.0,5.077624791738344e-07
1940,5.0715658339584024e-09,2.155415472770983e-07
1941,0.0,2.656352364738268e-07
1942,6.068423541449874e-09,9.102635090130207e-08
1943,0.0,9.00002916637277e-08
1944,6.4263723231761105e-09,5.944394274592923e-07
1945,2.178504043826024e-09,2.047793827841815e-07
1946,0.0,5.526678137357521e-07
1947,1.1920870957027319e-09,1.1575165217436734e-06
1948,2.174377566888097e-09,1.610126560080971e-06
1949,2.945102384188658e-09,1.2153456054875278e-06
1950,0.0,1.0401383860880742e-06
1951,1.0661401761424827e-09,7.047186727504595e-07
1952,1.0544803918932644e-09,5.609835511677375e-07
1953,1.0773827385790469e-09,6.636677767346555e-07
1954,9.772536113672459e-10,7.300084234884707e-07
1955,1.8771215692936494e-09,4.580176664603641e-07
1956,8.72114158667614e-10,4.1599844280426623e-07
1957,5.301022731885041e-09,3.0480879331662436e-07
1958,1.6544486891589827e-09,1.497276116424473e-07
1959,2.325224457422337e-09,7.704243216721807e-07
1960,2.076250060767393e-09,4.893029199593002e-07
1961,6.948159270159238e-10,2.160877556889318e-07
1962,5.7077609305622445e-09,1.3444947910556948e-07
1963,0.0,2.696344267860695e-07
1964,0.0,4.3439533214950643e-07
1965,1.0944086747954884e-09,3.2285055340253166e-07
1966,1.1078149508847446e-09,2.1436218844428367e-07
1967,9.860671168482327e-10,1.8045028582491796e-07
1968,4.4914158503495116e-10,2.052577059430405e-07
1969,2.2708788183223305e-09,1.544197658631674e-07
1970,4.598724956395017e-09,1.3612226723580534e-07
1971,5.138397485282553e-10,1.5723496460395836e-07
1972,1.0260293725750103e-09,1.764770587442399e-07
1973,1.6539611902288698e-09,1.7146064124062832e-07
1974,1.6876715580593782e-09,2.7790323997578525e-07
1975,1.1422960355389478e-09,1.6506177757946716e-07
1976,0.0,8.570290077614118e-08
1977,0.0,8.227494419088544e-08
1978,5.940591352171509e-10,3.801978465389766e-08
1979,1.7555920051037788e-09,9.480196894173787e-08
1980,5.685150683554241e-10,9.835310521566498e-08
1981,0.0,7.211126273887203e-08
1982,6.207502289967692e-10,6.76617730732687e-08
1983,1.2630632095778083e-09,6.820541642582612e-08
1984,0.0,3.479405208395292e-08
1985,1.2031116103372597e-09,5.7147801157952927e-08
1986,1.7983456945813714e-09,4.7356433441336776e-08
1987,1.8332451112712533e-09,7.516304378896166e-08
1988,0.0,1.0793797144970085e-07
1989,5.488122178931576e-10,3.4026356843241956e-08
1990,1.6345953479657283e-09,3.923028657482064e-08
1991,1.7584396161396398e-09,2.3445860364290638e-08
1992,0.0,3.691662442406596e-08
1993,0.0,3.157348160698348e-08
1994,1.0549853213248639e-09,3.639699386326356e-08
1995,5.422450821690461e-10,3.145021310047014e-08
1996,0.0,3.25623616959092e-08
1997,1.917957792585412e-09,1.879598698906193e-07
1998,0.0,2.860877579280441e-08
1999,0.0,2.422206613061917e-08
