year,nombreux_ADJ os_NOUN
1961,2.848745239703021e-08
1962,2.853880404218856e-08
1963,1.939815952312074e-08
1964,2.494427059351878e-08
1965,2.954903521867891e-08
1966,3.766570799701441e-08
1967,2.169347701475033e-08
1968,1.5719955448467715e-08
1969,2.5433843475752838e-08
1970,2.8512094379928854e-08
1971,2.4150468291850302e-08
1972,2.3085660938448882e-08
1973,1.6539611236154883e-08
1974,2.1377172254588572e-08
1975,3.826691719055475e-08
1976,4.228009742313077e-08
1977,2.585783925868057e-08
1978,1.603959731699689e-08
1979,2.3407892513205297e-08
1980,2.8425754194927322e-08
1981,2.6567308353264707e-08
1982,1.3035754697909852e-08
1983,3.6628833299801045e-08
1984,1.739702604197646e-08
1985,1.8648229627160617e-08
1986,1.558566253834215e-08
1987,1.4665960890170027e-08
1988,2.818380367974882e-08
1989,2.1952487827547884e-08
1990,1.8525414091641323e-08
1991,1.6998249918742658e-08
1992,2.7549720726938176e-08
1993,2.6034275180109034e-08
1994,1.793475057354499e-08
1995,2.277429267394382e-08
1996,2.0818559098856326e-08
1997,1.1987236092636522e-08
1998,1.5258013519314773e-08
1999,2.467908624681492e-08
2000,1.1045078629479121e-08
2001,1.095302959441824e-08
2002,1.0076809331405201e-08
2003,2.6251614215766494e-08
2004,2.070251881036711e-08
2005,9.908249332113428e-09
2006,1.5647982465338828e-08
2007,9.18730247434496e-09
2008,1.7881246705542253e-08
2009,1.3350939020995156e-08
2010,1.1337103700270745e-08
2011,9.55992973672437e-09
2012,1.0893608681783462e-08
2013,1.1993238013818797e-08
2014,1.017759210242275e-08
2015,1.1304534197620342e-08
2016,8.285359953674742e-09
2017,1.6351473647313597e-08
2018,1.0842160058643913e-08
2019,1.3010037491767434e-08
