year,nos_DET os_NOUN,nos_DET boss_NOUN
1958,6.783239536733987e-08,0.0
1959,7.595732620657714e-08,0.0
1960,6.436375166174457e-08,0.0
1961,5.975416961234714e-08,0.0
1962,9.830032166036062e-08,6.341956404476434e-10
1963,1.015170392193454e-07,0.0
1964,7.118243017245618e-08,0.0
1965,7.715581418210604e-08,0.0
1966,7.699313897546745e-08,0.0
1967,9.811367740475418e-08,0.0
1968,8.264205142438641e-08,0.0
1969,9.764779074217245e-08,0.0
1970,7.403947033246538e-08,0.0
1971,9.351883623054391e-08,0.0
1972,6.77179397001737e-08,0.0
1973,7.001768809189457e-08,0.0
1974,6.300640120748824e-08,5.625571675160757e-10
1975,6.796661145003213e-08,1.7134440533084216e-09
1976,7.141908553442988e-08,0.0
1977,6.405692243305339e-08,5.876781838942691e-10
1978,7.60395684196169e-08,5.346532105932056e-09
1979,7.72460495568339e-08,1.7555920051037788e-09
1980,6.08311112593185e-08,0.0
1981,9.361813457786639e-08,0.0
1982,6.952402209492448e-08,0.0
1983,8.904595372172253e-08,0.0
1984,5.972978645019111e-08,0.0
1985,6.978047473182869e-08,0.0
1986,6.71382380801333e-08,5.994485463567401e-10
1987,4.827545163621494e-08,0.0
1988,6.356346915481481e-08,0.0
1989,7.518727684896476e-08,0.0
1990,8.172976384557273e-08,5.44865097484859e-10
1991,6.09592376576984e-08,5.861465202094962e-10
1992,7.93431969015046e-08,0.0
1993,6.037736222097578e-08,1.661762283333701e-09
1994,7.121150868982795e-08,5.274926606624319e-10
1995,7.320308981206836e-08,0.0
1996,7.580090866099454e-08,0.0
1997,7.911575927721515e-08,1.438468344439059e-09
1998,5.531029856342684e-08,0.0
1999,7.175215666066492e-08,0.0
2000,9.189505245643659e-08,0.0
2001,7.360435771985863e-08,0.0
2002,6.790893447572444e-08,0.0
2003,6.792084672468945e-08,0.0
2004,9.294109215574053e-08,0.0
2005,8.512086679957065e-08,0.0
2006,9.512325593874493e-08,4.1178899179428186e-10
2007,7.269952906341359e-08,0.0
2008,7.961412018531178e-08,0.0
2009,1.0299295505333816e-07,4.76819250749827e-10
2010,8.361113490451544e-08,3.3066551718974324e-09
2011,1.059240215539603e-07,3.82397197240536e-10
2012,1.262977766813833e-07,1.0212758416727752e-09
2013,1.1519086573485993e-07,1.6734750252211938e-09
2014,1.4356901800738342e-07,1.7323561474213989e-09
2015,1.411958470143304e-07,1.7732603163622684e-09
2016,1.4623660860024756e-07,4.1426800878596737e-10
2017,1.5722570800846825e-07,2.5156112748447867e-09
2018,1.6934421154246593e-07,3.614053500911041e-09
2019,1.4311041507397704e-07,2.2958890344426663e-09
