year,trois_DET oies_NOUN,trois_DET bois_NOUN
1953,7.541679392097933e-09,1.185120990232491e-08
1954,1.6613311615287785e-08,1.8567818393933067e-08
1955,6.569925492527773e-09,2.4402580844906652e-08
1956,3.488456634670456e-09,2.0058625427310517e-08
1957,9.718541305048234e-09,1.4136060544345241e-08
1958,4.1361216673863055e-09,1.3235589346738408e-08
1959,2.325224457422337e-09,8.525822381422188e-09
1960,6.920833239831836e-09,2.2838749169640238e-08
1961,9.727422756178328e-09,1.32015025577914e-08
1962,5.7077609305622445e-09,5.0735651235811474e-09
1963,8.405868889838075e-09,5.819447812527301e-09
1964,6.692365273064382e-09,1.9468699041791382e-08
1965,6.5664522708175355e-09,1.2038495811328431e-08
1966,1.1078149397825143e-08,1.8832854387085263e-08
1967,7.395503320850594e-09,1.528404042216991e-08
1968,7.635406862327443e-09,9.431972952667067e-09
1969,7.266812374062681e-09,2.6342194647810402e-08
1970,3.219107425067591e-09,1.6555410431440265e-08
1971,6.679916619845017e-09,9.762954999992246e-09
1972,7.695220349823728e-09,9.747278983951446e-09
1973,1.0475087075523248e-08,1.8744893415245656e-08
1974,7.875800456247362e-09,2.0252057142400304e-08
1975,9.138368284311582e-09,1.484984890609553e-08
1976,6.856232359631065e-09,7.998937512354587e-09
1977,8.227494963097826e-09,1.2928920212207373e-08
1978,1.3069300752732715e-08,1.485147782531726e-08
1979,7.0223681314374176e-09,1.4044735707763323e-08
1980,8.527726136353664e-09,9.66475616204221e-09
1981,8.85576917353248e-09,1.2651098946214745e-08
1982,3.724501262958313e-09,1.551875561389693e-08
1983,4.420721011477724e-09,1.0736036948344463e-08
1984,5.799008384599347e-09,2.087643030668218e-08
1985,7.218669662023558e-09,1.2632672241608134e-08
1986,1.3187867742292525e-08,1.138952232526691e-08
1987,6.110816741511371e-09,8.555143815591748e-09
1988,1.1393452181707175e-08,1.8589316530537303e-08
1989,7.134558721588746e-09,1.0976244357863152e-08
1990,9.262706657242603e-09,2.615352406865057e-08
1991,1.055063725274863e-08,1.4653662838703951e-08
1992,1.1019888168650738e-08,1.2672871418928366e-08
1993,5.539207592608619e-09,1.7171543575944526e-08
1994,6.85740436656701e-09,1.4769794220992338e-08
1995,8.675921314704738e-09,1.1929391419140956e-08
1996,4.270473752399084e-09,1.014237493990322e-08
1997,6.7128524960935465e-09,9.110299181713799e-09
1998,4.768129113763564e-09,1.144351013948608e-08
1999,3.656160929565999e-09,1.462464363499727e-08
2000,3.092622158362701e-09,1.3254094821668616e-08
2001,3.5049694258049158e-09,7.448059835546417e-09
2002,7.4480765999140885e-09,1.533427496092088e-08
2003,3.333538334260311e-09,1.4584230267900011e-08
2004,4.404791115186768e-09,9.690540814233373e-09
2005,8.106749049829887e-09,1.3961624079072976e-08
2006,9.47114670024618e-09,7.000413027036245e-09
2007,5.592271090648637e-09,7.589511241690161e-09
2008,3.405951742863067e-09,8.940623574815731e-09
2009,2.860915504498962e-09,6.675469732542183e-09
2010,5.196172492283324e-09,6.613310177261411e-09
2011,7.64794394481072e-09,6.883149605840799e-09
2012,6.127654716969744e-09,6.468080182564506e-09
2013,5.857162532763027e-09,5.857162477251876e-09
2014,8.012147278968484e-09,3.8978013316981475e-09
2015,6.206411301556969e-09,5.763095958788433e-09
2016,7.871092000399926e-09,4.349813981230355e-09
2017,5.534344982294215e-09,3.2702947017071438e-09
2018,1.2132893356664454e-08,2.5814666515522333e-09
2019,5.101975730781305e-09,4.846876677788714e-09
