year,meilleurs_ADJ ans_NOUN,meilleurs_ADJ bancs_NOUN
1899,6.080336234504102e-09,5.527578395003729e-09
1900,1.038210628578895e-09,1.5573159428683425e-09
1901,2.794369402536745e-09,7.265360757457984e-09
1902,4.419255628107521e-09,4.910283846193408e-10
1903,0.0,2.1600881083827517e-09
1904,0.0,3.7622376325430196e-09
1905,2.0643036169332163e-09,0.0
1906,3.600929110447737e-09,5.658602919567102e-09
1907,7.71426478252124e-09,6.1714118260169926e-09
1908,1.964555629285769e-09,9.822778146428846e-10
1909,8.801573692096554e-09,6.0510818578052294e-09
1910,4.275320542035388e-09,5.344150677544235e-10
1911,4.25629931299909e-09,3.7242617878519013e-09
1912,3.125652625612929e-09,1.5628263128064646e-09
1913,3.71209285532359e-09,0.0
1914,6.696743604095445e-09,6.696743715117748e-10
1915,2.3561523843085297e-09,0.0
1916,0.0,1.0987462051303964e-09
1917,0.0,2.1932848870420685e-09
1918,2.2972752589112133e-09,0.0
1919,6.4454939163738345e-09,3.6831393490643904e-09
1920,1.514446346106979e-09,4.543339038320937e-09
1921,0.0,0.0
1922,3.6889677978990676e-09,5.164555005876537e-09
1923,2.0170300985000722e-08,6.369568872344189e-09
1924,5.156649773851996e-09,3.867487219366694e-09
1925,1.3197813508725176e-08,3.299453377181294e-09
1926,4.458455382660986e-09,2.229227691330493e-09
1927,8.919379901328739e-09,0.0
1928,0.0,0.0
1929,1.1140406375176326e-09,2.2280812750352652e-09
1930,1.0503603542488804e-09,2.100720708497761e-09
1931,4.5621426636444085e-09,0.0
1932,2.1919073223131136e-09,4.383814644626227e-09
1933,4.588264879146209e-09,5.735331320977366e-09
1934,8.38710612072191e-09,1.1981580172459871e-09
1935,1.196828414151696e-09,5.98414207075848e-09
1936,2.424942913137329e-09,3.6374143697059935e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,5.186085783037697e-09,9.075650453382877e-09
1939,1.3764645423464117e-08,0.0
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,0.0,3.034211770724937e-09
1943,2.9032352077962287e-09,0.0
1944,0.0,6.4263723231761105e-09
1945,0.0,0.0
1946,5.568441707737293e-09,4.1763312808029696e-09
1947,2.3841741914054637e-09,2.3841741914054637e-09
1948,4.348755133776194e-09,0.0
1949,9.817008539414473e-09,2.945102384188658e-09
1950,6.381216888229346e-09,2.1270722960764488e-09
1951,2.1322803522849654e-09,8.529121409139861e-09
1952,5.272402070488624e-09,6.326882129314981e-09
1953,3.232148326759443e-09,4.3095309543161875e-09
1954,9.772536113672459e-10,4.886268278880834e-09
1955,0.0,2.815682353940474e-09
1956,3.488456634670456e-09,8.72114158667614e-10
1957,8.835037701437898e-10,1.7670075402875796e-09
1958,4.1361216673863055e-09,1.6544486891589827e-09
1959,7.750747821333448e-10,3.100299128533379e-09
1960,6.920833350854139e-10,4.152500121534786e-09
1961,0.0,3.47407969059077e-09
1962,6.341956293454132e-09,1.2683912808952869e-09
1963,6.466053248388448e-10,1.939815863494232e-09
1964,2.4335873316516654e-09,1.2167936658258327e-09
1965,6.5664522708175355e-09,3.2832261354087677e-09
1966,1.1078149508847446e-09,1.1078149508847446e-09
1967,1.4791006197611978e-09,2.9582012395223956e-09
1968,4.940557296606585e-09,4.4914158503495116e-10
1969,6.8126366770115965e-09,4.5417578031781147e-10
1970,2.2993624781975086e-09,4.598724956395017e-09
1971,0.0,2.569198631618974e-09
1972,2.0520587451500205e-09,0.0
1973,5.513203782392395e-10,2.205281512956958e-09
1974,1.6876715580593782e-09,3.937900228123681e-09
1975,2.8557400888473694e-09,1.7134440533084216e-09
1976,5.142174241967723e-09,1.142705374768127e-09
1977,5.876781838942691e-10,2.938390863960194e-09
1978,1.7821774056514528e-09,3.5643548113029055e-09
1979,0.0,3.5111840102075575e-09
1980,5.685150683554241e-10,4.548120546843393e-09
1981,1.2651099057237047e-09,3.795329828193417e-09
1982,5.586751949948621e-09,1.8622506869903077e-09
1983,0.0,6.315316269933646e-09
1984,1.1598016991243298e-09,4.059305780401701e-09
1985,0.0,3.609334831011779e-09
1986,5.994485463567401e-10,2.997242676272549e-09
1987,1.2221633705067347e-09,1.2221633705067347e-09
1988,5.996553809062277e-10,2.99827696004229e-09
1989,0.0,1.0976244357863152e-09
1990,4.90378582185258e-09,1.6345953479657283e-09
1991,5.861465202094962e-10,2.9307325455363298e-09
1992,2.2039776670368383e-09,0.0
1993,1.1078414852150331e-09,5.539207315052863e-09
1994,2.1099706426497278e-09,1.5824779264761446e-09
1995,2.7112254663563817e-09,1.626735190995987e-09
1996,0.0,1.067618438099771e-09
1997,2.876936688878118e-09,1.917957792585412e-09
1998,3.337690568372409e-09,2.86087753487152e-09
1999,9.140402323914998e-10,4.113180906983871e-09
2000,0.0,2.2090156370779823e-09
2001,1.3143635069212678e-09,2.6287270138425356e-09
2002,2.6287327870022636e-09,3.066854992184176e-09
2003,2.083461403401543e-09,3.333538334260311e-09
2004,1.7619165015858584e-09,3.0833537945085254e-09
2005,1.8014998381943315e-09,4.5037495954858286e-10
2006,4.1178899179428186e-10,2.4707338397433887e-09
2007,3.994479413904628e-09,1.1983438685803094e-09
2008,3.8316958494988285e-09,2.9802078582719105e-09
2009,4.76819250749827e-10,1.907277002999308e-09
2010,4.723793023408973e-10,9.447586046817946e-10
2011,3.82397197240536e-10,1.529588788962144e-09
2012,6.808505426114664e-10,6.808505426114664e-10
2013,1.1156500168141292e-09,1.1156500168141292e-09
2014,8.661780737106994e-10,2.3819897165822113e-09
2015,4.433150790905671e-10,1.994917786518613e-09
2016,1.6570720351438695e-09,4.1426800878596737e-10
2017,5.031222660711876e-10,3.018733707449428e-09
2018,0.0,1.5488800242380307e-09
2019,1.02039510174734e-09,1.53059265262101e-09
