year,beaux_ADJ ans_NOUN,beaux_ADJ bancs_NOUN
1800,3.4900224932243873e-07,0.0
1801,2.1668761007731518e-07,2.3811825844433088e-09
1802,9.175144555229053e-08,2.6854081625060644e-08
1803,1.8723255834629526e-07,3.315576790896557e-08
1804,1.359518080334965e-07,2.4718509461507665e-09
1805,2.302730877090653e-07,8.528632911009026e-09
1806,5.4751712497136396e-08,5.76333825108577e-09
1807,1.3095993267597805e-07,0.0
1808,1.3369836437959748e-07,4.5321479902327155e-09
1809,7.454800510231507e-08,0.0
1810,1.942305232205399e-07,0.0
1811,1.0028307428910921e-07,2.0056614147279106e-08
1812,1.6269970615212515e-07,0.0
1813,2.1568062891219597e-07,0.0
1814,8.181360300341112e-08,0.0
1815,3.506390555685357e-08,0.0
1816,3.7081662185300956e-08,9.270415546325239e-09
1817,1.4634609613040084e-07,3.113746815941454e-09
1818,9.775365583664097e-08,7.152706427149269e-09
1819,1.4698491668241331e-07,1.035105001712111e-09
1820,8.42520151422832e-08,0.0
1821,1.0453177878844144e-07,0.0
1822,1.4938167680611514e-07,1.0025615893027862e-09
1823,1.2452186126665765e-07,2.569498569471307e-08
1824,1.717907025522436e-07,0.0
1825,1.3912600138610287e-07,8.805443041381977e-10
1826,1.1802698907104059e-07,3.5231937367541377e-09
1827,5.7147094167930845e-08,0.0
1828,9.264024214417077e-08,0.0
1829,4.9724420136953995e-08,1.628903412154159e-08
1830,5.635891398014792e-08,0.0
1831,9.978371906527173e-08,0.0
1832,1.461236678323985e-07,2.0294953273491956e-08
1833,1.3437009727113036e-07,3.4750886612755494e-09
1834,5.2273371409228275e-08,7.467624740797874e-09
1835,6.731148260996633e-08,0.0
1836,5.779845224651581e-08,3.36037508930076e-09
1837,5.6358917532861597e-08,3.478945576063097e-09
1838,8.521418237705802e-08,5.049729523420865e-09
1839,3.775396706373613e-08,8.38977065598101e-09
1840,3.05745047057826e-08,6.369688665408546e-10
1841,7.255219713897532e-08,5.778493683550323e-09
1842,5.836190553054621e-08,0.0
1843,3.721353891705803e-08,5.906911071384968e-10
1844,3.841993034825464e-08,7.1351298203126134e-09
1845,5.1896119401817487e-08,2.2320911785556063e-09
1846,5.678866443759034e-08,2.9272506640865004e-09
1847,2.6426796750911308e-08,2.1572894581822766e-09
1848,4.827133182061516e-08,1.528592186161859e-08
1849,3.854530916669319e-08,0.0
1850,6.381656447729256e-08,1.3577992064028876e-09
1851,2.579775504329973e-08,3.8696632564949596e-09
1852,3.2552726736412296e-08,3.906327261660181e-09
1853,3.822036376277538e-08,1.7915795513800958e-09
1854,3.4291385730966795e-08,2.0782657816909023e-09
1855,2.4942604426314574e-08,4.2455496895854594e-09
1856,4.34883880018333e-08,7.248064815001953e-09
1857,4.5886185517929334e-08,1.9526036343364694e-09
1858,4.3553715300959084e-08,9.787352039936081e-10
1859,2.2914779407301467e-08,6.619825576592575e-09
1860,1.9224172476128842e-08,1.373155145145688e-09
1861,6.602348889828136e-08,3.772770984511453e-09
1862,6.912519268098549e-08,4.066187830886747e-09
1863,3.795911851511846e-08,1.9978483312144135e-09
1864,4.6029388300894425e-08,9.109982990196386e-09
1865,2.9182434246877165e-08,4.706844358715045e-10
1866,4.135770836910524e-08,4.865612912574591e-10
1867,3.299911810472622e-08,2.91168689159349e-09
1868,3.754304245262574e-08,4.93987406535723e-10
1869,4.6393431318847433e-08,3.4184632902167778e-09
1870,3.096386436141074e-08,2.2936195165357276e-09
1871,2.973929724703339e-08,0.0
1872,2.116568786902917e-08,6.047339295989218e-10
1873,3.95076291681562e-08,1.7958012854535355e-09
1874,1.4936523129449597e-08,3.5847653734322193e-09
1875,3.3757011408397375e-08,6.865832347102696e-09
1876,5.38095328295185e-08,6.650616057868319e-09
1877,6.741449709579683e-08,1.0514186854493346e-08
1878,4.7104890654736664e-08,4.22736201599605e-09
1879,4.948553566919145e-08,1.221865053580018e-09
1880,4.941741593711413e-08,1.0268554007097919e-08
1881,3.834879080955034e-08,6.2752567586699115e-09
1882,5.856738738430067e-08,3.3276925659464496e-09
1883,4.107570461542309e-08,1.579834751908038e-08
1884,3.4328824227713994e-08,1.1883054540362536e-08
1885,3.93183761104865e-08,2.707166935067562e-08
1886,8.002295004416737e-08,3.872078213618124e-09
1887,1.2404957061562527e-08,4.570247291724172e-09
1888,2.0924028731883482e-08,9.510921827882157e-09
1889,2.6313573542324775e-08,3.759081934617825e-09
1890,2.8839300725280737e-08,0.0
1891,1.7210394887001712e-08,9.561330394092238e-09
1892,1.5044429702015805e-08,3.57305189879753e-08
1893,1.4164357686752282e-08,1.6627724974682678e-08
1894,1.9534772022211655e-08,9.452309157609307e-09
1895,2.768562623600701e-08,7.22233739480771e-09
1896,2.6536630670648265e-08,1.2973464080801023e-08
1897,1.5732126712464378e-08,5.826713334045053e-09
1898,2.9423445013776472e-08,4.52668391659472e-09
1899,9.949641111006713e-09,2.2110313580014918e-09
1900,3.9971109089265155e-08,5.710158568206225e-09
1901,8.38310842965484e-09,6.147612641171918e-09
1902,1.178468167495339e-08,7.365425602756659e-09
1903,1.7820726228023887e-08,1.296052865029651e-08
1904,1.4511488011237361e-08,7.524475265086039e-09
1905,3.4061010012464976e-08,8.257214467732865e-09
1906,3.600929110447737e-09,4.629765903985117e-09
1907,2.7771354993433306e-08,8.742834012309686e-09
1908,1.080505640516094e-08,6.875944702500192e-09
1909,3.355599886845084e-08,1.1552065082298668e-08
1910,2.672075360976578e-08,3.740905363258662e-09
1911,1.702519725199636e-08,3.1922244847493175e-09
1912,2.5005221004903433e-08,3.646594803896619e-09
1913,1.3787773589513108e-08,7.954484182448596e-09
1914,2.4777952134513725e-08,6.696743715117748e-10
1915,1.1780762143587253e-08,8.246533234057551e-09
1916,6.592477230782379e-09,5.493730803607377e-09
1917,1.2063066989753679e-08,1.5352993543160665e-08
1918,2.067547733020092e-08,5.743188147278033e-09
1919,3.591060959706738e-08,3.1306683467846597e-08
1920,1.3630017114962811e-08,9.086678076641874e-09
1921,1.2873671018098776e-08,5.300923255902035e-09
1922,3.6151885041135756e-08,5.902348387820666e-09
1923,4.458698299458774e-08,1.0615948120573648e-09
1924,3.351822286390416e-08,1.5469948877466777e-08
1925,1.6497267552040284e-08,1.5397448649423495e-08
1926,2.452150482668003e-08,8.916910765321973e-09
1927,5.4631200896437804e-08,3.3447675740205796e-09
1928,1.9424270192303084e-08,2.2852082448565625e-09
1929,2.33948540540041e-08,3.342121912552898e-09
1930,5.2518016602221e-09,1.3654684494213143e-08
1931,3.5356606531422585e-08,5.7026783295555106e-09
1932,9.863582839386709e-09,4.383814644626227e-09
1933,1.0323596200123575e-08,4.588264879146209e-09
1934,1.0783422155213884e-08,9.585264137967897e-09
1935,2.2739740757060645e-08,3.590485242455088e-09
1936,1.4549657478823974e-08,0.0
1937,1.7627565185307503e-08,8.813782592653752e-09
1938,5.704694316932546e-08,0.0
1939,2.5999884911698246e-08,1.070583532936098e-08
1940,5.0715658339584024e-09,0.0
1941,2.6563522936839945e-08,0.0
1942,6.068423541449874e-09,3.034211770724937e-09
1943,3.193558839598154e-08,0.0
1944,2.5705489292704442e-08,3.2131861615880553e-09
1945,4.357008087652048e-09,1.089252066321933e-08
1946,5.4292307538617024e-08,5.568441707737293e-09
1947,3.5762614203349585e-08,2.3841741914054637e-09
1948,1.848220954059343e-08,2.174377566888097e-09
1949,2.2579119018928395e-08,0.0
1950,4.679559140186029e-08,4.2541445921528975e-09
1951,2.2388944032059044e-08,1.7058242818279723e-08
1952,2.2144087452602434e-08,1.4762725264461096e-08
1953,9.69644453618912e-09,1.0773827385790469e-09
1954,2.34540866728139e-08,1.9545072227344917e-09
1955,1.407841132561316e-08,9.385607846468247e-09
1956,3.314033847345854e-08,1.744228317335228e-09
1957,6.184526224473075e-09,5.301022731885041e-09
1958,3.3088973339090444e-08,1.6544486891589827e-09
1959,1.3951345856355601e-08,7.750747599288843e-09
1960,2.6991250123842292e-08,4.152500121534786e-09
1961,2.431855783413539e-08,3.47407969059077e-09
1962,3.7417542841922113e-08,1.9025869768540815e-09
1963,1.4225316924409981e-08,7.759263453976928e-09
1964,2.311907998375773e-08,1.8251904432275978e-09
1965,4.268193976031398e-08,1.2585699593614663e-08
1966,2.326411419062424e-08,2.215629901769489e-09
1967,3.747054933000982e-08,3.451234853457663e-09
1968,2.7397636159776084e-08,8.982831700699023e-10
1969,7.2668124850849836e-09,3.1792304344691047e-09
1970,2.851209579546321e-08,1.3796175313274261e-09
1971,3.648262136835001e-08,4.1107179882260425e-09
1972,1.1799337507056862e-08,3.5911027485013847e-09
1973,1.8193572870472963e-08,3.859242703185828e-09
1974,1.406392957647995e-08,1.1251143350321513e-09
1975,1.1422960355389478e-08,4.569184142155791e-09
1976,5.713526984862938e-09,1.142705374768127e-09
1977,9.990529292736028e-09,4.11374712072643e-09
1978,1.900989232694883e-08,2.970295565063452e-09
1979,1.462993370893173e-08,1.1703946700691858e-09
1980,1.989802811408481e-08,4.548120546843393e-09
1981,1.5181319312773667e-08,1.2651099057237047e-09
1982,9.932003663948308e-09,3.1037510339615437e-09
1983,1.2630632539867293e-08,4.4207211225000265e-09
1984,3.479405208395292e-09,3.479405208395292e-09
1985,7.218669662023558e-09,2.4062232206745193e-09
1986,1.3787316177626963e-08,4.7955883708539204e-09
1987,6.110816741511371e-09,0.0
1988,6.596209356501959e-09,5.996553809062277e-10
1989,1.1525056464734007e-08,5.488122178931576e-10
1990,9.262707045820662e-09,1.089730194969718e-09
1991,4.68917216167597e-09,0.0
1992,1.2672871640972971e-08,1.1019888335184191e-09
1993,6.647049133334804e-09,8.308811416668505e-09
1994,1.318731612798274e-08,2.1099706426497278e-09
1995,1.7351842629409475e-08,2.1689803286761844e-09
1996,9.60856638698715e-09,1.067618438099771e-09
1997,1.4864173003559245e-08,1.917957792585412e-09
1998,1.0489884516573511e-08,2.3840645013706308e-09
1999,2.0108885223635298e-08,1.8280804647829996e-09
2000,1.2812291672048559e-08,2.2090156370779823e-09
2001,1.4896119893137438e-08,8.762423564512289e-10
2002,7.009954394732176e-09,4.38122149670761e-10
2003,6.667076668520622e-09,1.6667691671301554e-09
2004,1.0571499231559756e-08,1.3214374039449694e-09
2005,1.306087415997581e-08,2.251874686720612e-09
2006,8.64756888319107e-09,8.235779835885637e-10
2007,2.1969636776475454e-08,7.988958938831558e-10
2008,5.5346713878634546e-09,2.554463751636149e-09
2009,6.198650481792356e-09,2.860915504498962e-09
2010,1.2754241218715379e-08,3.3066551718974324e-09
2011,1.911985902935953e-09,3.823971805871906e-09
2012,1.327658516458996e-08,1.7021263287730903e-09
2013,1.0319762822064149e-08,1.1156500168141292e-09
2014,1.797319448826329e-08,1.7323561474213989e-09
2015,9.087958829923082e-09,2.659890530054554e-09
2016,1.6156452176119274e-08,3.935546111222266e-09
2017,4.2765391228272165e-09,2.5156112748447867e-09
2018,1.4714360396794746e-08,3.614053500911041e-09
2019,1.403043281555938e-08,3.5713827450933877e-09
