year,six_DET arts_NOUN,six_DET barres_NOUN
1899,5.527578395003729e-10,9.39688327150634e-09
1900,0.0,5.710158235139318e-09
1901,0.0,2.2913829056392387e-08
1902,2.455141867585553e-09,1.6203937414083214e-08
1903,0.0,2.7001101354784396e-09
1904,0.0,4.837162670412454e-09
1905,2.580379465655369e-09,6.708986699521802e-09
1906,5.144184522798412e-10,9.259531807970234e-09
1907,5.142843373384665e-10,6.685696440911215e-09
1908,4.911389073214423e-10,7.858222517143076e-09
1909,0.0,3.135560788791736e-08
1910,1.068830135508847e-09,1.2291546447329438e-08
1911,5.320374141248863e-10,6.384448969498635e-09
1912,2.0837684910901544e-09,8.856016364688912e-09
1913,0.0,2.2802856491921375e-08
1914,1.3393487430235496e-09,5.357394972094198e-09
1915,0.0,9.424609537234119e-09
1916,1.0987462051303964e-09,1.7579939282086343e-08
1917,0.0,2.0836206093832743e-08
1918,2.2972752589112133e-09,4.594550517822427e-09
1919,0.0,1.749491218561161e-08
1920,0.0,1.1358347151713133e-08
1921,7.572747429129834e-10,6.058197943303867e-09
1922,0.0,8.115728866719962e-09
1923,1.0615948120573648e-09,9.554353308516284e-09
1924,1.289162443462999e-09,1.8048273875415077e-08
1925,1.0998177923937646e-09,5.499089184013428e-09
1926,3.3438415369957397e-09,4.458455382660986e-09
1927,0.0,5.574612327308159e-09
1928,3.4278122562625413e-09,1.1426041224282812e-09
1929,0.0,1.4482528065684619e-08
1930,3.1510811737689437e-09,0.0
1931,0.0,2.2810713318222042e-09
1932,1.0959536611565568e-09,6.575722188983946e-09
1933,2.2941324395731044e-09,5.735331098932761e-09
1934,0.0,4.7926320689839486e-09
1935,1.196828414151696e-09,3.590485242455088e-09
1936,3.6374143697059935e-09,4.849885826274658e-09
1937,0.0,3.777335333410292e-09
1938,2.5930428915188486e-09,3.8895642262559704e-09
1939,1.5294050470515685e-09,7.647025235257843e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09
1941,2.9515025978810172e-09,2.066051862925633e-08
1942,3.034211770724937e-09,2.7307905936524435e-08
1943,0.0,2.9032351633873077e-08
1944,0.0,6.4263723231761105e-09
1945,4.357008087652048e-09,1.9606536838523425e-08
1946,0.0,9.744772988540262e-09
1947,0.0,9.536696765621855e-09
1948,1.0871887834440486e-09,2.174377566888097e-09
1949,2.945102384188658e-09,2.1597418964347526e-08
1950,2.1270722960764488e-09,8.5082894063504e-09
1951,2.1322803522849654e-09,1.1727542048589612e-08
1952,1.0544803918932644e-09,1.0544804140977249e-08
1953,0.0,5.386913581872932e-09
1954,0.0,7.818028890937967e-09
1955,9.385607846468247e-10,5.631364707880948e-09
1956,1.744228317335228e-09,3.488456634670456e-09
1957,8.835037701437898e-10,3.534015080575159e-09
1958,0.0,8.272243334772611e-09
1959,7.750747821333448e-10,1.3176271296266862e-08
1960,1.3841666701708277e-09,1.7302083321624195e-08
1961,6.948159270159238e-10,5.55852741612739e-09
1962,0.0,1.5854891455280296e-08
1963,4.526237051827309e-09,5.1728425987107585e-09
1964,0.0,2.1293889262974375e-08
1965,1.6416130677043839e-09,1.0396882743624047e-08
1966,1.6617224263271169e-09,8.30861190959098e-09
1967,3.944268467392931e-09,5.423369309198733e-09
1968,1.7965663401398047e-09,3.5931326802796093e-09
1969,0.0,2.7250546263957176e-09
1970,1.8394900047624674e-09,1.839490032518043e-09
1971,1.0276794970565106e-09,9.762954999992246e-09
1972,1.0260293725750103e-09,1.5903455607979566e-08
1973,0.0,3.859242703185828e-09
1974,0.0,3.3753431161187564e-09
1975,0.0,5.140332159925265e-09
1976,1.142705374768127e-09,2.285410749536254e-09
1977,5.876781838942691e-10,7.639816779203557e-09
1978,0.0,7.128709622605811e-09
1979,2.9259866751729646e-09,5.266775904289034e-09
1980,5.685150683554241e-10,6.822180653731635e-09
1981,1.2651099057237047e-09,2.5302198114474095e-09
1982,1.8622506869903077e-09,4.345251713999687e-09
1983,1.2630632095778083e-09,2.5261264191556165e-09
1984,1.7397025486864948e-09,5.799008384599347e-09
1985,2.4062232206745193e-09,8.42178138338312e-09
1986,1.7983456390702202e-09,4.7955883708539204e-09
1987,1.8332451112712533e-09,4.888653482026939e-09
1988,5.996553809062277e-10,2.99827696004229e-09
1989,3.2928733073589456e-09,2.7440609784434855e-09
1990,1.089730194969718e-09,2.1794604454505873e-09
1991,5.8614650910726596e-09,4.68917216167597e-09
1992,1.65298330578878e-09,6.060938417817852e-09
1993,1.1078414852150331e-09,4.4313659408601325e-09
1994,1.0549853213248639e-09,5.802419378309054e-09
1995,1.0844901643380922e-09,2.1689803286761844e-09
1996,2.6690460952494277e-09,3.736664311304594e-09
1997,4.794894592485832e-09,2.397447240731765e-09
1998,1.9072516899143466e-09,4.291316191284977e-09
1999,2.7421207526856506e-09,5.0272213059088244e-09
2000,2.2090157481002848e-09,1.7672125984802278e-09
2001,1.3143635346768434e-09,6.133696661692056e-09
2002,1.3143663935011318e-09,6.133709984368352e-09
2003,1.6667692226413067e-09,5.8336921959778465e-09
2004,8.809582507929292e-10,2.2023955992267474e-09
2005,1.8014998381943315e-09,4.954124332989807e-09
2006,3.294311934354255e-09,2.4707338397433887e-09
2007,7.988958938831558e-10,8.78785466618126e-09
2008,2.5544638071473003e-09,3.83169571072095e-09
2009,1.430457752249481e-09,6.675469510497578e-09
2010,9.447586046817946e-10,3.7790344187271785e-09
2011,0.0,8.030341225317983e-09
2012,3.404252713057332e-10,4.085103366691101e-09
2013,1.1156500168141292e-09,7.25172510929184e-09
2014,2.1654451148878096e-09,5.413612946814084e-09
2015,1.551602762939197e-09,6.649726019825053e-09
2016,1.6570720351438695e-09,4.7640821287942e-09
2017,1.2578056929335446e-09,5.7859061153298086e-09
2018,5.162933414126769e-10,5.937373370734633e-09
2019,2.55098775436835e-10,5.35707450621814e-09
