year,deux_DET eaux_NOUN,deux_DET beaux_ADJ
1922,2.7150802139885855e-07,5.459672323127052e-07
1923,2.590291372506215e-07,5.573372590106374e-07
1924,2.6427831256725653e-07,5.775447462497141e-07
1925,2.111650161396028e-07,6.070994231777149e-07
1926,3.2546725425852685e-07,6.108083994149638e-07
1927,3.177529165343529e-07,6.343908864892001e-07
1928,2.742249889386983e-07,5.633038213659347e-07
1929,2.428608536497734e-07,5.804151612665009e-07
1930,2.2897855211923002e-07,5.125758590907026e-07
1931,2.2582605918586296e-07,5.02976234884045e-07
1932,1.9727166034044785e-07,5.304415822138253e-07
1933,2.7070761943193133e-07,5.092973935916234e-07
1934,2.132721306224994e-07,4.3373320224304734e-07
1935,2.1901960156611722e-07,4.093153052053822e-07
1936,2.012702564613278e-07,3.9526570105863357e-07
1937,2.0523522925586235e-07,4.192842339989511e-07
1938,1.9966430764295495e-07,4.6026510602814596e-07
1939,3.3646911745677244e-07,3.3035148305771145e-07
1940,3.575453888515767e-07,4.2601151761800793e-07
1941,2.774412468653509e-07,4.6338590919958733e-07
1942,2.973527655214525e-07,4.3692649853710464e-07
1943,3.280655676007882e-07,4.180658592645159e-07
1944,2.634812688029342e-07,4.562724456036449e-07
1945,3.7034567412774777e-07,3.5291766664613533e-07
1946,3.549881455455761e-07,3.7586980994319674e-07
1947,3.0159803565688037e-07,3.3974481183918215e-07
1948,2.989769223304961e-07,3.9464952550360977e-07
1949,2.7487622922262034e-07,3.524306073643402e-07
1950,2.190884502706325e-07,3.2650559944613633e-07
1951,2.9851923954993254e-07,3.699506372356609e-07
1952,2.4463944647834523e-07,3.4692406103431495e-07
1953,2.95202881805956e-07,3.469172504821927e-07
1954,3.3422074663391754e-07,3.8894693688007465e-07
1955,3.0127802119750413e-07,3.125407452841955e-07
1956,2.9739092788361177e-07,3.24426476794315e-07
1957,2.9509026200358335e-07,3.622365412070394e-07
1958,2.4072228282934205e-07,3.3254417530770297e-07
1959,2.7437647753814076e-07,2.898779563054177e-07
1960,2.6368374606011713e-07,3.5573082257656097e-07
1961,2.9668640832980486e-07,3.529664915902231e-07
1962,2.3592077491585428e-07,3.6402830261295094e-07
1963,2.586421374850545e-07,3.36234755593523e-07
1964,2.482258998348641e-07,3.321846655524041e-07
1965,2.8016862541058174e-07,2.98226378703248e-07
1966,2.902475080279743e-07,3.3179058078758317e-07
1967,2.9434104042991294e-07,3.6237965517216253e-07
1968,2.748746443514971e-07,5.075299824852664e-07
1969,2.566093195155439e-07,2.9703096871003254e-07
1970,2.3085599709649074e-07,3.150126524076313e-07
1971,2.3020020112340944e-07,3.329681632635584e-07
1972,2.7189778095682016e-07,3.714226330941983e-07
1973,2.519534116895983e-07,3.3410013955403883e-07
1974,2.396493653522569e-07,2.334612272392178e-07
1975,2.096113220773077e-07,2.2160542556548535e-07
1976,1.8797503975598318e-07,2.668217078394264e-07
1977,2.3154519812607077e-07,2.2684378464532529e-07
1978,2.405939536487267e-07,3.136632322764399e-07
1979,2.744575454682874e-07,2.715315616796943e-07
1980,2.4105039431177033e-07,2.8312050659451415e-07
1981,2.897101820664716e-07,2.2898489149270063e-07
1982,2.805791071702757e-07,2.2347007799794483e-07
1983,2.5892794663917584e-07,2.3303515916950346e-07
1984,2.8705092197656157e-07,2.7429309668036694e-07
1985,2.8092657089473505e-07,2.231772047167624e-07
1986,2.0680974399667207e-07,2.8773528981673735e-07
1987,2.16322919133205e-07,2.4076618387880444e-07
1988,2.3386559155902376e-07,2.3146698069353988e-07
1989,2.145855804158714e-07,2.6452748436156526e-07
1990,2.1086279988757894e-07,2.413752433483296e-07
1991,2.2039109204285978e-07,2.426646545927724e-07
1992,2.639263274595294e-07,2.314176583695371e-07
1993,2.647741190742181e-07,2.509260994543183e-07
1994,2.4475659177181086e-07,2.4528408104629307e-07
1995,2.2774293917393607e-07,2.2882742101160147e-07
1996,2.0871940553668367e-07,2.3807891480487342e-07
1997,2.330318693566369e-07,2.1960616081173612e-07
1998,2.3792964931601546e-07,2.455586596283865e-07
1999,2.170845561089152e-07,2.1936966021485205e-07
2000,2.4210811866431925e-07,2.2929583565201028e-07
2001,2.760163293480389e-07,2.3176609609265597e-07
2002,2.729500869769197e-07,2.431577961203857e-07
2003,2.470985251967761e-07,2.2376376662691655e-07
2004,2.466683159951799e-07,2.435849530968426e-07
2005,2.5626335187212135e-07,2.0627172681031425e-07
2006,2.9278198265814126e-07,2.5860349239792413e-07
2007,2.328781548155412e-07,2.6523343166218183e-07
2008,2.7503059163436205e-07,2.7205039287991895e-07
2009,3.156543451066085e-07,2.789392752333697e-07
2010,2.9051327343765365e-07,2.725628576172312e-07
2011,3.3612713035147124e-07,3.303911881857857e-07
2012,3.8808481539476247e-07,3.3327634341162593e-07
2013,3.645386483785984e-07,3.54497778687346e-07
2014,4.1576546716548535e-07,4.0407206469694756e-07
2015,3.86127433360528e-07,4.5151641359097994e-07
2016,3.5772043593951253e-07,4.88836246148594e-07
2017,3.3457630377320413e-07,3.2023731932895316e-07
2018,3.9238293014776104e-07,4.125183785674835e-07
2019,3.576484872702679e-07,4.04841756562746e-07
