year,quelques_DET ailes_NOUN,quelques_DET belles_NOUN
1800,0.0,1.8864987794131594e-08
1801,0.0,2.6193008650921e-08
1802,1.1189200677108602e-08,2.9091921760482364e-08
1803,0.0,6.826187615160961e-08
1804,0.0,3.213406074564773e-08
1805,1.1371510844071508e-08,2.2743021688143017e-08
1806,0.0,4.034336598124355e-08
1807,0.0,2.8469552049159574e-08
1808,2.2660739951163578e-09,4.7587552121086674e-08
1809,0.0,1.581321384946932e-08
1810,2.3401267590372754e-09,1.8721014072298203e-08
1811,0.0,2.5070767684098882e-09
1812,0.0,1.0668832928217853e-08
1813,0.0,2.8757416004054903e-08
1814,0.0,4.405347908686963e-08
1815,0.0,2.966945977789237e-08
1816,0.0,2.7811246638975717e-08
1817,0.0,2.1796227933634782e-08
1818,1.1921177378582115e-09,3.099506074022429e-08
1819,0.0,4.968503919400291e-08
1820,2.3732962262101864e-09,1.0679833017945839e-08
1821,1.97229765852569e-09,1.7750678149575094e-08
1822,0.0,1.804610860745015e-08
1823,0.0,2.8659792761231984e-08
1824,0.0,9.263223965660927e-09
1825,0.0,2.905796314678355e-08
1826,4.403992281964975e-09,2.466235549114515e-08
1827,0.0,2.5808364667589956e-08
1828,0.0,1.3758452155343548e-08
1829,0.0,3.0863434308248117e-08
1830,0.0,4.696576283436116e-08
1831,3.1182412207897414e-09,4.365537531469954e-08
1832,2.705993873419743e-09,7.170883975504694e-08
1833,1.1583628500844156e-09,5.444305450907905e-08
1834,5.600718555598405e-09,2.3336326870904145e-08
1835,7.563087933704082e-10,1.8907719834260206e-08
1836,2.016224964762614e-09,2.5538850312312178e-08
1837,1.0436836284100082e-08,2.2265251420350296e-08
1838,4.418513555037862e-09,2.5248646728925905e-08
1839,1.3982950353153e-09,1.3283802724473048e-08
1840,1.2739377330817092e-09,2.8663599493938818e-08
1841,6.420548537278137e-09,1.5409316489467528e-08
1842,4.695785538189057e-09,1.0062397581833693e-08
1843,8.269675610961258e-09,4.902736039369415e-08
1844,3.841992946007622e-09,2.25031016043431e-08
1845,2.2320911785556063e-09,2.622707073740571e-08
1846,7.610851726624901e-09,1.9905304293743598e-08
1847,5.393223645455691e-10,1.7258315665458213e-08
1848,1.6090443422100975e-09,1.850401076808339e-08
1849,0.0,4.022119171054328e-08
1850,0.0,1.2899092460827433e-08
1851,2.579775504329973e-09,1.6768540778144825e-08
1852,5.859490670445666e-09,2.7995345375231295e-08
1853,1.4332636411040767e-08,3.822036265255235e-08
1854,2.5458755104068587e-08,1.4547860360814013e-08
1855,1.0613874223963649e-09,2.812676669350367e-08
1856,2.0708756931497874e-09,1.501384794266869e-08
1857,1.122747050885664e-08,3.172980744814424e-08
1858,4.404308473482388e-09,3.572383633354548e-08
1859,4.073738679721828e-09,3.309912632865064e-08
1860,1.373155145145688e-09,3.707518947404509e-08
1861,5.187560159214399e-09,1.2733101684148096e-08
1862,0.0,2.981870972362799e-08
1863,9.989241656072068e-10,1.4983863039219614e-08
1864,4.794727948009836e-10,3.1165733105353866e-08
1865,1.4120533631256649e-09,4.283228349777346e-08
1866,4.865612801552288e-09,3.016679994694016e-08
1867,1.94112459439566e-09,2.1837651686951176e-08
1868,3.457911734727759e-09,1.7783547412442147e-08
1869,2.441759683335931e-09,1.953407657850903e-08
1870,1.1468097582678638e-09,1.7202145485839537e-08
1871,0.0,1.4869648623516696e-08
1872,1.2094678591978436e-09,2.7817761427684218e-08
1873,8.380406590902112e-09,8.979006871356887e-09
1874,4.779687312606029e-09,2.1508592573660223e-08
1875,1.1443054281912168e-09,1.945319194618378e-08
1876,9.069021977836655e-09,5.018192350547679e-08
1877,8.040260901509555e-09,4.2675232236888405e-08
1878,6.039088673581716e-10,1.7513357652987338e-08
1879,3.665595160740054e-09,3.29903571127943e-08
1880,3.2089231272180996e-09,4.55667077403632e-08
1881,6.972507571312292e-10,3.765153977486335e-08
1882,9.983077475794744e-09,2.5956001792337702e-08
1883,1.0742875922176154e-08,3.349249588779912e-08
1884,5.941527270181268e-09,2.6406787867472303e-08
1885,1.2891271383708158e-08,2.3204288379652382e-08
1886,5.162771099520569e-09,1.6133659963557534e-08
1887,3.264462256069578e-09,3.7867763591492576e-08
1888,6.340614699951175e-10,2.8532765261601867e-08
1889,3.132568426877924e-09,2.756660116842724e-08
1890,6.554386478008212e-10,2.8183861688901857e-08
1891,6.374220040683554e-10,2.8046567734918426e-08
1892,1.8805537127519756e-09,1.56712811616444e-08
1893,1.539604133071748e-08,3.017624039536315e-08
1894,1.8904617871129403e-09,3.150769689597155e-08
1895,6.018614495673091e-10,2.046328972937772e-08
1896,1.179405795248556e-09,2.594692793955744e-08
1897,4.078699600285063e-09,1.981082675683865e-08
1898,1.13167097914868e-09,2.263341902786209e-08
1899,1.1055156790007459e-09,3.040168117252051e-08
1900,6.748368974740515e-09,2.6474371694895638e-08
1901,2.235495566438317e-09,4.359216299043567e-08
1902,0.0,4.468358349996038e-08
1903,3.2401321625741275e-09,3.0241233073269314e-08
1904,8.599400302955473e-09,4.1384614846151635e-08
1905,1.5482277682110634e-09,2.6835946798087207e-08
1906,1.5432553013283723e-09,2.469208548738777e-08
1907,5.142843373384665e-10,2.3657079295524852e-08
1908,8.349361202419914e-09,4.125566643864431e-08
1909,7.151278569317299e-09,2.8055016088046614e-08
1910,1.6032452032632705e-09,3.046165808484602e-08
1911,1.5961122423746588e-09,3.937076842319698e-08
1912,2.6047106693738442e-09,3.177747021076982e-08
1913,6.893886461689647e-09,2.3863453879613417e-08
1914,2.6786975415582504e-09,3.0135346662518714e-08
1915,1.0602685840410686e-08,1.5314990053916233e-08
1916,6.592477230782379e-09,3.186364061491531e-08
1917,3.289927441585405e-09,2.6319419199616334e-08
1918,3.44591288836682e-09,2.8715940736390166e-08
1919,4.603924352863942e-09,1.9336480860943084e-08
1920,4.543339038320937e-09,3.104615053928228e-08
1921,8.330022005509363e-09,1.8174593885422752e-08
1922,5.164555005876537e-09,2.877394800204769e-08
1923,2.1231896241147297e-09,3.503262835380383e-08
1924,3.867487219366694e-09,2.5783249202326886e-08
1925,1.0998178368026856e-08,2.3096173418224453e-08
1926,1.1146138456652466e-09,2.8979960653430226e-08
1927,8.919379901328739e-09,2.0068604111855848e-08
1928,1.1426041224282812e-09,3.427812511613837e-08
1929,4.4561625500705304e-09,2.0052731253272782e-08
1930,2.100720708497761e-09,2.2057568216382606e-08
1931,0.0,2.5091783761865827e-08
1932,5.4797681947604815e-09,1.9727165678773417e-08
1933,5.735331320977366e-09,1.1470662419910127e-08
1934,1.1981580172459871e-09,3.5944740517379614e-08
1935,4.787313656606784e-09,2.393656917121234e-08
1936,1.2124714565686645e-09,4.849885959501421e-08
1937,2.5182236296217297e-09,2.3923124703451037e-08
1938,6.482607339819424e-09,2.0744343798284604e-08
1939,3.058810094103137e-09,1.8352860564618823e-08
1940,0.0,4.817987608873864e-08
1941,5.9030051957620344e-09,7.37875680556499e-08
1942,0.0,3.337632992206352e-08
1943,2.9032352077962287e-09,2.322588166236983e-08
1944,0.0,1.6065930807940276e-08
1945,2.178504043826024e-09,3.485606470121638e-08
1946,6.960552134671616e-09,1.3921104269343232e-08
1947,3.5762612871081956e-09,2.264965415221809e-08
1948,3.2615663503321457e-09,2.174377566888097e-08
1949,1.9634016634739737e-09,1.2762110923603132e-08
1950,1.0635361480382244e-09,2.6588404367089424e-08
1951,2.1322803522849654e-09,2.5587364671508794e-08
1952,1.3708244983590134e-08,2.1089607726842985e-08
1953,7.54167928107563e-09,3.016671712430252e-08
1954,5.863521668203475e-09,2.4431339840091937e-08
1955,4.6928039232341234e-09,2.627970152602188e-08
1956,4.360570571293465e-09,7.849027650053131e-09
1957,1.7670075402875796e-09,2.208759364297208e-08
1958,2.481673033738474e-09,2.3989506603427913e-08
1959,3.8753740216890264e-09,1.3951345856355601e-08
1960,6.920833295342987e-09,1.2457499920515147e-08
1961,1.3896318540318475e-09,2.6403004893538196e-08
1962,3.8051738426858606e-09,2.7904607347029042e-08
1963,3.879631726988464e-09,3.2976869679401943e-08
1964,5.4755713296827935e-09,2.1902285762820384e-08
1965,3.2832261354087677e-09,1.7510539351839327e-08
1966,4.985167390003653e-09,1.6617224485315774e-08
1967,1.4791006197611978e-09,2.5637744816009445e-08
1968,5.3896989093971115e-09,2.4253644870242397e-08
1969,2.725054598640142e-09,1.544197647529444e-08
1970,1.8394900047624674e-09,2.2533752308540045e-08
1971,2.569198631618974e-09,2.5691987870501976e-08
1972,2.565073486948677e-09,2.0520587895589415e-08
1973,4.410563025913916e-09,1.3783009622514442e-08
1974,3.3753431161187564e-09,1.462648602235106e-08
1975,5.711480177694739e-10,1.77055889949429e-08
1976,2.8567633814091664e-09,1.9425991037991253e-08
1977,5.876781838942691e-10,2.1744093636755224e-08
1978,0.0,1.6633655675057923e-08
1979,5.266775904289034e-09,8.777960247563499e-09
1980,2.2740602734216964e-09,2.0466543348973687e-08
1981,3.795329828193417e-09,2.277197852507129e-08
1982,6.207502289967692e-10,1.9243257431966754e-08
1983,3.78918940668882e-09,2.2735137661378246e-08
1984,5.219107812592938e-09,2.261613352150249e-08
1985,6.015558051686298e-10,2.1054452847835137e-08
1986,1.7983456390702202e-09,1.2588419306958087e-08
1987,1.8332451112712533e-09,2.7498675003734263e-08
1988,2.398621523624911e-09,1.499138491123375e-08
1989,3.2928733073589456e-09,2.1952489270837816e-08
1990,2.179460389939436e-09,2.288433464947559e-08
1991,3.516879065745826e-09,2.520429964736337e-08
1992,4.4079553340736766e-09,1.9284804086971974e-08
1993,6.647049133334804e-09,2.1602908462092785e-08
1994,2.1099706426497278e-09,1.9517228611043436e-08
1995,2.1689803286761844e-09,1.9520822291951845e-08
1996,4.804282749404365e-09,1.7081894565507127e-08
1997,1.917957792585412e-09,2.3015492733868825e-08
1998,2.3840646123929332e-09,2.6224709959166148e-08
1999,9.140402323914998e-10,1.6909744382509473e-08
2000,1.7672125984802278e-09,1.4579504270528787e-08
2001,3.943090742808408e-09,2.4534785397767322e-08
2002,3.066854992184176e-09,2.3220473099883066e-08
2003,1.6667691671301554e-09,2.3334767895732966e-08
2004,1.3214374039449694e-09,2.4226352701717246e-08
2005,4.503749373441224e-09,2.2969122936977726e-08
2006,4.1178899179428186e-10,2.141302735125805e-08
2007,4.393927444112933e-09,2.8760251513659796e-08
2008,5.108927503272298e-09,2.7673358049540298e-08
2009,3.337734755248789e-09,2.2410505451375684e-08
2010,5.196172381261022e-09,3.82627221018339e-08
2011,1.91198598620268e-09,4.512287066216203e-08
2012,2.723402198201441e-09,4.5957411654029556e-08
2013,6.136074925944257e-09,3.040146290267387e-08
2014,3.4647122532094343e-09,3.2048587117472493e-08
2015,6.64972610309178e-09,3.723846547787346e-08
2016,7.2496901815100045e-09,4.101253159305429e-08
2017,5.7859059765519305e-09,3.2451386133836024e-08
2018,5.421080029321956e-09,3.046130692130333e-08
2019,7.397864543179367e-09,4.311169488069311e-08
