year,mais_CONJ ôter_VERB
1987,1.2221633705067347e-09
1988,1.798966087207532e-09
1989,3.292873196336643e-09
1990,4.90378582185258e-09
1991,0.0
1992,0.0
1993,0.0
1994,1.0549853213248639e-09
1995,1.6267352465071383e-09
1996,0.0
1997,1.438468344439059e-09
1998,0.0
1999,9.140402323914998e-10
2000,4.4180314962005696e-09
2001,3.5049694258049158e-09
2002,2.1906108038649563e-09
2003,2.083461403401543e-09
2004,1.7619165015858584e-09
2005,3.15262471684008e-09
2006,2.4707338397433887e-09
2007,1.5977918155218873e-09
2008,3.4059516873519158e-09
2009,3.814554005998616e-09
2010,1.4171379625338432e-09
2011,1.9119859584471044e-09
2012,2.0425516000788235e-09
2013,5.857162532763027e-09
2014,4.330890313042346e-09
2015,5.984753581600444e-09
2016,3.5212781579474495e-09
2017,2.264050280587071e-09
2018,5.421080029321956e-09
2019,3.3162841361900064e-09
