year,des_DET ailes_NOUN,des_DET belles_NOUN
1927,2.5542873487438555e-06,1.694682207897813e-07
1928,2.3640478268305287e-06,1.4853853169682907e-07
1929,2.3550819605588913e-06,1.6822014048401002e-07
1930,2.2015553646781427e-06,1.8381306610137926e-07
1931,2.0871803272370926e-06,1.4028588690706556e-07
1932,2.125054244572766e-06,1.6110518963330378e-07
1933,1.7928645483777927e-06,1.5944220321806313e-07
1934,1.9062694320837181e-06,1.5456238600108918e-07
1935,1.987932002123216e-06,1.6755598242212955e-07
1936,2.2127603038768484e-06,1.3822174427247091e-07
1937,1.93273668358529e-06,1.2465206955525332e-07
1938,2.0005325147565145e-06,1.1927997256577783e-07
1939,1.8490506548118901e-06,1.6058752461134418e-07
1940,1.6431873532951613e-06,1.0903866853873012e-07
1941,2.172305897829574e-06,2.3907170465520267e-07
1942,2.6306616547344674e-06,1.3350531968825408e-07
1943,3.3300108626121983e-06,1.8290382031160846e-07
1944,2.7761928578229345e-06,1.4459337549510565e-07
1945,2.437746061900725e-06,1.2417472694536968e-07
1946,2.3777245026224136e-06,1.4756370170232458e-07
1947,2.3972870693000914e-06,1.5973966860372002e-07
1948,2.5222780699607483e-06,1.5546799581045434e-07
1949,2.1155652731863483e-06,1.354747158899272e-07
1950,2.5035641293413846e-06,1.4145030657886082e-07
1951,2.169595223477927e-06,1.1194472060438443e-07
1952,2.156412399756391e-06,1.391914121740001e-07
1953,1.9705329954433637e-06,1.1527995114057887e-07
1954,2.3825442347913395e-06,2.0033699765775737e-07
1955,2.000073067165431e-06,1.4829260708282277e-07
1956,2.447152365192551e-06,1.2732866827569467e-07
1957,2.130127533916948e-06,1.5638016659380582e-07
1958,2.40722295075102e-06,1.414553598699797e-07
1959,2.08030064641207e-06,1.2091166556871258e-07
1960,1.7883432974485913e-06,1.2526708692561783e-07
1961,2.0601292227695467e-06,1.5563877342472665e-07
1962,1.9355650842101113e-06,1.388888426490098e-07
1963,1.9676200793128373e-06,1.3578711977046964e-07
1964,2.0271782759095913e-06,1.3810607724096258e-07
1965,1.902629477967821e-06,1.559532334383107e-07
1966,1.8489431283796876e-06,1.4678548154734017e-07
1967,2.0362285582109507e-06,1.6072894215568567e-07
1968,2.24211479604719e-06,2.0435941472385366e-07
1969,1.7390390443239312e-06,1.2716921604649656e-07
1970,1.7010683350804356e-06,1.64174490002722e-07
1971,1.9649231504104137e-06,1.6442872485811222e-07
1972,1.7970904870878712e-06,1.431310985289258e-07
1973,1.789034588028926e-06,1.3893273820286822e-07
1974,1.3928915159056032e-06,9.78849485910871e-08
1975,1.4141624582464374e-06,1.079469771347874e-07
1976,1.487231001462419e-06,1.308397652444171e-07
1977,1.4480390646554042e-06,1.3810437593519964e-07
1978,1.6390091985840627e-06,1.4198013253974295e-07
1979,1.5905663488524624e-06,1.228914400241976e-07
1980,1.5241889528283536e-06,1.353065841591672e-07
1981,1.5345783204168129e-06,1.5687363014160738e-07
1982,1.633193807748512e-06,1.3842729795765507e-07
1983,1.6160894062977604e-06,1.4209461340897178e-07
1984,1.6718541573368384e-06,1.1829977175636941e-07
1985,1.6284115780251796e-06,1.2512360658689659e-07
1986,1.82771863421749e-06,1.1269632915755778e-07
1987,1.7036957160598831e-06,1.3566013512544828e-07
1988,1.5704974298813568e-06,1.3252384256645655e-07
1989,1.5882625845620169e-06,1.1031125879412684e-07
1990,1.6373196007890556e-06,1.1878058980840933e-07
1991,1.5738034306878035e-06,1.066786664560837e-07
1992,1.5885169553087053e-06,1.597883825255053e-07
1993,1.7719924727543912e-06,1.334948973585881e-07
1994,1.8177396832186332e-06,1.2712572838857739e-07
1995,1.803507174713559e-06,1.4152596516936455e-07
1996,1.6313210231544417e-06,1.323846898770853e-07
1997,1.8115111863892253e-06,1.289826592199006e-07
1998,1.654064041289871e-06,1.3732212522654663e-07
1999,1.6653812693334658e-06,1.3482093752514857e-07
2000,1.6748757332152309e-06,1.2856471887090493e-07
2001,1.6149147050725787e-06,1.3537943921448914e-07
2002,1.739344899220896e-06,1.3143664201464844e-07
2003,1.8538640507159698e-06,1.3334153337041244e-07
2004,1.697166013059359e-06,1.4756050426001366e-07
2005,1.7154782732120566e-06,1.4592149222281137e-07
2006,1.8065183304827315e-06,1.4494972067069511e-07
2007,1.979664045137497e-06,1.7096372051383923e-07
2008,2.0865712784257084e-06,1.4006976201130783e-07
2009,2.0851306814506643e-06,1.535357947446414e-07
2010,2.4880217495137913e-06,1.6249847423210895e-07
2011,2.7930291537359153e-06,1.6022441906571316e-07
2012,3.3416144589182295e-06,1.6680837644500457e-07
2013,3.705631485217964e-06,1.70694454126874e-07
2014,3.796891583363049e-06,2.1589488019557734e-07
2015,3.8122879146840205e-06,2.1456450460810572e-07
2016,3.999757744566068e-06,1.9263461870089316e-07
2017,3.5857524807170194e-06,1.5169136458048627e-07
2018,4.0221833188525125e-06,1.5979279455180517e-07
2019,3.8127062111925625e-06,2.2805829935634847e-07
