year,beaucoup_ADV être_VERB,beaucoup_ADV naître_VERB
1800,0.0,0.0
1801,0.0,0.0
1802,4.475680270843441e-09,6.713520406265161e-09
1803,9.751696339321825e-09,1.950339223455444e-09
1804,0.0,0.0
1805,2.842877711017877e-09,0.0
1806,0.0,0.0
1807,0.0,0.0
1808,2.2660739951163578e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,5.3344164641089264e-09,0.0
1813,0.0,0.0
1814,7.866692897096073e-08,0.0
1815,2.697223555614414e-09,0.0
1816,4.6352077731626196e-09,2.3176038865813098e-09
1817,2.0239355080775567e-08,0.0
1818,5.960588467246453e-09,0.0
1819,1.035105001712111e-09,0.0
1820,2.3732962262101864e-09,0.0
1821,1.972297702934611e-08,9.86148829262845e-10
1822,1.4035862250239006e-08,0.0
1823,1.581229902569703e-08,0.0
1824,5.642145595174952e-08,0.0
1825,9.68598712347557e-09,0.0
1826,8.80798456392995e-09,0.0
1827,2.6730091917670507e-08,0.0
1828,1.1923991571904935e-08,0.0
1829,1.2002446148073886e-08,8.57317605795771e-10
1830,7.305785310052215e-09,0.0
1831,7.795603274018958e-09,0.0
1832,2.570694235259907e-08,0.0
1833,5.791814139399776e-09,0.0
1834,2.14694217959277e-08,5.600718555598405e-09
1835,2.3445572594482655e-08,0.0
1836,1.6129799718100912e-08,0.0
1837,1.7394727436226276e-08,0.0
1838,3.1560809077291196e-08,0.0
1839,2.4470162784950844e-08,0.0
1840,2.1019973317493168e-08,6.369688665408546e-10
1841,1.6051371787284552e-08,1.926164561183441e-09
1842,2.4149754196400863e-08,0.0
1843,1.1223130869097986e-08,0.0
1844,2.4149668931272572e-08,0.0
1845,8.928364714222425e-09,0.0
1846,1.8148954339380907e-08,0.0
1847,3.775256551818984e-09,0.0
1848,2.413566457803995e-09,0.0
1849,3.3517659758786067e-09,8.379414939696517e-10
1850,1.4935791270431764e-08,0.0
1851,5.159551008659946e-09,0.0
1852,7.161600201754936e-09,6.510545436100301e-09
1853,1.1943863675867306e-08,1.7915795513800958e-09
1854,1.8184826089395756e-08,0.0
1855,9.552486801567284e-09,5.306937111981824e-10
1856,2.174419400091665e-08,0.0
1857,6.8341128311999455e-09,0.0
1858,3.131952652779546e-08,0.0
1859,1.8331824946926645e-08,0.0
1860,6.408057640072684e-09,4.577183909670879e-10
1861,1.9335450573976232e-08,1.8863854922557266e-09
1862,3.162590545002786e-08,4.517986262886353e-10
1863,3.2465035104678464e-08,4.994620828036034e-10
1864,1.3904711160250827e-08,0.0
1865,1.3179164426446732e-08,0.0
1866,2.6760870852626795e-08,0.0
1867,1.747012134956094e-08,0.0
1868,6.915823469455518e-09,4.93987406535723e-10
1869,1.4162205630441349e-08,0.0
1870,2.0069171213776826e-08,0.0
1871,3.9298356568906456e-08,1.0621177271019633e-09
1872,1.3908880269752899e-08,0.0
1873,2.7535620006347017e-08,1.1972008939764578e-09
1874,9.559374625212058e-09,0.0
1875,6.865832347102696e-09,0.0
1876,1.5719638923883394e-08,8.464420275799966e-09
1877,1.2369632429454214e-08,0.0
1878,1.0266450800600069e-08,1.2078177347163432e-09
1879,1.649517855639715e-08,0.0
1880,9.626769603698904e-09,0.0
1881,5.5780060570498335e-09,2.091752326904839e-09
1882,1.2645231528551903e-08,0.0
1883,1.2006744043446815e-08,3.159669414998234e-09
1884,1.9144920315739e-08,0.0
1885,1.933690718658454e-08,6.445635691854079e-10
1886,2.2587123282846733e-08,0.0
1887,1.6322312390570914e-08,0.0
1888,6.974675947901687e-09,0.0
1889,2.0674951528576457e-08,0.0
1890,2.0974036729626278e-08,6.554386478008212e-10
1891,3.250852387282066e-08,0.0
1892,2.193979398157353e-08,1.2537024751679837e-09
1893,2.586534897375259e-08,0.0
1894,1.5753848003896564e-08,1.2603078580752936e-09
1895,1.5046536461227333e-08,0.0
1896,2.6536630670648265e-08,0.0
1897,3.1464253424928756e-08,0.0
1898,2.772593887812036e-08,0.0
1899,1.713549302451156e-08,0.0
1900,3.010810800674335e-08,0.0
1901,1.956058603980182e-08,0.0
1902,3.093478895266344e-08,4.910283846193408e-10
1903,2.052083658554693e-08,0.0
1904,2.203596238814498e-08,0.0
1905,2.7352022868853965e-08,0.0
1906,2.983626856689625e-08,0.0
1907,1.8514235478050978e-08,0.0
1908,2.3083527977973972e-08,0.0
1909,3.025541062129378e-08,1.1001967115120692e-09
1910,2.8323999146095957e-08,0.0
1911,2.500575924102577e-08,0.0
1912,3.334029585744247e-08,0.0
1913,1.856046338843953e-08,5.30298971401777e-10
1914,1.6741859454327823e-08,0.0
1915,3.534228554258334e-08,0.0
1916,4.1752354462687435e-08,0.0
1917,1.864292187292449e-08,0.0
1918,1.8378202071289707e-08,0.0
1919,3.038589824200244e-08,0.0
1920,2.4988365154854364e-08,0.0
1921,4.013556065274315e-08,0.0
1922,2.4347187377316004e-08,0.0
1923,2.229349149729387e-08,0.0
1924,2.5783249313349188e-08,0.0
1925,3.409435223034052e-08,0.0
1926,2.6750733184144337e-08,0.0
1927,1.3379070296082318e-08,0.0
1928,1.3711249025050165e-08,0.0
1929,2.8965056131369238e-08,0.0
1930,1.995684684175103e-08,0.0
1931,1.1405356659111021e-08,0.0
1932,2.301502632917618e-08,0.0
1933,1.7205993074753678e-08,0.0
1934,1.5576054224197833e-08,0.0
1935,1.0771455727365264e-08,0.0
1936,1.9399543305098632e-08,1.2124714565686645e-09
1937,1.510934133364117e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,1.6823456405745674e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,1.7709016475464523e-08,0.0
1942,2.1239483061208375e-08,0.0
1943,1.1612940831184915e-08,0.0
1944,2.2492303131116387e-08,0.0
1945,2.6142048525912287e-08,0.0
1946,2.645009899993056e-08,0.0
1947,2.622591566137089e-08,0.0
1948,1.522064252412747e-08,0.0
1949,2.5524220959027843e-08,0.0
1950,3.403315673722318e-08,0.0
1951,2.7719645245838365e-08,0.0
1952,2.8470971358274255e-08,3.1634410646574906e-09
1953,1.939288907237824e-08,0.0
1954,2.8340354063516315e-08,0.0
1955,1.9709776921672528e-08,0.0
1956,3.9245136917998025e-08,8.72114158667614e-10
1957,2.297109880089465e-08,0.0
1958,2.5643954515430778e-08,0.0
1959,1.5501495198577686e-08,0.0
1960,2.6991250123842292e-08,0.0
1961,1.876002997391879e-08,0.0
1962,1.331810839388936e-08,0.0
1963,2.5217607557692645e-08,1.2932106496776896e-09
1964,2.6769461314302134e-08,0.0
1965,2.4624196015565758e-08,0.0
1966,1.7171132071780448e-08,0.0
1967,1.824224149515885e-08,0.0
1968,2.515192853991266e-08,0.0
1969,2.7704722072030563e-08,0.0
1970,1.7015283404475667e-08,0.0
1971,2.209510974182649e-08,0.0
1972,1.3851396474251487e-08,0.0
1973,1.7090931336838366e-08,0.0
1974,2.7565301152776556e-08,0.0
1975,1.7134439644905797e-08,0.0
1976,1.9425991482080462e-08,0.0
1977,2.6445517775641747e-08,0.0
1978,2.316830638449119e-08,0.0
1979,1.9896710057309974e-08,0.0
1980,2.1035058139773355e-08,0.0
1981,2.4669642328944974e-08,0.0
1982,2.7933760193832313e-08,0.0
1983,2.3998200759933752e-08,0.0
1984,1.5077421977593986e-08,0.0
1985,2.4062231318566774e-08,0.0
1986,3.11713250766843e-08,0.0
1987,2.0165694891716157e-08,0.0
1988,2.6984492862425213e-08,0.0
1989,1.8659616074501173e-08,0.0
1990,2.2339468941368068e-08,0.0
1991,1.875668864670388e-08,0.0
1992,2.3692759754112558e-08,0.0
1993,1.883330469354405e-08,0.0
1994,2.2682185019107237e-08,1.0549853213248639e-09
1995,2.8738989854559804e-08,0.0
1996,1.6014276127407356e-08,0.0
1997,2.5892429533769246e-08,0.0
1998,2.0502955777601528e-08,0.0
1999,3.0163327835452947e-08,4.570201161957499e-10
2000,2.6066386382694873e-08,0.0
2001,2.6287271026603776e-08,4.3812117822561447e-10
2002,2.409671751024689e-08,0.0
2003,2.708499913239848e-08,1.6667691671301554e-09
2004,2.334539317416784e-08,0.0
2005,2.2518747755384538e-08,4.5037495954858286e-10
2006,3.047238550379916e-08,0.0
2007,2.915970043204652e-08,0.0
2008,3.448526086913262e-08,4.257439678578834e-10
2009,3.290052674742583e-08,0.0
2010,4.2041758518962524e-08,0.0
2011,4.7799648683621854e-08,0.0
2012,5.310634065835984e-08,3.404252713057332e-10
2013,4.99253367536312e-08,0.0
2014,6.149864617555068e-08,0.0
2015,5.364112354300232e-08,0.0
2016,5.364770672144914e-08,0.0
2017,5.3330960980702e-08,0.0
2018,6.143891084775532e-08,0.0
2019,5.5611533156252335e-08,0.0
