year,trop_ADV être_VERB,trop_ADV etre_VERB,trop_ADV naître_VERB
1800,2.829747991484055e-08,0.0,0.0
1801,6.429193177837078e-08,0.0,0.0
1802,9.175144555229053e-08,0.0,0.0
1803,3.1205427575287104e-08,0.0,0.0
1804,9.88740396223875e-08,0.0,0.0
1805,1.02343598484822e-07,0.0,0.0
1806,6.916005901302924e-08,0.0,0.0
1807,5.124519120158766e-08,0.0,0.0
1808,6.798222074166915e-08,0.0,9.064295980465431e-09
1809,9.03612189517844e-08,0.0,1.3554183553310395e-08
1810,1.5210824244604737e-07,0.0,0.0
1811,4.011322829455821e-08,0.0,0.0
1812,4.267533171287141e-08,0.0,0.0
1813,5.7514832008109806e-08,0.0,8.627225156487839e-09
1814,5.034683425719777e-08,0.0,0.0
1815,8.631115377966125e-08,0.0,0.0
1816,9.502176112619054e-08,0.0,0.0
1817,1.0119676829845048e-07,0.0,0.0
1818,7.152706160695743e-08,0.0,0.0
1819,7.452756278780726e-08,0.0,0.0
1820,4.034603762193001e-08,0.0,0.0
1821,7.100271659510327e-08,0.0,0.0
1822,5.3135764233047666e-08,0.0,0.0
1823,1.2353358158634364e-07,0.0,0.0
1824,6.652678763430231e-08,0.0,8.421112696055388e-10
1825,7.308517524506897e-08,0.0,0.0
1826,4.492072136486058e-08,0.0,0.0
1827,6.452091128039683e-08,0.0,9.217273055917019e-10
1828,6.970948618345574e-08,0.0,9.172301251858528e-10
1829,6.858540757548326e-08,0.0,4.286587973467704e-09
1830,6.575206867864836e-08,0.0,2.0873671680021744e-09
1831,8.263339168479433e-08,0.0,0.0
1832,5.682587200794842e-08,0.0,0.0
1833,3.1275796175123105e-08,0.0,2.3167257001688313e-09
1834,5.1339920759119195e-08,0.0,3.733812370398937e-09
1835,4.386591001548368e-08,0.0,7.563087933704082e-10
1836,6.317505096831155e-08,6.720750067579218e-10,0.0
1837,4.174734513640033e-08,0.0,6.957890930081589e-10
1838,5.807189040751837e-08,0.0,0.0
1839,5.733009800223954e-08,0.0,0.0
1840,2.356784811752277e-08,0.0,0.0
1841,2.953452238330101e-08,0.0,6.420548537278137e-10
1842,3.890793820460203e-08,0.0,1.408735705865638e-08
1843,2.4809025944705354e-08,0.0,5.906911071384968e-10
1844,2.7991662321369404e-08,0.0,0.0
1845,2.5669049108500985e-08,0.0,0.0
1846,2.4003455223464698e-08,0.0,5.854501328173001e-10
1847,3.5055954583640414e-08,0.0,0.0
1848,3.298540818263973e-08,0.0,0.0
1849,2.6814127807028854e-08,0.0,0.0
1850,2.9192683825840504e-08,0.0,0.0
1851,5.482023013314574e-08,0.0,1.2898877521649865e-09
1852,3.385483537954315e-08,0.0,1.9531636308300904e-09
1853,2.20961471342207e-08,0.0,7.763511611358354e-09
1854,5.6632742939655145e-08,0.0,5.195664454227256e-10
1855,3.343370380548549e-08,0.0,0.0
1856,2.847454005916461e-08,0.0,0.0
1857,4.1004675210842834e-08,0.0,4.881508974818871e-09
1858,4.404308384664546e-08,0.0,0.0
1859,4.1755821911237945e-08,0.0,0.0
1860,5.2179895959625355e-08,4.577183909670879e-10,3.661747127736703e-09
1861,3.961409689168249e-08,0.0,0.0
1862,5.602302977081308e-08,0.0,4.517986262886353e-10
1863,5.394190338847693e-08,0.0,0.0
1864,3.0206784629172034e-08,0.0,0.0
1865,2.58876440284439e-08,0.0,1.4120533631256649e-09
1866,4.4277076227672296e-08,0.0,0.0
1867,5.435148864307848e-08,0.0,0.0
1868,3.803702952609456e-08,0.0,0.0
1869,4.199826619810665e-08,0.0,4.883519144627257e-10
1870,3.899153000475053e-08,0.0,0.0
1871,4.460894587055009e-08,0.0,0.0
1872,3.688877114882416e-08,0.0,0.0
1873,5.5071240012694034e-08,0.0,0.0
1874,4.361464789326419e-08,0.0,0.0
1875,5.664312041631092e-08,0.0,0.0
1876,4.413590914964516e-08,0.0,0.0
1877,5.318941731502491e-08,6.184815992682502e-10,0.0
1878,3.744235144154118e-08,1.2078177347163432e-09,0.0
1879,5.254019797007459e-08,0.0,0.0
1880,3.5939940801199555e-08,0.0,0.0
1881,4.392679642251096e-08,6.972507571312292e-10,0.0
1882,5.457415852561098e-08,0.0,0.0
1883,2.5909288936531993e-08,0.0,6.951272890631799e-09
1884,5.215340692643622e-08,0.0,0.0
1885,2.9649923405372647e-08,0.0,6.445635691854079e-10
1886,5.679048342699389e-08,0.0,0.0
1887,3.721487118468758e-08,0.0,0.0
1888,4.628648753168818e-08,6.340614699951175e-10,0.0
1889,4.761503902273034e-08,0.0,1.2530273485467092e-09
1890,3.9326319978272295e-08,0.0,0.0
1891,5.4818293904190796e-08,0.0,0.0
1892,2.6954603882245465e-08,6.268512375839919e-10,0.0
1893,6.897426629848269e-08,0.0,0.0
1894,3.213785149114301e-08,0.0,0.0
1895,3.671354775747204e-08,0.0,0.0
1896,4.422771837653272e-08,0.0,5.89702897624278e-10
