year,long_ADJ apport_NOUN,long_ADJ rapport_NOUN
2006,0.0,1.597741348113857e-07
2007,0.0,1.8893888276139137e-07
2008,0.0,1.4092125866227434e-07
2009,0.0,1.263571078879977e-07
2010,0.0,1.1762244866986293e-07
2011,0.0,9.980566503808852e-08
2012,0.0,8.987227173573586e-08
2013,0.0,9.650372589931067e-08
2014,4.330890368553497e-10,1.1368587041205025e-07
2015,0.0,8.422986824685452e-08
2016,0.0,8.471780460483913e-08
2017,0.0,7.043711863774504e-08
2018,0.0,8.647913257719964e-08
2019,0.0,7.755002601195216e-08
