year,long_ADJ apport_NOUN,long_ADJ rapport_NOUN
1800,0.0,2.892631387751976e-07
1801,0.0,1.381085894536227e-07
1802,0.0,1.1636768704192946e-07
1803,0.0,1.4042441875972145e-07
1804,0.0,4.943701892301533e-09
1805,0.0,5.685755422035754e-09
1806,0.0,1.5272846098923765e-07
1807,0.0,2.2775640928784924e-08
1808,0.0,1.5862518409903714e-08
1809,0.0,1.3554183553310395e-08
1810,0.0,6.084329839950442e-08
1811,0.0,4.011322829455821e-08
1812,0.0,2.400487364440096e-08
1813,0.0,8.627225156487839e-09
1814,0.0,2.0453401416986594e-07
1815,0.0,2.2926400333744823e-07
1816,0.0,1.0660977523002657e-07
1817,0.0,7.7843672841027e-08
1818,0.0,5.602953234706831e-08
1819,0.0,8.9019032145643e-08
1820,0.0,7.119888323359191e-08
1821,0.0,5.1279737789400315e-08
1822,0.0,8.421517350143404e-08
1823,0.0,9.190898642152945e-08
1824,0.0,1.8442236182636407e-07
1825,0.0,1.4000654857682093e-07
1826,0.0,8.103345550125596e-08
1827,0.0,1.0599863742299931e-07
1828,0.0,9.264024214417077e-08
1829,0.0,9.173298565201549e-08
1830,0.0,6.470838376237964e-08
1831,0.0,1.9489007341277897e-07
1832,0.0,8.929779937716376e-08
1833,0.0,1.5637898798104288e-07
1834,0.0,1.23215812664057e-07
1835,0.0,1.8605196316912043e-07
1836,0.0,9.610672435655943e-08
1837,0.0,7.792837530828933e-08
1838,0.0,1.0856918208901334e-07
1839,0.0,1.0417297791054381e-07
1840,0.0,1.452289040138055e-07
1841,0.0,1.0401288763617345e-07
1842,0.0,1.448985309515649e-07
1843,0.0,1.0159886715266353e-07
1844,0.0,8.562155523472725e-08
1845,0.0,1.1383665177167046e-07
1846,0.0,1.4928978631090217e-07
1847,0.0,1.3860584147096233e-07
1848,0.0,1.0941501216166216e-07
1849,0.0,1.0222886559496658e-07
1850,0.0,1.1269733413143967e-07
1851,0.0,1.5930113939077728e-07
1852,0.0,1.1133032828958278e-07
1853,0.0,1.7915795069711749e-07
1854,0.0,1.8132868717657402e-07
1855,0.0,1.2418233197308837e-07
1856,0.0,1.1596903748412046e-07
1857,0.0,1.1276286215888831e-07
1858,0.0,1.2087379797076636e-07
1859,0.0,1.1151859968805411e-07
1860,0.0,1.487584793125052e-07
1861,0.0,1.2402984106429926e-07
1862,0.0,1.4818994786836015e-07
1863,0.0,1.3485476024754917e-07
1864,0.0,1.284987085625744e-07
1865,0.0,1.6897571697427338e-07
1866,0.0,1.2699249946068747e-07
1867,0.0,1.7373065297476842e-07
1868,0.0,1.5313609291744967e-07
1869,0.0,1.3918030017379124e-07
1870,0.0,1.909438194225288e-07
1871,0.0,2.1029930508120742e-07
1872,0.0,2.1830895113872373e-07
1873,0.0,1.753899301348838e-07
1874,0.0,1.559373004056397e-07
1875,0.0,1.4189386854379649e-07
1876,0.0,1.771482374124389e-07
1877,0.0,1.6699002780562466e-07
1878,0.0,1.0689187113221976e-07
1879,0.0,1.2707396179756358e-07
1880,6.417846254436199e-10,1.752072060767773e-07
1881,0.0,2.2033123947551303e-07
1882,0.0,1.6438800609641646e-07
1883,0.0,1.769414892938137e-07
1884,0.0,1.8814835822666964e-07
1885,0.0,1.7274304209280444e-07
1886,0.0,1.3487739636275364e-07
1887,0.0,1.5865286995264682e-07
1888,0.0,1.6041754857809565e-07
1889,0.0,1.8544804419873273e-07
1890,0.0,1.913880813830815e-07
1891,0.0,2.0971184255813569e-07
1892,0.0,1.4731004305268414e-07
1893,0.0,1.7551487024869417e-07
1894,0.0,1.663606354895819e-07
1895,0.0,2.5097622113889884e-07
1896,0.0,2.4885461158419275e-07
1897,0.0,2.423912777160808e-07
1898,0.0,2.0256911170690728e-07
1899,0.0,2.1612831346828898e-07
1900,0.0,1.9777912396712338e-07
1901,0.0,2.3640365043320344e-07
1902,4.910283846193408e-10,2.0279472467965576e-07
1903,1.6200660812870638e-09,2.338295437276372e-07
1904,0.0,2.391708244786628e-07
1905,0.0,2.348145367037091e-07
1906,0.0,2.011376216692895e-07
1907,0.0,2.2319939807502465e-07
1908,0.0,2.018580875784437e-07
1909,0.0,1.7603147250966344e-07
1910,0.0,2.346082184079279e-07
1911,3.7242617878519013e-09,2.2930812892951735e-07
1912,0.0,2.69327076196646e-07
1913,0.0,2.4817992017034385e-07
1914,0.0,2.4041309298894475e-07
1915,0.0,1.566841372202532e-07
1916,0.0,2.2194672588682351e-07
1917,0.0,2.2261841081672173e-07
1918,0.0,2.297275241147645e-07
1919,9.207848372660976e-10,2.044142348722744e-07
1920,0.0,1.8249078959087228e-07
1921,0.0,2.483861077373639e-07
1922,0.0,2.2945379529737409e-07
1923,0.0,1.9214866142647224e-07
1924,0.0,2.2560342560762336e-07
1925,0.0,1.8696901804560184e-07
1926,0.0,2.062035653338512e-07
1927,0.0,2.2298450219615518e-07
1928,0.0,2.3766166090677388e-07
1929,1.1140406375176326e-09,2.673697565569455e-07
1930,0.0,2.237267591187475e-07
1931,0.0,2.0643695108901738e-07
1932,0.0,2.586450591479661e-07
1933,0.0,2.087660564420446e-07
1934,2.3963160344919743e-09,3.019358096878477e-07
1935,0.0,1.8550840685804815e-07
1936,0.0,1.806582514696231e-07
1937,2.5182236296217297e-09,2.505632641369715e-07
1938,2.5930428915188486e-09,1.6984430695199393e-07
1939,0.0,2.1717551135225222e-07
1940,0.0,1.927194972495272e-07
1941,2.9515025978810172e-09,2.0660517918713595e-07
1942,0.0,1.9722376043418421e-07
1943,0.0,1.800005833274554e-07
1944,0.0,1.9921753846574575e-07
1945,0.0,2.8756252845596464e-07
1946,0.0,3.0348007840075297e-07
1947,0.0,2.8133254192930224e-07
1948,3.2615663503321457e-09,1.6307831174344756e-07
1949,1.9634016634739737e-09,1.9339506707183318e-07
1950,1.0635361480382244e-09,1.9356357516819855e-07
1951,0.0,1.7271470653668075e-07
1952,0.0,1.7820718001271274e-07
1953,2.1547654771580937e-09,2.833516552502857e-07
1954,0.0,1.8470093721134617e-07
1955,9.385607846468247e-10,2.487186065991409e-07
1956,0.0,1.9273723061985493e-07
1957,0.0,2.3942951088429254e-07
1958,0.0,1.7785323791486007e-07
1959,0.0,2.650755743793809e-07
1960,6.920833350854139e-10,1.9585958610512932e-07
1961,0.0,1.9524327860009905e-07
1962,0.0,2.3211559752045474e-07
1963,1.2932106496776896e-09,2.385973630891769e-07
1964,1.2167936658258327e-09,1.709595131016428e-07
1965,0.0,1.9972958514857808e-07
1966,0.0,2.1768563518431705e-07
1967,9.860671168482327e-10,2.4306553292330335e-07
1968,1.3474247273492779e-09,2.353501855623108e-07
1969,0.0,2.2436283272919688e-07
1970,0.0,2.147604512003909e-07
1971,5.138397485282553e-10,1.9936982598167674e-07
1972,1.0260293725750103e-09,1.7596403834030383e-07
1973,0.0,1.7146063968631609e-07
1974,5.625571675160757e-10,2.1995985344247515e-07
1975,3.4268881066168433e-09,1.776270295295035e-07
1976,5.713526873840635e-10,2.2054213388855715e-07
1977,1.7630346071939584e-09,1.480948981225083e-07
1978,0.0,1.5326725133490982e-07
1979,0.0,2.182786119631075e-07
1980,1.7055452605774235e-09,1.733970931838691e-07
1981,0.0,1.7964561038752436e-07
1982,0.0,2.06709819594586e-07
1983,1.2630632095778083e-09,1.863018219694368e-07
1984,0.0,1.5831292898838e-07
1985,0.0,1.44373386579133e-07
1986,0.0,1.6065221708494448e-07
1987,0.0,1.7354719406004193e-07
1988,0.0,2.3686386874111065e-07
1989,0.0,1.8275446733717615e-07
1990,0.0,2.0051036275781087e-07
1991,5.861465202094962e-10,2.514568449574206e-07
1992,0.0,1.542784358599114e-07
1993,0.0,1.8223992565014058e-07
1994,0.0,1.9200733425428496e-07
1995,0.0,1.71891687883452e-07
1996,1.067618438099771e-09,2.0551654245082318e-07
1997,0.0,1.9371373327636832e-07
1998,0.0,1.6211639319863025e-07
1999,1.3710603763428253e-09,1.750387061127956e-07
2000,0.0,1.7230322457706393e-07
2001,8.762423564512289e-10,1.507136891676364e-07
2002,0.0,1.3012227534359155e-07
2003,0.0,1.6667691227212345e-07
2004,0.0,1.4623907418354065e-07
2005,0.0,1.6528761137557524e-07
