year,long_ADJ an_NOUN,long_ADJ rang_NOUN
1995,1.1387146947594573e-08,3.253470381991974e-09
1996,8.540947726842774e-09,0.0
1997,6.233362714880286e-09,1.917957792585412e-09
1998,7.629006759657386e-09,9.536258449571733e-10
1999,9.14040199084809e-09,1.3710603763428253e-09
2000,1.2370488633450805e-08,1.3254094488601709e-09
2001,1.051490838843705e-08,1.7524847129024579e-09
2002,3.767850331737321e-08,3.504977197366088e-09
2003,2.0834615144238455e-09,8.333845835650777e-10
2004,2.1583476561559678e-08,0.0
2005,3.1526246058177776e-09,1.8014998381943315e-09
2006,2.470733950765691e-09,3.294311934354255e-09
2007,4.793375307787784e-09,3.595031605740928e-09
2008,4.6831836186811415e-09,4.6831836186811415e-09
2009,4.291373256748443e-09,4.76819250749827e-09
2010,2.3618964561933353e-09,6.613310343794865e-09
2011,3.4415747474092484e-09,1.1471915639660324e-09
2012,2.382976926895708e-09,3.744677901096338e-09
2013,2.5102125378317908e-09,6.414987652192394e-09
2014,3.2481678735596375e-09,4.547434873103384e-09
2015,1.7732603163622684e-09,7.314698624583116e-09
2016,3.3141441813100414e-09,7.663958356829426e-09
2017,5.0312225496895735e-09,3.2702947017071438e-09
2018,5.679226811050597e-09,4.904786798931582e-09
2019,3.826481520530223e-09,2.806086474294034e-09
