year,long_ADJ épi_NOUN,long_ADJ répit_NOUN
1856,1.0872097000458325e-08,1.2942972915652717e-08
1857,3.514686497396724e-08,6.8341128311999455e-09
1858,1.8106600663259087e-08,1.3702292633865909e-08
1859,2.3933214521321133e-08,5.092173349652285e-10
1860,3.524431502199832e-08,6.408057640072684e-09
1861,2.4994607272788016e-08,1.1789909493131745e-08
1862,3.027050965442868e-08,6.776979422085105e-09
1863,2.4973104473247076e-08,2.9967726078439227e-09
1864,3.643993196078554e-08,2.0617330065419992e-08
1865,7.0602665935837194e-09,2.8241067262513297e-09
1866,1.8002767276925624e-08,1.556996132023869e-08
1867,2.038180824115443e-08,7.76449837758264e-09
1868,2.1735445443482604e-08,5.433861360870651e-09
1869,6.543915631596064e-08,1.5627261262807224e-08
1870,3.09638625850539e-08,9.17447806614291e-09
1871,3.7174120448568715e-08,1.0621177271019633e-09
1872,1.874675148449967e-08,1.814201766592305e-08
1873,1.0176207432266438e-08,8.979006871356887e-09
1874,2.6288279997288555e-08,2.5690820137924675e-08
1875,2.631902407124187e-08,1.2015206607429718e-08
1876,3.023007311142578e-08,9.069021977836655e-09
1877,4.329371083855449e-09,1.793596560162314e-08
1878,2.6571989941714946e-08,1.7513357875031943e-08
1879,1.0385853066452455e-08,9.774920428640144e-09
1880,1.8611753915820373e-08,1.0910338410496934e-08
1881,8.367009307619355e-09,8.367009307619355e-09
1882,3.2611386258096786e-08,1.3310770263785798e-08
1883,1.0742875922176154e-08,7.58320695126713e-09
1884,3.1027976632458376e-08,1.7824582698722224e-08
1885,2.127059772760731e-08,7.090199094506033e-09
1886,2.710454793941608e-08,1.4842966855610484e-08
1887,2.415702127223085e-08,9.793386546164129e-09
1888,2.4728397107764977e-08,5.706553452000662e-09
1889,1.2530273707511697e-08,1.1903759755682586e-08
1890,1.0487018364813139e-08,1.3108772956016423e-09
1891,1.0198752065093686e-08,8.92390783491237e-09
1892,8.775916882086676e-09,9.402768341715273e-09
1893,1.0469308087124318e-08,1.1085149687062312e-08
1894,4.0329851458409394e-08,1.9534772022211655e-08
1895,1.625025980445116e-08,4.213029924926559e-09
1896,1.533227589334274e-08,1.6511680911435178e-08
1897,1.0488084178916779e-08,6.992056267307589e-09
1898,1.4711722506888236e-08,6.7900258748920805e-09
1899,1.7688250864011934e-08,1.6582735185011188e-08
1900,1.5054054003371675e-08,1.349673794948103e-08
1901,1.1736351446245408e-08,7.265360757457984e-09
1902,4.3210498290591204e-08,3.928227076954727e-09
1903,7.560307935250421e-09,3.2401321625741275e-09
1904,1.2361637935498493e-08,7.524475265086039e-09
1905,1.4966200723165457e-08,1.3417973399043603e-08
1906,2.82930141537463e-08,9.259531807970234e-09
1907,1.0285686968813934e-08,6.685696440911215e-09
1908,6.875944702500192e-09,5.893666887857307e-09
1909,1.925344328412848e-08,1.4302557360679202e-08
1910,1.2291546447329438e-08,6.947395991829808e-09
1911,7.448523575703803e-09,1.1172785363555704e-08
1912,1.3023552902780011e-08,1.3023552902780011e-08
1913,9.015082902408267e-09,1.2196876397752021e-08
1914,2.74566485103378e-08,5.357394972094198e-09
1915,1.1780762143587253e-08,1.767114277129167e-08
1916,4.394984820521586e-09,2.307367097387214e-08
1917,4.386569774084137e-09,1.315970976634162e-08
1918,1.1486376294556067e-08,1.1486376294556067e-08
1919,1.012863304339362e-08,1.9336480860943084e-08
1920,3.028892692213958e-09,1.514446346106979e-08
1921,1.2116395886607734e-08,6.815472630705699e-09
1922,1.1804696775641332e-08,1.549366501762961e-08
1923,3.1847844361720945e-09,2.0170300985000722e-08
1924,1.0313299547703991e-08,7.734974438733389e-09
1925,7.698724324711748e-09,2.1996356736053713e-08
1926,1.114613823460786e-08,1.3375366592072169e-08
1927,1.4493992672726108e-08,1.0034302277972529e-08
1928,1.1426041446327417e-08,7.998228745975666e-09
1929,1.1140406375176326e-08,2.1166771446701205e-08
1930,4.201441416995522e-09,6.302162347537887e-09
1931,9.124285327288817e-09,1.9389105432310316e-08
1932,1.0959536611565568e-09,5.4797681947604815e-09
1933,2.2941324395731044e-09,1.3764794637438627e-08
1934,1.1981580172459871e-08,1.0783422155213884e-08
1935,8.377798899061872e-09,8.377798899061872e-09
1936,6.0623572828433225e-09,4.849885826274658e-09
1937,1.2591118148108649e-09,1.1332006444320086e-08
1938,7.779128452511941e-09,1.1668692678767911e-08
1939,1.2235240376412548e-08,1.070583532936098e-08
1940,1.2678914806940611e-08,2.5357829613881222e-08
1941,1.1806010391524069e-08,2.066051862925633e-08
1942,1.8205270180260413e-08,3.034211815133858e-08
1943,8.709705845433291e-09,2.6129116648121453e-08
1944,3.2131861615880553e-09,1.927911696952833e-08
1945,4.357008087652048e-09,1.089252066321933e-08
1946,6.960552134671616e-09,8.352662561605939e-09
1947,9.536696765621855e-09,2.9802176726434482e-08
1948,1.9569398546082084e-08,1.6307831529616124e-08
1949,5.890204768377316e-09,8.835307596655184e-09
1950,7.444753258312176e-09,1.914365022059883e-08
1951,1.8124383771578323e-08,1.3859822622919182e-08
1952,1.2653764258629963e-08,1.370824520563474e-08
1953,4.3095309543161875e-09,1.1851209791302608e-08
1954,3.9090144454689835e-09,6.840775057526116e-09
1955,1.8771215692936494e-09,1.407841132561316e-08
1956,2.616342476002842e-09,7.849027205963921e-09
1957,2.6505113659425206e-09,6.184526224473075e-09
1958,4.9633461784992505e-09,1.8198935691771112e-08
1959,3.8753737996444215e-09,6.975672928177801e-09
1960,6.920833239831836e-09,8.305000243069571e-09
1961,7.642975030641708e-09,1.320150300188061e-08
1962,1.2683912808952869e-09,5.7077609305622445e-09
1963,9.69907976156037e-09,7.759263453976928e-09
1964,3.041984220075733e-09,9.734349326606662e-09
1965,1.6416130677043839e-09,1.3132904541635071e-08
1966,3.3234448526542337e-09,8.862519607077957e-09
1967,3.944268467392931e-09,1.2818872185960117e-08
1968,1.3474247273492779e-09,1.122853987567396e-08
1969,2.7250546263957176e-09,2.2254612375149918e-08
1970,1.8394900047624674e-09,1.0577067222072856e-08
1971,2.0553589941130213e-09,6.166076982339064e-09
1972,1.0260293725750103e-09,1.2312352026810913e-08
1973,2.205281512956958e-09,1.0475087464101307e-08
1974,1.1251143350321513e-09,7.875800456247362e-09
1975,1.1422960355389478e-09,1.0851811893530794e-08
1976,1.142705374768127e-09,5.713526984862938e-09
1977,2.3507127355770763e-09,1.3516598507123945e-08
1978,4.752473081737207e-09,8.316828115084718e-09
1979,5.851973350345929e-10,1.6385525825057812e-08
1980,1.7055452605774235e-09,1.2507331170752423e-08
1981,2.5302198114474095e-09,7.590659656386833e-09
1982,4.966001831974154e-09,9.311253101884631e-09
1983,4.4207211225000265e-09,8.209910973278056e-09
1984,3.479405208395292e-09,6.958810416790584e-09
1985,4.210890747202711e-09,1.0828004270990732e-08
1986,1.1988970927134801e-09,1.019062523255343e-08
1987,4.888653482026939e-09,1.8943532964499354e-08
1988,0.0,1.139345240375178e-08
1989,1.6464366536794728e-09,9.878619700032232e-09
1990,5.448650863826288e-09,1.4166492867673242e-08
1991,4.10302547493302e-09,8.7921980806982e-09
1992,2.2039776670368383e-09,1.2672871640972971e-08
1993,2.7696036575264316e-09,1.1632335983335906e-08
1994,2.1099706426497278e-09,1.002236071911966e-08
1995,5.422450821690461e-10,5.4224509327127635e-09
1996,0.0,1.0676184380997711e-08
1997,9.58978896292706e-10,1.2466725429760572e-08
1998,2.3840645013706308e-09,1.0013071261028017e-08
1999,3.1991407301035224e-09,7.769341614505265e-09
2000,1.7672125984802278e-09,5.743440834038438e-09
2001,1.3143635069212678e-09,4.8193329327261836e-09
2002,0.0,6.133709984368352e-09
2003,4.1669229178253886e-10,3.333538334260311e-09
2004,1.7619165015858584e-09,5.285749615779878e-09
2005,1.8014998381943315e-09,9.007498746882447e-09
2006,2.8825228870488218e-09,7.000412693969338e-09
2007,1.1983438408247338e-09,8.38840730210677e-09
2008,2.554463751636149e-09,7.2376473703172906e-09
2009,9.53638501499654e-10,7.629108011997232e-09
2010,1.8895172093635892e-09,4.2514138876015295e-09
2011,3.059177577924288e-09,8.030340836739924e-09
2012,1.0212758416727752e-09,9.872333173177594e-09
2013,2.5102124823206395e-09,8.367375237128272e-09
2014,1.2992671383216248e-09,1.3858849179371191e-08
2015,5.984753581600444e-09,9.752931795503628e-09
2016,3.935546111222266e-09,8.906762438698479e-09
2017,5.031222660711876e-10,1.0062445099379147e-08
2018,7.744400121190154e-10,7.744399788123246e-09
2019,1.2754939326953263e-09,7.1427654901867754e-09
