year,léger_ADJ arrêt_NOUN
1923,1.6985516992917837e-08
1924,5.156649773851996e-09
1925,2.639562701745035e-08
1926,1.89484357093761e-08
1927,1.7838759802657478e-08
1928,4.227635086451187e-08
1929,2.785101615998542e-08
1930,2.205756755024879e-08
1931,1.1405356659111021e-08
1932,2.8494795967226594e-08
1933,1.3764794637438627e-08
1934,1.9170528275935794e-08
1935,3.11175387679441e-08
1936,3.031178641421661e-08
1937,2.5182236740306507e-08
1938,3.500607925754906e-08
1939,2.5999884911698246e-08
1940,1.7750480196809804e-08
1941,2.9515025978810172e-09
1942,1.517105907566929e-08
1943,5.2258233296242906e-08
1944,2.5705489292704442e-08
1945,1.5249527862692958e-08
1946,1.1136883415474585e-08
1947,3.0994263822137214e-08
1948,1.522064252412747e-08
1949,2.2579119018928395e-08
1950,1.914365022059883e-08
1951,2.1322803078760444e-08
1952,1.8980646387944944e-08
1953,2.477980309834038e-08
1954,2.6385847284871033e-08
1955,1.6894094567732054e-08
1956,1.6570168570595456e-08
1957,2.738861759610245e-08
1958,1.6544486669545222e-08
1959,1.3176271629333769e-08
1960,2.076249977500666e-08
1961,9.03260666262895e-09
1962,1.585489073363533e-08
1963,9.052474325699222e-09
1964,9.125952438182594e-09
1965,1.3132904541635071e-08
1966,1.3847687219126215e-08
1967,1.4791006641701188e-08
1968,1.5719955115400808e-08
1969,1.2716921737876419e-08
1970,9.657322774803134e-09
1971,1.9012070473500842e-08
1972,3.0780880067027283e-09
1973,1.2129047988196362e-08
1974,1.0126029015289362e-08
1975,1.2565256390928425e-08
1976,1.314111219841152e-08
1977,8.22749424145286e-09
1978,8.316828115084718e-09
1979,5.266775904289034e-09
1980,9.09624131573139e-09
1981,6.325549639640826e-09
1982,4.345251602977385e-09
1983,1.0104505676622466e-08
1984,1.1598016769198694e-08
1985,6.015557829641693e-09
1986,8.392279760016663e-09
1987,2.4443267410134695e-09
1988,4.797243047249822e-09
1989,9.329807926228284e-09
1990,6.538381391862913e-09
1991,3.5168792322792797e-09
1992,7.162927584403178e-09
1993,5.539207315052863e-09
1994,4.747434001473039e-09
1995,6.506940763983948e-09
1996,4.270473530354479e-09
1997,4.79489448146353e-09
1998,2.86087753487152e-09
1999,6.398281460207045e-09
2000,1.7672125984802278e-09
2001,6.1336963841363e-09
2002,6.133709984368352e-09
2003,2.9168460979889232e-09
2004,7.928623979580607e-09
2005,6.305249322657858e-09
2006,7.0004128605027915e-09
2007,3.595031605740928e-09
2008,2.554463751636149e-09
2009,2.384096253749135e-09
2010,2.4563723499682055e-08
2011,7.265546803081335e-09
2012,5.106379125097149e-09
2013,6.4149877077035455e-09
2014,5.197068553286499e-09
2015,4.876466078163055e-09
2016,4.349814286541687e-09
2017,7.54683426862357e-09
2018,5.162933192082164e-09
2019,4.3366790158927415e-09
