year,premier_ADJ or_NOUN,premier_ADJ mort_NOUN
1888,8.242799331981132e-09,3.7409625619488907e-08
1889,1.5662842023367318e-08,2.0674951528576457e-08
1890,1.376421138177264e-08,2.1629475654982855e-08
1891,1.4660706204594476e-08,1.4023283867459213e-08
1892,1.0656471038927862e-08,4.0745330665004076e-08
1893,1.7243566630131824e-08,3.94138659487453e-08
1894,2.3315696040526745e-08,3.213785149114301e-08
1895,1.2037228769301578e-08,3.009307292245467e-08
1896,2.0639602027472392e-08,2.59469283281355e-08
1897,1.3401440845939305e-08,2.7968225069230357e-08
1898,2.0370077402631637e-08,2.0370077402631637e-08
1899,1.9346524382513053e-08,1.4371703827009696e-08
1900,1.8168686111152965e-08,2.3359738920980533e-08
1901,1.4530721570427119e-08,2.1796081439706683e-08
1902,1.2275709893039277e-08,1.0311596021495006e-08
1903,1.7280705533195828e-08,1.3500550899436803e-08
1904,2.0961039126632386e-08,3.0635362691100454e-08
1905,1.2385821979155054e-08,1.3934049469810361e-08
1906,1.8004646107350197e-08,1.0288369267641428e-08
1907,1.0799971028596644e-08,1.4399961223432456e-08
1908,1.9645555626723876e-08,1.817213934884876e-08
1909,1.9253441840838548e-08,3.080550925460557e-08
1910,1.1222716089775986e-08,1.7101282168141552e-08
1911,2.6601870706244313e-08,2.128149745317387e-08
1912,1.719108944087111e-08,1.7191090107004925e-08
1913,1.2196876397752021e-08,9.545381485231985e-09
1914,2.54476265060255e-08,3.415339328016742e-08
1915,1.1780762143587253e-08,1.8849219074468238e-08
1916,2.0876177231343718e-08,5.164107053090561e-08
1917,1.7546279096336548e-08,7.676496949216016e-08
1918,2.1824114959656526e-08,7.695872028534723e-08
1919,1.3811772170413406e-08,1.9336480860943084e-08
1920,1.590168707821249e-08,2.1959472462640406e-08
1921,1.3630945261411398e-08,1.741731875393171e-08
1922,6.640141769764796e-09,2.508498064823783e-08
1923,1.0615948120573648e-08,2.3355084977083607e-08
1924,1.0313299547703991e-08,1.5469949654622894e-08
1925,1.6497267107951075e-08,1.7597084678300234e-08
1926,6.6876830739914794e-09,3.566764272822098e-08
1927,6.689534814974252e-09,2.5643217327342427e-08
1928,6.85562484559199e-09,2.170947865920425e-08
1929,7.798284462623428e-09,2.785101615998542e-08
1930,1.785612657734248e-08,3.361153133596417e-08
1931,2.3951248095954725e-08,7.983749661377715e-09
1932,9.863582839386709e-09,1.8631212128639163e-08
1933,1.1470662641954732e-08,3.670611903316967e-08
1934,2.156684431042777e-08,4.672816444895034e-08
1935,7.180970484910176e-09,4.6676307263737726e-08
1936,1.4549657478823974e-08,5.334874586537808e-08
1937,1.0072894407464617e-08,2.2664012888640173e-08
1938,1.944782235252518e-08,5.315737894306949e-08
1939,1.2235240376412548e-08,4.7411557346777045e-08
1940,0.0,6.846613898048304e-08
1941,5.9030051957620344e-09,4.132103814669108e-08
1942,1.2136847082899749e-08,9.406056733496371e-08
1943,2.9032352077962287e-09,5.516146828199453e-08
1944,3.2131861615880553e-09,6.42637232317611e-08
1945,4.357008087652048e-09,4.7927090740529366e-08
1946,1.3921104269343232e-09,5.0115976257814054e-08
1947,4.7683483828109274e-09,3.695469885656166e-08
1948,6.523132922708896e-09,5.109787437618252e-08
1949,9.817008095325264e-09,2.2579119796084512e-08
1950,1.1698897184331258e-08,3.828730199550989e-08
1951,6.396841278899501e-09,4.477788806411809e-08
1952,6.326882129314981e-09,4.323369751091377e-08
1953,1.0773827163745864e-08,6.033343269429281e-08
1954,8.795282724349818e-09,5.6680709681344865e-08
1955,1.595553289490681e-08,4.974372203037092e-08
1956,1.0465370126055973e-08,3.750090726839517e-08
1957,7.951533653738352e-09,4.9476210517429564e-08
1958,5.790570245522986e-09,4.0533993772573496e-08
1959,6.200598368089061e-09,4.3404186245155074e-08
1960,8.997083245088078e-09,2.353083339290407e-08
1961,1.0422238960750008e-08,2.014966149488373e-08
1962,1.0147130247162295e-08,4.883306292668976e-08
1963,1.099229041123806e-08,5.496145405459174e-08
1964,9.125952660227199e-09,4.6846555079582686e-08
1965,1.0944087081021792e-08,4.9248392031131516e-08
1966,6.0929824519107e-09,4.9297764426192714e-08
1967,1.1339771788243524e-08,4.8810322617054425e-08
1968,9.43197286940034e-09,5.659183865969197e-08
1969,6.812636538233718e-09,6.040537670060075e-08
1970,7.357959797005265e-09,5.840380909449827e-08
1971,8.221435976452085e-09,5.7550050946986175e-08
1972,5.643161493651405e-09,4.7710367545583665e-08
1973,8.269805618077442e-09,5.8991279028308696e-08
1974,3.3753429495853027e-09,5.119270385378627e-08
1975,6.282628195464213e-09,3.655347224906791e-08
1976,5.1421741309454205e-09,4.913633222525249e-08
1977,4.7014254711541525e-09,5.524174789828251e-08
1978,5.940591241149207e-09,5.6435619066874665e-08
1979,5.266776015311336e-09,4.213420723431227e-08
1980,1.1370301367108482e-09,5.4577447505810284e-08
1981,4.427884614521815e-09,5.7562500155317053e-08
1982,4.345251491955082e-09,5.028076910384982e-08
1983,6.946847763700248e-09,6.504775740268087e-08
1984,1.1598016991243298e-09,5.914988526756204e-08
1985,3.0077789148208467e-09,5.474157949159064e-08
1986,4.196139880008332e-09,6.593933765675075e-08
1987,4.2775717967735716e-09,5.8052761209292925e-08
1988,2.098793827620682e-08,6.896036802706007e-08
1989,3.8965667692458794e-08,5.1588347149689184e-08
1990,2.5063794206747758e-08,5.7210836179599767e-08
1991,1.699824903056424e-08,6.857914469637905e-08
1992,1.2672871640972971e-08,6.336435476317348e-08
1993,8.862731548653358e-09,4.8745025182928003e-08
1994,1.1604838812129259e-08,6.593658213871478e-08
1995,1.0844901310314015e-08,6.832287813285376e-08
1996,7.473329066698398e-09,8.274042717637542e-08
1997,1.1028257085321513e-08,6.664903340336537e-08
1998,3.814503379828693e-09,5.8647990686111484e-08
1999,1.2796563558792329e-08,6.489685749899721e-08
2000,8.836062992401139e-09,4.771473882669852e-08
2001,6.571817839917671e-09,6.44038143648995e-08
2002,5.695587890208742e-09,7.886198599704741e-08
2003,1.3750845462290329e-08,6.625407689142548e-08
2004,7.928624423669817e-09,5.6821806648788e-08
2005,3.15262471684008e-09,6.260211904418611e-08
2006,7.41220168576362e-09,5.270899200437995e-08
2007,7.190063044948403e-09,6.19144316371667e-08
2008,4.257439678578834e-09,7.876263072303935e-08
2009,2.860915504498962e-09,6.723151124710114e-08
2010,2.8342757585342326e-09,7.699782483827633e-08
2011,6.883149494818497e-09,6.538991825788543e-08
2012,5.787229417908435e-09,8.408504448276233e-08
2013,3.0680375462388554e-09,8.42315783788905e-08
2014,3.2481678735596375e-09,1.1108733721787445e-07
2015,4.433150915805761e-09,7.669350754468951e-08
2016,9.11389608226898e-09,6.79399514424972e-08
2017,3.270294840485022e-09,8.779483864906901e-08
2018,4.64663996169179e-09,7.950917241261735e-08
2019,3.5713829671379926e-09,7.11725551272302e-08
