year,dernier_ADJ arbre_NOUN,dernier_ADJ marbre_NOUN
1974,1.518904291231138e-08,0.0
1975,1.4278700888326057e-08,0.0
1976,1.3712464053128315e-08,0.0
1977,1.1165885105413054e-08,5.876781838942691e-10
1978,1.2475242172627077e-08,1.1881182704343018e-09
1979,1.9896710057309974e-08,0.0
1980,1.4212877097463661e-08,2.2740602734216964e-09
1981,1.9609203150139365e-08,6.325549528618524e-10
1982,2.3588508923921836e-08,1.2415004579935385e-09
1983,1.7682884490000106e-08,0.0
1984,1.681712546997005e-08,0.0
1985,1.6843562988810845e-08,0.0
1986,1.8582904104391673e-08,0.0
1987,1.711028652096047e-08,0.0
1988,9.594486094499644e-09,0.0
1989,9.329808037250586e-09,5.488122178931576e-10
1990,1.7435683119515488e-08,1.6345953479657283e-09
1991,1.3481369798284959e-08,5.861465202094962e-10
1992,1.3774860363469088e-08,0.0
1993,2.1602909683338112e-08,5.539207426075166e-10
1994,1.9517228722065738e-08,0.0
1995,1.2471637056421514e-08,0.0
1996,2.1352368761995422e-08,3.2028553142993132e-09
1997,1.4384683666435194e-08,4.79489448146353e-10
1998,2.3363833534517653e-08,9.536258449571733e-10
1999,1.2339542720951613e-08,1.3710603763428253e-09
2000,1.678851901942835e-08,0.0
2001,8.762423675534592e-09,4.3812117822561447e-10
2002,1.62105191492401e-08,2.6287327870022636e-09
2003,2.416815370054337e-08,4.1669229178253886e-10
2004,1.4535810777260849e-08,8.809582507929292e-10
2005,1.3961623857028371e-08,9.007499190971657e-10
2006,1.4824403926638752e-08,1.6471559671771274e-09
2007,1.757570977645173e-08,1.5977917877663117e-09
2008,2.3841662866175284e-08,4.257439678578834e-10
2009,1.7165493915172192e-08,0.0
2010,2.1257068993918438e-08,0.0
2011,2.7150200310188666e-08,7.64794394481072e-10
2012,2.5872321174347235e-08,0.0
2013,3.653753921639691e-08,5.578250084070646e-10
2014,3.5080212512639264e-08,4.330890368553497e-10
2015,3.347028965094978e-08,8.866301581811342e-10
2016,4.349814020088161e-08,6.214020409345267e-10
2017,3.823729244345486e-08,0.0
2018,3.304277385041132e-08,2.5814667070633845e-10
2019,3.392813852087784e-08,5.1019755087367e-10
