year,dernier_ADJ arbre_NOUN,dernier_ADJ marbre_NOUN
1800,4.4018303668735825e-08,0.0
1801,3.5717739876872656e-08,0.0
1802,1.544109693440987e-07,2.0140561218795483e-08
1803,5.070882025393075e-08,1.950339223455444e-09
1804,7.168367943677367e-08,9.887403784603066e-09
1805,7.391481915419718e-08,5.685755422035754e-09
1806,3.7461699520235925e-08,0.0
1807,4.555128185756985e-08,0.0
1808,5.891792298484688e-08,1.1330369531492579e-08
1809,1.3102376783535874e-07,0.0
1810,9.828532654410083e-08,0.0
1811,1.178326058948187e-07,0.0
1812,4.800974906515876e-08,0.0
1813,4.888760685162197e-08,0.0
1814,3.4613449884091096e-08,0.0
1815,1.0788894400093341e-07,0.0
1816,1.8540831092650478e-08,3.476405652236281e-08
1817,7.940054302935096e-08,1.556873407970727e-09
1818,6.318224166079744e-08,1.7881765401739358e-08
1819,4.6579724966022695e-08,2.070210003424222e-09
1820,2.966620371580575e-08,0.0
1821,4.339054981983281e-08,9.86148829262845e-10
1822,4.6117833107928163e-08,5.012807946513931e-09
1823,3.755420863171821e-08,0.0
1824,4.8000341479337294e-08,3.3684450784221553e-09
1825,2.7296874094417944e-08,3.522177216552791e-09
1826,3.6112734136395375e-08,7.927186018719112e-09
1827,6.083400450052068e-08,1.1060727445055818e-08
1828,3.944089499441361e-08,1.8344602503717056e-09
1829,2.0575622983187714e-08,1.1145129263923081e-08
1830,9.288783786587373e-08,6.262101504006523e-09
1831,1.559120619276655e-07,4.677361609140007e-09
1832,8.929779937716376e-08,2.705993873419743e-09
1833,6.834341093053808e-08,5.791814139399776e-09
1834,7.560969805808782e-08,6.534171426153534e-09
1835,5.899208588289184e-08,1.3613558280667348e-08
1836,4.704525125021064e-08,1.2769425516978572e-08
1837,1.0019363116953173e-07,1.461157062010443e-08
1838,3.597932263232906e-08,6.312161904276081e-09
1839,4.61437359433603e-08,5.5931801412612e-09
1840,3.9492068282243054e-08,3.1848443882154243e-09
1841,4.6227949468402585e-08,1.926164561183441e-09
1842,3.8237111255057243e-08,2.0124795163667386e-09
1843,4.430183153658618e-08,2.3627644285539873e-09
1844,5.2690189988879865e-08,3.2931368743049916e-09
1845,2.9575208060350633e-08,1.674068439427856e-09
1846,5.3861413107370026e-08,5.269050973311096e-09
1847,3.613459753637471e-08,8.089835468183537e-09
1848,5.551202875153649e-08,8.045221711050488e-10
1849,2.262441967104678e-08,8.379414939696517e-10
1850,4.480737203493845e-08,3.394498016007219e-09
1851,5.6755062871616246e-08,5.8044946626978344e-09
1852,5.338647213193326e-08,3.2552727180501506e-09
1853,3.881755716861335e-08,4.180352064508952e-09
1854,3.636965217879151e-08,5.195664454227256e-10
1855,5.253867740862006e-08,5.306937111981824e-09
1856,6.264399132760445e-08,7.765783571755946e-09
1857,8.298565745690212e-08,1.9526036343364694e-09
1858,2.8872689128434104e-08,1.9574704079872163e-09
1859,4.6338776371612767e-08,2.5460866748261424e-09
1860,3.3871160098897235e-08,8.238931314963338e-09
1861,3.819930682880113e-08,2.357981809808507e-09
1862,3.975828022362293e-08,8.132375661773494e-09
1863,5.6439215967429845e-08,2.1976331865403154e-08
1864,5.418042547944424e-08,7.671564716815737e-09
1865,2.871175119878444e-08,6.118897832863013e-09
1866,3.5518972651971126e-08,1.4596839292835284e-09
1867,4.804283548764943e-08,1.94112459439566e-09
1868,2.5687345583946808e-08,3.457911734727759e-09
1869,2.6859355628516823e-08,4.883519144627257e-10
1870,7.511604138699113e-08,5.160643912205387e-09
1871,3.3987767267262825e-08,3.18635318130589e-09
1872,3.9912439575573444e-08,1.0885210954825197e-08
1873,4.7289436366781956e-08,7.781805422268917e-09
1874,3.4652732239237594e-08,0.0
1875,5.378235456987568e-08,1.1443054503956773e-08
1876,4.53451107773617e-08,1.813804439976252e-09
1877,7.112538469300489e-08,1.0514186854493346e-08
1878,3.32149880932775e-08,3.0195443923020093e-09
1879,3.0546626561545054e-08,6.10932526790009e-10
1880,4.428314070992201e-08,1.2835692508872398e-09
1881,2.5798277292210514e-08,6.972507571312292e-10
1882,3.128031167420886e-08,1.3310770263785798e-09
1883,6.256145468341856e-08,6.319338941018771e-10
1884,3.3668655419205606e-08,5.281357573494461e-09
1885,4.7053141827291256e-08,5.80107206715752e-09
1886,4.065682190912412e-08,1.2906927748801422e-09
1887,3.395040693021656e-08,0.0
1888,3.1703073943845084e-08,1.9021844099853524e-09
1889,4.0723389105323804e-08,1.2530273485467092e-09
1890,3.604912635069013e-08,6.554386478008212e-10
1891,4.780665108228277e-08,3.824531802365527e-09
1892,1.6298132621272998e-08,1.1283322720601063e-08
1893,3.3255449949365357e-08,1.2316833108982905e-09
1894,3.213785149114301e-08,6.301539290376468e-10
1895,2.5278181325916194e-08,6.018614495673091e-10
1896,2.240870955461105e-08,6.486732040400511e-09
1897,4.428302347037061e-08,2.330685422435863e-09
1898,3.168678830434146e-08,3.960848538042683e-09
1899,6.633094074004475e-08,1.6582735185011188e-09
1900,3.945200433008722e-08,1.5573159428683425e-09
1901,4.415103660448949e-08,1.1177477832191585e-09
1902,1.7431507615128794e-07,4.910283846193408e-10
1903,3.456140973412403e-08,0.0
1904,2.7948050984605288e-08,1.0749250378694342e-09
1905,3.767354073147544e-08,1.0837593933388234e-08
1906,3.806696469155213e-08,1.0288369045596824e-09
1907,3.4971336049238744e-08,3.0857059130084963e-09
1908,2.3083527977973972e-08,9.822778146428846e-10
1909,2.3104130164597336e-08,5.500983557560346e-10
1910,2.9927242906069296e-08,1.6032452032632705e-09
1911,3.5646507967612706e-08,1.0640748282497725e-09
1912,4.115442919783163e-08,5.209421227725386e-10
1913,4.560571298384275e-08,4.242391771214216e-09
1914,2.6117300322425763e-08,1.3393487430235496e-09
1915,1.6493066468115103e-08,0.0
1916,1.8678685265172135e-08,0.0
1917,1.2063066989753679e-08,0.0
1918,3.790504266021344e-08,0.0
1919,2.8544329566670967e-08,4.603924352863942e-09
1920,4.0132828615924154e-08,0.0
1921,1.438822039290244e-08,7.572747429129834e-10
1922,2.6560567079059183e-08,0.0
1923,3.503262746562541e-08,1.0615948120573648e-09
1924,2.3204924204378585e-08,2.578324886925998e-09
1925,2.859526304632709e-08,8.798542339150117e-09
1926,4.458455382660986e-09,4.458455382660986e-09
1927,1.2264147031260109e-08,5.574612327308159e-09
1928,2.6279895593006586e-08,0.0
1929,3.0079096546842266e-08,3.342121912552898e-09
1930,1.7856125467119455e-08,0.0
1931,2.0529641986399838e-08,0.0
1932,1.8631212128639163e-08,3.287861094491973e-09
1933,1.8353059516584835e-08,0.0
1934,1.5576054224197833e-08,0.0
1935,3.231436807027421e-08,0.0
1936,1.6974599503782883e-08,0.0
1937,1.6368453259474336e-08,0.0
1938,1.5558256905023882e-08,0.0
1939,2.2941076593951948e-08,0.0
1940,1.2678914806940611e-08,0.0
1941,2.3612020783048138e-08,0.0
1942,5.76500234217292e-08,0.0
1943,1.4516175816936538e-08,0.0
1944,3.534504600111177e-08,0.0
1945,4.357008265287732e-08,0.0
1946,1.8097434661967782e-08,0.0
1947,2.1457568166738383e-08,0.0
1948,1.848220954059343e-08,0.0
1949,2.6505922789965553e-08,0.0
1950,2.8715476219076663e-08,0.0
1951,2.2388944032059044e-08,1.0661401761424827e-09
1952,1.1599284199803606e-08,1.0544803918932644e-09
1953,2.477980309834038e-08,1.0773827385790469e-09
1954,1.9545073115523337e-08,0.0
1955,1.6894095011821264e-08,1.8771215692936494e-09
1956,1.5698054411927842e-08,0.0
1957,2.738861759610245e-08,0.0
1958,1.4890038535497752e-08,0.0
1959,1.1626121398933265e-08,0.0
1960,1.314958364417862e-08,0.0
1961,1.320150300188061e-08,0.0
1962,1.5220695814832652e-08,0.0
1963,1.7458344103715717e-08,0.0
1964,1.5818317322668918e-08,1.8251904432275978e-09
1965,1.7510538796727815e-08,1.6416130677043839e-09
1966,2.2710207048248776e-08,1.1078149508847446e-09
1967,1.3804939413830652e-08,9.860671168482327e-10
1968,1.7516521566562915e-08,4.4914158503495116e-10
1969,2.7250546708046386e-08,2.2708788183223305e-09
1970,1.5635665207014426e-08,2.7592350626548523e-09
1971,1.849823050292798e-08,0.0
1972,1.898154344814884e-08,2.0520587451500205e-09
1973,1.598829157956061e-08,1.102640756478479e-09
