year,dernier_ADJ archer_NOUN,dernier_ADJ marché_NOUN
1970,4.5987250119061684e-10,3.127133041402885e-08
1971,0.0,3.802414028086787e-08
1972,0.0,3.642404422521395e-08
1973,5.513203782392395e-10,2.7014698034122375e-08
1974,1.6876715580593782e-09,4.1629231617434925e-08
1975,0.0,2.798625331479343e-08
1976,4.570821499072508e-09,2.2282755196556536e-08
1977,1.1753563677885381e-09,3.408533544302372e-08
1978,0.0,3.445542873237173e-08
1979,0.0,2.3993090181306798e-08
1980,0.0,2.6720208268216084e-08
1981,6.325549528618524e-10,3.28928564385933e-08
1982,0.0,2.5450759721934446e-08
1983,0.0,2.9681984869966982e-08
1984,0.0,3.3054348591576854e-08
1985,0.0,3.128090142467954e-08
1986,0.0,3.416856841909066e-08
1987,0.0,3.422057304192094e-08
1988,0.0,2.878345739532051e-08
1989,0.0,4.719785096085616e-08
1990,0.0,3.105731138930423e-08
1991,0.0,4.9236309251909915e-08
1992,0.0,2.7549720726938176e-08
1993,0.0,3.323524566667402e-08
1994,0.0,2.9012095836833396e-08
1995,5.422450821690461e-10,2.8196744494835002e-08
1996,0.0,3.3629980578098184e-08
1997,0.0,2.8289877107567918e-08
1998,4.768129224785866e-10,2.8131962537258914e-08
1999,4.570201161957499e-10,2.422206613061917e-08
2000,0.0,2.385736941334926e-08
2001,8.762423564512289e-10,2.5849150375734098e-08
2002,8.76244299341522e-10,2.716357272447567e-08
2003,0.0,2.416815370054337e-08
2004,0.0,2.7309706496225772e-08
2005,0.0,1.6663873836364473e-08
2006,0.0,2.594270576139479e-08
2007,0.0,2.157018919035636e-08
2008,4.257439678578834e-10,2.299017509699297e-08
2009,4.76819250749827e-10,1.907277002999308e-08
2010,1.4171379625338432e-09,1.1809482280966677e-08
2011,1.1471915639660324e-09,1.414869643667771e-08
2012,3.404252713057332e-10,1.872338906139248e-08
2013,4.183687618564136e-09,1.8966050063795592e-08
2014,2.165445156521173e-09,1.9922095972901843e-08
2015,2.659890530054554e-09,2.1722438958704515e-08
2016,1.6570720351438695e-09,2.3406142801718488e-08
2017,1.0062445321423752e-09,1.685459594114036e-08
2018,2.581466596041082e-09,1.8070267060465994e-08
2019,5.1019755087367e-10,1.6581420680950032e-08
