year,dernier_ADJ archer_NOUN,dernier_ADJ marché_NOUN
1800,0.0,6.288328968651058e-09
1801,0.0,4.524246932646747e-08
1802,0.0,8.951360541686881e-09
1803,0.0,1.1702034896643454e-08
1804,0.0,2.4718509461507665e-09
1805,0.0,5.685755422035754e-09
1806,0.0,8.645007376628655e-09
1807,0.0,8.540865792383556e-09
1808,2.2660739951163578e-09,2.2660739951163578e-09
1809,0.0,9.036122072814123e-09
1810,0.0,0.0
1811,0.0,2.0056614147279106e-08
1812,0.0,3.467370746079723e-08
1813,0.0,8.627225156487839e-09
1814,0.0,0.0
1815,0.0,5.394447111228828e-09
1816,0.0,7.184571870766376e-08
1817,0.0,3.113746771532533e-08
1818,0.0,1.7881765401739358e-08
1819,0.0,9.315945348475907e-09
1820,0.0,4.9839222526770754e-08
1821,0.0,1.0847637454958203e-08
1822,0.0,1.7043547018147365e-08
1823,0.0,6.028439258898288e-08
1824,4.210556348027694e-09,2.4421225930382207e-08
1825,0.0,2.993850500843109e-08
1826,0.0,2.290075862276808e-08
1827,0.0,3.594736597278825e-08
1828,0.0,4.586150481600271e-08
1829,0.0,1.7146351893870815e-08
1830,0.0,1.7742621594152297e-08
1831,0.0,5.9246584527272717e-08
1832,1.3529969367098715e-09,4.329590197471589e-08
1833,0.0,4.170106393530659e-08
1834,0.0,2.333632664885954e-08
1835,7.563087933704082e-10,1.285724948729694e-08
1836,0.0,3.427582484505365e-08
1837,1.3915781860163179e-09,2.99189295560609e-08
1838,6.312161904276081e-10,3.7241754569095065e-08
1839,0.0,4.544459031308179e-08
1840,0.0,2.8663599493938818e-08
1841,0.0,2.953452238330101e-08
1842,0.0,4.561620414733625e-08
1843,5.906911071384968e-10,2.4218335781256428e-08
1844,0.0,3.2931367854871496e-08
1845,1.1160455892778032e-09,3.850357188639464e-08
1846,0.0,5.093416177714971e-08
1847,5.393223645455691e-10,5.177494699637464e-08
1848,0.0,4.263967667839097e-08
1849,0.0,4.524883934209356e-08
1850,6.788996032014438e-10,4.752297400045791e-08
1851,0.0,7.545843061507185e-08
1852,0.0,4.687592536356533e-08
1853,0.0,2.8665272822081533e-08
1854,5.195664454227256e-10,3.533051895487915e-08
1855,0.0,2.0697054736729115e-08
1856,0.0,5.7466799319172424e-08
1857,0.0,6.101886640408338e-08
1858,0.0,6.557525722428181e-08
1859,0.0,4.124660435422811e-08
1860,0.0,4.439868561689764e-08
1861,0.0,6.555189457913002e-08
1862,0.0,3.6143891435358455e-08
1863,0.0,2.4973104473247076e-08
1864,0.0,3.1165733105353866e-08
1865,0.0,3.95374932793402e-08
1866,0.0,4.81695678899996e-08
1867,0.0,5.046923945428716e-08
1868,9.87974813071446e-10,1.3831646938911035e-08
1869,9.767038289254515e-10,2.6371003158942585e-08
1870,0.0,4.300536460277726e-08
1871,1.0621177271019633e-09,9.877695106297324e-08
1872,1.2094678591978436e-09,9.917636134559871e-08
1873,0.0,5.926144552859114e-08
1874,0.0,1.4159823535919713e-07
1875,0.0,1.3674450372036517e-07
1876,0.0,1.4147674676223687e-07
1877,0.0,8.967982978447253e-08
1878,0.0,5.978697714681402e-08
1879,0.0,6.659164597522249e-08
1880,0.0,5.647704881539539e-08
1881,0.0,6.972507549107831e-08
1882,0.0,6.389169726617183e-08
1883,0.0,3.791603475633565e-08
1884,1.9805090900604227e-09,4.5551708183211304e-08
1885,0.0,5.801071978339678e-08
1886,0.0,6.066255764380912e-08
1887,6.528924623161458e-10,3.721487118468758e-08
1888,0.0,2.4728397107764977e-08
1889,0.0,4.2602930960811136e-08
1890,0.0,5.309053108248918e-08
1891,6.374220040683554e-10,5.354344878583106e-08
1892,0.0,6.769993632360638e-08
1893,6.158416554491453e-10,7.944357349742859e-08
1894,0.0,5.293292915098391e-08
1895,0.0,6.560289733670288e-08
1896,0.0,4.8945342001616154e-08
1897,0.0,5.5936450138460714e-08
1898,0.0,7.242694266551553e-08
1899,0.0,5.417026827103655e-08
1900,5.191053142894475e-10,4.775768758236154e-08
1901,5.588738916095792e-10,5.86817598957623e-08
1902,4.910283846193408e-10,4.468358127951433e-08
1903,5.400220270956879e-10,9.018367563840002e-08
1904,5.374625189347171e-10,6.395804064140975e-08
1905,0.0,9.082936003323994e-08
1906,5.144184522798412e-10,8.487904779030941e-08
1907,0.0,5.657127744029822e-08
1908,0.0,6.041008759893884e-08
1909,1.1001967115120692e-09,5.666013080940502e-08
1910,0.0,5.825124205216525e-08
1911,0.0,8.619006308663302e-08
1912,5.209421227725386e-10,5.3136098188133474e-08
1913,0.0,5.409049563809276e-08
1914,6.696743715117748e-10,1.118356180995761e-07
1915,0.0,8.482148672328549e-08
1916,0.0,9.339342454950383e-08
1917,0.0,6.031533672512523e-08
1918,0.0,4.709414369585829e-08
1919,0.0,6.169258170984904e-08
1920,7.572231730534895e-10,5.906340660999376e-08
1921,0.0,1.620567928739547e-07
1922,7.377935484775833e-10,4.131644004701229e-08
1923,0.0,2.229349149729387e-08
1924,0.0,4.1253198190815965e-08
1925,0.0,3.739380360912037e-08
1926,0.0,3.232380052509143e-08
1927,0.0,4.1252132376712325e-08
1928,0.0,3.1992914983902665e-08
1929,0.0,4.9017788938954254e-08
1930,0.0,4.3064773080914165e-08
1931,0.0,3.307553342324354e-08
1932,0.0,3.06867029564728e-08
1933,1.1470662197865522e-09,8.02946331646126e-08
1934,0.0,2.036868629318178e-08
1935,0.0,2.2739740757060645e-08
1936,0.0,3.758661648589623e-08
1937,0.0,2.6441348666139675e-08
1938,0.0,4.537825049055755e-08
1939,0.0,4.435274547631707e-08
1940,0.0,2.028626333583361e-08
1941,0.0,2.066051862925633e-08
1942,0.0,2.730790527039062e-08
1943,0.0,4.3548528338988035e-08
1944,0.0,5.462416652335378e-08
1945,0.0,1.089252066321933e-08
1946,0.0,2.645009899993056e-08
1947,2.3841741914054637e-09,1.6689218895749036e-08
1948,0.0,1.522064252412747e-08
1949,0.0,3.043272656100271e-08
1950,0.0,3.19060831088791e-08
1951,1.0661401761424827e-09,4.051332780363737e-08
1952,0.0,2.003512733494972e-08
1953,0.0,3.770839640537815e-08
1954,0.0,2.34540866728139e-08
1955,9.385607846468247e-10,1.783265446420046e-08
1956,0.0,3.8373023869553435e-08
1957,0.0,2.1204090927540165e-08
1958,0.0,2.7298403537656668e-08
1959,3.8753737996444215e-09,3.332821663093455e-08
1960,6.920833350854139e-10,2.629916728835724e-08
1961,6.948159270159238e-10,2.91822690456911e-08
1962,0.0,4.756467220090599e-08
1963,0.0,3.7503109950876024e-08
1964,0.0,3.102823953327061e-08
1965,1.0944086747954884e-09,3.3379464525751246e-08
1966,0.0,2.7141465963609335e-08
1967,0.0,3.303324902503846e-08
1968,0.0,3.233819256820425e-08
1969,4.5417578031781147e-10,4.4509224750299836e-08
