year,premier_ADJ hôtel_NOUN,premier_ADJ motel_NOUN
1800,6.288328968651058e-09,0.0
1801,2.3811825844433088e-09,0.0
1802,0.0,0.0
1803,3.900678446910888e-09,0.0
1804,2.2246657849223084e-08,0.0
1805,0.0,0.0
1806,5.76333825108577e-09,0.0
1807,1.1387820464392462e-08,0.0
1808,7.931258849680489e-08,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,0.0,0.0
1813,0.0,0.0
1814,1.5733386149463513e-08,0.0
1815,8.091670444798638e-09,0.0
1816,1.622322720606917e-08,0.0
1817,1.0898113744772786e-08,0.0
1818,9.536941902865692e-09,0.0
1819,7.24573512300708e-09,0.0
1820,9.493184904840746e-09,0.0
1821,1.4792232216898071e-08,0.0
1822,1.4035862250239006e-08,0.0
1823,2.075364236020505e-08,0.0
1824,1.0947446504872005e-08,0.0
1825,2.8177417732422327e-08,0.0
1826,5.284790383086602e-09,0.0
1827,1.1982455028203276e-08,0.0
1828,5.5033806956039655e-09,0.0
1829,1.1145129097389628e-08,0.0
1830,1.6698937344017395e-08,0.0
1831,2.0268567268999504e-08,0.0
1832,4.058990810129615e-09,0.0
1833,1.3900354645102198e-08,0.0
1834,1.7735608093261135e-08,0.0
1835,2.4201881387853064e-08,0.0
1836,1.2769425072889362e-08,6.720750067579218e-10
1837,6.262101948095733e-09,0.0
1838,2.5248647617104325e-08,0.0
1839,5.593180252283503e-09,0.0
1840,1.1465439264668476e-08,0.0
1841,1.0914932957462042e-08,0.0
1842,2.0124794719578176e-08,0.0
1843,1.7720733547221812e-08,0.0
1844,2.8540519281250454e-08,1.097712254427563e-09
1845,8.370341586516616e-09,0.0
1846,1.8148954339380907e-08,0.0
1847,1.5640349459999925e-08,0.0
1848,3.057184322363682e-08,0.0
1849,4.105913253837912e-08,0.0
1850,2.7834882843080777e-08,0.0
1851,1.8703372406392305e-08,0.0
1852,1.6927417689771573e-08,0.0
1853,2.6873693936835252e-08,0.0
1854,3.896748168585873e-08,0.0
1855,2.1227748447927297e-08,0.0
1856,1.0354378687793542e-08,0.0
1857,2.5871998765580884e-08,0.0
1858,3.131952608370625e-08,0.0
1859,1.9350259616857102e-08,0.0
1860,3.066713194499471e-08,0.0
1861,2.0278644541349422e-08,4.715963730639317e-10
1862,9.035972914350765e-09,0.0
1863,2.4973104750802833e-08,0.0
1864,3.068625875624065e-08,4.794727948009836e-10
1865,2.871174986651681e-08,0.0
1866,1.897589108068587e-08,0.0
1867,2.91168689159349e-08,0.0
1868,4.198893099882639e-08,0.0
1869,2.4905948192710525e-08,0.0
1870,4.587238899844692e-08,0.0
1871,1.3382682895191067e-07,0.0
1872,4.4750310013164096e-08,0.0
1873,3.112722274378754e-08,0.0
1874,2.509335866873741e-08,0.0
1875,3.604562237580211e-08,0.0
1876,2.4788660679675445e-08,0.0
1877,2.1646855308254942e-08,0.0
1878,2.536417337273278e-08,0.0
1879,4.032154576893987e-08,0.0
1880,2.6954953824542827e-08,0.0
1881,2.8587281875047665e-08,0.0
1882,3.128030989785202e-08,0.0
1883,3.412443067007942e-08,0.0
1884,3.498899570075764e-08,0.0
1885,3.4161868445181653e-08,0.0
1886,3.8075436359363835e-08,0.0
1887,3.525619152178194e-08,0.0
1888,3.360525813178583e-08,0.0
1889,4.5735498277466036e-08,0.0
1890,5.5056846748335886e-08,0.0
1891,4.844407230919501e-08,0.0
1892,5.641661093847006e-08,0.0
1893,4.0645549592710495e-08,0.0
1894,5.16726206267748e-08,0.0
1895,3.2500517832545484e-08,0.0
1896,3.656157954168293e-08,0.0
1897,4.661370733849424e-08,0.0
1898,4.1871826228501163e-08,0.0
1899,2.8743407654019393e-08,0.0
1900,4.36048467333805e-08,0.0
1901,4.6386532503994715e-08,0.0
1902,3.240787393998801e-08,0.0
1903,5.6702313955270256e-08,0.0
1904,6.503296567927919e-08,0.0
1905,3.8705693761187376e-08,0.0
1906,4.012464022151718e-08,0.0
1907,3.4971335605149534e-08,0.0
1908,4.7640474232224506e-08,0.0
1909,4.345777115943861e-08,0.0
1910,4.435644962441643e-08,0.0
1911,4.203095693711134e-08,0.0
1912,2.7609932895522604e-08,0.0
1913,3.234823808817566e-08,0.0
1914,4.1519810978218885e-08,6.696743715117748e-10
1915,5.065727715081181e-08,0.0
1916,2.5271162940043723e-08,0.0
1917,4.934891117969187e-08,0.0
1918,5.2837330066779487e-08,0.0
1919,3.68313932685993e-08,0.0
1920,1.9687802499390727e-08,0.0
1921,3.4077364041706915e-08,0.0
1922,4.352982019284468e-08,0.0
1923,3.3971033985835675e-08,0.0
1924,4.512068496609345e-08,0.0
1925,2.1996356291964503e-08,0.0
1926,2.2292277024327234e-08,0.0
1927,3.7907365690870165e-08,0.0
1928,3.656333336099493e-08,1.1426041224282812e-09
1929,4.567566591617833e-08,0.0
1930,4.621585603103995e-08,0.0
1931,3.421607086551148e-08,0.0
1932,3.287861050083052e-08,0.0
1933,3.3264920373810014e-08,0.0
1934,2.036868629318178e-08,0.0
1935,3.351119559624749e-08,0.0
1936,3.3949200339833396e-08,0.0
