year,premier_ADJ arc_NOUN,premier_ADJ mark_NOUN
1859,1.176292054871908e-07,0.0
1860,1.565396843261624e-07,0.0
1861,7.781340372048362e-08,0.0
1862,1.9201441153748888e-07,0.0
1863,1.3585368319191105e-07,0.0
1864,1.4144447391117865e-07,0.0
1865,7.625087761198301e-08,0.0
1866,9.001383682871733e-08,0.0
1867,9.462982042407475e-08,0.0
1868,1.9265508610644133e-07,0.0
1869,3.4379975444309707e-07,0.0
1870,8.486392033546508e-08,0.0
1871,6.160282595146782e-08,0.0
1872,1.7537283936164272e-07,0.0
1873,1.1433268620741899e-07,0.0
1874,1.7983572941915327e-07,0.0
1875,1.2930651394071901e-07,0.0
1876,8.101660142756373e-08,0.0
1877,1.1318213277711209e-07,0.0
1878,8.333942336236078e-08,0.0
1879,9.408360779339375e-08,0.0
1880,8.471557055855783e-08,0.0
1881,1.0110135861829406e-07,0.0
1882,1.7636771243445537e-07,0.0
1883,1.0869263133983509e-07,6.319338941018771e-10
1884,1.2213139655159466e-07,0.0
1885,7.090199005688191e-08,0.0
1886,1.0131937955293324e-07,0.0
1887,8.161156017649773e-08,0.0
1888,1.1286294365753236e-07,0.0
1889,1.7855640210839852e-07,1.2530273485467092e-09
1890,1.6910317413021403e-07,0.0
1891,1.300340896071006e-07,0.0
1892,1.661155799581593e-07,0.0
1893,1.9091091063572208e-07,6.158416554491453e-10
1894,1.2098955437522818e-07,0.0
1895,1.1796484500337101e-07,0.0
1896,1.0201859840242022e-07,0.0
1897,9.847146031916054e-08,0.0
1898,8.600699363814357e-08,0.0
1899,1.746714701766905e-07,0.0
1900,1.0018732865546554e-07,0.0
1901,1.3468861270737875e-07,0.0
1902,1.1637372737682838e-07,0.0
1903,1.06924360920857e-07,0.0
1904,1.0964235563903912e-07,5.374625189347171e-10
1905,6.244518147013878e-08,4.1286072338664326e-09
1906,9.876833928501583e-08,0.0
1907,7.91997862847893e-08,0.0
1908,1.4586825813900361e-07,0.0
1909,9.186642885294916e-08,0.0
1910,1.0581418052879599e-07,0.0
1911,1.5907919004298776e-07,0.0
1912,9.63742934345646e-08,0.0
1913,1.0393859950497131e-07,0.0
1914,9.91118085380549e-08,0.0
1915,7.304072369151982e-08,0.0
1916,5.383856560570166e-08,0.0
1917,3.3995917192441993e-08,0.0
1918,9.074237539152818e-08,0.0
1919,4.603924352863942e-08,9.207848372660976e-10
1920,8.32945517004191e-08,7.572231730534895e-10
1921,1.264648785692657e-07,0.0
1922,1.3944297494461466e-07,2.2133805899215986e-09
1923,1.4437689932478293e-07,0.0
1924,1.1602462279824977e-07,1.289162443462999e-09
1925,1.9686738994550979e-07,0.0
1926,7.913758537370086e-08,0.0
1927,1.4939961090476572e-07,0.0
1928,1.0397697447483978e-07,0.0
1929,1.347989240230163e-07,0.0
1930,9.663315125862937e-08,0.0
1931,1.5055070523573022e-07,0.0
1932,1.4576184192982566e-07,1.0959536611565568e-09
1933,1.5600100766732794e-07,0.0
1934,1.042397439476872e-07,0.0
1935,1.4361941680363088e-07,0.0
1936,1.0912243331162585e-07,1.2124714565686645e-09
1937,1.1961562540463433e-07,1.2591118148108649e-09
1938,1.0112867476763654e-07,0.0
1939,7.799965917598684e-08,0.0
1940,9.128818589942966e-08,0.0
1941,1.121570960549434e-07,0.0
1942,2.5790799895730743e-07,0.0
1943,2.438717532360357e-07,0.0
1944,3.052526782454379e-07,0.0
1945,2.7449150641345454e-07,0.0
1946,8.770295512050552e-08,0.0
1947,1.2040079688802052e-07,0.0
1948,3.5768511930101e-07,0.0
1949,5.055759313421504e-07,9.817008317369869e-10
1950,1.882459017554794e-07,0.0
1951,3.955379936915193e-07,0.0
1952,4.6080793714153856e-07,0.0
1953,2.1547655082443384e-07,0.0
1954,2.1010952067079813e-07,0.0
1955,9.667175993044452e-08,0.0
1956,1.3604980231285424e-07,0.0
1957,2.0408937473348487e-07,0.0
1958,2.564395376047912e-07,0.0
1959,2.984037927866723e-07,1.5501495642666896e-09
1960,1.9447541937944735e-07,1.3841666701708277e-09
1961,1.5216468796097615e-07,0.0
1962,2.720699208147437e-07,1.2683912808952869e-09
1963,1.7264361584778953e-07,0.0
1964,4.277029876376126e-07,0.0
1965,2.9603754470031163e-07,0.0
1966,3.035412952101524e-07,0.0
1967,1.4643096335476002e-07,0.0
1968,1.0914140546880446e-07,4.4914158503495116e-10
1969,9.810196785475789e-08,9.083515606356229e-10
1970,6.806113361790267e-08,1.3796175313274261e-09
1971,1.1612778028080584e-07,5.138397485282553e-10
1972,3.0832183595119744e-07,0.0
1973,2.1666891492078122e-07,1.102640756478479e-09
1974,1.378265068741058e-07,5.625571675160757e-10
1975,1.1994108106705426e-07,0.0
1976,8.798831663270335e-08,0.0
1977,1.0108064679714701e-07,0.0
1978,8.851481247962312e-08,0.0
1979,4.9741775143274936e-08,0.0
1980,6.481071701536223e-08,0.0
1981,6.894849058358687e-08,0.0
1982,1.2166704355109914e-07,0.0
1983,8.90459570523916e-08,0.0
1984,4.871167291753409e-08,0.0
1985,9.324114813580309e-08,0.0
1986,9.531231542903029e-08,0.0
1987,1.417709496465136e-07,0.0
1988,5.097070848725238e-08,0.0
1989,8.012658203604417e-08,0.0
1990,1.6945304459614619e-07,5.44865097484859e-10
1991,5.392548124705243e-08,0.0
1992,2.3362163181772644e-07,1.1019888335184191e-09
1993,8.474987289730507e-08,0.0
1994,1.7934750518033837e-08,0.0
1995,9.868860217920883e-08,3.795715741716776e-09
1996,4.110330897866277e-08,0.0
1997,5.178486039980612e-08,0.0
1998,3.480734278582531e-08,0.0
1999,2.4222065964085715e-08,0.0
2000,4.771473882669852e-08,3.092622158362701e-09
2001,4.994581512263174e-08,0.0
2002,5.169841238439332e-08,4.38122149670761e-10
2003,5.291991849176725e-07,0.0
2004,3.3916894182084434e-08,0.0
2005,4.458711999610898e-08,0.0
2006,2.388376074691223e-08,0.0
2007,2.680295750900896e-07,0.0
2008,3.2356542334355254e-08,0.0
2009,3.337734710839868e-08,0.0
2010,3.164941375644048e-08,0.0
2011,4.282848736769651e-08,0.0
2012,3.131912645892854e-08,0.0
2013,2.4544300814000053e-08,0.0
2014,2.663497511434798e-08,2.1654451842767486e-10
2015,4.433150771476768e-08,0.0
2016,3.148436916733388e-08,0.0
2017,3.547012106253078e-08,0.0
2018,4.233605266357188e-08,0.0
2019,1.811201322254874e-08,5.1019755087367e-10
