year,dernier_ADJ arc_NOUN,dernier_ADJ mark_NOUN
1800,5.345079756580162e-08,0.0
1801,2.3811825844433088e-09,0.0
1802,1.1189200677108602e-08,0.0
1803,1.950339267864365e-08,0.0
1804,1.9774807569206132e-08,0.0
1805,2.3311596919484145e-07,0.0
1806,6.916005901302924e-08,0.0
1807,1.7081731584767113e-08,0.0
1808,9.064295980465431e-09,0.0
1809,2.710836710662079e-08,0.0
1810,6.786367379163494e-08,0.0
1811,3.008491944456182e-08,0.0
1812,1.3336041604361526e-08,0.0
1813,8.627225156487839e-09,0.0
1814,7.237357380063258e-08,0.0
1815,1.6183340889597275e-08,0.0
1816,9.270415546325239e-09,0.0
1817,1.556873407970727e-09,0.0
1818,2.384235475716423e-09,0.0
1819,1.0351049795076506e-08,0.0
1820,1.1866481131050932e-09,0.0
1821,1.2819934447350079e-08,0.0
1822,1.804610860745015e-08,0.0
1823,7.906149512848515e-09,0.0
1824,5.052667617633233e-09,0.0
1825,4.4027217427355936e-09,0.0
1826,1.9377566218281572e-08,0.0
1827,3.594736597278825e-08,0.0
1828,2.2013523448549677e-08,0.0
1829,2.4004892296147773e-08,0.0
1830,2.7135772739939057e-08,0.0
1831,2.0268567268999504e-08,0.0
1832,2.1647950987357945e-08,0.0
1833,2.548398292390175e-08,0.0
1834,3.9205030333278046e-08,0.0
1835,3.1764969321557146e-08,0.0
1836,1.1425274948351216e-08,0.0
1837,1.948209416013924e-08,0.0
1838,3.28232410140572e-08,0.0
1839,2.6567605004856887e-08,0.0
1840,5.7327198987877637e-08,0.0
1841,2.953452238330101e-08,0.0
1842,3.085801836277824e-08,0.0
1843,1.2995204023980023e-08,0.0
1844,2.140538946093784e-08,0.0
1845,3.961961780873935e-08,0.0
1846,1.0538101946622191e-08,0.0
1847,5.716817241818717e-08,0.0
1848,1.448139919091318e-08,0.0
1849,7.54147322368226e-09,0.0
1850,2.3761487000228954e-08,0.0
1851,3.1602251482354404e-08,0.0
1852,2.669323606596663e-08,0.0
1853,1.6124216628554677e-08,0.0
1854,3.896748168585873e-08,0.0
1855,2.9718847827098216e-08,0.0
1856,2.1226476576430287e-08,0.0
1857,7.322263684272912e-09,0.0
1858,2.1532175153993194e-08,0.0
1859,2.1387128512628806e-08,0.0
1860,1.0527522853465143e-08,0.0
1861,2.357981898626349e-08,0.0
1862,1.400575744270327e-08,0.0
1863,3.2465035104678464e-08,0.0
1864,2.2535221688713136e-08,0.0
1865,2.6829013677343028e-08,0.0
1866,3.065336073859726e-08,0.0
1867,3.154327288257264e-08,0.0
1868,2.1735445443482604e-08,0.0
1869,3.955650385023546e-08,0.0
1870,4.0711746862598375e-08,0.0
1871,1.1683295220166201e-08,0.0
1872,7.256807155187062e-09,0.0
1873,1.7359413462259e-08,0.0
1874,5.078417686377179e-08,0.0
1875,3.94785359958405e-08,0.0
1876,2.9020871039620033e-08,0.0
1877,1.9791411176584006e-08,0.0
1878,1.8117265909722846e-08,0.0
1879,1.221865097988939e-08,0.0
1880,2.2462462112571302e-08,0.0
1881,5.5780060570498335e-09,0.0
1882,1.1314154946262533e-08,0.0
1883,1.3270612164717477e-08,0.0
1884,2.772712726084592e-08,0.0
1885,1.2246707647989297e-08,0.0
1886,3.9366128135043255e-08,6.453463874400711e-10
1887,1.566941953967671e-08,0.0
1888,1.3315291091942072e-08,6.340614699951175e-10
1889,2.8193115397812107e-08,1.2530273485467092e-09
1890,3.0150179242127706e-08,0.0
1891,1.6572972327821844e-08,0.0
1892,1.3163876211308434e-08,0.0
1893,1.23168328869383e-08,0.0
1894,1.449354058991048e-08,0.0
1895,3.611168697403855e-09,0.0
1896,1.7101383420481397e-08,5.89702897624278e-10
1897,3.029891004757701e-08,0.0
1898,1.0750873968845553e-08,0.0
1899,1.5477219506010442e-08,0.0
1900,1.764958135197503e-08,0.0
1901,5.029864968975062e-09,0.0
1902,1.915010727771005e-08,0.0
1903,2.754112315983548e-08,0.0
1904,3.0097901060344157e-08,0.0
1905,2.9932401446330914e-08,0.0
1906,9.773950537805831e-09,0.0
1907,1.9542804707839423e-08,0.0
1908,2.3083527977973972e-08,0.0
1909,1.7053048750881317e-08,0.0
1910,1.5498036631811374e-08,0.0
1911,3.351835786702395e-08,5.320374141248863e-10
1912,6.251305251225858e-09,4.688478938419394e-09
1913,1.5378670781274195e-08,0.0
1914,1.1384464038144415e-08,0.0
1915,1.767114277129167e-08,2.1205371680821372e-08
1916,1.0987461607214755e-08,9.888715624128963e-09
1917,1.973956464951243e-08,7.676496771580332e-09
1918,4.3648228142956214e-08,1.1486376294556067e-09
1919,4.051453217357448e-08,0.0
1920,9.843901693784574e-09,4.543339038320937e-09
1921,1.060184651180407e-08,5.300923255902035e-09
1922,3.172512208493572e-08,7.377935484775833e-10
1923,2.5478275489376756e-08,4.246379248229459e-09
1924,9.926550603722717e-08,0.0
1925,1.5397448649423495e-08,0.0
1926,1.2260752413340015e-08,0.0
1927,2.3413372574054847e-08,0.0
1928,1.9424270192303084e-08,0.0
1929,4.4561623724348465e-08,0.0
1930,1.1553964007759987e-08,0.0
1931,2.2810713318222042e-08,0.0
1932,1.53433514782364e-08,2.1919073223131136e-09
1933,1.9500125958415992e-08,0.0
1934,1.677421224144382e-08,0.0
1935,2.0346082152400413e-08,2.393656828303392e-09
1936,1.091224355320719e-08,0.0
1937,2.1404900962807005e-08,0.0
1938,9.075650453382877e-09,0.0
1939,3.058810094103137e-09,0.0
1940,5.0715658339584024e-09,2.5357829169792012e-09
1941,8.854508237732261e-09,0.0
1942,3.034211770724937e-09,0.0
1943,2.0322646676618206e-08,0.0
1944,1.927911696952833e-08,6.4263723231761105e-09
1945,0.0,0.0
1946,6.960552134671616e-09,1.3921104269343232e-09
1947,7.152522574216391e-09,1.1920870957027319e-09
1948,2.8266908813634473e-08,0.0
1949,7.853606653895895e-09,1.9634016634739737e-09
1950,1.1698897850465073e-08,0.0
1951,7.462981344019681e-09,0.0
1952,8.435843135146115e-09,0.0
1953,1.1851209791302608e-08,0.0
1954,1.6613311615287785e-08,2.9317608341017376e-09
1955,9.385607846468247e-09,0.0
1956,2.1802854632824165e-08,0.0
1957,2.8272120644601273e-08,0.0
1958,1.7371711180658167e-08,0.0
