year,dernier_ADJ arc_NOUN,dernier_ADJ mark_NOUN
1959,1.9376869886400527e-08,0.0
1960,4.844583401109048e-09,0.0
1961,1.250668635321972e-08,0.0
1962,2.1562652108286784e-08,0.0
1963,1.5518526907953856e-08,0.0
1964,2.1902286206909594e-08,0.0
1965,1.3132904541635071e-08,0.0
1966,1.163205709531212e-08,5.539074754423723e-10
1967,2.415864486238206e-08,0.0
1968,1.0330256650092906e-08,0.0
1969,9.083515273289322e-09,0.0
1970,5.518470125309705e-09,1.3796175313274261e-09
1971,1.1304474689666222e-08,0.0
1972,1.539044092169206e-08,2.565073486948677e-09
1973,9.923766697284009e-09,5.513203782392395e-10
1974,1.1251143128276908e-08,1.1251143350321513e-09
1975,1.313640396460869e-08,5.711480177694739e-10
1976,9.712995741040231e-09,0.0
1977,1.1753563455840776e-08,5.876781838942691e-10
1978,1.128712323605896e-08,0.0
1979,1.1703946256602649e-08,0.0
1980,1.2507331170752423e-08,0.0
1981,5.69299452024552e-09,0.0
1982,6.2075020679230875e-09,1.2415004579935385e-09
1983,1.0736036948344463e-08,0.0
1984,8.118611560803402e-09,0.0
1985,7.820225356169885e-09,6.015558051686298e-10
1986,8.991728250862252e-09,0.0
1987,1.099947066762752e-08,0.0
1988,6.596209356501959e-09,0.0
1989,6.585746614717891e-09,0.0
1990,7.083246433836621e-09,0.0
1991,4.68917216167597e-09,0.0
1992,7.162927584403178e-09,0.0
1993,6.647049133334804e-09,0.0
1994,4.2199412852994556e-09,0.0
1995,1.1929391696696712e-08,1.626735190995987e-09
1996,4.804283193493575e-09,5.338092190498855e-10
1997,5.753873377756236e-09,0.0
1998,1.2397135762398648e-08,0.0
1999,5.484241505371301e-09,9.140402323914998e-10
2000,7.510653432518666e-09,0.0
2001,1.2267393323384113e-08,4.3812117822561447e-10
2002,1.1391176002462089e-08,0.0
2003,5.416999737661854e-09,0.0
2004,4.845270407116686e-09,0.0
2005,8.557123898356167e-09,0.0
2006,1.0294725072412803e-08,8.235779835885637e-10
2007,4.393927444112933e-09,0.0
2008,8.940623352771127e-09,4.257439678578834e-10
2009,4.76819250749827e-09,0.0
2010,3.7790344187271785e-09,0.0
2011,4.971163480860241e-09,0.0
2012,4.425528388196653e-09,1.7021263287730903e-09
2013,5.857162754807632e-09,5.578250084070646e-10
2014,3.897801192920269e-09,2.1654451842767486e-10
2015,8.86630147078904e-09,1.329945265027277e-09
2016,7.45682449121432e-09,4.1426800878596737e-10
2017,3.2702947017071438e-09,7.54683426862357e-10
2018,6.453666934191915e-09,0.0
2019,5.612172948588068e-09,2.55098775436835e-10
