year,premier_ADJ arrêt_NOUN,premier_ADJ marais_NOUN
1891,2.7791598122828276e-07,3.824531802365527e-09
1892,3.2094782609348727e-07,3.1342561879199593e-09
1893,3.2085350221144893e-07,8.621783287310336e-09
1894,2.2748557171325956e-07,1.2603078580752936e-09
1895,2.491706454499365e-07,0.0
1896,2.972102466358706e-07,3.5382172747233653e-09
1897,3.2862663423838256e-07,5.826713556089658e-10
1898,2.7725937834510717e-07,0.0
1899,2.65876513694252e-07,0.0
1900,3.208070817883879e-07,5.191053142894475e-10
1901,2.5428760985768406e-07,0.0
1902,2.7595794716006594e-07,0.0
1903,3.3103351437802075e-07,0.0
1904,2.343336520382877e-07,5.374625189347171e-10
1905,3.24095670078961e-07,0.0
1906,2.669831626889163e-07,4.629765903985117e-09
1907,2.694849878803751e-07,5.142843373384665e-10
1908,2.3378212565816625e-07,0.0
1909,3.1905704123147416e-07,0.0
1910,2.891185566511467e-07,0.0
1911,2.894283577248302e-07,3.7242617878519013e-09
1912,2.849553286665696e-07,0.0
1913,2.778766594602189e-07,5.30298971401777e-10
1914,3.0470183709496723e-07,0.0
1915,2.1794409432729367e-07,0.0
1916,3.2083387857539947e-07,0.0
1917,2.4235798934402197e-07,0.0
1918,2.0560613478437517e-07,0.0
1919,2.0993893801168895e-07,0.0
1920,2.142941522009778e-07,0.0
1921,2.7261890522822796e-07,0.0
1922,2.478986234066838e-07,0.0
1923,2.431052132934042e-07,0.0
1924,1.972418521845043e-07,1.289162443462999e-09
1925,1.8696901804560184e-07,0.0
1926,1.8056743744665482e-07,0.0
1927,2.2521433740152474e-07,0.0
1928,2.5708593609508057e-07,0.0
1929,2.3729065468103272e-07,0.0
1930,2.3212963862206948e-07,0.0
1931,1.9959374597533497e-07,0.0
1932,1.9398379347279615e-07,0.0
1933,2.0303071579519383e-07,0.0
1934,1.8451633110316834e-07,0.0
1935,2.3457836917373243e-07,4.787313656606784e-09
1936,1.842956569575449e-07,0.0
1937,2.2286278955618855e-07,2.5182236296217297e-09
1938,2.5152516158755134e-07,0.0
1939,2.1564610808155749e-07,0.0
1940,2.485067289725862e-07,0.0
1941,2.2136269794970076e-07,0.0
1942,1.6688164805600536e-07,0.0
1943,1.6258117430112407e-07,0.0
1944,1.3174063262511027e-07,0.0
1945,1.5249528306782167e-07,0.0
1946,1.9907179549250031e-07,0.0
1947,1.811972372145476e-07,0.0
1948,1.804733438248718e-07,2.174377566888097e-09
1949,1.6001723834868642e-07,0.0
1950,2.44613305389052e-07,0.0
1951,2.0789733490289564e-07,1.0661401761424827e-09
1952,2.3304016405489847e-07,0.0
1953,2.564170853425196e-07,0.0
1954,2.3551811700883718e-07,0.0
1955,2.7969112803560847e-07,1.8771215692936494e-09
1956,3.0087938984735274e-07,0.0
1957,2.5533260128440816e-07,2.6505113659425206e-09
1958,2.4651285546184454e-07,0.0
1959,2.1082033585528848e-07,7.750747821333448e-10
1960,2.8998291234927365e-07,0.0
1961,2.6958858967418564e-07,0.0
1962,2.409943427039707e-07,6.341956404476434e-10
1963,1.9915444315898867e-07,1.939815863494232e-09
1964,2.324075878412657e-07,1.2167936658258327e-09
1965,2.352978598629818e-07,1.0944086747954884e-09
1966,2.2045517411584115e-07,1.1078149508847446e-09
1967,2.336979134653916e-07,2.9582012395223956e-09
1968,1.7381779748859572e-07,8.982831700699023e-10
1969,1.952955912543075e-07,0.0
1970,1.8808785418045204e-07,4.5987250119061684e-10
1971,1.741916770825469e-07,1.541519245584766e-09
1972,1.790421322311886e-07,0.0
1973,1.9241081083976042e-07,0.0
1974,1.8114341360231379e-07,1.1251143350321513e-09
1975,2.1703624009106193e-07,1.7134440533084216e-09
1976,2.2225620055493778e-07,0.0
1977,1.9158309338962454e-07,5.876781838942691e-10
1978,2.50692958836396e-07,1.1881182704343018e-09
1979,1.849223509875486e-07,5.851973350345929e-10
1980,2.2740602201309912e-07,1.7055452605774235e-09
1981,1.8660371647882812e-07,0.0
1982,2.0050232940604928e-07,6.207502289967692e-10
1983,2.5008650350599737e-07,1.2630632095778083e-09
1984,1.8904767640215425e-07,0.0
1985,2.123491977812364e-07,0.0
1986,1.8822684832997538e-07,5.994485463567401e-10
1987,1.8699099602059732e-07,0.0
1988,2.9323149242088675e-07,1.1993107618124554e-09
1989,2.4641668616709467e-07,1.0976244357863152e-09
1990,2.1140766470750805e-07,0.0
1991,2.473538316394297e-07,0.0
1992,2.424375376008925e-07,1.1019888335184191e-09
1993,2.503721709956608e-07,5.539207426075166e-10
1994,2.8115357419977727e-07,1.0549853213248639e-09
1995,2.429257950353758e-07,0.0
1996,2.4822128619206296e-07,1.067618438099771e-09
1997,2.689935696409407e-07,0.0
1998,2.5461809549653935e-07,9.536258449571733e-10
1999,2.7238397581896834e-07,1.3710603763428253e-09
2000,2.531532024008243e-07,0.0
2001,2.580533884355418e-07,8.762423564512289e-10
2002,2.3483347710850921e-07,4.38122149670761e-10
2003,2.370979110821736e-07,4.1669229178253886e-10
2004,2.1539429528871779e-07,8.809582507929292e-10
2005,2.373476011285902e-07,0.0
2006,2.1783637116357113e-07,1.2353669198716943e-09
2007,1.9772673276463593e-07,0.0
2008,1.9413925400613152e-07,4.257439678578834e-10
2009,2.1027728713818306e-07,9.53638501499654e-10
2010,2.456372421022479e-07,0.0
2011,2.2752632666822592e-07,2.2943831279320648e-09
2012,2.4885087768211633e-07,2.0425516833455504e-09
2013,3.062459352776159e-07,5.578250084070646e-10
2014,2.95150190510185e-07,6.496335691608124e-10
2015,3.7437957800534605e-07,1.329945265027277e-09
2016,3.0738686440656693e-07,4.1426800878596737e-10
2017,3.3130600840536317e-07,0.0
2018,3.1235747322000407e-07,7.744400121190154e-10
2019,3.2984270958991146e-07,0.0
