year,dernier_ADJ être_NOUN,dernier_ADJ maître_NOUN
1888,4.4384300679212174e-09,8.433017395503839e-08
1889,3.759081934617825e-09,8.771191550849267e-08
1890,6.554386366985909e-09,6.226667093045535e-08
1891,8.92390783491237e-09,6.629189175377803e-08
1892,5.014809900671935e-09,7.146104419319954e-08
1893,2.463366621796581e-09,6.959010789842068e-08
1894,5.041231432301174e-09,7.183755146300541e-08
1895,1.023164486468886e-08,6.620475723195796e-08
1896,1.1794058174530164e-08,5.307326222947495e-08
1897,7.574727511894253e-09,5.59364494723269e-08
1898,6.224190496340043e-09,6.959776754911218e-08
1899,4.4220627160029835e-09,1.0944605399743068e-07
1900,6.22926377147337e-09,7.994222150919938e-08
1901,1.676621685930968e-08,6.93003592844299e-08
1902,1.276673788908056e-08,4.762975225336419e-08
1903,2.1600881083827517e-09,7.506305799154234e-08
1904,7.524475265086039e-09,7.363236687041308e-08
1905,2.0643036169332163e-09,5.7284425925008264e-08
1906,1.388929860013377e-08,9.773950360170147e-08
1907,2.5714216866923323e-09,4.319988339274161e-08
1908,3.437972351250096e-09,4.567591926907255e-08
1909,8.251475058784763e-09,7.041258898166092e-08
1910,7.481810726517324e-09,6.252656126193301e-08
1911,6.916486494645824e-09,4.362706973459751e-08
1912,5.730363294986773e-09,4.428008004708772e-08
1913,2.121195885607108e-09,5.727228785668004e-08
1914,8.705767051697677e-09,6.29493917547741e-08
1915,1.1780761921542648e-09,2.0027295377644805e-08
1916,5.493730803607377e-09,6.372728322823207e-08
1917,6.57985488317081e-09,6.141197417264266e-08
1918,0.0,3.101321510712296e-08
1919,1.6574126959767455e-08,4.9722380879302364e-08
1920,1.2872794385998532e-08,5.83061847692079e-08
1921,6.815472630705699e-09,5.376650591415455e-08
1922,7.377935595798135e-09,5.5334517856664434e-08
1923,3.1847844361720945e-09,4.0340603302269074e-08
1924,6.445812328337297e-09,5.4144823624646676e-08
1925,4.399271169575059e-09,5.499088895355442e-08
1926,1.0031524944054127e-08,5.238685041319968e-08
1927,1.1149224654616319e-08,6.355058168594496e-08
1928,2.2852082448565625e-09,6.28432237359533e-08
1929,5.570202965543558e-09,7.241263833002165e-08
1930,2.100720708497761e-09,5.04172987803031e-08
1931,9.124285327288817e-09,5.930785462737731e-08
1932,7.6716757391182e-09,4.822196164600001e-08
1933,8.02946331646126e-09,6.882397052265787e-08
1934,1.1981580172459871e-09,3.235026646564165e-08
1935,7.180970484910176e-09,7.659701672935171e-08
1936,1.2124714565686645e-08,7.274828695003066e-08
1937,1.0072894518486919e-08,4.658713592675667e-08
1938,5.186085783037697e-09,4.148868626430158e-08
1939,1.5294050470515685e-09,3.6705722905594484e-08
1940,5.0715658339584024e-09,6.593035806190528e-08
1941,0.0,2.3612020783048138e-08
1942,0.0,4.2478965012193726e-08
1943,0.0,3.1935586841669306e-08
1944,0.0,6.426372145540427e-08
1945,4.357008087652048e-09,5.664110602765504e-08
1946,9.744772988540262e-09,6.542919006591319e-08
1947,1.6689218895749036e-08,2.861009051891017e-08
1948,8.697510267552389e-09,3.044128504825494e-08
1949,9.817008539414473e-09,4.221313609775734e-08
1950,6.381216888229346e-09,6.700277888072037e-08
1951,4.264560704569931e-09,4.264560571343168e-08
1952,4.2179215675730575e-09,2.214408811873625e-08
1953,9.696444647211422e-09,4.84822229029902e-08
1954,5.863521668203475e-09,3.127211489761805e-08
1955,3.754243138587299e-09,3.848099261460902e-08
1956,3.488456634670456e-09,3.924513669595342e-08
1957,1.1485549400447326e-08,3.887416683001632e-08
1958,1.3235589513271862e-08,4.053399393910695e-08
1959,6.975672928177801e-09,3.410329085795638e-08
1960,8.997083078554624e-09,3.045166707682512e-08
1961,9.03260666262895e-09,3.8909690358579496e-08
1962,9.512934273647744e-09,2.663621678777872e-08
1963,3.879631726988464e-09,4.461576863512562e-08
1964,7.909158605823308e-09,6.266487417860844e-08
1965,8.20806533852192e-09,4.815398080282307e-08
1966,7.200797291773142e-09,3.877352194869843e-08
1967,8.381570104631919e-09,4.437302014714817e-08
1968,8.533690198930799e-09,5.4795271653418354e-08
1969,4.995933444718048e-09,5.1776039344808567e-08
1970,9.657322941336588e-09,4.5067506726503836e-08
1971,1.0790635052160269e-08,3.9051820444058194e-08
1972,5.130146973897354e-09,6.310080635785198e-08
1973,4.410563025913916e-09,3.528450343015521e-08
1974,6.750686232237513e-09,5.906850386594442e-08
1975,9.709516746170266e-09,3.541117576943975e-08
1976,4.570821499072508e-09,2.856763492431469e-08
1977,1.1753563677885381e-08,3.526069036752233e-08
1978,4.752473081737207e-09,5.227720301093086e-08
1979,7.022368020415115e-09,5.0326971923198016e-08
1980,3.97960553399912e-09,4.6618234605944053e-08
1981,5.69299452024552e-09,4.617651150340407e-08
1982,6.2075020679230875e-09,3.476201237972987e-08
1983,6.946847541655643e-09,3.6628833299801045e-08
1984,5.799008384599347e-09,5.277097692157895e-08
1985,1.0226449020933615e-08,3.78980167248244e-08
1986,4.196139880008332e-09,3.2370222502464685e-08
1987,2.4443267410134695e-09,2.627651307651746e-08
1988,5.396898483667201e-09,3.0582423649061496e-08
1989,1.1525056464734007e-08,3.8965669135748726e-08
1990,6.538381391862913e-09,3.6505961586996705e-08
1991,5.8614650910726596e-09,3.399649739499466e-08
1992,1.1570882918476855e-08,3.9120602091102796e-08
1993,7.200969598386564e-09,4.154405530698568e-08
1994,2.637463358823311e-09,3.850696428386868e-08
1995,1.0844901865425527e-08,3.5788176866446975e-08
1996,5.3380921904988554e-09,2.882569827278303e-08
1997,7.671831170341648e-09,4.6510476803263145e-08
1998,5.72175506974304e-09,2.7655148948646513e-08
1999,5.941261704833778e-09,4.1131811956418574e-08
2000,7.510653432518666e-09,4.3296708884810187e-08
2001,7.886181485616817e-09,4.3812118599717564e-08
2002,8.762443215459825e-09,4.162160571752338e-08
2003,9.167230530238157e-09,4.2502613872841266e-08
2004,4.404791115186768e-09,4.008360168783476e-08
2005,8.106749049829887e-09,4.188486957268367e-08
2006,1.2353669365250397e-08,3.211954258119931e-08
2007,1.1184542181297275e-08,3.475197019042753e-08
2008,8.940623352771127e-09,3.363377229503861e-08
2009,1.0490023072406984e-08,4.9112383493365996e-08
2010,1.558851697724961e-08,3.3066551718974324e-08
2011,1.644307978665438e-08,3.020937855424677e-08
2012,1.3276585664190321e-08,4.39148597486394e-08
2013,2.2034087943101355e-08,4.5741650467334694e-08
2014,1.9705551773663288e-08,3.854492458543746e-08
2015,1.8397575574091718e-08,4.69914001044458e-08
2016,2.4856080527158042e-08,5.1576368065298084e-08
2017,1.6603035390971854e-08,3.622480226894709e-08
2018,2.039358665273383e-08,3.665682857256769e-08
2019,2.499968032587674e-08,3.5203631121305534e-08
