year,premier_ADJ an_NOUN,premier_ADJ man_NOUN
1800,1.2576658381391326e-08,0.0
1801,5.238601819002042e-08,0.0
1802,4.923248297927785e-08,4.475680270843441e-09
1803,1.755305234496518e-08,0.0
1804,5.6852570651244605e-08,4.943701892301533e-09
1805,1.1371510844071508e-08,0.0
1806,8.645007376628655e-09,0.0
1807,8.540865348294346e-09,2.8469551160981155e-09
1808,1.8128591960930862e-08,3.6257184365950934e-08
1809,2.2590304959990704e-08,0.0
1810,2.574139479349924e-08,0.0
1811,7.521229861140455e-09,5.0141535368197765e-09
1812,2.1337665856435706e-08,0.0
1813,4.026038169513413e-08,0.0
1814,1.5733386149463513e-08,0.0
1815,4.315557688983063e-08,0.0
1816,1.3905623319487859e-08,0.0
1817,7.784366928831332e-09,0.0
1818,1.3113295338484932e-08,1.0729059418679299e-08
1819,1.3456364911235141e-08,1.035105001712111e-09
1820,7.238553223487543e-08,1.1866481131050932e-09
1821,1.577838115718322e-08,0.0
1822,2.8071724500478012e-08,0.0
1823,4.249555285440465e-08,1.9765373782121287e-09
1824,7.242157096243318e-08,0.0
1825,1.1447076175841175e-08,0.0
1826,1.1362299801032094e-07,8.807984341885344e-10
1827,4.7929820112813104e-08,0.0
1828,3.0268594741755805e-08,9.172301251858528e-10
1829,6.772809124644397e-08,0.0
1830,1.5655253982060913e-08,0.0
1831,1.4032085493553836e-08,0.0
1832,1.7588959622116818e-08,1.3529969367098715e-09
1833,2.7800709290204395e-08,0.0
1834,1.4935249481595747e-08,1.8669061851994684e-09
1835,4.9916380362446944e-08,2.2689263801112247e-09
1836,7.661655132551459e-08,0.0
1837,6.818733033764346e-08,6.957890930081589e-10
1838,4.8603647551104245e-08,1.2624323808552163e-09
1839,2.4470162784950844e-08,6.9914751765765e-10
1840,4.0766007458614695e-08,0.0
1841,9.630822361827995e-09,1.2841097074556274e-09
1842,3.8237111255057243e-08,1.341653010911159e-09
1843,3.8394921131335025e-08,0.0
1844,3.402907916560949e-08,5.488561272137815e-10
1845,2.566904894196753e-08,0.0
1846,2.1076203893244383e-08,0.0
1847,2.6426795862732888e-08,2.6966118227278457e-09
1848,4.666228597960398e-08,0.0
1849,5.1952373070207614e-08,0.0
1850,3.055048125588655e-08,1.3577992064028876e-09
1851,2.257303499675345e-08,2.579775504329973e-09
1852,2.7344290387532055e-08,6.510545436100301e-10
1853,2.9859659633757474e-08,0.0
1854,1.1274591571464043e-07,0.0
1855,3.502578493908004e-08,1.5920811335945473e-09
1856,2.1226476576430287e-08,1.5531567143511893e-09
1857,5.174399508867111e-08,4.881509085841174e-10
1858,3.1808895073481835e-08,0.0
1859,2.8516170758052795e-08,2.5460866748261424e-09
1860,5.53839250017063e-08,1.8308735638683515e-09
1861,1.7920662287451705e-08,4.715963730639317e-10
1862,2.8463313594961903e-08,0.0
1863,2.6471489888990618e-08,9.989241656072068e-10
1864,2.3014694150447212e-08,4.794727948009836e-10
1865,2.9653119071326728e-08,1.4120533631256649e-09
1866,2.8220555337021835e-08,1.9462451650298362e-09
1867,6.454239098729886e-08,1.455843445796745e-09
1868,2.321740844024589e-08,0.0
1869,6.641585770239544e-08,4.883519144627257e-10
1870,2.6376625328339287e-08,1.7202146374017957e-09
1871,4.885741633486873e-08,0.0
1872,5.1402382683640724e-08,6.047339295989218e-10
1873,1.9155214303623325e-08,1.1972008939764578e-09
1874,5.0784177918483664e-08,1.7923826867161097e-09
1875,2.345826111138649e-08,0.0
1876,2.2974857127877613e-08,0.0
1877,3.277952487223956e-08,1.2369631985365004e-09
1878,7.005343150012777e-08,2.4156354694326865e-09
1879,3.848874796652524e-08,1.832797580370027e-09
1880,2.9522093214495726e-08,1.9253538763308597e-09
1881,3.834879080955034e-08,1.3945015142624584e-09
1882,4.4591080827771634e-08,1.3310770263785798e-09
1883,2.0853818505361943e-08,6.951273001654101e-09
1884,2.3766109080725073e-08,5.281357573494461e-09
1885,4.060750313783501e-08,1.2891271383708158e-09
1886,3.549404986591398e-08,1.936039106809062e-09
1887,1.958677409152898e-08,0.0
1888,1.1413106459912115e-08,2.53624587998047e-09
1889,2.3181005281980305e-08,1.2530273485467092e-09
1890,2.4906668727453507e-08,5.243509182406569e-09
1891,2.677172439291553e-08,0.0
1892,3.384996816180319e-08,6.268512375839919e-10
1893,2.0938616174248637e-08,6.158416554491453e-10
1894,2.5836310868498913e-08,0.0
1895,3.1898657715245804e-08,1.8055843487019274e-09
1896,3.125425251937486e-08,0.0
1897,3.088158351260972e-08,1.7480140668268973e-09
1898,1.0750873968845553e-08,0.0
1899,2.5979618456517528e-08,1.1055156790007459e-09
1900,3.166542283938867e-08,1.5573159428683425e-09
1901,1.117747761014698e-08,0.0
1902,1.178468167495339e-08,9.820567692386817e-10
1903,1.3500550899436803e-08,5.400220270956879e-10
1904,2.8485513503540005e-08,2.1498500757388683e-09
1905,2.11591113519205e-08,1.0321518084666081e-09
1906,2.0576738535282857e-08,0.0
1907,1.6457098794830927e-08,0.0
1908,1.6698723515062852e-08,9.822778146428846e-10
1909,1.1001967337165297e-08,0.0
1910,1.2825961626106164e-08,1.068830135508847e-09
1911,1.276889793899727e-08,1.5961122423746588e-09
1912,1.041884239993962e-08,0.0
1913,1.590896836489719e-08,1.060597942803554e-09
1914,1.6072185360371805e-08,2.6786975415582504e-09
1915,4.712304768617059e-09,1.1780761921542648e-09
1916,1.3184954461564757e-08,2.197492410260793e-09
1917,1.3159709433274713e-08,0.0
1918,5.743188147278033e-09,1.1486376294556067e-09
1919,1.1970202606903513e-08,9.207848372660976e-10
1920,1.2872794385998532e-08,7.572231730534895e-10
1921,1.6660043622440668e-08,1.5145494858259667e-09
1922,1.1066902949607993e-08,7.377935484775833e-10
1923,2.5478275489376756e-08,6.369568872344189e-09
1924,1.675911143195208e-08,1.289162443462999e-09
1925,3.1894715091240755e-08,0.0
1926,1.114613823460786e-08,0.0
1927,1.1149224654616319e-08,1.1149224876660924e-09
1928,9.140832868403947e-09,0.0
1929,1.4482528065684619e-08,0.0
1930,9.453243188239924e-09,0.0
1931,5.1324104077821175e-08,0.0
1932,1.8631212128639163e-08,0.0
1933,2.523545639121494e-08,2.2941324395731044e-09
1934,2.3963160344919743e-08,0.0
1935,2.752705352548901e-08,0.0
1936,6.0623572828433225e-09,0.0
1937,2.2664012888640173e-08,0.0
1938,1.2965214679638848e-08,0.0
1939,4.282334131744392e-08,1.5294050470515685e-09
1940,2.7893612752905028e-08,0.0
1941,7.969057236323351e-08,0.0
1942,9.102635090130207e-09,0.0
1943,5.806470415592457e-09,0.0
1944,9.639558484764166e-09,0.0
1945,4.357008087652048e-09,2.178504043826024e-09
1946,1.6705325123211878e-08,0.0
1947,1.9073394197377525e-08,1.1920870957027319e-09
1948,2.717971980814582e-08,0.0
1949,2.0615717910565934e-08,0.0
1950,9.571825110299415e-09,0.0
1951,3.1984206394497505e-09,2.1322803522849654e-09
1952,1.4762725264461096e-08,0.0
1953,8.619061908632375e-09,0.0
1954,4.886268278880834e-09,0.0
1955,4.6928039232341234e-09,0.0
1956,7.849027428008526e-09,0.0
1957,1.2369053004057662e-08,8.835037701437898e-10
1958,1.2408365002158916e-08,8.272243445794913e-10
1959,6.975673150222406e-09,0.0
1960,1.591791637389761e-08,6.920833350854139e-10
1961,9.72742331128984e-09,6.948159270159238e-10
1962,1.6489087428794846e-08,6.341956404476434e-10
1963,1.2932106940866106e-08,1.2932106496776896e-09
1964,1.2776333768727e-08,1.2167936658258327e-09
1965,2.637524995074969e-07,5.472043373977442e-10
1966,2.1048483844765542e-08,0.0
1967,2.4651678420806178e-08,1.479100675272349e-09
1968,1.4372530721118437e-08,0.0
1969,1.8893712194767431e-07,4.5417578031781147e-10
1970,1.5175792539290356e-08,2.7592350626548523e-09
1971,1.849823050292798e-08,5.138397485282553e-10
1972,1.5903454553267693e-08,0.0
1973,9.372446041489013e-09,5.513203782392395e-10
1974,1.5751600079827455e-08,5.625571675160757e-10
1975,9.138368284311582e-09,1.1422960355389478e-09
1976,1.2569759400005154e-08,0.0
1977,1.704266772151186e-08,1.1753563677885381e-09
1978,1.9009891771837317e-08,5.940591352171509e-10
1979,1.6385525825057812e-08,5.851973350345929e-10
1980,1.3644362084619388e-08,0.0
1981,1.0753433810073432e-08,6.325549528618524e-10
1982,1.6760255960868164e-08,6.207502289967692e-10
1983,6.946847541655643e-09,0.0
1984,1.3917620222958504e-08,0.0
1985,9.02333674446254e-09,6.015558051686298e-10
1986,7.1933827783254856e-09,1.7983456390702202e-09
1987,7.332980445085013e-09,6.110816852533674e-10
1988,1.3792074093910145e-08,5.996553809062277e-10
1989,7.134558721588746e-09,1.0976244357863152e-09
1990,9.262707045820662e-09,5.44865097484859e-10
1991,7.033758464558559e-09,5.861465202094962e-10
1992,1.8733810946969243e-08,0.0
1993,9.416652346772025e-09,0.0
1994,1.0549853435293244e-08,5.274926606624319e-10
1995,1.0302656505700725e-08,2.168980273165033e-09
1996,1.0676184380997711e-08,1.6014276571496566e-09
1997,2.4933450859521145e-08,9.58978896292706e-10
1998,1.668845261981744e-08,1.9072516899143466e-09
1999,1.2339542720951613e-08,1.8280804647829996e-09
2000,1.0161472663305915e-08,8.836062992401139e-10
2001,1.1829271784336015e-08,4.3812117822561447e-10
2002,8.762442660348313e-09,8.76244299341522e-10
2003,2.0417921575699438e-08,4.166923028847691e-09
2004,7.047666006343434e-09,4.404791253964646e-10
2005,9.007498746882447e-09,4.5037495954858286e-10
2006,1.1941880373456115e-08,8.235779835885637e-10
2007,1.2782334302130494e-08,3.994479469415779e-10
2008,4.683183701947868e-09,8.514879357157668e-10
2009,7.15228898329201e-09,4.76819250749827e-10
2010,6.613310454817167e-09,0.0
2011,1.1471915639660324e-09,0.0
2012,5.1063788752969685e-09,1.7021263287730903e-09
2013,4.741512571460049e-09,5.578250084070646e-10
2014,6.279790909502481e-09,2.1654451842767486e-10
2015,3.103205609145121e-09,0.0
2016,3.5212781579474495e-09,0.0
2017,1.509366853724714e-09,2.515611330355938e-10
2018,5.421079862788503e-09,0.0
2019,4.846876733299865e-09,5.1019755087367e-10
