year,premier_ADJ archer_NOUN,premier_ADJ marché_NOUN
1932,0.0,9.425201241697323e-08
1933,1.1470662197865522e-09,6.882397229901471e-08
1934,3.5944740517379614e-09,8.027659070819482e-08
1935,0.0,6.821921960664667e-08
1936,1.2124714565686645e-09,1.1397231958198972e-07
1937,1.2591118148108649e-09,7.176937089070634e-08
1938,2.0744342577039276e-08,7.390172385157712e-08
1939,0.0,9.482311469355409e-08
1940,2.5357829169792012e-09,4.3108308034334186e-08
1941,0.0,4.132103814669108e-08
1942,9.102635090130207e-09,3.6410540360520827e-08
1943,8.709705845433291e-09,7.83873517207212e-08
1944,0.0,3.855823393905666e-08
1945,0.0,6.317661416233022e-08
1946,4.1763312808029696e-09,6.960552134671616e-08
1947,1.1920870957027319e-09,3.814678706248742e-08
1948,0.0,5.3272248834446145e-08
1949,3.9268033269479474e-09,1.1584069958825438e-07
1950,4.2541445921528975e-09,7.019338577052281e-08
1951,2.1322803522849654e-09,5.437314876122201e-08
1952,3.1634410646574906e-09,6.643226357905263e-08
1953,0.0,9.265491685006566e-08
1954,0.0,7.329401796596358e-08
1955,0.0,9.010183532609517e-08
1956,0.0,7.325758843990116e-08
1957,0.0,8.304935761316301e-08
1958,4.9633461784992505e-09,7.031407278645929e-08
1959,0.0,5.348015985617849e-08
1960,3.4604167309382206e-09,1.0104416703349273e-07
1961,3.4740795795684676e-09,8.615717417281843e-08
1962,1.9025869768540815e-09,9.57635415410607e-08
1963,8.405868778815773e-09,6.983337641486287e-08
1964,0.0,6.266487589945413e-08
1965,2.73602163147757e-09,7.223097497899289e-08
1966,0.0,5.81602854765606e-08
1967,1.2325839238158665e-08,9.367637687773822e-08
1968,1.796566262424193e-08,9.521801636047655e-08
1969,2.2708788183223305e-09,1.1081889383923738e-07
1970,2.29936253370866e-09,1.1036940184006028e-07
1971,5.6522372338108084e-09,1.3462601367031368e-07
1972,2.565073486948677e-09,1.1132418931136812e-07
1973,5.513203782392395e-10,7.663352935560752e-08
1974,1.1251143350321513e-09,1.1476166106305641e-07
1975,2.2845920710778955e-09,1.410735532836327e-07
1976,5.713526873840635e-10,1.5483658077908302e-07
1977,1.1753563677885381e-09,1.3986740832194755e-07
1978,1.7821774056514528e-09,1.3722766389889784e-07
1979,0.0,1.1938025468172242e-07
1980,4.548120546843393e-09,1.4724540475796744e-07
1981,4.807417597341157e-08,1.4675274950803896e-07
1982,6.207502289967692e-10,1.5518755436261245e-07
1983,1.2630632095778083e-09,1.5661984464898637e-07
1984,4.059306002446306e-09,1.5425361921117542e-07
1985,1.2031116103372597e-09,1.5159205890569183e-07
1986,6.593934065435292e-09,1.6844504679980332e-07
1987,3.055408426266837e-09,1.876020718771798e-07
1988,1.798966087207532e-09,2.0508214459979968e-07
1989,5.488122178931576e-10,2.1952488471477238e-07
1990,5.44865097484859e-10,2.8823363695806847e-07
1991,1.7584396161396398e-09,2.045651390503167e-07
1992,1.1019888335184191e-09,1.8568511395145038e-07
1993,5.539207426075166e-10,2.6089667404249894e-07
1994,0.0,2.336792443990987e-07
1995,1.0844901643380922e-09,2.20151502361432e-07
1996,0.0,2.1245606407482853e-07
1997,1.438468344439059e-09,2.1816769368854239e-07
1998,4.768129224785866e-10,2.155194422925888e-07
1999,4.570201161957499e-10,2.509040424314435e-07
2000,0.0,2.284122304629932e-07
2001,3.066848330846028e-09,2.4359538031148986e-07
2002,2.6287327870022636e-09,2.260710254553544e-07
2003,5.416999737661854e-09,2.025124539173362e-07
2004,4.404791253964646e-10,2.3301345919435335e-07
2005,0.0,1.675394791789131e-07
2006,5.353256948836815e-09,2.0671807732242087e-07
2007,2.3966877371606188e-09,1.8574329896381414e-07
2008,1.1920831433087642e-08,1.9158478936631695e-07
2009,9.53638501499654e-10,1.9883362090133971e-07
2010,1.4171379625338432e-09,1.8800696333087785e-07
2011,1.529588788962144e-09,1.8890421715767047e-07
2012,3.4042526575461807e-09,1.651062557783689e-07
2013,6.9728125495771565e-09,1.5898012861725874e-07
2014,3.031623174720721e-09,1.4530136704937746e-07
2015,2.659890530054554e-09,1.2656645909103759e-07
2016,4.1426801711264005e-09,1.2096626167412694e-07
2017,4.528100561174142e-09,1.1496344010097914e-07
2018,6.711813327342497e-09,1.2545928340657042e-07
2019,2.295888978931515e-09,1.3086566896802765e-07
