year,premier_ADJ archer_NOUN,premier_ADJ marché_NOUN
1800,0.0,3.144164395507687e-08
1801,3.5717737434382e-08,7.857902772911984e-08
1802,0.0,4.699464284385613e-08
1803,0.0,9.751696339321825e-09
1804,0.0,7.16836807690413e-08
1805,0.0,5.685755422035754e-09
1806,0.0,8.35684019762084e-08
1807,0.0,1.1387820464392462e-08
1808,0.0,3.6257183921861724e-08
1809,0.0,7.00299480627109e-08
1810,0.0,5.148278958699848e-08
1811,0.0,7.771938026479575e-08
1812,0.0,7.468183227388181e-08
1813,2.8757416448144113e-09,2.8757416004054903e-08
1814,0.0,3.1466772298927026e-08
1815,1.6183340889597275e-08,3.776112933451259e-08
1816,1.622322720606917e-08,1.3905623319487859e-08
1817,1.71256075987003e-08,5.293369653713853e-08
1818,0.0,3.337929754820834e-08
1819,0.0,2.2772310259711048e-08
1820,8.069206902661108e-08,4.034603762193001e-08
1821,8.875339130298698e-09,4.141825016290568e-08
1822,2.0051231786055723e-09,6.616906489398389e-08
1823,0.0,4.4472091786929013e-08
1824,5.894778887238772e-09,4.463189640091514e-08
1825,0.0,3.434122675116669e-08
1826,8.807984341885344e-10,2.4662355713189754e-08
1827,3.6869091668556564e-09,5.7147094167930845e-08
1828,9.172301251858528e-10,6.604057034564903e-08
1829,7.715858174606183e-09,3.6864655328372464e-08
1830,2.5048406016026092e-08,4.174734158368665e-08
1831,2.0268568157177924e-08,8.886987501455224e-08
1832,8.117981842303834e-09,7.035583848846727e-08
1833,5.791814361444381e-09,5.6759781430493206e-08
1834,6.534171648198139e-09,3.547121707470069e-08
1835,6.806779140333674e-09,3.932805725526123e-08
1836,6.72075017860152e-09,5.107770206791429e-08
1837,8.349468672008697e-09,4.5922078584226256e-08
1838,1.8936485712828244e-09,5.7440672662778525e-08
1839,5.5931801412612e-09,2.9364196407755117e-08
1840,2.611572358368619e-08,4.2676914779882225e-08
1841,2.439808399756771e-08,6.67737083404063e-08
1842,6.037438549100216e-09,4.293289634915709e-08
1843,5.316220130779925e-09,4.3120451209688326e-08
1844,5.488561272137815e-10,4.50062032086862e-08
1845,0.0,7.254296008341043e-08
1846,6.439951460990301e-09,6.791221807134207e-08
1847,6.47186837454683e-09,5.3932238230913754e-08
1848,2.413566457803995e-09,4.827133182061516e-08
1849,0.0,6.954914510970411e-08
1850,3.394498016007219e-09,6.042206734946376e-08
1851,1.2898877521649865e-09,3.9341575330809064e-08
1852,6.510545436100301e-10,5.078225484567156e-08
1853,4.180352064508952e-09,4.120633079196523e-08
1854,2.597832282624779e-09,4.46827144173767e-08
1855,1.5920811335945473e-09,5.466145225341279e-08
1856,1.8637880794258876e-08,5.2807330064297275e-08
1857,4.881509196863476e-09,1.1422731205357195e-07
1858,2.446837954472869e-09,5.480917120159745e-08
1859,5.092173349652285e-10,5.14309519417111e-08
1860,9.154367819341758e-10,5.309533435138292e-08
1861,1.5562680477643198e-08,6.696668464201139e-08
1862,1.8071945273590018e-08,6.822159551167495e-08
1863,0.0,6.09343760449299e-08
1864,8.151037400594419e-09,4.3632024215867204e-08
1865,1.4120533631256649e-09,5.45993934508715e-08
1866,9.731225825149181e-10,3.989802621617855e-08
1867,0.0,8.977701071444244e-08
1868,4.93987406535723e-10,9.780950449567172e-08
1869,3.906815315701806e-09,5.225365384831093e-08
1870,4.587239033071455e-09,8.54373292114019e-08
1871,7.753459385639871e-08,9.240424092560318e-08
1872,1.2094678591978436e-09,1.342509354795851e-07
1873,3.591602570907071e-09,9.338166906402989e-08
1874,4.182226565063729e-09,1.0993281129856314e-07
1875,5.721527140956084e-10,9.783811094621342e-08
1876,6.04601479992084e-09,1.0580525677816865e-07
1877,6.184816103704804e-09,9.09167962026558e-08
1878,2.4156354139215352e-09,4.5293166550663955e-08
1879,4.276527798552365e-09,6.781350947449027e-08
1880,8.343199908722454e-09,9.305877313181554e-08
1881,4.741305303923582e-08,1.1225737495124122e-07
1882,5.324308105514319e-09,9.051323957010027e-08
1883,5.687405213450347e-09,7.772786708715174e-08
1884,3.9610181801208455e-09,8.120087535701259e-08
1885,1.0313017162477678e-08,7.928132106371777e-08
1886,6.453463874400711e-10,6.324394519197085e-08
1887,0.0,8.87933779836203e-08
1888,6.340614699951175e-10,8.68664216113757e-08
1889,6.265136742733546e-10,1.2467621957057418e-07
1890,6.554386478008212e-10,5.5712286617382034e-08
1891,1.1473596295275001e-08,1.0899916114137653e-07
1892,5.641661360300532e-09,7.898325549149376e-08
1893,3.695050043717174e-09,5.788911394688512e-08
1894,1.260307880279754e-08,8.065969980819432e-08
1895,4.213029924926559e-09,7.703826554461557e-08
1896,0.0,5.838058569906934e-08
1897,9.322741689743452e-09,7.574727334258569e-08
1898,1.6975064687230201e-09,9.279702251063782e-08
1899,1.1055156790007459e-09,8.070264811976813e-08
1900,2.595526460424935e-09,9.032432757294373e-08
1901,8.38310842965484e-09,7.041810712316021e-08
1902,1.9641135384773634e-09,8.691202713073665e-08
1903,5.400220270956879e-10,8.208334634218772e-08
1904,0.0,9.67432498555354e-08
1905,4.1286072338664326e-09,5.005936287716395e-08
1906,4.115347562727578e-09,1.311767032774469e-07
1907,3.0857060240307987e-09,6.582839578994637e-08
1908,1.4734167219643268e-09,6.826830878381429e-08
1909,6.60118049111702e-09,6.711200101205961e-08
1910,0.0,6.038890087989301e-08
1911,1.5961122423746588e-09,5.533189195716659e-08
1912,1.0418842455450772e-09,5.3136098188133474e-08
1913,3.71209285532359e-09,6.734796859086956e-08
1914,3.348371857558874e-09,1.0045115317325326e-07
1915,1.1780761921542648e-09,5.0657277483878715e-08
1916,0.0,1.1866459304066268e-07
1917,9.869782324756216e-09,1.2721052233821695e-07
1918,1.1486376294556067e-09,9.418828295082449e-08
1919,1.012863304339362e-08,1.031279022734033e-07
1920,2.2716695191604686e-09,9.995346061941746e-08
1921,3.7863738810983705e-09,5.14946840723951e-08
1922,6.640142102831703e-09,8.263288009402459e-08
1923,2.1231896241147297e-09,8.174280141659551e-08
1924,0.0,5.0277336072213075e-08
1925,8.798542117105512e-09,6.598907020816114e-08
1926,2.229227691330493e-09,7.913758537370086e-08
1927,2.118352704361115e-08,6.355057990958812e-08
1928,0.0,8.569530840496498e-08
1929,3.342121912552898e-09,7.575476446142204e-08
1930,0.0,7.142450186847782e-08
1931,2.2810713318222042e-09,7.527535483831116e-08
