year,premier_ADJ arbre_NOUN,premier_ADJ marbre_NOUN
1800,1.0690159513160324e-07,9.432493897065797e-09
1801,4.4766233031623415e-07,2.3811825844433088e-09
1802,1.7455153056289419e-07,0.0
1803,9.166594594489652e-08,2.5354410126965377e-08
1804,9.39303390623536e-08,2.4718509461507665e-09
1805,1.2792949632967066e-07,0.0
1806,1.123850950079941e-07,2.881669125542885e-09
1807,1.4804166426074516e-07,0.0
1808,9.517511045942229e-08,3.172503681980743e-08
1809,5.873479480555943e-08,3.6144488291256494e-08
1810,1.0062544930633521e-07,0.0
1811,8.524060746140094e-08,0.0
1812,2.4004873466765275e-07,0.0
1813,6.614205716459765e-08,0.0
1814,3.4613449884091096e-08,0.0
1815,8.091670622434322e-08,0.0
1816,5.3304887615013286e-08,2.3176038865813098e-09
1817,7.005930058312515e-08,0.0
1818,7.867976847819591e-08,1.1921177378582115e-09
1819,1.387040668987538e-07,0.0
1820,1.376511846729045e-07,1.1866481131050932e-09
1821,8.875339574387908e-08,1.577838126820552e-08
1822,7.21844344298006e-08,0.0
1823,7.214361374963119e-08,0.0
1824,8.084268188213173e-08,8.421112696055388e-10
1825,7.308517524506897e-08,8.805443041381977e-10
1826,9.336463335785083e-08,8.807984341885344e-10
1827,9.401618683568813e-08,0.0
1828,8.988855171310206e-08,0.0
1829,7.201467866480016e-08,1.714635211591542e-09
1830,8.34946831673733e-08,2.0873671680021744e-09
1831,1.855353559676587e-07,0.0
1832,9.606278439378002e-08,1.0823975493678972e-08
1833,1.3437009727113036e-07,1.50587169400751e-08
1834,8.961149688957448e-08,9.334530925997342e-10
1835,1.2100940693926532e-07,0.0
1836,9.610672435655943e-08,0.0
1837,1.2454624709334894e-07,0.0
1838,6.375283589932224e-08,3.787297142565649e-09
1839,9.438491588298348e-08,1.3982950353153e-09
1840,8.72647376581881e-08,6.369688665408546e-10
1841,8.860357070261671e-08,0.0
1842,8.251166150330391e-08,1.341653010911159e-09
1843,9.51012708583221e-08,5.906911071384968e-10
1844,8.452384037127558e-08,1.097712254427563e-09
1845,8.258737693722651e-08,2.2320911785556063e-09
1846,6.205771541090144e-08,0.0
1847,1.224261723109521e-07,0.0
1848,8.930196315759531e-08,0.0
1849,8.379414850878675e-08,0.0
1850,6.042206734946376e-08,6.788996032014438e-10
1851,8.126292527776968e-08,2.579775504329973e-09
1852,9.049658444837405e-08,5.208436348880241e-09
1853,7.10659904257227e-08,0.0
1854,9.352196173040284e-08,0.0
1855,1.0879220724291372e-07,3.714855978387277e-09
1856,8.749449875722348e-08,2.0708756931497874e-09
1857,8.884346414106403e-08,8.298565390418844e-09
1858,7.829881809584549e-08,4.404308473482388e-09
1859,7.841946825237756e-08,1.5276520048956854e-09
1860,9.062824091188304e-08,7.323494255473406e-09
1861,1.0516598791809884e-07,9.431927461278633e-10
1862,1.0436548336656415e-07,1.3553959066214816e-09
1863,1.4784077961849107e-07,1.4983863039219614e-09
1864,1.2034767848945194e-07,4.794727948009836e-10
1865,1.1343495032178907e-07,5.6482134525026595e-09
1866,8.222885838904403e-08,1.4596839292835284e-09
1867,1.2229085655235394e-07,1.6984840200962026e-08
1868,9.08936854671083e-08,9.87974813071446e-10
1869,8.057806866190731e-08,4.883519366671862e-09
1870,6.020751186497364e-08,2.2936195165357276e-09
1871,1.348889497876371e-07,1.0621177271019633e-09
1872,1.2155152262494084e-07,6.047339295989218e-10
1873,1.0475508105400877e-07,0.0
1874,1.296490239610648e-07,7.766991494406739e-09
1875,1.253014403346242e-07,4.577221712764867e-09
1876,6.348315650939185e-08,1.3301232115736639e-08
1877,1.0947124451377022e-07,6.184815992682502e-10
1878,1.1534659449807805e-07,6.6429977074733415e-09
1879,7.758843167948726e-08,2.443730107160036e-09
1880,9.819304835900766e-08,3.8507077526617195e-09
1881,6.554157039317943e-08,2.7890030285249168e-09
1882,6.522277118392594e-08,5.324308105514319e-09
1883,7.835980397885578e-08,8.21514056781325e-09
1884,9.242376108886674e-08,0.0
1885,1.1731057014685575e-07,0.0
1886,7.356948827919041e-08,5.162771099520569e-09
1887,7.965287807110144e-08,2.6115698492645834e-09
1888,7.03808211710566e-08,6.340614699951175e-10
1889,6.954302023132186e-08,5.6386229019267375e-09
1890,7.275369284798217e-08,6.554386478008212e-10
1891,8.095259573792646e-08,7.0116419337296065e-09
1892,6.644623340434919e-08,6.268512375839919e-10
1893,6.220000869916475e-08,1.2316833108982905e-09
1894,6.742646974089439e-08,1.8904617871129403e-09
1895,7.703826554461557e-08,1.2037228991346183e-09
1896,4.422771837653272e-08,0.0
1897,9.147940005505006e-08,1.7480140668268973e-09
1898,8.034864151795773e-08,5.6583546736987955e-09
1899,8.733573508834525e-08,0.0
1900,7.838490034828283e-08,1.038210628578895e-09
1901,4.806315345717849e-08,5.588738916095792e-10
1902,1.5369188588465477e-07,2.9461704187383475e-09
1903,8.100330717297766e-08,0.0
1904,6.073326375144461e-08,0.0
1905,7.947569002908494e-08,4.1286072338664326e-09
1906,7.459067319359747e-08,0.0
1907,8.125692829707987e-08,1.5428529565042481e-09
1908,6.826830656336824e-08,0.0
1909,7.426327641724129e-08,3.850688656825696e-09
1910,5.878565900729882e-08,0.0
1911,7.342116248310049e-08,1.5961122423746588e-09
1912,4.740573444905749e-08,2.0837684910901544e-09
1913,6.469647217954844e-08,5.30298971401777e-10
1914,4.8216556081115414e-08,2.0090231700464756e-09
1915,7.068457108516668e-08,0.0
1916,7.471474106068854e-08,0.0
1917,4.8252267959014716e-08,0.0
1918,4.709414369585829e-08,1.1486376294556067e-09
1919,4.4197673076951105e-08,9.207848372660976e-10
1920,5.5277290300637105e-08,0.0
1921,7.497020249047637e-08,0.0
1922,6.861480272846165e-08,7.377935484775833e-10
1923,6.688047449188161e-08,0.0
1924,4.512068585427187e-08,0.0
1925,6.268961527666761e-08,0.0
1926,7.022067194384363e-08,1.1146138456652466e-09
1927,7.469980545238286e-08,2.2298449753321847e-09
1928,7.655447831211859e-08,0.0
1929,4.4561623724348465e-08,1.1140406375176326e-09
1930,4.096405348263943e-08,1.0503603542488804e-09
1931,6.272946251328904e-08,0.0
1932,5.041386685888938e-08,4.383814644626227e-09
1933,3.555905436769535e-08,0.0
1934,4.672816089623666e-08,0.0
1935,4.6676309040094566e-08,0.0
1936,6.547345776652946e-08,0.0
1937,5.0364473480613015e-08,1.2591118148108649e-09
1938,5.186085871855539e-08,0.0
1939,4.5882153187903896e-08,0.0
1940,3.803674530900025e-08,0.0
1941,5.9030050181263505e-08,0.0
1942,7.58552971547033e-08,9.102635090130207e-09
1943,3.774205836748479e-08,0.0
1944,6.7476911169706e-08,0.0
1945,6.753362669087437e-08,0.0
1946,5.150808490839154e-08,8.352662561605939e-09
1947,5.364391952866754e-08,1.1920870957027319e-09
1948,6.305695166020087e-08,2.174377566888097e-09
1949,5.3993545634511975e-08,9.817008317369869e-10
1950,4.3604980959344175e-08,0.0
1951,9.595261474260042e-08,2.1322803522849654e-09
1952,5.799642011083961e-08,0.0
1953,2.9089333608567358e-08,0.0
1954,5.668070812703263e-08,0.0
1955,4.129667274810345e-08,9.385607846468247e-10
1956,6.45364508500279e-08,0.0
1957,4.770920369878695e-08,3.534015080575159e-09
1958,6.121459961150322e-08,0.0
1959,5.8905683886223414e-08,7.750747821333448e-10
1960,5.536666591865469e-08,1.3841666701708277e-09
1961,4.446821932901912e-08,0.0
1962,4.50278889729816e-08,1.2683912808952869e-09
1963,6.854016731949741e-08,0.0
1964,4.6846555079582686e-08,4.867174663303331e-09
1965,5.143720827049947e-08,1.6416130677043839e-09
1966,8.973301390824417e-08,1.6617224263271169e-09
1967,6.45873967641819e-08,4.930335584241163e-10
1968,5.569355820966848e-08,8.982831700699023e-10
1969,3.905911682977603e-08,2.2708788183223305e-09
1970,5.334521091526767e-08,0.0
1971,5.5494691508783944e-08,0.0
1972,3.9502129567381417e-08,1.5390440033513642e-09
1973,5.292675808732383e-08,1.6539611902288698e-09
1974,4.444201451292429e-08,0.0
1975,5.3687912782152125e-08,0.0
1976,5.3135799760184454e-08,0.0
1977,4.2900506258547466e-08,5.876781838942691e-10
1978,6.059403290237242e-08,5.940591352171509e-10
1979,5.091216692676426e-08,4.096381456264453e-09
1980,5.855705254020904e-08,1.1370301367108482e-09
1981,5.566483451957538e-08,1.2651099057237047e-09
1982,4.6556266397601576e-08,3.1037510339615437e-09
1983,5.1785590926556324e-08,0.0
1984,6.668859953151696e-08,2.3196033982486597e-09
1985,4.4515129360434e-08,3.609334831011779e-09
1986,4.555808885697843e-08,1.1988970927134801e-09
1987,6.844114608384189e-08,7.944062296871834e-09
1988,5.5168296597685185e-08,1.1993107618124554e-09
1989,6.64062795863174e-08,0.0
1990,6.647353956168445e-08,0.0
1991,5.7442360201775955e-08,0.0
1992,9.477103901645023e-08,1.1019888335184191e-09
1993,5.760775678709251e-08,0.0
1994,5.644171352514604e-08,2.1099706426497278e-09
1995,4.9886548225686056e-08,4.337960657352369e-09
1996,4.857663782331656e-08,3.736664311304594e-09
1997,5.5141285315585264e-08,2.3974471297094624e-09
1998,5.8171178096699805e-08,9.536258449571733e-10
1999,5.529943436499707e-08,2.7421207526856506e-09
2000,7.333932217079564e-08,4.4180314962005696e-10
2001,4.381211837767296e-08,2.6287270138425356e-09
2002,6.133710428457562e-08,1.3143663935011318e-09
2003,5.625345878002008e-08,5.000307723435071e-09
2004,6.166708033106261e-08,8.809582507929292e-10
2005,4.548786947111694e-08,9.007499190971657e-10
2006,6.547445252635953e-08,3.294311934354255e-09
2007,5.7919951501617106e-08,3.994479469415779e-10
2008,6.471308466871051e-08,8.514879357157668e-10
2009,5.960240656577298e-08,1.907277002999308e-09
2010,5.479600062585632e-08,0.0
2011,7.83914231305971e-08,7.64794394481072e-10
2012,8.136164098004883e-08,6.808505426114664e-10
2013,8.953091423791193e-08,2.789125042035323e-10
2014,9.094869568571085e-08,2.1654451842767486e-10
2015,9.996755068186758e-08,8.866301581811342e-10
2016,1.0045999232488612e-07,6.214020409345267e-10
2017,9.005888301771847e-08,0.0
2018,1.0945419148811197e-07,2.5814667070633845e-10
2019,9.770283071475205e-08,7.65296326310505e-10
