year,premier_ADJ être_NOUN,premier_ADJ etre_NOUN,premier_ADJ maître_NOUN
1859,1.685509367632676e-07,2.546086697030603e-08,8.580312220729525e-07
1860,1.7210211211704518e-07,1.0985241161165504e-08,8.614259896511101e-07
1861,1.6175756201164404e-07,1.4147891136406798e-08,9.092378139285984e-07
1862,1.463827619119229e-07,4.9246050792817186e-08,1.0779915379233174e-06
1863,1.7830795712159286e-07,7.591823703023692e-08,7.851543903925062e-07
1864,2.1000908922985673e-07,9.349719221063424e-08,1.0064134396969848e-06
1865,2.094545799025127e-07,2.3063536858103362e-08,7.719224672797509e-07
1866,2.136004120245616e-07,3.1626483321112175e-08,8.266676605472867e-07
1867,1.1840859848177843e-07,3.2513838732484146e-08,7.749939729961852e-07
1868,1.4819621618755718e-07,1.877152122631287e-08,7.029440958206123e-07
1869,1.6457459039997957e-07,1.3673853160867111e-08,6.519497857127021e-07
1870,2.0585235205317076e-07,4.0711746862598375e-08,8.085008813552008e-07
1871,1.1470871097429836e-07,5.3105884134652115e-09,4.5458637742967767e-07
1872,1.5541662357065889e-07,9.675742873582749e-09,6.652073145652082e-07
1873,1.203186874576545e-07,1.6760813181804224e-08,6.590590739818936e-07
1874,1.123226525123755e-07,9.559374625212058e-09,6.488425706718814e-07
1875,2.0654712784562435e-07,5.2065896483100005e-08,7.746948023079625e-07
1876,2.5574642137371484e-07,5.441413541973361e-09,7.877957339808006e-07
1877,1.3359202633012046e-07,2.2265338017746217e-08,7.508366657305032e-07
1878,1.3285995237311e-07,8.4547240319921e-09,9.408899912521917e-07
1879,1.282958355108832e-07,1.9549841634436405e-08,7.557235219834979e-07
1880,1.9959501784683198e-07,5.776061406947974e-09,7.284255638673187e-07
1881,1.2201888566210073e-07,1.324776466304911e-08,7.753428468149082e-07
1882,1.0715169906916344e-07,5.324308105514319e-09,7.247714290947727e-07
1883,1.105884344099195e-07,2.5277355764075082e-09,7.886534749701468e-07
1884,1.0364664149165037e-07,1.7164412113856997e-08,6.938383272370174e-07
1885,1.463159300940653e-07,1.6758653187398664e-08,8.546912959594977e-07
1886,8.970314890888176e-08,1.2906927471245666e-08,8.918687122161373e-07
1887,8.814047891547716e-08,1.1752064210668323e-08,7.42338734482928e-07
1888,9.193891514769348e-08,1.6485598663962264e-08,8.033558671627361e-07
1889,1.1903760110953954e-07,4.385595886446936e-09,6.440560307297005e-07
1890,6.16112334483887e-08,9.176140736144589e-09,7.485109552174407e-07
1891,1.0007525563793251e-07,1.9122659011827636e-09,6.814041331182352e-07
1892,1.1722118031798345e-07,6.268512375839919e-09,6.69477119075168e-07
1893,7.143763319783503e-08,1.847525021858587e-09,6.675723533966504e-07
1894,8.002955054209338e-08,4.411077725308132e-09,5.961256137609894e-07
1895,9.148294255467704e-08,1.8055843487019274e-09,7.089928129033751e-07
1896,7.43025683203058e-08,7.076434549446731e-09,7.094126086570895e-07
1897,6.467651969543908e-08,5.2440420894583895e-09,5.745139437518532e-07
1898,6.790025963709923e-08,7.355861253444118e-09,6.829634258131989e-07
1899,9.839089898378006e-08,3.3165470370022376e-09,5.859233311866774e-07
1900,1.4379217105897624e-07,1.2977633190303095e-08,5.730922634228364e-07
1901,8.159559117260073e-08,1.8442838367604963e-08,5.87935319540378e-07
1902,5.2049009102717037e-08,1.4730852093691738e-09,6.059290251769767e-07
1903,6.264255558718901e-08,1.0800440541913758e-09,7.014886138634324e-07
1904,9.083116925268087e-08,4.299700151477737e-09,6.680659190294591e-07
1905,8.928112982253822e-08,8.773290538499623e-09,7.405689297357299e-07
1906,1.0236927172613264e-07,1.18316245689698e-08,6.198742310559169e-07
1907,1.0131401556590092e-07,8.228549397415463e-09,6.109697885392507e-07
1908,8.349361135806532e-08,8.349361202419914e-09,5.977160568715334e-07
1909,9.076623069814715e-08,6.051082024338683e-09,7.195286553240976e-07
1910,1.6834075289295924e-07,8.01622590529405e-09,7.455089914287782e-07
1911,9.683081059197463e-08,5.852411444351446e-09,7.969920226003069e-07
1912,9.481146800993656e-08,4.167536982180309e-09,6.042928619720556e-07
1913,1.0075680340060345e-07,2.1742257771961704e-08,8.415844656717297e-07
1914,1.506767344228166e-07,8.705766774141921e-09,7.399902042237727e-07
1915,5.0657276595700296e-08,8.246533234057551e-09,9.071186655162933e-07
1916,1.2745456245966125e-07,1.7579939282086343e-08,6.955063440727827e-07
1917,1.3050044889162393e-07,1.5352994098272177e-08,8.849904435948019e-07
1918,4.364823169566989e-08,2.2972752589112133e-09,1.09465166264755e-06
1919,7.642514454619942e-08,9.207848705727883e-09,1.1178328334082721e-06
1920,1.0298235331163141e-07,8.329454903588385e-09,6.489402615272866e-07
1921,7.799929729879196e-08,2.27182422873895e-09,8.466331671286298e-07
1922,1.246871130788918e-07,1.696925089333945e-08,6.898369884211775e-07
1923,9.342034523740494e-08,1.3800733000834953e-08,6.358952795437744e-07
1924,9.153053381893983e-08,1.0313299547703991e-08,6.175087943205426e-07
1925,9.568414860439134e-08,1.4297631523163545e-08,5.0371652315917e-07
1926,1.1480522810192184e-07,2.11776637337735e-08,5.65109240291406e-07
1927,8.138933893508948e-08,1.0034302277972529e-08,5.831044349591252e-07
1928,1.039769753630182e-07,1.9424270192303084e-08,7.632595551143595e-07
1929,5.681607340157768e-08,1.1140405931087116e-08,7.118719791421313e-07
1930,9.76835139443466e-08,7.352522590764465e-09,5.924032300264059e-07
1931,1.0721035526017886e-07,9.124285327288817e-09,5.793921324936946e-07
1932,7.01410370895772e-08,6.575722188983946e-09,6.378450283506254e-07
1933,5.620624543567487e-08,1.1470662641954732e-08,6.68739634779314e-07
1934,7.188948281111607e-08,1.677421224144382e-08,5.223968795320388e-07
1935,6.343190683821831e-08,0.0,5.541315513113432e-07
1936,7.153581638164042e-08,8.487299751891442e-09,7.711318321668159e-07
1937,7.17693735552416e-08,3.777335444432595e-09,6.610337157653134e-07
1938,9.334954320650013e-08,3.8895642262559704e-09,6.054755123940936e-07
1939,6.882322889367742e-08,2.141167065872196e-08,7.417614487081892e-07
1940,8.36808342619122e-08,0.0,7.810211304359882e-07
1941,7.37875680556499e-08,5.9030051957620344e-09,5.843975188213335e-07
1942,1.0619741352968504e-07,1.517105907566929e-08,6.159449696951924e-07
1943,6.967764676346633e-08,2.322588166236983e-08,5.08066152926645e-07
1944,1.1567470181716999e-07,1.6065930807940276e-08,6.362108582180781e-07
1945,1.655663020017073e-07,4.357008087652048e-09,5.402690099742813e-07
1946,9.883983764780169e-08,1.2528993842408909e-08,5.443151751549635e-07
1947,9.775114384602546e-08,7.152522796260996e-09,5.018686710656084e-07
1948,1.0763168978300541e-07,1.195907639583993e-08,5.196762467019056e-07
1949,8.246286697932703e-08,9.817008317369869e-10,4.270398576977641e-07
1950,9.040057458165052e-08,6.381216888229346e-09,4.987984574267301e-07
1951,5.970385130726896e-08,7.462981344019681e-09,4.968213289657797e-07
1952,1.1177492120761912e-07,4.2179215675730575e-09,4.5553551730748154e-07
1953,8.511323557058859e-08,1.0773827385790469e-09,4.0617328167513733e-07
1954,2.2965460644286395e-07,4.4953667233116335e-08,3.93833210488026e-07
1955,5.7252208751634726e-08,2.815682353940474e-09,4.467549228337475e-07
1956,9.942101497628641e-08,6.976913491385517e-09,4.26463830471846e-07
1957,8.216584890252676e-08,7.951533653738352e-09,4.0641174026134763e-07
1958,7.445018956886429e-08,1.3235589513271862e-08,4.3346554656764624e-07
1959,1.1393599042008873e-07,9.300897829689347e-09,4.309415875258793e-07
1960,8.720250344040892e-08,1.1073333361366622e-08,5.799658144844955e-07
1961,2.2373072949832817e-07,1.876002997391879e-08,4.537148057259799e-07
1962,8.94215821389821e-08,1.0147130247162295e-08,4.895990279862872e-07
1963,6.983337419441682e-08,3.879631726988464e-09,5.011191457349184e-07
1964,1.0099387215412037e-07,1.5818317267157767e-08,5.147037254182862e-07
1965,1.4008431037382252e-07,1.0396882466068291e-08,4.147808820853527e-07
1966,6.813062025656791e-08,5.539074976468328e-09,4.0102900400462715e-07
1967,9.466244299538573e-08,2.070740912074598e-08,4.417580585780456e-07
1968,8.443861476692405e-08,1.122853987567396e-08,4.464467489029289e-07
1969,8.493087422234424e-08,6.8126366770115965e-09,4.787012608531427e-07
1970,8.921526850613759e-08,1.5635665207014426e-08,5.063196377719237e-07
1971,1.274322574129627e-07,1.0276794526475896e-08,5.256580553059109e-07
1972,1.2209749522540392e-07,5.643161382629103e-09,6.248518955587201e-07
1973,7.167165005927956e-08,4.5759591671412636e-08,4.939830455796823e-07
1974,6.413151720785493e-08,3.937900228123681e-09,4.348567026468686e-07
1975,7.824727887850713e-08,6.8537762132336866e-09,6.568201946777208e-07
1976,7.370449783827837e-08,1.7140580621521906e-09,5.170741923521405e-07
1977,9.285315494267365e-08,5.876782005476144e-09,4.1078704704489155e-07
1978,7.36633323228375e-08,3.6237608469491533e-08,3.772275540825376e-07
1979,7.841644433792538e-08,5.266776015311336e-09,3.6106674805580496e-07
1980,7.61810176053146e-08,1.364436125195212e-08,3.809050888037291e-07
1981,8.412980956329363e-08,8.223214220670627e-09,3.592912021233019e-07
1982,7.076552588358709e-08,1.055275355987817e-08,3.910726293909761e-07
1983,8.336216916760009e-08,1.0736036948344463e-08,3.315541023951596e-07
1984,9.626353847380642e-08,9.858314609090257e-09,3.937526793507118e-07
1985,7.278824976086895e-08,1.142956040922627e-08,4.1206573531127333e-07
1986,1.0370460001851711e-07,3.117132441055048e-08,3.9443715671438895e-07
1987,8.738468437741176e-08,9.777306797520424e-09,2.9331920092801056e-07
1988,8.095347631131844e-08,5.3968984281560495e-09,3.42403208897224e-07
1989,7.408964997068779e-08,3.841685636274406e-09,3.506909935779845e-07
1990,1.0406923284245195e-07,7.083246433836621e-09,3.6179043227946295e-07
1991,6.506226218894184e-08,3.5168792322792797e-09,3.4582645547232005e-07
1992,9.477104301325312e-08,1.1019888113139586e-08,3.058019117929689e-07
1993,7.47792985866802e-08,1.0524494165053966e-08,3.650337720983998e-07
1994,1.2290578765838944e-07,8.439882570598911e-09,3.418152338952041e-07
1995,1.057377936319881e-07,1.626735190995987e-09,3.383609188389869e-07
1996,8.967994924446998e-08,4.270473752399084e-09,3.0747411017273407e-07
1997,7.240290389454174e-08,4.794894259418925e-09,3.4906832624415074e-07
1998,7.29523792486475e-08,4.768129113763564e-09,3.6190099805821774e-07
1999,1.0374356507192317e-07,3.6561609850771504e-09,3.852679664184677e-07
2000,9.101145037604397e-08,8.836062992401139e-10,3.18098259288746e-07
2001,8.499551004681472e-08,1.1829271784336015e-08,3.5137318077360646e-07
2002,1.0909241643375367e-07,1.3143664823189738e-08,3.8949059000259467e-07
2003,8.792207550900599e-08,5.41700001521761e-09,3.7002276531694633e-07
2004,7.884576316841141e-08,6.166707589017051e-09,2.8499000714887757e-07
2005,9.592987004758413e-08,5.404499625605297e-09,3.5894883421150325e-07
2006,7.782812261325489e-08,3.706100981659688e-09,4.480264159667513e-07
2007,1.0984818255010964e-07,1.997239706952314e-09,3.3274012789519247e-07
2008,8.429730344317043e-08,2.1287198670449925e-09,3.303773201679405e-07
2009,1.2826437933988188e-07,3.814554005998616e-09,3.4187940300967057e-07
2010,1.0061679056594386e-07,3.7790344187271785e-09,2.7492474075074824e-07
2011,1.0860080210117751e-07,7.64794394481072e-10,2.7532598867452407e-07
2012,1.0212758061456384e-07,3.0638274695071743e-09,3.165954929329473e-07
2013,1.3053105218929772e-07,8.367375126105969e-10,2.630144950721558e-07
2014,1.3187560765626216e-07,2.3819897165822113e-09,2.960163616450018e-07
2015,1.0883385198612316e-07,2.438232948875907e-09,3.3824940359750144e-07
2016,1.3339429250081025e-07,1.6570720351438695e-09,3.691128096505736e-07
2017,1.2653524361638802e-07,7.54683426862357e-10,1.8917397337503417e-07
2018,1.1255194942716429e-07,0.0,2.7079586972789116e-07
2019,1.255085987916793e-07,1.275493877184175e-09,2.42598928057447e-07
