year,premier_ADJ être_NOUN,premier_ADJ etre_NOUN,premier_ADJ mètre_NOUN
1800,3.11272285280495e-07,4.7162465932615305e-08,3.144164484325529e-09
1801,2.9526663070100767e-07,2.6193008650921e-08,0.0
1802,1.969299319171114e-07,4.699464284385613e-08,0.0
1803,3.549617328957311e-07,5.851017803593095e-08,0.0
1804,2.2246659270308555e-07,8.157108055684148e-08,0.0
1805,2.729162593695378e-07,5.401467717547348e-08,0.0
1806,1.873084869430386e-07,2.1036184705280903e-07,0.0
1807,2.1067467947943896e-07,8.54086508184082e-08,0.0
1808,4.6001302145270984e-07,2.1980918063491117e-07,0.0
1809,1.5587310553399902e-07,4.743963999409573e-08,0.0
1810,7.160787660609458e-07,1.6380887757350138e-07,3.7442028144596406e-08
1811,2.707642892119111e-07,1.6546707115594472e-07,0.0
1812,2.7472243679937947e-07,5.3344166417446104e-08,0.0
1813,1.17905404550811e-07,4.026038169513413e-08,0.0
1814,1.7306724764409864e-07,4.405347908686963e-08,0.0
1815,2.1847511155748123e-07,4.8550024445148665e-08,0.0
1816,4.4961514689134674e-07,3.6386381907504983e-07,0.0
1817,3.238296741869817e-07,3.89218364205135e-08,0.0
1818,3.135269537324348e-07,9.298518199862826e-08,0.0
1819,2.546358288668671e-07,1.438795891317568e-07,0.0
1820,5.197518646582466e-07,1.5782420259569108e-07,0.0
1821,3.964318189275673e-07,1.1833785862336299e-07,0.0
1822,4.0904512843553675e-07,7.418955760840618e-08,0.0
1823,2.747386957935305e-07,6.127265805844218e-08,0.0
1824,3.1410750267468757e-07,1.5242214601585147e-07,0.0
1825,2.5095511801964676e-07,5.6354835464844655e-08,0.0
1826,2.1315321774295626e-07,4.580151979904912e-08,0.0
1827,1.668326472525905e-07,3.6869092667757286e-08,9.217273055917019e-10
1828,2.70582882322401e-07,5.1364885678140126e-08,2.7516904310687096e-09
1829,3.3006728550333264e-07,3.0863434308248117e-08,0.0
1830,2.838819348482957e-07,5.427154703419035e-08,1.0436835840010872e-09
1831,2.0892216134882347e-07,2.8064171431196883e-08,1.5591206103948707e-09
1832,8.523880934419026e-08,4.058990921151917e-09,4.058990921151917e-09
1833,2.1893057944311067e-07,1.737544208513242e-08,1.1583628500844156e-09
1834,1.4561868155738011e-07,4.387229424196448e-08,8.401078055442213e-09
1835,3.7588546319966554e-07,3.781543966852041e-08,7.563087933704082e-10
1836,3.185635410463128e-07,6.048674910941187e-08,6.720750067579218e-10
1837,2.8040299149267867e-07,4.174734513640033e-08,1.3915781860163179e-09
1838,2.461743111581427e-07,1.830527018853445e-08,6.312161904276081e-09
1839,2.656760571539962e-07,2.1673573602498664e-08,6.292327547896548e-09
1840,2.2867182192243263e-07,5.8601136720959346e-08,1.0828470564661075e-08
1841,2.9983960558865874e-07,2.3113974290112083e-08,8.988767952189392e-09
1842,2.1399365124352698e-07,4.9641162291891305e-08,1.1404051036834062e-08
1843,5.139012628774253e-07,1.506262350403631e-07,6.497602011990011e-09
1844,3.331556683860981e-07,4.335963410539989e-08,1.4819115712327857e-08
1845,3.8782585498609023e-07,7.19849424513086e-08,3.9061593959388574e-09
1846,2.8335787405353585e-07,5.4446863240187326e-08,2.9272506640865004e-09
1847,1.8390892453368224e-07,1.240441438454809e-08,5.3932236454556914e-09
1848,1.5044563994592863e-07,4.666228597960398e-08,6.43617736884039e-09
1849,1.365844575218489e-07,1.0893239199560867e-08,6.703531951757213e-09
1850,1.717616049390358e-07,1.3577992064028876e-08,1.0183494048021657e-08
1851,2.3669440452067647e-07,4.385618201929731e-08,1.5478653025979838e-08
1852,2.9427664105519113e-07,5.2735419586724674e-08,9.114764054629632e-09
1853,2.6873693226292517e-07,5.01642283268211e-08,4.777545470346922e-09
1854,4.130553215020427e-07,1.4911557144614562e-07,9.352196350675968e-09
1855,2.791448849848166e-07,5.625353338700734e-08,2.1227748447927297e-09
1856,2.712847129160423e-07,7.299836601859511e-08,1.5531567143511893e-09
1857,1.9916556853738498e-07,2.4895697114946103e-08,1.0739319655783675e-08
1858,2.16300485078591e-07,3.376636548146905e-08,3.4255731584664773e-09
1859,1.685509367632676e-07,2.546086697030603e-08,7.129042689513199e-09
1860,1.7210211211704518e-07,1.0985241161165504e-08,1.0069804545764782e-08
1861,1.6175756201164404e-07,1.4147891136406798e-08,7.073945429425521e-09
1862,1.463827619119229e-07,4.9246050792817186e-08,6.776979422085105e-09
1863,1.7830795712159286e-07,7.591823703023692e-08,6.493007020935693e-09
1864,2.1000908922985673e-07,9.349719221063424e-08,1.342523781033833e-08
1865,2.094545799025127e-07,2.3063536858103362e-08,1.694463946932956e-08
1866,2.136004120245616e-07,3.1626483321112175e-08,1.8002767276925624e-08
1867,1.1840859848177843e-07,3.2513838732484146e-08,8.73506067478047e-09
1868,1.4819621618755718e-07,1.877152122631287e-08,5.433861360870651e-09
1869,1.6457459039997957e-07,1.3673853160867111e-08,1.4650557211837167e-08
1870,2.0585235205317076e-07,4.0711746862598375e-08,1.3188312664169644e-08
1871,1.1470871097429836e-07,5.3105884134652115e-09,1.0621177271019633e-09
1872,1.5541662357065889e-07,9.675742873582749e-09,2.0560953828407946e-08
1873,1.203186874576545e-07,1.6760813181804224e-08,2.2746817762708815e-08
1874,1.123226525123755e-07,9.559374625212058e-09,1.6131444624534197e-08
1875,2.0654712784562435e-07,5.2065896483100005e-08,4.005069165202713e-09
1876,2.5574642137371484e-07,5.441413541973361e-09,7.255217759905008e-09
1877,1.3359202633012046e-07,2.2265338017746217e-08,2.1646856751544874e-08
1878,1.3285995237311e-07,8.4547240319921e-09,5.435179861734696e-09
1879,1.282958355108832e-07,1.9549841634436405e-08,2.443730107160036e-09
1880,1.9959501784683198e-07,5.776061406947974e-09,6.417846254436199e-09
1881,1.2201888566210073e-07,1.324776466304911e-08,1.5339516323820135e-08
1882,1.0715169906916344e-07,5.324308105514319e-09,9.317538740560849e-09
1883,1.105884344099195e-07,2.5277355764075082e-09,2.0221884611260066e-08
1884,1.0364664149165037e-07,1.7164412113856997e-08,3.9610181801208455e-09
1885,1.463159300940653e-07,1.6758653187398664e-08,1.4824961702686323e-08
1886,8.970314890888176e-08,1.2906927471245666e-08,2.19417763958063e-08
1887,8.814047891547716e-08,1.1752064210668323e-08,5.223139698529167e-09
1888,9.193891514769348e-08,1.6485598663962264e-08,1.6485598663962264e-08
1889,1.1903760110953954e-07,4.385595886446936e-09,6.265136853755848e-09
1890,6.16112334483887e-08,9.176140736144589e-09,2.1629475099871343e-08
1891,1.0007525563793251e-07,1.9122659011827636e-09,2.42220359325529e-08
1892,1.1722118031798345e-07,6.268512375839919e-09,9.402768341715273e-09
1893,7.143763319783503e-08,1.847525021858587e-09,1.970693297437265e-08
1894,8.002955054209338e-08,4.411077725308132e-09,1.071261657159539e-08
1895,9.148294255467704e-08,1.8055843487019274e-09,7.22233739480771e-09
1896,7.43025683203058e-08,7.076434549446731e-09,4.717623180994224e-09
1897,6.467651969543908e-08,5.2440420894583895e-09,1.631479840114025e-08
1898,6.790025963709923e-08,7.355861253444118e-09,1.1882545614128048e-08
1899,9.839089898378006e-08,3.3165470370022376e-09,4.9748205555033564e-09
1900,1.4379217105897624e-07,1.2977633190303095e-08,6.22926377147337e-09
1901,8.159559117260073e-08,1.8442838367604963e-08,8.941982265753268e-09
1902,5.2049009102717037e-08,1.4730852093691738e-09,3.437198747846537e-09
1903,6.264255558718901e-08,1.0800440541913758e-09,7.560307935250421e-09
1904,9.083116925268087e-08,4.299700151477737e-09,5.374625189347171e-09
1905,8.928112982253822e-08,8.773290538499623e-09,8.257214467732865e-09
1906,1.0236927172613264e-07,1.18316245689698e-08,9.259531807970234e-09
1907,1.0131401556590092e-07,8.228549397415463e-09,1.1828539925318182e-08
1908,8.349361135806532e-08,8.349361202419914e-09,2.2101250607420297e-08
1909,9.076623069814715e-08,6.051082024338683e-09,1.3752458727367411e-08
1910,1.6834075289295924e-07,8.01622590529405e-09,1.336037680488289e-08
1911,9.683081059197463e-08,5.852411444351446e-09,1.5429085564733214e-08
1912,9.481146800993656e-08,4.167536982180309e-09,7.814131564032323e-09
1913,1.0075680340060345e-07,2.1742257771961704e-08,1.0605979205990934e-08
1914,1.506767344228166e-07,8.705766774141921e-09,8.705766774141921e-09
1915,5.0657276595700296e-08,8.246533234057551e-09,1.1780761921542648e-09
1916,1.2745456245966125e-07,1.7579939282086343e-08,0.0
1917,1.3050044889162393e-07,1.5352994098272177e-08,5.483212106582869e-09
1918,4.364823169566989e-08,2.2972752589112133e-09,4.594550517822427e-09
1919,7.642514454619942e-08,9.207848705727883e-09,1.9336480860943084e-08
1920,1.0298235331163141e-07,8.329454903588385e-09,9.086678076641874e-09
1921,7.799929729879196e-08,2.27182422873895e-09,7.572747762196741e-09
1922,1.246871130788918e-07,1.696925089333945e-08,7.377935595798135e-09
1923,9.342034523740494e-08,1.3800733000834953e-08,8.492758496458919e-09
1924,9.153053381893983e-08,1.0313299547703991e-08,1.2891624656674594e-08
1925,9.568414860439134e-08,1.4297631523163545e-08,3.299453377181294e-09
1926,1.1480522810192184e-07,2.11776637337735e-08,1.4489979882625903e-08
1927,8.138933893508948e-08,1.0034302277972529e-08,1.2264147031260109e-08
1928,1.039769753630182e-07,1.9424270192303084e-08,1.2568645679778001e-08
1929,5.681607340157768e-08,1.1140405931087116e-08,0.0
1930,9.76835139443466e-08,7.352522590764465e-09,1.2604324695075775e-08
1931,1.0721035526017886e-07,9.124285327288817e-09,1.8248570654577634e-08
1932,7.01410370895772e-08,6.575722188983946e-09,6.575722188983946e-09
1933,5.620624543567487e-08,1.1470662641954732e-08,5.735331320977366e-09
1934,7.188948281111607e-08,1.677421224144382e-08,7.188948103475923e-09
1935,6.343190683821831e-08,0.0,4.787313656606784e-09
1936,7.153581638164042e-08,8.487299751891442e-09,1.576212937948185e-08
1937,7.17693735552416e-08,3.777335444432595e-09,8.813782592653752e-09
1938,9.334954320650013e-08,3.8895642262559704e-09,2.9819993585533666e-08
1939,6.882322889367742e-08,2.141167065872196e-08,1.3764645423464117e-08
1940,8.36808342619122e-08,0.0,2.028626333583361e-08
1941,7.37875680556499e-08,5.9030051957620344e-09,0.0
1942,1.0619741352968504e-07,1.517105907566929e-08,3.034211770724937e-09
1943,6.967764676346633e-08,2.322588166236983e-08,3.774205836748479e-08
1944,1.1567470181716999e-07,1.6065930807940276e-08,1.2852744646352221e-08
1945,1.655663020017073e-07,4.357008087652048e-09,2.178504043826024e-09
1946,9.883983764780169e-08,1.2528993842408909e-08,9.744772988540262e-09
1947,9.775114384602546e-08,7.152522796260996e-09,2.0265479960812627e-08
1948,1.0763168978300541e-07,1.195907639583993e-08,6.523132700664291e-09
1949,8.246286697932703e-08,9.817008317369869e-10,1.570721330779179e-08
1950,9.040057458165052e-08,6.381216888229346e-09,1.0635361036293034e-08
1951,5.970385130726896e-08,7.462981344019681e-09,3.3050344683260846e-08
1952,1.1177492120761912e-07,4.2179215675730575e-09,3.057992969957013e-08
1953,8.511323557058859e-08,1.0773827385790469e-09,4.417269394707546e-08
1954,2.2965460644286395e-07,4.4953667233116335e-08,2.14995790059902e-08
1955,5.7252208751634726e-08,2.815682353940474e-09,1.6894095011821264e-08
1956,9.942101497628641e-08,6.976913491385517e-09,2.3547082506070183e-08
1957,8.216584890252676e-08,7.951533653738352e-09,3.0922631566454584e-08
1958,7.445018956886429e-08,1.3235589513271862e-08,3.3088973339090444e-08
1959,1.1393599042008873e-07,9.300897829689347e-09,2.0927018340444192e-08
1960,8.720250344040892e-08,1.1073333361366622e-08,2.07624992754063e-08
1961,2.2373072949832817e-07,1.876002997391879e-08,2.084447814354462e-08
1962,8.94215821389821e-08,1.0147130247162295e-08,2.663621678777872e-08
1963,6.983337419441682e-08,3.879631726988464e-09,2.392439668597035e-08
1964,1.0099387215412037e-07,1.5818317267157767e-08,2.1902286206909594e-08
1965,1.4008431037382252e-07,1.0396882466068291e-08,1.7510538796727815e-08
1966,6.813062025656791e-08,5.539074976468328e-09,2.0494576702390077e-08
1967,9.466244299538573e-08,2.070740912074598e-08,2.267954357648705e-08
1968,8.443861476692405e-08,1.122853987567396e-08,1.976222918642634e-08
1969,8.493087422234424e-08,6.8126366770115965e-09,3.3609008909252225e-08
1970,8.921526850613759e-08,1.5635665207014426e-08,2.4373242979436327e-08
1971,1.274322574129627e-07,1.0276794526475896e-08,2.363662865434435e-08
1972,1.2209749522540392e-07,5.643161382629103e-09,2.1546616935097518e-08
1973,7.167165005927956e-08,4.5759591671412636e-08,2.3706776985932265e-08
1974,6.413151720785493e-08,3.937900228123681e-09,2.5315072704756858e-08
1975,7.824727887850713e-08,6.8537762132336866e-09,2.798625331479343e-08
1976,7.370449783827837e-08,1.7140580621521906e-09,2.5710871653927825e-08
1977,9.285315494267365e-08,5.876782005476144e-09,2.7620874476497193e-08
1978,7.36633323228375e-08,3.6237608469491533e-08,2.7920778578049976e-08
1979,7.841644433792538e-08,5.266776015311336e-09,3.3941446986318624e-08
1980,7.61810176053146e-08,1.364436125195212e-08,2.8994268319593175e-08
1981,8.412980956329363e-08,8.223214220670627e-09,3.352541355639005e-08
1982,7.076552588358709e-08,1.055275355987817e-08,2.2347007799794483e-08
1983,8.336216916760009e-08,1.0736036948344463e-08,3.34711742766558e-08
1984,9.626353847380642e-08,9.858314609090257e-09,2.3775934110403796e-08
1985,7.278824976086895e-08,1.142956040922627e-08,1.5038894574104233e-08
1986,1.0370460001851711e-07,3.117132441055048e-08,2.7574632355253925e-08
1987,8.738468437741176e-08,9.777306797520424e-09,2.5665430669619127e-08
1988,8.095347631131844e-08,5.3968984281560495e-09,2.4585871116755698e-08
1989,7.408964997068779e-08,3.841685636274406e-09,1.6464365870660913e-08
1990,1.0406923284245195e-07,7.083246433836621e-09,2.5608660081388734e-08
1991,6.506226218894184e-08,3.5168792322792797e-09,1.934283488935762e-08
1992,9.477104301325312e-08,1.1019888113139586e-08,1.5427843891302473e-08
1993,7.47792985866802e-08,1.0524494165053966e-08,2.3818591543545153e-08
1994,1.2290578765838944e-07,8.439882570598911e-09,1.476979427650349e-08
1995,1.057377936319881e-07,1.626735190995987e-09,1.9520822291951845e-08
1996,8.967994924446998e-08,4.270473752399084e-09,1.975094043871195e-08
1997,7.240290389454174e-08,4.794894259418925e-09,1.5823152565985765e-08
1998,7.29523792486475e-08,4.768129113763564e-09,2.0502955777601528e-08
1999,1.0374356507192317e-07,3.6561609850771504e-09,1.5995704316651427e-08
2000,9.101145037604397e-08,8.836062992401139e-10,5.743440834038438e-09
2001,8.499551004681472e-08,1.1829271784336015e-08,1.445799924226776e-08
2002,1.0909241643375367e-07,1.3143664823189738e-08,1.0514931148009055e-08
2003,8.792207550900599e-08,5.41700001521761e-09,1.3750845795357236e-08
2004,7.884576316841141e-08,6.166707589017051e-09,9.250062049659391e-09
2005,9.592987004758413e-08,5.404499625605297e-09,1.3961623857028371e-08
2006,7.782812261325489e-08,3.706100981659688e-09,1.1530091548195287e-08
2007,1.0984818255010964e-07,1.997239706952314e-09,1.2382886716011399e-08
2008,8.429730344317043e-08,2.1287198670449925e-09,9.79211112195344e-09
2009,1.2826437933988188e-07,3.814554005998616e-09,1.2397300963584712e-08
2010,1.0061679056594386e-07,3.7790344187271785e-09,1.322662068758973e-08
2011,1.0860080210117751e-07,7.64794394481072e-10,1.6825476123472072e-08
2012,1.0212758061456384e-07,3.0638274695071743e-09,1.05531832161887e-08
2013,1.3053105218929772e-07,8.367375126105969e-10,1.059867482666732e-08
2014,1.3187560765626216e-07,2.3819897165822113e-09,1.2992670939127038e-08
2015,1.0883385198612316e-07,2.438232948875907e-09,1.0417904761084174e-08
2016,1.3339429250081025e-07,1.6570720351438695e-09,1.2220906064897008e-08
2017,1.2653524361638802e-07,7.54683426862357e-10,1.106868996458843e-08
2018,1.1255194942716429e-07,0.0,1.0842160058643913e-08
2019,1.255085987916793e-07,1.275493877184175e-09,1.198964216797549e-08
