year,dernier_ADJ être_NOUN,dernier_ADJ mètre_NOUN
1800,9.432493897065797e-09,0.0
1801,9.524730337773235e-09,0.0
1802,2.0140561218795483e-08,0.0
1803,0.0,2.145373123596528e-08
1804,2.4718509461507665e-09,0.0
1805,2.842877711017877e-09,5.685755422035754e-09
1806,0.0,0.0
1807,8.540865792383556e-09,0.0
1808,0.0,2.2660739951163578e-09
1809,0.0,0.0
1810,0.0,0.0
1811,0.0,0.0
1812,1.0668832484128643e-08,0.0
1813,0.0,1.1502966579257645e-08
1814,0.0,0.0
1815,3.506390555685357e-08,0.0
1816,3.476405652236281e-08,0.0
1817,1.401186100480345e-08,0.0
1818,2.384235475716423e-09,0.0
1819,3.105314938522952e-08,0.0
1820,1.0679833017945839e-08,0.0
1821,7.88919063410276e-09,0.0
1822,5.012807946513931e-09,0.0
1823,2.2730180404550993e-08,0.0
1824,8.421112696055388e-10,8.421112696055388e-10
1825,1.8491430608946757e-08,0.0
1826,1.145037931138404e-08,0.0
1827,7.373818444733615e-09,4.608636583469661e-09
1828,7.337841001486822e-09,7.337841001486822e-09
1829,9.430493719264632e-09,0.0
1830,1.461157062010443e-08,0.0
1831,1.5591206548037917e-08,0.0
1832,1.8941957335982806e-08,0.0
1833,1.6217079235048004e-08,1.1583628500844156e-09
1834,8.401078055442213e-09,0.0
1835,6.806779140333674e-09,0.0
1836,6.72075017860152e-09,6.720750067579218e-10
1837,1.1132625488130543e-08,0.0
1838,7.574594285131298e-09,0.0
1839,1.3982949909063791e-08,6.9914751765765e-10
1840,3.821813088222825e-09,0.0
1841,6.420548537278137e-09,2.0545755319290038e-08
1842,3.8237111255057243e-08,5.366612043644636e-09
1843,1.063243981747064e-08,4.134837805480629e-09
1844,9.879410178825765e-09,3.841992946007622e-09
1845,2.3436957263811564e-08,0.0
1846,2.86870562860031e-08,5.854501328173001e-10
1847,4.853901280910122e-09,5.9325460100012606e-09
1848,1.6090443422100975e-09,4.82713291560799e-09
1849,5.02764896381791e-09,5.02764896381791e-09
1850,6.1100964288129944e-09,4.752297222410107e-09
1851,8.384270167027807e-09,9.029214709244116e-09
1852,1.1718981340891332e-08,6.510545436100301e-10
1853,5.3747388761848924e-09,2.388772735173461e-09
1854,9.352196350675968e-09,9.871762074453727e-09
1855,1.2736649068756378e-08,5.837630823180007e-09
1856,6.73034605824796e-09,5.177189343896771e-09
1857,5.369659827891837e-09,4.881509085841174e-10
1858,6.361778659424999e-09,2.936205500958522e-09
1859,1.884104072757964e-08,5.092173349652285e-10
1860,1.327383314375652e-08,8.238931314963338e-09
1861,8.960331143725853e-09,6.6023493339173456e-09
1862,1.536115412648087e-08,1.2650361647104091e-08
1863,1.0988165932701577e-08,9.989241656072068e-10
1864,1.7740493518658695e-08,1.9178911792039344e-09
1865,1.6473955088969205e-08,2.2592853810010638e-08
1866,1.1190909532388105e-08,1.751620715140234e-08
1867,1.358787216076962e-08,1.4073153309368536e-08
1868,9.385760613156435e-09,6.915823469455518e-09
1869,9.767038733343725e-09,4.883519366671862e-09
1870,8.601073631098188e-09,1.7202146374017957e-09
1871,4.248470908407853e-09,6.37270636261178e-09
1872,6.047339518033823e-09,8.4662747923403e-09
1873,8.380406590902112e-09,8.380406590902112e-09
1874,4.779687312606029e-09,8.364453130127458e-09
1875,1.1443054281912168e-09,3.432916173551348e-09
1876,8.464420275799966e-09,4.836811839936672e-09
1877,3.710889595609501e-09,8.040260901509555e-09
1878,5.435179861734696e-09,0.0
1879,9.163987790827832e-09,6.720257683667796e-09
1880,3.2089231272180996e-09,4.492492600149944e-09
1881,9.761510710859511e-09,9.761510710859511e-09
1882,1.1979693681496428e-08,1.3976308999019693e-08
1883,3.1596694705093853e-09,7.58320695126713e-09
1884,1.1883054540362536e-08,3.300848483434038e-09
1885,5.156508553483263e-09,4.511945039809007e-09
1886,9.034849313138693e-09,4.5174246565693466e-09
1887,1.9586774424595887e-09,5.223139698529167e-09
1888,4.4384300679212174e-09,4.4384300679212174e-09
1889,3.759081934617825e-09,3.132568426877924e-09
1890,6.554386366985909e-09,3.2771931834929546e-09
1891,8.92390783491237e-09,1.529812720946211e-08
1892,5.014809900671935e-09,6.8953633913793055e-09
1893,2.463366621796581e-09,5.542574843531156e-09
1894,5.041231432301174e-09,1.827446460822557e-08
1895,1.023164486468886e-08,4.213029924926559e-09
1896,1.1794058174530164e-08,4.1279202278587945e-09
1897,7.574727511894253e-09,4.078699600285063e-09
1898,6.224190496340043e-09,3.960848538042683e-09
1899,4.4220627160029835e-09,2.2110313580014918e-09
1900,6.22926377147337e-09,1.038210584169974e-08
1901,1.676621685930968e-08,7.265360757457984e-09
1902,1.276673788908056e-08,5.892340837476695e-09
1903,2.1600881083827517e-09,7.560307935250421e-09
1904,7.524475265086039e-09,6.449550227216605e-09
1905,2.0643036169332163e-09,6.708986699521802e-09
1906,1.388929860013377e-08,1.1317205839134203e-08
1907,2.5714216866923323e-09,7.199980611716228e-09
1908,3.437972351250096e-09,1.1787333775714615e-08
1909,8.251475058784763e-09,3.300590023513905e-09
1910,7.481810726517324e-09,4.809735720812114e-09
1911,6.916486494645824e-09,2.128149656499545e-09
1912,5.730363294986773e-09,3.125652625612929e-09
1913,2.121195885607108e-09,1.6969567084856862e-08
1914,8.705767051697677e-09,9.37544086809794e-09
1915,1.1780761921542648e-09,5.890381071793627e-09
1916,5.493730803607377e-09,8.789969641043172e-09
1917,6.57985488317081e-09,3.289927441585405e-09
1918,0.0,1.033773866510046e-08
1919,1.6574126959767455e-08,9.207848705727883e-09
1920,1.2872794385998532e-08,3.028892692213958e-09
1921,6.815472630705699e-09,1.438822039290244e-08
1922,7.377935595798135e-09,8.853522359686394e-09
1923,3.1847844361720945e-09,6.369568872344189e-09
1924,6.445812328337297e-09,1.2891624656674594e-08
1925,4.399271169575059e-09,8.798542339150117e-09
1926,1.0031524944054127e-08,4.458455382660986e-09
1927,1.1149224654616319e-08,1.4493992672726108e-08
1928,2.2852082448565625e-09,4.570416489713125e-09
1929,5.570202965543558e-09,4.4561625500705304e-09
1930,2.100720708497761e-09,1.6805765667982087e-08
1931,9.124285327288817e-09,9.124285327288817e-09
1932,7.6716757391182e-09,6.575722188983946e-09
1933,8.02946331646126e-09,0.0
1934,1.1981580172459871e-09,4.7926320689839486e-09
1935,7.180970484910176e-09,1.196828414151696e-09
1936,1.2124714565686645e-08,2.424942913137329e-09
1937,1.0072894518486919e-08,5.0364472592434595e-09
1938,5.186085783037697e-09,1.8151300906765755e-08
1939,1.5294050470515685e-09,2.141167065872196e-08
1940,5.0715658339584024e-09,7.607348528892999e-09
1941,0.0,8.854508237732261e-09
1942,0.0,3.034211770724937e-09
1943,0.0,1.7419411690866582e-08
1944,0.0,3.2131861615880553e-09
1945,4.357008087652048e-09,1.5249527862692958e-08
1946,9.744772988540262e-09,6.960552134671616e-09
1947,1.6689218895749036e-08,1.0728784083369192e-08
1948,8.697510267552389e-09,1.3046265401328583e-08
1949,9.817008539414473e-09,1.2762110479513922e-08
1950,6.381216888229346e-09,1.914365022059883e-08
1951,4.264560704569931e-09,2.2388944032059044e-08
1952,4.2179215675730575e-09,1.687168627029223e-08
1953,9.696444647211422e-09,2.3702419582605216e-08
1954,5.863521668203475e-09,1.7590565448699635e-08
1955,3.754243138587299e-09,9.385607846468247e-09
1956,3.488456634670456e-09,8.72114114258693e-09
1957,1.1485549400447326e-08,1.8553580005686854e-08
1958,1.3235589513271862e-08,1.6544486669545222e-08
1959,6.975672928177801e-09,1.6276571201956358e-08
1960,8.997083078554624e-09,1.4533750203327145e-08
1961,9.03260666262895e-09,1.80652133252579e-08
1962,9.512934273647744e-09,2.029426049432459e-08
1963,3.879631726988464e-09,1.4871922360271128e-08
1964,7.909158605823308e-09,1.2167936880302932e-08
1965,8.20806533852192e-09,1.4774516721161035e-08
1966,7.200797291773142e-09,1.3293779410616935e-08
1967,8.381570104631919e-09,2.662381248796919e-08
1968,8.533690198930799e-09,9.88111459321317e-09
1969,4.995933444718048e-09,2.3162964879475112e-08
1970,9.657322941336588e-09,1.103694025061941e-08
1971,1.0790635052160269e-08,1.5415192677892264e-08
1972,5.130146973897354e-09,1.0260293947794707e-08
1973,4.410563025913916e-09,9.37244681864513e-09
1974,6.750686232237513e-09,1.3501372464475025e-08
1975,9.709516746170266e-09,1.313640396460869e-08
1976,4.570821499072508e-09,1.085570122683066e-08
1977,1.1753563677885381e-08,1.23412418062685e-08
1978,4.752473081737207e-09,1.128712323605896e-08
1979,7.022368020415115e-09,1.9896710057309974e-08
1980,3.97960553399912e-09,2.21720881654619e-08
1981,5.69299452024552e-09,1.138598904049104e-08
1982,6.2075020679230875e-09,1.3035754697909852e-08
1983,6.946847541655643e-09,9.47297440490047e-09
1984,5.799008384599347e-09,1.1598016769198694e-08
1985,1.0226449020933615e-08,1.2632671797518924e-08
1986,4.196139880008332e-09,1.019062523255343e-08
1987,2.4443267410134695e-09,1.5277041853778428e-08
1988,5.396898483667201e-09,1.5591039570495013e-08
1989,1.1525056464734007e-08,1.2622680678475717e-08
1990,6.538381391862913e-09,1.4166492867673242e-08
1991,5.8614650910726596e-09,1.0550637696837839e-08
1992,1.1570882918476855e-08,8.815910668147353e-09
1993,7.200969598386564e-09,1.1632335983335906e-08
1994,2.637463358823311e-09,1.1077346151466827e-08
1995,1.0844901865425527e-08,9.21816667442954e-09
1996,5.3380921904988554e-09,7.473328622609188e-09
1997,7.671831170341648e-09,7.671831170341648e-09
1998,5.72175506974304e-09,5.72175506974304e-09
1999,5.941261704833778e-09,7.769341614505265e-09
2000,7.510653432518666e-09,7.510653432518666e-09
2001,7.886181485616817e-09,5.257454027685071e-09
2002,8.762443215459825e-09,7.886198361006791e-09
2003,9.167230530238157e-09,1.2500768420409258e-08
2004,4.404791115186768e-09,1.3214373595360485e-08
2005,8.106749049829887e-09,6.7556245042510454e-09
2006,1.2353669365250397e-08,9.471146533712727e-09
2007,1.1184542181297275e-08,1.757570977645173e-08
2008,8.940623352771127e-09,1.2772319202269955e-08
2009,1.0490023072406984e-08,1.4781396551200032e-08
2010,1.558851697724961e-08,1.9839930587295385e-08
2011,1.644307978665438e-08,2.2943831723409858e-08
2012,1.3276585664190321e-08,2.9616998631354363e-08
2013,2.2034087943101355e-08,2.900689999307815e-08
2014,1.9705551773663288e-08,3.161549955166265e-08
2015,1.8397575574091718e-08,2.682056177150116e-08
2016,2.4856080527158042e-08,3.0034431830472386e-08
2017,1.6603035390971854e-08,3.8740413543791874e-08
2018,2.039358665273383e-08,3.614053412093199e-08
2019,2.499968032587674e-08,3.443833307414934e-08
