year,en_ADP aile_NOUN,en_ADP zèle_NOUN
1989,7.463846340982627e-08,8.232182935330457e-09
1990,7.900544174432866e-08,8.172976073694826e-09
1991,7.150987269000098e-08,9.96449056600568e-09
1992,8.044518184924243e-08,1.1019888113139586e-08
1993,6.702441002204296e-08,9.416652346772025e-09
1994,7.27939867273264e-08,5.802419433820205e-09
1995,5.4224509327127635e-08,7.0491861237087505e-09
1996,8.167281206894472e-08,6.939520069693117e-09
1997,5.226434973693017e-08,9.58978851883785e-09
1998,6.1508868220983e-08,1.0013071261028017e-08
1999,4.4787972358628636e-08,1.1882523409667556e-08
2000,3.5786055674336126e-08,1.4137700787841823e-08
2001,5.301266403634486e-08,6.571817756650944e-09
2002,5.0384047600715576e-08,9.200564754507923e-09
2003,6.125376650345515e-08,1.5417615628621206e-08
2004,8.633390669032792e-08,1.0131019578807354e-08
2005,5.5396121467765624e-08,9.908249332113428e-09
2006,6.547444897364585e-08,1.2353670086895363e-08
2007,5.592271179466479e-08,7.589511241690161e-09
2008,4.810906906183021e-08,6.3861596011349775e-09
2009,4.0529637646002925e-08,9.53638501499654e-09
2010,2.6925620677520357e-08,7.558068837454357e-09
2011,5.0858826372568444e-08,1.0324724186716594e-08
2012,4.5276559695883734e-08,6.808505315092361e-09
2013,4.2952524315076346e-08,5.29933741333366e-09
2014,3.486366653704387e-08,5.413613113347537e-09
2015,2.925879433179901e-08,9.531274436369586e-09
2016,3.5419916305512444e-08,1.0149566520567532e-08
2017,2.238894164507954e-08,2.2892063356039216e-08
2018,2.555652095503902e-08,7.228107001822082e-09
2019,1.9387507654844427e-08,5.101975730781305e-09
