year,en_ADP aile_NOUN,en_ADP zèle_NOUN
1800,1.1318992676478956e-07,1.2576657937302116e-08
1801,1.6668278135512082e-07,1.0000967165524344e-07
1802,1.857407312400028e-07,4.699464284385613e-08
1803,1.4432510653250574e-07,5.265916058760922e-08
1804,2.1257918803030407e-07,9.640218934237055e-08
1805,1.9331568079650197e-07,1.1371510844071508e-08
1806,2.8528523543513984e-07,2.0171682990621775e-08
1807,9.96434317279693e-08,6.547996633798903e-08
1808,2.2660739151803e-07,8.384473915157287e-08
1809,1.445779496123123e-07,1.219876537561504e-07
1810,1.5444837231370911e-07,1.1700633706368535e-07
1811,1.3287507272252697e-07,5.515568801683912e-08
1812,1.8137016155606034e-07,2.400487453257938e-08
1813,1.1215392348162823e-07,2.8757416004054903e-08
1814,1.1328037530233814e-07,9.754699448194515e-08
1815,1.7801675156192687e-07,9.979726911524267e-08
1816,2.2712518621403888e-07,1.9236112791531923e-07
1817,9.02986592166144e-08,9.49692804397273e-08
1818,1.7881766112282094e-07,7.987188865854478e-08
1819,2.701624062240171e-07,6.83169290027763e-08
1820,6.645229433388522e-08,5.3399165977907614e-08
1821,9.565643921405353e-08,1.4496387734652671e-07
1822,3.559093784133438e-07,8.822541985864518e-08
1823,8.993244904331732e-08,9.487379770689586e-08
1824,1.1873769167891624e-07,9.179012749882531e-08
1825,1.8139213153745004e-07,8.541280038798504e-08
1826,1.735172965311449e-07,1.109806007093539e-07
1827,1.4839809026057083e-07,6.452091128039683e-08
1828,1.5317743340403922e-07,9.080578422526742e-08
1829,9.773420650560638e-08,9.516225674133238e-08
1830,1.1480519557238722e-07,1.1897992635567789e-07
1831,3.196197297938852e-07,8.263339168479433e-08
1832,2.1106752612354285e-07,6.764985016616265e-08
1833,8.571885423691583e-08,6.834341093053808e-08
1834,1.577535688745968e-07,5.2273371409228275e-08
1835,9.075705520444899e-08,8.470658485748572e-08
1836,9.140220419423528e-08,9.543465040451338e-08
1837,7.931995860133156e-08,6.609996461293122e-08
1838,5.996553742448896e-08,7.32210807541378e-08
1839,1.4122779212755177e-07,6.082583325905944e-08
1840,7.962110792902877e-08,6.942960339983983e-08
1841,2.587481109372902e-07,1.0914932602190675e-07
1842,1.0263645577879288e-07,6.976596012009395e-08
1843,1.3940310239490827e-07,7.678984559333912e-08
1844,8.94635450721104e-08,1.1635749785909866e-07
1845,9.318980787043074e-08,1.0825642249301382e-07
1846,6.557041487553761e-08,8.254846761701629e-08
1847,7.928039025273392e-08,7.442648808364538e-08
1848,1.1102405750307298e-07,5.551202875153649e-08
1849,8.211826862947191e-08,5.781796375003978e-08
1850,7.535785417900343e-08,5.0238568860550004e-08
1851,1.2060450416129243e-07,8.255281613855914e-08
1852,1.2370036017728125e-07,5.859491025717034e-08
1853,1.0510599857127545e-07,6.210809289086683e-08
1854,8.884586311097564e-08,9.352196173040284e-08
1855,8.756445879498642e-08,8.491099379170919e-08
1856,4.918329715719594e-08,9.06008139622827e-08
1857,9.177237469959465e-08,7.908045063231839e-08
1858,6.459652546197958e-08,6.361779014696367e-08
1859,7.485494712966556e-08,6.110607841947058e-08
1860,1.0527523386372195e-07,7.140406665939736e-08
1861,1.0752397328062102e-07,8.252936822827905e-08
1862,1.9156261488184612e-07,6.822159548391937e-08
1863,1.2286767453462133e-07,8.390963301962984e-08
1864,1.0164823471825457e-07,7.383881239775292e-08
1865,1.0919878867809985e-07,6.730787305286867e-08
1866,1.0266443128958969e-07,5.2548617901493344e-08
1867,1.4073152954097168e-07,4.561642796829801e-08
1868,1.4276235482668653e-07,6.57003269566303e-08
1869,1.0108884396231588e-07,7.129938239813782e-08
1870,1.4048419272327806e-07,4.529898589566983e-08
1871,1.5188283208900089e-07,3.9298356568906456e-08
1872,1.5662608721100924e-07,5.926392532273894e-08
1873,2.1370035430123835e-07,4.549363552541763e-08
1874,1.1949218076123813e-07,2.6885741633009275e-08
1875,1.8766609422016245e-07,3.94785359958405e-08
1876,1.4873196030329439e-07,4.6554312405078235e-08
1877,9.339071826985901e-08,4.2675228684174726e-08
1878,1.425224924744839e-07,2.959153455606156e-08
1879,9.408360746032685e-08,5.070739916845923e-08
1880,1.2964049678210188e-07,2.0537108014195837e-08
1881,9.691785241017215e-08,3.2770785196589713e-08
1882,7.8533544112247e-08,5.457415852561098e-08
1883,9.9845554324407e-08,4.549924170760278e-08
1884,1.313737740815668e-07,1.9144920315739e-08
1885,1.289127151693492e-07,4.3185760745245716e-08
1886,1.2261581527894805e-07,3.87207848007165e-08
1887,9.662808686528024e-08,2.0239665943222462e-08
1888,1.3885945993052928e-07,2.3460273723685532e-08
1889,1.0963989405254893e-07,4.2602930960811136e-08
1890,7.73417605515192e-08,2.2940351840361473e-08
1891,1.1409854216992699e-07,2.8046567734918426e-08
1892,9.277397960971712e-08,3.322311670217459e-08
1893,1.0530892247118118e-07,3.0176241949675386e-08
1894,1.600590944228486e-07,1.2603078580752936e-08
1895,1.5648397222456367e-07,3.310238128051424e-08
1896,1.0378771264640818e-07,3.4792471126365854e-08
1897,1.0196748501112296e-07,2.0393496669157685e-08
1898,1.324055053375517e-07,3.281845906144554e-08
1899,9.839089365470954e-08,3.2612710754165164e-08
1900,9.863000993703963e-08,2.7512582434496835e-08
1901,9.389081379040931e-08,3.017919070202879e-08
1902,9.967876374306073e-08,2.6515532880466708e-08
1903,8.046328003885606e-08,3.186130115295782e-08
1904,1.5425174382244222e-07,3.33226779503093e-08
1905,1.0682771423020654e-07,2.37394921498435e-08
1906,1.7593111012459417e-07,1.6461390472954918e-08
1907,2.0211374973655438e-07,2.828563872014911e-08
1908,2.3967578255401634e-07,2.553922229253658e-08
1909,1.5402754571791633e-07,2.53045246978445e-08
1910,9.298822134518048e-08,2.8858414324872683e-08
1911,1.3088120431881123e-07,2.3941684190731394e-08
1912,1.2085857115096132e-07,2.81308754068732e-08
1913,1.34695939346674e-07,2.598464909908671e-08
1914,1.6005217062797783e-07,4.8216556081115414e-08
1915,1.366568368466048e-07,1.0602685840410686e-08
1916,2.1755174572923863e-07,2.307367097387214e-08
1917,1.052776754661977e-07,7.676496771580332e-09
1918,1.3898515494048524e-07,2.412139110674616e-08
1919,8.010828267401848e-08,1.2890987832747669e-08
1920,1.3099961071461053e-07,3.028892692213958e-08
1921,9.011569268579933e-08,1.8931869405491852e-08
1922,1.8813735075395854e-07,3.172512208493572e-08
1923,1.1465223792583856e-07,2.229349149729387e-08
1924,7.219309772210636e-08,1.4180787211159895e-08
1925,6.488924952918751e-08,2.74954441437103e-08
1926,7.133528756586571e-08,2.0063049888108253e-08
1927,5.3516278963883224e-08,3.5677519605314956e-08
1928,8.226749592665783e-08,1.7139061725401916e-08
1929,8.578112797863469e-08,1.893869061575515e-08
1930,8.82302675364599e-08,1.7856125467119455e-08
1931,9.238338805062085e-08,1.9389105432310316e-08
1932,9.644391951724174e-08,2.520693342944469e-08
1933,7.45593045081705e-08,2.7529589274877253e-08
1934,8.746553348260022e-08,1.0783422155213884e-08
1935,9.454944205344873e-08,9.574627313213568e-09
1936,8.608547119592913e-08,1.9399543305098632e-08
1937,6.673292496373051e-08,7.554670666820584e-09
1938,5.8343465170196396e-08,2.5930429359277696e-08
1939,1.9729324751693866e-07,1.6823456405745674e-08
1940,1.3693227352007398e-07,1.0143131667916805e-08
1941,7.378756272657938e-08,2.066051862925633e-08
1942,1.3957373834472264e-07,2.4273694165799498e-08
1943,1.0451646836884265e-07,2.6129116648121453e-08
1944,6.105053707017305e-08,6.4263723231761105e-09
1945,1.590307974197458e-07,1.9606536838523425e-08
1946,7.9350293447078e-08,1.3921104269343232e-08
1947,9.298279657343755e-08,2.9802176726434482e-08
1948,1.1198044624904924e-07,2.0656587551570738e-08
1949,7.657266642979721e-08,6.8719057111366055e-09
1950,6.487570480828708e-08,8.508289184305795e-09
1951,5.970384897580061e-08,8.529121409139861e-09
1952,1.2759212530966124e-07,2.5307528517259925e-08
1953,7.110726230052933e-08,2.693456835345387e-08
1954,5.0817189567453624e-08,1.07497895029951e-08
1955,9.761032160326977e-08,2.1586897602787758e-08
1956,7.761816078755146e-08,2.0930739808022736e-08
1957,1.1043797076837336e-07,1.9437083054185678e-08
1958,7.114129463303698e-08,1.1581140491045971e-08
1959,7.053180439697826e-08,1.5501495198577686e-08
1960,7.543708591128961e-08,1.2457499920515147e-08
1961,6.53126956962069e-08,1.528595028332802e-08
1962,6.659054357927019e-08,1.1415521861124489e-08
1963,6.983337463850603e-08,1.4225316924409981e-08
1964,5.1713729298796807e-08,1.1559539991878864e-08
1965,7.770301435616744e-08,1.1491291473930687e-08
1966,8.530175277243757e-08,1.2185964237687585e-08
1967,1.1684895140362528e-07,1.2818872185960117e-08
1968,9.701458125732643e-08,2.380450325745187e-08
1969,6.131372826123638e-08,1.6350327314285096e-08
1970,6.71413845632074e-08,8.7375777724219e-09
1971,7.810363944482646e-08,2.4150468291850302e-08
1972,9.593374838967605e-08,1.3338381954497436e-08
1973,6.781240702302682e-08,9.37244681864513e-09
1974,5.1755259189434355e-08,1.6314157136321228e-08
1975,7.996072115545871e-08,9.138368284311582e-09
1976,8.341749418994127e-08,1.3712464053128315e-08
1977,4.995264557550172e-08,1.057820764316375e-08
1978,4.633661299102698e-08,8.910887139279566e-09
1979,5.0326971035019596e-08,1.345953837272873e-08
1980,8.641429039002446e-08,6.822181042309694e-09
1981,6.894849136074299e-08,1.3283654176632353e-08
1982,5.338451991576676e-08,1.3035754697909852e-08
1983,3.9786492656013195e-08,1.1999100379966876e-08
1984,7.074790064898195e-08,1.5077421977593986e-08
1985,6.857735967980005e-08,1.2632671797518924e-08
1986,7.553051878383954e-08,1.7983456501724504e-08
1987,5.621951615353282e-08,1.8943532964499354e-08
1988,6.836071220206463e-08,1.3792074149421296e-08
