year,en_ADP ailes_NOUN,en_ADP zèle_NOUN
1913,7.901454779357664e-08,2.598464909908671e-08
1914,8.571831955350717e-08,4.8216556081115414e-08
1915,1.1309531089409575e-07,1.0602685840410686e-08
1916,1.1097336738430386e-07,2.307367097387214e-08
1917,9.211796481167767e-08,7.676496771580332e-09
1918,9.418828739171659e-08,2.412139110674616e-08
1919,7.550436009751138e-08,1.2890987832747669e-08
1920,7.799398815677705e-08,3.028892692213958e-08
1921,5.9067428281878165e-08,1.8931869405491852e-08
1922,9.22241909506738e-08,3.172512208493572e-08
1923,8.811237250938575e-08,2.229349149729387e-08
1924,7.86389122708897e-08,1.4180787211159895e-08
1925,7.808706214973427e-08,2.74954441437103e-08
1926,1.1480522488227507e-07,2.0063049888108253e-08
1927,8.473411128306907e-08,3.5677519605314956e-08
1928,8.798051709391075e-08,1.7139061725401916e-08
1929,8.912324744869693e-08,1.893869061575515e-08
1930,9.033099246380516e-08,1.7856125467119455e-08
1931,1.2203732069338002e-07,1.9389105432310316e-08
1932,8.87722464426588e-08,2.520693342944469e-08
1933,9.061822936473618e-08,2.7529589274877253e-08
1934,9.824896096688462e-08,1.0783422155213884e-08
1935,1.0891138657598276e-07,9.574627313213568e-09
1936,7.1535815493462e-08,1.9399543305098632e-08
1937,8.310137644684801e-08,7.554670666820584e-09
1938,7.649476430060531e-08,2.5930429359277696e-08
1939,1.1470537941704606e-07,1.6823456405745674e-08
1940,1.6736167651743017e-07,1.0143131667916805e-08
1941,1.0625409174735978e-07,2.066051862925633e-08
1942,1.061974117533282e-07,2.4273694165799498e-08
1943,8.709705667797607e-08,2.6129116648121453e-08
1944,1.124615138792251e-07,6.4263723231761105e-09
1945,8.496165548876888e-08,1.9606536838523425e-08
1946,8.07424029858339e-08,1.3921104269343232e-08
1947,9.417487945029279e-08,2.9802176726434482e-08
1948,1.2611390332040173e-07,2.0656587551570738e-08
1949,7.362756093698408e-08,6.8719057111366055e-09
1950,7.232046073113452e-08,8.508289184305795e-09
1951,9.595261474260042e-08,8.529121409139861e-09
1952,1.0439355691005403e-07,2.5307528517259925e-08
1953,8.942276963352924e-08,2.693456835345387e-08
1954,8.502106396690579e-08,1.07497895029951e-08
1955,8.91632723210023e-08,2.1586897602787758e-08
1956,8.023449993288523e-08,2.0930739808022736e-08
1957,1.0513694803648832e-07,1.9437083054185678e-08
1958,8.851300492551673e-08,1.1581140491045971e-08
1959,7.673240531858028e-08,1.5501495198577686e-08
1960,9.412333668024075e-08,1.2457499920515147e-08
1961,8.893643865803824e-08,1.528595028332802e-08
1962,8.688480335194981e-08,1.1415521861124489e-08
1963,7.241979460559378e-08,1.4225316924409981e-08
1964,6.38816644027429e-08,1.1559539991878864e-08
1965,1.1710172742596114e-07,1.1491291473930687e-08
1966,7.090015685662365e-08,1.2185964237687585e-08
1967,1.0255097748768094e-07,1.2818872185960117e-08
1968,8.354033553814588e-08,2.380450325745187e-08
1969,7.175977145834622e-08,1.6350327314285096e-08
1970,7.265985857429769e-08,8.7375777724219e-09
1971,7.656212375195537e-08,2.4150468291850302e-08
1972,7.951727809540898e-08,1.3338381954497436e-08
1973,6.340184199871146e-08,9.37244681864513e-09
1974,4.387946006545462e-08,1.6314157136321228e-08
1975,8.681449514824635e-08,9.138368284311582e-09
1976,5.656391621755574e-08,1.3712464053128315e-08
1977,6.581995393162288e-08,1.057820764316375e-08
1978,5.8811853165252614e-08,8.910887139279566e-09
1979,6.437170441131457e-08,1.345953837272873e-08
1980,7.504399235358505e-08,6.822181042309694e-09
1981,6.958104137311238e-08,1.3283654176632353e-08
1982,6.393727147724348e-08,1.3035754697909852e-08
1983,8.525676520321213e-08,1.1999100379966876e-08
1984,7.364740639559386e-08,1.5077421977593986e-08
1985,8.181159216746892e-08,1.2632671797518924e-08
1986,6.773768745915731e-08,1.7983456501724504e-08
1987,6.171924837872211e-08,1.8943532964499354e-08
1988,6.056519197272792e-08,1.3792074149421296e-08
1989,7.408964819433095e-08,8.232182935330457e-09
1990,6.865300150593612e-08,8.172976073694826e-09
1991,7.67851915384199e-08,9.96449056600568e-09
1992,6.06093877308922e-08,1.1019888113139586e-08
1993,5.760775678709251e-08,9.416652346772025e-09
1994,5.960666982218754e-08,5.802419433820205e-09
1995,5.476675468685244e-08,7.0491861237087505e-09
1996,4.750901894112758e-08,6.939520069693117e-09
1997,6.041567246484192e-08,9.58978851883785e-09
1998,7.438281812710557e-08,1.0013071261028017e-08
1999,6.078367675854679e-08,1.1882523409667556e-08
2000,6.892128823210442e-08,1.4137700787841823e-08
2001,6.966126875340706e-08,6.571817756650944e-09
2002,5.301277994362863e-08,9.200564754507923e-09
2003,5.75035379313249e-08,1.5417615628621206e-08
2004,8.104815663045883e-08,1.0131019578807354e-08
2005,6.845699118684934e-08,9.908249332113428e-09
2006,6.218013481884554e-08,1.2353670086895363e-08
2007,5.0330442036283785e-08,7.589511241690161e-09
2008,5.704969296971285e-08,6.3861596011349775e-09
2009,6.103286409597786e-08,9.53638501499654e-09
2010,7.227403386877995e-08,7.558068837454357e-09
2011,7.533224533062821e-08,1.0324724186716594e-08
2012,9.123397148869117e-08,6.808505315092361e-09
2013,7.80955033974351e-08,5.29933741333366e-09
2014,7.600712592648051e-08,5.413613113347537e-09
2015,7.226035592111657e-08,9.531274436369586e-09
2016,8.078226443331005e-08,1.0149566520567532e-08
2017,5.509188838459522e-08,2.2892063356039216e-08
2018,5.627597587931632e-08,7.228107001822082e-09
2019,5.255034807305492e-08,5.101975730781305e-09
