ortho_0;lemme_0;gtag_0;ortho_1;lemme_1;gtag_1;ortho_2;lemme_2;gtag_2
beaucoup;beaucoup;ADV;au;au;ADP;faux;faux;ADJ
beaucoup;beaucoup;ADV;aux;aux;ADP;faux;faux;ADJ
beaucoup;beaucoup;ADV;in;in;ADJ;fine;fin;ADJ
beaucoup;beaucoup;ADV;in;in;ADJ;fines;fin;ADJ
beaucoup;beaucoup;ADV;utile;utile;ADJ;futile;futile;ADJ
beaucoup;beaucoup;ADV;été;être;VERB;fêté;fêter;VERB
beaucoup;beaucoup;ADV;ôté;ôter;VERB;fauté;fauter;VERB
trop;trop;ADV;au;au;ADP;faux;faux;ADJ
trop;trop;ADV;aux;aux;ADP;faux;faux;ADJ
trop;trop;ADV;in;in;ADJ;fine;fin;ADJ
trop;trop;ADV;in;in;ADJ;fines;fin;ADJ
trop;trop;ADV;utile;utile;ADJ;futile;futile;ADJ
trop;trop;ADV;été;être;VERB;fêté;fêter;VERB
trop;trop;ADV;ôté;ôter;VERB;fauté;fauter;VERB
