ortho_0;lemme_0;gtag_0;ortho_1;lemme_1;gtag_1;ortho_2;lemme_2;gtag_2
excellent;excellent;ADJ;air;air;NOUN;maire;maire;NOUN
excellent;excellent;ADJ;an;an;NOUN;man;man;NOUN
excellent;excellent;ADJ;arbre;arbre;NOUN;marbre;marbre;NOUN
excellent;excellent;ADJ;arc;arc;NOUN;mark;mark;NOUN
excellent;excellent;ADJ;archer;archer;NOUN;marché;marché;NOUN
excellent;excellent;ADJ;argot;argot;NOUN;margot;margot;NOUN
excellent;excellent;ADJ;arrêt;arrêt;NOUN;marais;marais;NOUN
excellent;excellent;ADJ;athée;athée;NOUN;maté;maté;NOUN
excellent;excellent;ADJ;atout;atout;NOUN;matou;matou;NOUN
excellent;excellent;ADJ;autel;autel;NOUN;motel;motel;NOUN
excellent;excellent;ADJ;auteur;auteur;NOUN;moteur;moteur;NOUN
excellent;excellent;ADJ;axe;axe;NOUN;max;max;NOUN
excellent;excellent;ADJ;ego;ego;NOUN;mégot;mégot;NOUN
excellent;excellent;ADJ;hôtel;hôtel;NOUN;motel;motel;NOUN
excellent;excellent;ADJ;or;or;NOUN;mort;mort;NOUN
excellent;excellent;ADJ;oral;oral;NOUN;moral;moral;NOUN
excellent;excellent;ADJ;être;être;NOUN;maître;maître;NOUN
excellent;excellent;ADJ;être;être;NOUN;mètre;mètre;NOUN
grand;grand;ADJ;air;air;NOUN;maire;maire;NOUN
grand;grand;ADJ;an;an;NOUN;man;man;NOUN
grand;grand;ADJ;arbre;arbre;NOUN;marbre;marbre;NOUN
grand;grand;ADJ;arc;arc;NOUN;mark;mark;NOUN
grand;grand;ADJ;archer;archer;NOUN;marché;marché;NOUN
grand;grand;ADJ;argot;argot;NOUN;margot;margot;NOUN
grand;grand;ADJ;arrêt;arrêt;NOUN;marais;marais;NOUN
grand;grand;ADJ;athée;athée;NOUN;maté;maté;NOUN
grand;grand;ADJ;atout;atout;NOUN;matou;matou;NOUN
grand;grand;ADJ;autel;autel;NOUN;motel;motel;NOUN
grand;grand;ADJ;auteur;auteur;NOUN;moteur;moteur;NOUN
grand;grand;ADJ;axe;axe;NOUN;max;max;NOUN
grand;grand;ADJ;ego;ego;NOUN;mégot;mégot;NOUN
grand;grand;ADJ;hôtel;hôtel;NOUN;motel;motel;NOUN
