ortho_0;lemme_0;gtag_0;ortho_1;lemme_1;gtag_1;ortho_2;lemme_2;gtag_2
beaucoup;beaucoup;ADV;au;au;ADP;chaud;chaud;ADJ
beaucoup;beaucoup;ADV;aux;aux;ADP;chauds;chaud;ADJ
beaucoup;beaucoup;ADV;armer;armer;VERB;charmer;charmer;VERB
beaucoup;beaucoup;ADV;armé;armer;VERB;charmé;charmer;VERB
beaucoup;beaucoup;ADV;eu;avoir;VERB;chu;choir;VERB
trop;trop;ADV;au;au;ADP;chaud;chaud;ADJ
trop;trop;ADV;aux;aux;ADP;chauds;chaud;ADJ
trop;trop;ADV;armer;armer;VERB;charmer;charmer;VERB
trop;trop;ADV;armé;armer;VERB;charmé;charmer;VERB
trop;trop;ADV;eu;avoir;VERB;chu;choir;VERB
