ortho_0;lemme_0;gtag_0;ortho_1;lemme_1;gtag_1;ortho_2;lemme_2;gtag_2
beaucoup;beaucoup;ADV;atteint;atteint;ADJ;latin;latin;ADJ
beaucoup;beaucoup;ADV;en;en;ADP;lent;lent;ADJ
beaucoup;beaucoup;ADV;en;en;ADP;lents;lent;ADJ
beaucoup;beaucoup;ADV;à;à;ADP;las;las;ADJ
beaucoup;beaucoup;ADV;égal;égal;ADJ;légal;légal;ADJ
beaucoup;beaucoup;ADV;égale;égal;ADJ;légale;légal;ADJ
beaucoup;beaucoup;ADV;égales;égal;ADJ;légales;légal;ADJ
beaucoup;beaucoup;ADV;égaux;égal;ADJ;légaux;légal;ADJ
beaucoup;beaucoup;ADV;imiter;imiter;VERB;limiter;limiter;VERB
beaucoup;beaucoup;ADV;eu;avoir;VERB;lu;lire;VERB
trop;trop;ADV;atteint;atteint;ADJ;latin;latin;ADJ
trop;trop;ADV;en;en;ADP;lent;lent;ADJ
trop;trop;ADV;en;en;ADP;lents;lent;ADJ
trop;trop;ADV;à;à;ADP;las;las;ADJ
trop;trop;ADV;égal;égal;ADJ;légal;légal;ADJ
trop;trop;ADV;égale;égal;ADJ;légale;légal;ADJ
trop;trop;ADV;égales;égal;ADJ;légales;légal;ADJ
trop;trop;ADV;égaux;égal;ADJ;légaux;légal;ADJ
trop;trop;ADV;imiter;imiter;VERB;limiter;limiter;VERB
trop;trop;ADV;eu;avoir;VERB;lu;lire;VERB
