ortho_0;lemme_0;gtag_0;ortho_1;lemme_1;gtag_1;ortho_2;lemme_2;gtag_2
anciennes;ancien;ADJ;oies;oie;NOUN;joies;joie;NOUN
anciens;ancien;ADJ;ans;an;NOUN;gens;gens;NOUN
anciens;ancien;ADJ;iles;ile;NOUN;gilles;gille;NOUN
anciens;ancien;ADJ;oeufs;oeuf;NOUN;jeux;jeu;NOUN
autres;autre;ADJ;ans;an;NOUN;gens;gens;NOUN
autres;autre;ADJ;iles;ile;NOUN;gilles;gille;NOUN
autres;autre;ADJ;oeufs;oeuf;NOUN;jeux;jeu;NOUN
autres;autre;ADJ;oies;oie;NOUN;joies;joie;NOUN
autres;autre;ADJ;îles;île;NOUN;gilles;gille;NOUN
beaux;beau;ADJ;ans;an;NOUN;gens;gens;NOUN
beaux;beau;ADJ;iles;ile;NOUN;gilles;gille;NOUN
beaux;beau;ADJ;oeufs;oeuf;NOUN;jeux;jeu;NOUN
belles;beau;ADJ;oies;oie;NOUN;joies;joie;NOUN
bonnes;bon;ADJ;oies;oie;NOUN;joies;joie;NOUN
bons;bon;ADJ;ans;an;NOUN;gens;gens;NOUN
bons;bon;ADJ;iles;ile;NOUN;gilles;gille;NOUN
bons;bon;ADJ;oeufs;oeuf;NOUN;jeux;jeu;NOUN
chères;cher;ADJ;oies;oie;NOUN;joies;joie;NOUN
chers;cher;ADJ;ans;an;NOUN;gens;gens;NOUN
chers;cher;ADJ;iles;ile;NOUN;gilles;gille;NOUN
chers;cher;ADJ;oeufs;oeuf;NOUN;jeux;jeu;NOUN
curieux;curieux;ADJ;ans;an;NOUN;gens;gens;NOUN
curieux;curieux;ADJ;iles;ile;NOUN;gilles;gille;NOUN
curieux;curieux;ADJ;oeufs;oeuf;NOUN;jeux;jeu;NOUN
dernières;dernier;ADJ;oies;oie;NOUN;joies;joie;NOUN
derniers;dernier;ADJ;ans;an;NOUN;gens;gens;NOUN
derniers;dernier;ADJ;iles;ile;NOUN;gilles;gille;NOUN
derniers;dernier;ADJ;oeufs;oeuf;NOUN;jeux;jeu;NOUN
