ortho_0;lemme_0;gtag_0;ortho_1;lemme_1;gtag_1;ortho_2;lemme_2;gtag_2
anciennes;ancien;ADJ;ailes;aile;NOUN;pelles;pelle;NOUN
anciennes;ancien;ADJ;eaux;eau;NOUN;peaux;peau;NOUN
anciennes;ancien;ADJ;heures;heure;NOUN;peurs;peur;NOUN
anciennes;ancien;ADJ;îles;île;NOUN;piles;pile;NOUN
anciens;ancien;ADJ;airs;air;NOUN;pairs;pair;NOUN
anciens;ancien;ADJ;airs;air;NOUN;pères;père;NOUN
anciens;ancien;ADJ;anneaux;anneau;NOUN;panneaux;panneau;NOUN
anciens;ancien;ADJ;artisans;artisan;NOUN;partisans;partisan;NOUN
anciens;ancien;ADJ;oeufs;oeuf;NOUN;peu;peu;NOUN
anciens;ancien;ADJ;yeux;oeil;NOUN;pieux;pieux;NOUN
anciens;ancien;ADJ;âges;âge;NOUN;pages;page;NOUN
autres;autre;ADJ;ailes;aile;NOUN;pelles;pelle;NOUN
autres;autre;ADJ;airs;air;NOUN;paires;paire;NOUN
autres;autre;ADJ;airs;air;NOUN;pairs;pair;NOUN
autres;autre;ADJ;airs;air;NOUN;pères;père;NOUN
autres;autre;ADJ;anneaux;anneau;NOUN;panneaux;panneau;NOUN
autres;autre;ADJ;artisans;artisan;NOUN;partisans;partisan;NOUN
autres;autre;ADJ;arts;art;NOUN;parts;part;NOUN
autres;autre;ADJ;autos;auto;NOUN;poteaux;poteau;NOUN
autres;autre;ADJ;eaux;eau;NOUN;peaux;peau;NOUN
autres;autre;ADJ;eaux;eau;NOUN;pots;pot;NOUN
autres;autre;ADJ;heures;heure;NOUN;peurs;peur;NOUN
autres;autre;ADJ;hommes;homme;NOUN;pommes;pomme;NOUN
autres;autre;ADJ;iles;ile;NOUN;piles;pile;NOUN
autres;autre;ADJ;oeufs;oeuf;NOUN;peu;peu;NOUN
autres;autre;ADJ;oies;oie;NOUN;poids;poids;NOUN
autres;autre;ADJ;oies;oie;NOUN;pois;pois;NOUN
autres;autre;ADJ;yeux;oeil;NOUN;pieux;pieux;NOUN
autres;autre;ADJ;âges;âge;NOUN;pages;page;NOUN
autres;autre;ADJ;îles;île;NOUN;piles;pile;NOUN
beaux;beau;ADJ;airs;air;NOUN;pairs;pair;NOUN
beaux;beau;ADJ;airs;air;NOUN;pères;père;NOUN
beaux;beau;ADJ;anneaux;anneau;NOUN;panneaux;panneau;NOUN
beaux;beau;ADJ;artisans;artisan;NOUN;partisans;partisan;NOUN
beaux;beau;ADJ;oeufs;oeuf;NOUN;peu;peu;NOUN
beaux;beau;ADJ;yeux;oeil;NOUN;pieux;pieux;NOUN
beaux;beau;ADJ;âges;âge;NOUN;pages;page;NOUN
belles;beau;ADJ;ailes;aile;NOUN;pelles;pelle;NOUN
belles;beau;ADJ;eaux;eau;NOUN;peaux;peau;NOUN
belles;beau;ADJ;heures;heure;NOUN;peurs;peur;NOUN
belles;beau;ADJ;îles;île;NOUN;piles;pile;NOUN
bonnes;bon;ADJ;ailes;aile;NOUN;pelles;pelle;NOUN
bonnes;bon;ADJ;eaux;eau;NOUN;peaux;peau;NOUN
bonnes;bon;ADJ;heures;heure;NOUN;peurs;peur;NOUN
bonnes;bon;ADJ;îles;île;NOUN;piles;pile;NOUN
bons;bon;ADJ;airs;air;NOUN;pairs;pair;NOUN
bons;bon;ADJ;airs;air;NOUN;pères;père;NOUN
bons;bon;ADJ;anneaux;anneau;NOUN;panneaux;panneau;NOUN
bons;bon;ADJ;artisans;artisan;NOUN;partisans;partisan;NOUN
bons;bon;ADJ;oeufs;oeuf;NOUN;peu;peu;NOUN
bons;bon;ADJ;yeux;oeil;NOUN;pieux;pieux;NOUN
bons;bon;ADJ;âges;âge;NOUN;pages;page;NOUN
chères;cher;ADJ;ailes;aile;NOUN;pelles;pelle;NOUN
chères;cher;ADJ;eaux;eau;NOUN;peaux;peau;NOUN
chères;cher;ADJ;heures;heure;NOUN;peurs;peur;NOUN
chères;cher;ADJ;îles;île;NOUN;piles;pile;NOUN
chers;cher;ADJ;airs;air;NOUN;pairs;pair;NOUN
chers;cher;ADJ;airs;air;NOUN;pères;père;NOUN
chers;cher;ADJ;anneaux;anneau;NOUN;panneaux;panneau;NOUN
chers;cher;ADJ;artisans;artisan;NOUN;partisans;partisan;NOUN
chers;cher;ADJ;oeufs;oeuf;NOUN;peu;peu;NOUN
chers;cher;ADJ;yeux;oeil;NOUN;pieux;pieux;NOUN
chers;cher;ADJ;âges;âge;NOUN;pages;page;NOUN
curieux;curieux;ADJ;airs;air;NOUN;pairs;pair;NOUN
curieux;curieux;ADJ;airs;air;NOUN;pères;père;NOUN
curieux;curieux;ADJ;anneaux;anneau;NOUN;panneaux;panneau;NOUN
curieux;curieux;ADJ;artisans;artisan;NOUN;partisans;partisan;NOUN
curieux;curieux;ADJ;oeufs;oeuf;NOUN;peu;peu;NOUN
