ortho_0;lemme_0;gtag_0;ortho_1;lemme_1;gtag_1;ortho_2;lemme_2;gtag_2
dernier;dernier;ADJ;acte;acte;NOUN;tact;tact;NOUN
dernier;dernier;ADJ;an;an;NOUN;temps;temps;NOUN
dernier;dernier;ADJ;est;est;NOUN;test;test;NOUN
dernier;dernier;ADJ;or;or;NOUN;tort;tort;NOUN
léger;léger;ADJ;acte;acte;NOUN;tact;tact;NOUN
léger;léger;ADJ;an;an;NOUN;temps;temps;NOUN
léger;léger;ADJ;est;est;NOUN;test;test;NOUN
léger;léger;ADJ;or;or;NOUN;tort;tort;NOUN
premier;premier;ADJ;acte;acte;NOUN;tact;tact;NOUN
premier;premier;ADJ;an;an;NOUN;temps;temps;NOUN
premier;premier;ADJ;est;est;NOUN;test;test;NOUN
premier;premier;ADJ;or;or;NOUN;tort;tort;NOUN
