ortho_0;lemme_0;gtag_0;ortho_1;lemme_1;gtag_1;ortho_2;lemme_2;gtag_2
dernier;dernier;ADJ;ailier;ailier;NOUN;cellier;cellier;NOUN
dernier;dernier;ADJ;air;air;NOUN;cerf;cerf;NOUN
dernier;dernier;ADJ;alu;alu;NOUN;salut;salut;NOUN
dernier;dernier;ADJ;an;an;NOUN;sang;sang;NOUN
dernier;dernier;ADJ;antre;antre;NOUN;centre;centre;NOUN
dernier;dernier;ADJ;avant;avant;NOUN;savant;savant;NOUN
dernier;dernier;ADJ;avoir;avoir;NOUN;savoir;savoir;NOUN
dernier;dernier;ADJ;entier;entier;NOUN;sentier;sentier;NOUN
dernier;dernier;ADJ;homme;homme;NOUN;somme;somme;NOUN
dernier;dernier;ADJ;honneur;honneur;NOUN;sonneur;sonneur;NOUN
dernier;dernier;ADJ;oeil;oeil;NOUN;seuil;seuil;NOUN
dernier;dernier;ADJ;or;or;NOUN;sort;sort;NOUN
dernier;dernier;ADJ;âge;âge;NOUN;sage;sage;NOUN
léger;léger;ADJ;ailier;ailier;NOUN;cellier;cellier;NOUN
léger;léger;ADJ;air;air;NOUN;cerf;cerf;NOUN
léger;léger;ADJ;alu;alu;NOUN;salut;salut;NOUN
léger;léger;ADJ;an;an;NOUN;sang;sang;NOUN
léger;léger;ADJ;antre;antre;NOUN;centre;centre;NOUN
léger;léger;ADJ;avant;avant;NOUN;savant;savant;NOUN
léger;léger;ADJ;avoir;avoir;NOUN;savoir;savoir;NOUN
léger;léger;ADJ;entier;entier;NOUN;sentier;sentier;NOUN
léger;léger;ADJ;homme;homme;NOUN;somme;somme;NOUN
léger;léger;ADJ;honneur;honneur;NOUN;sonneur;sonneur;NOUN
léger;léger;ADJ;oeil;oeil;NOUN;seuil;seuil;NOUN
léger;léger;ADJ;or;or;NOUN;sort;sort;NOUN
léger;léger;ADJ;âge;âge;NOUN;sage;sage;NOUN
premier;premier;ADJ;ailier;ailier;NOUN;cellier;cellier;NOUN
premier;premier;ADJ;air;air;NOUN;cerf;cerf;NOUN
premier;premier;ADJ;alu;alu;NOUN;salut;salut;NOUN
premier;premier;ADJ;an;an;NOUN;sang;sang;NOUN
premier;premier;ADJ;antre;antre;NOUN;centre;centre;NOUN
premier;premier;ADJ;avant;avant;NOUN;savant;savant;NOUN
premier;premier;ADJ;avoir;avoir;NOUN;savoir;savoir;NOUN
premier;premier;ADJ;entier;entier;NOUN;sentier;sentier;NOUN
premier;premier;ADJ;homme;homme;NOUN;somme;somme;NOUN
premier;premier;ADJ;honneur;honneur;NOUN;sonneur;sonneur;NOUN
premier;premier;ADJ;oeil;oeil;NOUN;seuil;seuil;NOUN
premier;premier;ADJ;or;or;NOUN;sort;sort;NOUN
premier;premier;ADJ;âge;âge;NOUN;sage;sage;NOUN
