ortho_0;lemme_0;gtag_0;ortho_1;lemme_1;gtag_1;ortho_2;lemme_2;gtag_2
beaucoup;beaucoup;ADV;au;au;ADP;sot;sot;ADJ
beaucoup;beaucoup;ADV;avant;avant;ADP;savant;savant;ADJ
beaucoup;beaucoup;ADV;avant;avant;ADP;savants;savant;ADJ
beaucoup;beaucoup;ADV;en;en;ADP;sans;sans;ADP
beaucoup;beaucoup;ADV;aider;aider;VERB;céder;céder;VERB
beaucoup;beaucoup;ADV;avoir;avoir;VERB;savoir;savoir;VERB
beaucoup;beaucoup;ADV;ôter;ôter;VERB;sauter;sauter;VERB
beaucoup;beaucoup;ADV;allé;aller;VERB;salé;saler;VERB
beaucoup;beaucoup;ADV;eu;avoir;VERB;su;savoir;VERB
beaucoup;beaucoup;ADV;ôté;ôter;VERB;sauté;sauter;VERB
trop;trop;ADV;au;au;ADP;sot;sot;ADJ
trop;trop;ADV;avant;avant;ADP;savant;savant;ADJ
trop;trop;ADV;avant;avant;ADP;savants;savant;ADJ
trop;trop;ADV;en;en;ADP;sans;sans;ADP
trop;trop;ADV;aider;aider;VERB;céder;céder;VERB
trop;trop;ADV;avoir;avoir;VERB;savoir;savoir;VERB
trop;trop;ADV;ôter;ôter;VERB;sauter;sauter;VERB
trop;trop;ADV;allé;aller;VERB;salé;saler;VERB
trop;trop;ADV;eu;avoir;VERB;su;savoir;VERB
trop;trop;ADV;ôté;ôter;VERB;sauté;sauter;VERB
